defined_class	defined_class_label	location	location_label	chemical_entity	chemical_entity_label
http://purl.obolibrary.org/obo/HP_0003345	Elevated urinary norepinephrine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_33569	noradrenaline
http://purl.obolibrary.org/obo/HP_0040156	Elevated urinary carboxylic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_33575	carboxylic acid
http://purl.obolibrary.org/obo/HP_0003355	Aminoaciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_33709	amino acid
http://purl.obolibrary.org/obo/HP_0410072	Increased level of ribose in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_33942	ribose
http://purl.obolibrary.org/obo/HP_0410073	Increased level of ribose in CSF	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_33942	ribose
http://purl.obolibrary.org/obo/HP_0003641	Hemoglobinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_35143	hemoglobin
http://purl.obolibrary.org/obo/HP_0003215	Dicarboxylic aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_35692	dicarboxylic acid
http://purl.obolibrary.org/obo/HP_0008339	Diaminoaciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_35987	diamino acid
http://purl.obolibrary.org/obo/HP_0002152	Hyperproteinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_36080	protein
http://purl.obolibrary.org/obo/HP_0012066	Increased urinary disaccharide excretion	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_36233	disaccharide
http://purl.obolibrary.org/obo/HP_0003239	Phosphoethanolaminuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_36711	phosphoethanolamine
http://purl.obolibrary.org/obo/HP_0008155	Mucopolysacchariduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_37395	mucopolysaccharide
http://purl.obolibrary.org/obo/HP_0012070	Chondroitin sulfate excretion in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_37397	chondroitin sulfate
http://purl.obolibrary.org/obo/HP_0003154	Increased circulating ACTH level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_3892	corticotropin
http://purl.obolibrary.org/obo/HP_0012611	Increased urinary urate	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_46819	urate salt
http://purl.obolibrary.org/obo/HP_0410199	Increased CSF urate concentration	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_46819	urate salt
http://purl.obolibrary.org/obo/HP_0003362	Increased VLDL cholesterol concentration	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_47773	very-low-density lipoprotein cholesterol
http://purl.obolibrary.org/obo/HP_0003141	Increased LDL cholesterol concentration	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_47774	low-density lipoprotein cholesterol
http://purl.obolibrary.org/obo/HP_0012184	Increased HDL cholesterol concentration	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_47775	high-density lipoprotein cholesterol
http://purl.obolibrary.org/obo/HP_0410059	Increased level of D-threitol in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_48300	D-threitol
http://purl.obolibrary.org/obo/HP_0410058	Increased level of D-threitol in CSF	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/CHEBI_48300	D-threitol
http://purl.obolibrary.org/obo/HP_0410057	Increased level of D-threitol in plasma	http://purl.obolibrary.org/obo/UBERON_0001969	blood plasma	http://purl.obolibrary.org/obo/CHEBI_48300	D-threitol
http://purl.obolibrary.org/obo/HP_0010980	Hyperlipoproteinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_50404	lipoprotein cholesterol
http://purl.obolibrary.org/obo/HP_0010471	Oligosacchariduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_50699	oligosaccharide
http://purl.obolibrary.org/obo/HP_0031137	Storage in hepatocytes	http://purl.obolibrary.org/obo/CL_0000182	hepatocyte	http://purl.obolibrary.org/obo/CHEBI_50860	organic molecular entity
http://purl.obolibrary.org/obo/HP_0002157	Azotemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_51143	nitrogen molecular entity
http://purl.obolibrary.org/obo/HP_0011977	Elevated urinary homovanillic acid	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_545959	homovanillic acid
http://purl.obolibrary.org/obo/HP_0012069	Keratan sulfate excretion in urine	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_60924	keratan sulfate
http://purl.obolibrary.org/obo/HP_0001992	Organic aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_64709	organic acid
http://purl.obolibrary.org/obo/HP_0003344	3-Methylglutaric aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_68566	3-methylglutaric acid
http://purl.obolibrary.org/obo/HP_0002913	Myoglobinuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_7044	myoglobin
http://purl.obolibrary.org/obo/HP_0003219	Ethylmalonic aciduria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/CHEBI_741548	ethylmalonic acid
http://purl.obolibrary.org/obo/HP_0011969	Elevated circulating luteinizing hormone level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_81568	Luteinizing hormone
http://purl.obolibrary.org/obo/HP_0010571	Elevated levels of phytanic acid	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_16285	phytanic acid
http://purl.obolibrary.org/obo/HP_0004368	Increased purine level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_26401	purines
http://purl.obolibrary.org/obo/HP_0008247	Euthyroid hyperthyroxinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_30660	thyroxine
http://purl.obolibrary.org/obo/HP_0001900	Increased hemoglobin	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_35143	hemoglobin
http://purl.obolibrary.org/obo/HP_0410171	Increased cotinine level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/CHEBI_68641	(-)-cotinine
http://purl.obolibrary.org/obo/HP_0002922	Increased CSF protein	http://purl.obolibrary.org/obo/UBERON_0001359	cerebrospinal fluid	http://purl.obolibrary.org/obo/PR_000000001	protein
http://purl.obolibrary.org/obo/HP_0012117	Hyperalbuminemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000003918	serum albumin
http://purl.obolibrary.org/obo/HP_0012592	Albuminuria	http://purl.obolibrary.org/obo/UBERON_0001088	urine	http://purl.obolibrary.org/obo/PR_000003918	serum albumin
http://purl.obolibrary.org/obo/HP_0010679	Elevated tissue non-specific alkaline phosphatase	http://purl.obolibrary.org/obo/UBERON_0000479 	blood	http://purl.obolibrary.org/obo/PR_000003968	"alkaline phosphatase, tissue-nonspecific isozyme"
http://purl.obolibrary.org/obo/HP_0410189	Increased glucose-6-phosphate dehydrogenase level in red blood cells	http://purl.obolibrary.org/obo/CL_0000232	erythrocyte	http://purl.obolibrary.org/obo/PR_000007749	glucose-6-phosphate 1-dehydrogenase
http://purl.obolibrary.org/obo/HP_0410191	Increased glucose-6-phosphate dehydrogenase level in leukocytes	http://purl.obolibrary.org/obo/CL_0000738	leukocyte	http://purl.obolibrary.org/obo/PR_000007749	glucose-6-phosphate 1-dehydrogenase
http://purl.obolibrary.org/obo/HP_0410178	Increased glucose-6-phosphate dehydrogenase level in blood	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000007749	glucose-6-phosphate 1-dehydrogenase
http://purl.obolibrary.org/obo/HP_0410186	Increased glucose-6-phosphate dehydrogenase level in tissue	http://purl.obolibrary.org/obo/UBERON_0000479	tissue	http://purl.obolibrary.org/obo/PR_000007749	glucose-6-phosphate 1-dehydrogenase
http://purl.obolibrary.org/obo/HP_0500167	Hypergastrinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000007856	gastrin
http://purl.obolibrary.org/obo/HP_0000842	Hyperinsulinemia	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000009054	insulin
http://purl.obolibrary.org/obo/HP_0031793	Increased serum leptin	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000009758	leptin
http://purl.obolibrary.org/obo/HP_0003165	Elevated circulating parathyroid hormone level	http://purl.obolibrary.org/obo/UBERON_0001977	blood serum	http://purl.obolibrary.org/obo/PR_000013429	parathyroid hormone
http://purl.obolibrary.org/obo/HP_0000848	Increased circulating renin level	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000013883	renin
http://purl.obolibrary.org/obo/HP_0003528	Elevated calcitonin	http://purl.obolibrary.org/obo/UBERON_0000178	blood	http://purl.obolibrary.org/obo/PR_000027222	calcitonin
