source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status
en	Hemimelia of forearm	HP:6000948	rdfs:label	es		NOT_TRANSLATED
en	Sodium glucose transport inhibitor exposure	HP:6000949	rdfs:label	es		NOT_TRANSLATED
en	Breath-holding spell	HP:6000950	rdfs:label	es		NOT_TRANSLATED
en	Flared proximal tibial metaphysis	HP:6000951	rdfs:label	es		NOT_TRANSLATED
en	Delayed toe phalanx ossification	HP:6000952	rdfs:label	es		NOT_TRANSLATED
en	Sorbitol ingestion	HP:6000953	rdfs:label	es		NOT_TRANSLATED
en	Positive peritoneal fluid bacterial culture	HP:6000954	rdfs:label	es		NOT_TRANSLATED
en	Ocular cystine crystal deposition	HP:6000955	rdfs:label	es		NOT_TRANSLATED
en	Exuberant granulation tissue	HP:6000956	rdfs:label	es		NOT_TRANSLATED
en	Oral mucosal papule	HP:6000957	rdfs:label	es		NOT_TRANSLATED
en	Excessive piloerection	HP:6000958	rdfs:label	es		NOT_TRANSLATED
en	Scalp edema	HP:6000959	rdfs:label	es		NOT_TRANSLATED
en	Serpiginous burrow	HP:6000960	rdfs:label	es		NOT_TRANSLATED
en	Positive brain-tissue rabies nucleic acid test	HP:6000961	rdfs:label	es		NOT_TRANSLATED
en	Positive respiratory tract Bordetella pertussis nucleic acid test	HP:6000962	rdfs:label	es		NOT_TRANSLATED
en	Demonstration of acid-fast bacilli in wound tissue	HP:6000963	rdfs:label	es		NOT_TRANSLATED
en	Positive tissue encapsulated budding yeast test	HP:6000964	rdfs:label	es		NOT_TRANSLATED
en	Positive tissue coccidioidomycosis culture	HP:6000965	rdfs:label	es		NOT_TRANSLATED
en	Diminished tissue dihydropteridine reductase activity	HP:6000966	rdfs:label	es		NOT_TRANSLATED
en	Decreased circulating transcobalamin I concentration	HP:6000967	rdfs:label	es		NOT_TRANSLATED
en	Diminished circulating cationic trypsinogen concentration	HP:6000968	rdfs:label	es		NOT_TRANSLATED
en	Diminished circulating hyaluronidase activity	HP:6000969	rdfs:label	es		NOT_TRANSLATED
en	Diminished sulfotransferase activity in cultured fibroblasts	HP:6000970	rdfs:label	es		NOT_TRANSLATED
en	Elevated tissue alpha-N-acetylglucosaminidase activity	HP:6000971	rdfs:label	es		NOT_TRANSLATED
en	Abnormal tissue alpha-N-acetylglucosaminidase activity	HP:6000972	rdfs:label	es		NOT_TRANSLATED
en	Elevated circulating trihydroxycholestanoic acid concentration	HP:6000973	rdfs:label	es		NOT_TRANSLATED
en	Elevated circulating glyoxylic acid concentration	HP:6000974	rdfs:label	es		NOT_TRANSLATED
en	Elevated CSF sepiapterin concentration	HP:6000975	rdfs:label	es		NOT_TRANSLATED
en	Intrahepatic inclusion bodies	HP:6000976	rdfs:label	es		NOT_TRANSLATED
en	Muscle vacuoles	HP:6000977	rdfs:label	es		NOT_TRANSLATED
en	Nonrimmed muscule vacuoles	HP:6000978	rdfs:label	es		NOT_TRANSLATED
en	Reduced hepatic glycogen phosphorylase activity	HP:6000979	rdfs:label	es		NOT_TRANSLATED
en	Bone marrow hemophagocytosis	HP:6000980	rdfs:label	es		NOT_TRANSLATED
en	Splenic granulomatosis	HP:6000981	rdfs:label	es		NOT_TRANSLATED
en	Immediate detumescence of penis at time of symptom onset	HP:6000982	rdfs:label	es		NOT_TRANSLATED
en	History of aortic valve replacement	HP:6000983	rdfs:label	es		NOT_TRANSLATED
en	Coved type ST segment elevation	HP:6000984	rdfs:label	es		NOT_TRANSLATED
en	Saddle-back type ST segment elevation	HP:6000985	rdfs:label	es		NOT_TRANSLATED
en	Substantially elevated circulating ethanol concentration	HP:6000986	rdfs:label	es		NOT_TRANSLATED
en	Tortuous appearance of the stomach	HP:6000987	rdfs:label	es		NOT_TRANSLATED
en	Cochlear nerve aplasia	HP:6000988	rdfs:label	es		NOT_TRANSLATED
en	Slit-like lateral ventricle	HP:6000989	rdfs:label	es		NOT_TRANSLATED
en	Fetal methamphetamine exposure	HP:6000990	rdfs:label	es		NOT_TRANSLATED
en	Elevated circulating 4-hydroxybutyric acid concentration	HP:6000991	rdfs:label	es		NOT_TRANSLATED
en	Elevated urinary 2,4-dihydroxybutyric acid level	HP:6000992	rdfs:label	es		NOT_TRANSLATED
en	Pupillary hypersensitivity to parasympathomimetic agents	HP:6000993	rdfs:label	es		NOT_TRANSLATED
en	Lack of pupillary response to hydroxyamphetamine	HP:6000994	rdfs:label	es		NOT_TRANSLATED
en	Subcortical U fiber lesion	HP:6000995	rdfs:label	es		NOT_TRANSLATED
en	Intraspinal extradural lipoma	HP:6000996	rdfs:label	es		NOT_TRANSLATED
en	Intranasal mass	HP:6000997	rdfs:label	es		NOT_TRANSLATED
en	Liver rupture	HP:6000998	rdfs:label	es		NOT_TRANSLATED
en	Elevated urinary mandelic acid	HP:6000999	rdfs:label	es		NOT_TRANSLATED
en	Elevated urine malic acid level	HP:6001000	rdfs:label	es		NOT_TRANSLATED
en	Elevated urine 3-hydroxysebacic acid level	HP:6001001	rdfs:label	es		NOT_TRANSLATED
en	Elevated urinary vanillactic acid level	HP:6001002	rdfs:label	es		NOT_TRANSLATED
en	Elevated urine 4,5-dihydroxyhexanoic acid level	HP:6001003	rdfs:label	es		NOT_TRANSLATED
en	Elevated urine hydroxyphenyllactic acid level	HP:6001004	rdfs:label	es		NOT_TRANSLATED
en	Positive gastric CMV intranuclear inclusions	HP:6001005	rdfs:label	es		NOT_TRANSLATED
en	Elevated urine dihydroxycholestanoic acid level	HP:6001006	rdfs:label	es		NOT_TRANSLATED
en	Elevated urinary bile alcohol level	HP:6001007	rdfs:label	es		NOT_TRANSLATED
en	Elevated urine glucose tetrasaccharide level	HP:6001008	rdfs:label	es		NOT_TRANSLATED
en	Increased urine 4-hydroxy-2-oxoglutarate level	HP:6001009	rdfs:label	es		NOT_TRANSLATED
en	Inability to protrude lips	HP:6001010	rdfs:label	es		NOT_TRANSLATED
en	Wet voice	HP:6001011	rdfs:label	es		NOT_TRANSLATED
en	Erythema marginatum	HP:6001012	rdfs:label	es		NOT_TRANSLATED
en	Mechanic's hands	HP:6001013	rdfs:label	es		NOT_TRANSLATED
en	Hiker's feet	HP:6001014	rdfs:label	es		NOT_TRANSLATED
en	Anti-HLA-DQ antibody positivity	HP:6001015	rdfs:label	es		NOT_TRANSLATED
en	Inappropriate normal or low erythropoietin	HP:6001016	rdfs:label	es		NOT_TRANSLATED
en	Rapid gastric emptying	HP:6001017	rdfs:label	es		NOT_TRANSLATED
en	Mediastinal lymph node calcification	HP:6001018	rdfs:label	es		NOT_TRANSLATED
en	Eggshell calcification of lymph nodes	HP:6001019	rdfs:label	es		NOT_TRANSLATED
en	Knee joint effusion	HP:6001020	rdfs:label	es		NOT_TRANSLATED
en	Subcutaneous emphysema	HP:6001021	rdfs:label	es		NOT_TRANSLATED
en	Elevated bone scintigraphy uptake	HP:6001022	rdfs:label	es		NOT_TRANSLATED
en	Diminished long-chain-enoyl-CoA hydratase activity in cultured fibroblasts	HP:6001023	rdfs:label	es		NOT_TRANSLATED
en	Diminished acetyl-CoA C-acyltransferase activity in cultured fibroblasts	HP:6001024	rdfs:label	es		NOT_TRANSLATED
en	Pathological inclusion body	HP:6001025	rdfs:label	es		NOT_TRANSLATED
en	Reduced epidermal collagen IV alpha 5 chain staining	HP:6001026	rdfs:label	es		NOT_TRANSLATED
en	Diminished glomerular basement membrane collagen IV alpha 3 chain staining	HP:6001027	rdfs:label	es		NOT_TRANSLATED
en	Diminished glomerular basement membrane collagen IV alpha 4 chain staining	HP:6001028	rdfs:label	es		NOT_TRANSLATED
en	Diminished glomerular basement membrane collagen IV alpha 5 chain staining	HP:6001029	rdfs:label	es		NOT_TRANSLATED
en	Cystine nephrolithiasis	HP:6001031	rdfs:label	es		NOT_TRANSLATED
en	Hepatic cystine accumulation	HP:6001032	rdfs:label	es		NOT_TRANSLATED
en	Bone marrow cystine accumulation	HP:6001033	rdfs:label	es		NOT_TRANSLATED
en	Desmoid tumor	HP:6001034	rdfs:label	es		NOT_TRANSLATED
en	Tubular jejunal duplication	HP:6001035	rdfs:label	es		NOT_TRANSLATED
en	Left ventricular rupture	HP:6001036	rdfs:label	es		NOT_TRANSLATED
en	Punctate pontine perivascular enhancement	HP:6001037	rdfs:label	es		NOT_TRANSLATED
en	Intestinal worm	HP:6001038	rdfs:label	es		NOT_TRANSLATED
en	Scrotal worm	HP:6001039	rdfs:label	es		NOT_TRANSLATED
en	Small intestinal adenoma	HP:6001040	rdfs:label	es		NOT_TRANSLATED
en	Maternal retinal mottling	HP:6001041	rdfs:label	es		NOT_TRANSLATED
en	Twisted gallbladder pedicle	HP:6001042	rdfs:label	es		NOT_TRANSLATED
en	Cholecyst-enteric fistula	HP:6001043	rdfs:label	es		NOT_TRANSLATED
en	Dyschronometria	HP:6001044	rdfs:label	es		NOT_TRANSLATED
en	History of recent intermittent breastfeeding	HP:6001045	rdfs:label	es		NOT_TRANSLATED
en	Breast cyst	HP:6001046	rdfs:label	es		NOT_TRANSLATED
en	Circumscribed	HP:6001047	rdfs:label	es		NOT_TRANSLATED
en	Lobulated	HP:6001048	rdfs:label	es		NOT_TRANSLATED
en	Spiculated	HP:6001049	rdfs:label	es		NOT_TRANSLATED
en	Whorled	HP:6001050	rdfs:label	es		NOT_TRANSLATED
en	Delta brush pattern on EEG	HP:6001051	rdfs:label	es		NOT_TRANSLATED
en	Tibiotalar synostosis	HP:6001052	rdfs:label	es		NOT_TRANSLATED
en	Vertebra plana	HP:6001053	rdfs:label	es		NOT_TRANSLATED
en	Intoeing	HP:6001054	rdfs:label	es		NOT_TRANSLATED
en	Palpable thrill on extremity	HP:6001055	rdfs:label	es		NOT_TRANSLATED
en	Out-toeing	HP:6001056	rdfs:label	es		NOT_TRANSLATED
en	Ankle dislocation	HP:6001057	rdfs:label	es		NOT_TRANSLATED
en	Anti-neuronal intermediate filament antibody positivity	HP:6001058	rdfs:label	es		NOT_TRANSLATED
en	Anti-DREBRIN antibody positivity	HP:6001059	rdfs:label	es		NOT_TRANSLATED
en	Anti-lipoprotein lipase autoantibody positivity	HP:6001060	rdfs:label	es		NOT_TRANSLATED
en	Anti-apolipoprotein CII autoantibody positivity	HP:6001061	rdfs:label	es		NOT_TRANSLATED
en	Eosinophilic neuronal inclusion bodies	HP:6001062	rdfs:label	es		NOT_TRANSLATED
en	Sweaty foot-like odor	HP:6001063	rdfs:label	es		NOT_TRANSLATED
en	Anti-acetylcholine receptor antibody positivity	HP:6001064	rdfs:label	es		NOT_TRANSLATED
en	Hair shaft lesion	HP:6001065	rdfs:label	es		NOT_TRANSLATED
en	Prolonged use of tightly fitting footwear	HP:6001066	rdfs:label	es		NOT_TRANSLATED
en	Triggered by high protein intake	HP:6001067	rdfs:label	es		NOT_TRANSLATED
en	Thickened tricuspid valve cusp	HP:6001068	rdfs:label	es		NOT_TRANSLATED
en	Displaced anterior fontanelle	HP:6001069	rdfs:label	es		NOT_TRANSLATED
en	Subdural hygroma	HP:6001070	rdfs:label	es		NOT_TRANSLATED
en	Incus ankylosis	HP:6001071	rdfs:label	es		NOT_TRANSLATED
en	Excessive diet restriction	HP:6001072	rdfs:label	es		NOT_TRANSLATED
en	Left ventricular apical dyskinesis	HP:6001073	rdfs:label	es		NOT_TRANSLATED
en	Longitudinal erythronychia	HP:6001074	rdfs:label	es		NOT_TRANSLATED
en	Exacerbated by exposure to sunlight	HP:6001075	rdfs:label	es		NOT_TRANSLATED
en	Exacerbated by heat	HP:6001076	rdfs:label	es		NOT_TRANSLATED
en	Exacerbated by excessive sweating	HP:6001077	rdfs:label	es		NOT_TRANSLATED
en	Malignant pleural effusion	HP:6001078	rdfs:label	es		NOT_TRANSLATED
en	Inappropriately low urine osmolality following challenge	HP:6001079	rdfs:label	es		NOT_TRANSLATED
en	Reduced urine retrahydrocortisol plus 5-alpha-THF to tetrahydrocortisone ratio	HP:6001080	rdfs:label	es		NOT_TRANSLATED
en	Elevated urinary 2,4-dihydroxyglutarate level	HP:6001081	rdfs:label	es		NOT_TRANSLATED
en	Abnormal urine D-xylose test	HP:6001082	rdfs:label	es		NOT_TRANSLATED
en	Cerebral hemisphere mass lesion	HP:6001083	rdfs:label	es		NOT_TRANSLATED
en	T2-hyperintense putaminal rim	HP:6001084	rdfs:label	es		NOT_TRANSLATED
en	Posterior fossa mass lesion	HP:6001085	rdfs:label	es		NOT_TRANSLATED
en	Irregular RR interval	HP:6001086	rdfs:label	es		NOT_TRANSLATED
en	Irregular P-P interval	HP:6001087	rdfs:label	es		NOT_TRANSLATED
en	Fungal hair infection	HP:6001088	rdfs:label	es		NOT_TRANSLATED
en	Long hairstyle	HP:6001089	rdfs:label	es		NOT_TRANSLATED
en	Conjunctival subepithelial fibrosis	HP:6001090	rdfs:label	es		NOT_TRANSLATED
en	Conjunctival fornix foreshortening	HP:6001091	rdfs:label	es		NOT_TRANSLATED
en	Strong ultraviolet light exposure	HP:6001092	rdfs:label	es		NOT_TRANSLATED
en	Exposure to vaginal douching	HP:6001093	rdfs:label	es		NOT_TRANSLATED
en	Exposure to oily lotions or creams	HP:6001094	rdfs:label	es		NOT_TRANSLATED
en	Elevated circulating pristanic acid concentration following branched-chain fatty acid ingestion	HP:6001095	rdfs:label	es		NOT_TRANSLATED
en	Decreased T-cell ZAP-70 protein expression in CD4-positive T cells	HP:6001096	rdfs:label	es		NOT_TRANSLATED
en	Dorsal flexion contracture of the ankle	HP:6001097	rdfs:label	es		NOT_TRANSLATED
en	Metaphyseal undermodelling	HP:6001098	rdfs:label	es		NOT_TRANSLATED
en	Iliac vein compression	HP:6001099	rdfs:label	es		NOT_TRANSLATED
en	Positive serum amyloid P scintigraphy	HP:6001100	rdfs:label	es		NOT_TRANSLATED
en	crossed brainstem sign	HP:6001101	rdfs:label	es		NOT_TRANSLATED
en	Inability to puff cheeks	HP:6001102	rdfs:label	es		NOT_TRANSLATED
en	Entoptic phenomenon	HP:6001103	rdfs:label	es		NOT_TRANSLATED
en	Abnormal vestibulo-spinal reflex	HP:6001104	rdfs:label	es		NOT_TRANSLATED
en	Positive probe-to-bone test	HP:6001105	rdfs:label	es		NOT_TRANSLATED
en	Exposure to repetive hand impact	HP:6001106	rdfs:label	es		NOT_TRANSLATED
en	Fractured scaphoid bone	HP:6001107	rdfs:label	es		NOT_TRANSLATED
en	Local anesthetic ineffectiveness	HP:6001108	rdfs:label	es		NOT_TRANSLATED
en	Palmoplantar location	HP:6001109	rdfs:label	es		NOT_TRANSLATED
en	Oral mucosa plaque	HP:6001110	rdfs:label	es		NOT_TRANSLATED
en	Positive saliva rabies nucleic acid test	HP:6001111	rdfs:label	es		NOT_TRANSLATED
en	Elevated tissue arylsulfatase A activity	HP:6001112	rdfs:label	es		NOT_TRANSLATED
en	Elevated circulating methysterol concentration	HP:6001113	rdfs:label	es		NOT_TRANSLATED
en	Elevated urinary adipic acid	HP:6001114	rdfs:label	es		NOT_TRANSLATED
en	inheres in	RO:0000052	rdfs:label	es		NOT_TRANSLATED
en	inheres in part of	RO:0002314	rdfs:label	es		NOT_TRANSLATED
