source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date	comment
en	Exaggerated startle response	HP:0002267	rdfs:label	de	Übertriebene Schreckreaktion	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tetraparesis	HP:0002273	rdfs:label	de	Tetraparese	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	obsolete Poor motor coordination	HP:0002275	rdfs:label	de	Schlechte motorische Koordination	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Enlarged cisterna magna	HP:0002280	rdfs:label	de	Vergrößerte Cisterna magna	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Gray matter heterotopia	HP:0002282	rdfs:label	de	Heterotopie der grauen Substanz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Global brain atrophy	HP:0002283	rdfs:label	de	Globale Hirnatrophie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Fair hair	HP:0002286	rdfs:label	de	Blondes Haar	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Progressive alopecia	HP:0002287	rdfs:label	de	Fortschreitende Alopezie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Red hair	HP:0002297	rdfs:label	de	Rote Haare	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Brittle hair	HP:0002299	rdfs:label	de	Brüchiges Haar	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Mutism	HP:0002300	rdfs:label	de	Mutismus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hemiplegia	HP:0002301	rdfs:label	de	Halbseitenlähmung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Akinesia	HP:0002304	rdfs:label	de	Akinesie	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Athetosis	HP:0002305	rdfs:label	de	Athetose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Drooling	HP:0002307	rdfs:label	de	Sabbern	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Chiari malformation	HP:0002308	rdfs:label	de	Chiari-Fehlbildung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Orofacial dyskinesia	HP:0002310	rdfs:label	de	Orofaciale Dyskinesie	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Incoordination	HP:0002311	rdfs:label	de	Unkoordination	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Clumsiness	HP:0002312	rdfs:label	de	Ungeschicklichkeit	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Spastic paraparesis	HP:0002313	rdfs:label	de	Spastische Paraparese	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Headache	HP:0002315	rdfs:label	de	Kopfschmerzen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Unsteady gait	HP:0002317	rdfs:label	de	Unsicherer Gang	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Vertigo	HP:0002321	rdfs:label	de	Schwindel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Resting tremor	HP:0002322	rdfs:label	de	Ruhender Tremor	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hydranencephaly	HP:0002324	rdfs:label	de	Hydranenzephalie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Transient ischemic attack	HP:0002326	rdfs:label	de	Vorübergehende ischämische Attacke	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Drowsiness	HP:0002329	rdfs:label	de	Schläfrigkeit	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Motor deterioration	HP:0002333	rdfs:label	de	Motorische Verschlechterung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Agenesis of cerebellar vermis	HP:0002335	rdfs:label	de	Agenesie des Kleinhirns	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Caudate atrophy	HP:0002340	rdfs:label	de	Caudat-Atrophie	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Moderate intellectual disability	HP:0002342	rdfs:label	de	Geistige Behinderung, mittelschwer	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Normal pressure hydrocephalus	HP:0002343	rdfs:label	de	Normaldruckhydrozephalus	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Progressive neurologic deterioration	HP:0002344	rdfs:label	de	Fortschreitende neurologische Verschlechterung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Action tremor	HP:0002345	rdfs:label	de	Aktionstremor	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Head tremor	HP:0002346	rdfs:label	de	Kopftremor	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Focal aware seizure	HP:0002349	rdfs:label	de	Fokaler bewusster Anfall	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cerebellar cyst	HP:0002350	rdfs:label	de	Zerebellarzyste	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Leukoencephalopathy	HP:0002352	rdfs:label	de	Leukoencephalopathie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG abnormality	HP:0002353	rdfs:label	de	EEG-Abnormität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Memory impairment	HP:0002354	rdfs:label	de	Gedächtnisstörung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	obsolete Difficulty walking	HP:0002355	rdfs:label	de	Schwierigkeiten beim Gehen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Writer's cramp	HP:0002356	rdfs:label	de	Schreibkrampf	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Frequent falls	HP:0002359	rdfs:label	de	Häufige Stürze	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Sleep disturbance	HP:0002360	rdfs:label	de	Schlafabweichung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Psychomotor deterioration	HP:0002361	rdfs:label	de	Psychomotorische Verschlechterung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Shuffling gait	HP:0002362	rdfs:label	de	Schlurfender Gang	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal brainstem morphology	HP:0002363	rdfs:label	de	Abnorme Morphologie des Hirnstamms	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypoplasia of the brainstem	HP:0002365	rdfs:label	de	Hypoplasie des Hirnstamms	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Visual hallucination	HP:0002367	rdfs:label	de	Visuelle Halluzinationen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	obsolete Poor coordination	HP:0002370	rdfs:label	de	Schlechte Koordination	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Loss of speech	HP:0002371	rdfs:label	de	Verlust der Sprachfähigkeit	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Normal interictal EEG	HP:0002372	rdfs:label	de	Normales interiktales EEG	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Febrile seizure (within the age range of 3 months to 6 years)	HP:0002373	rdfs:label	de	Fieberkrämpfe (im Alter von 3 Monaten bis 6 Jahren)	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypokinesia	HP:0002375	rdfs:label	de	Hypokinesie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Developmental regression	HP:0002376	rdfs:label	de	Entwicklungsrückschritte	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hand tremor	HP:0002378	rdfs:label	de	Zittern der Hände	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Fasciculations	HP:0002380	rdfs:label	de	Faszikulationen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aphasia	HP:0002381	rdfs:label	de	Aphasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Infectious encephalitis	HP:0002383	rdfs:label	de	Infektiöse Enzephalitis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Focal impaired awareness seizure	HP:0002384	rdfs:label	de	Fokaler Anfall mit gestörter Wahrnehmung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Paraparesis	HP:0002385	rdfs:label	de	Paraparese	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cavum septum pellucidum	HP:0002389	rdfs:label	de	Kavum septum pellucidum	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	EEG with polyspike wave complexes	HP:0002392	rdfs:label	de	EEG mit polyspitzen Wellenkomplexen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Lower limb hyperreflexia	HP:0002395	rdfs:label	de	Hyperreflexie der unteren Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cogwheel rigidity	HP:0002396	rdfs:label	de	Zahnradsteifigkeit	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Positive Romberg sign	HP:0002403	rdfs:label	de	Positives Romberg-Zeichen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Limb dysmetria	HP:0002406	rdfs:label	de	Dysmetrie der Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aqueductal stenosis	HP:0002410	rdfs:label	de	Aquädukt-Stenose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Myokymia	HP:0002411	rdfs:label	de	Myokymie	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Leukodystrophy	HP:0002415	rdfs:label	de	Leukodystrophie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal midbrain morphology	HP:0002418	rdfs:label	de	Abnorme Morphologie des Mittelhirns	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Molar tooth sign on MRI	HP:0002419	rdfs:label	de	Backenzahnzeichen im MRT	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Poor head control	HP:0002421	rdfs:label	de	Schlechte Kopfkontrolle	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Long-tract sign	HP:0002423	rdfs:label	de	Störungen der langen Rückenmarksbahnen	CANDIDATE	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Anarthria	HP:0002425	rdfs:label	de	Anarthrie	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Expressive aphasia	HP:0002427	rdfs:label	de	Ausdrucksfähige Aphasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Meningocele	HP:0002435	rdfs:label	de	Meningozele	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Dyscalculia	HP:0002442	rdfs:label	de	Dyskalkulie	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Hypothalamic hamartoma	HP:0002444	rdfs:label	de	Hypothalamisches Hamartom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tetraplegia	HP:0002445	rdfs:label	de	Tetraplegie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Progressive encephalopathy	HP:0002448	rdfs:label	de	Fortschreitende Enzephalopathie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Limb dystonia	HP:0002451	rdfs:label	de	Dystonie der Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Eye of the tiger anomaly of globus pallidus	HP:0002454	rdfs:label	de	„Eye of the tiger“-Anomalie des Globus pallidus	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Distal muscle weakness	HP:0002460	rdfs:label	de	Distale Muskelschwäche	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Language impairment	HP:0002463	rdfs:label	de	Sprachstörung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Poor speech	HP:0002465	rdfs:label	de	Schlechtes Sprechen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Nonprogressive cerebellar ataxia	HP:0002470	rdfs:label	de	Nicht-progressive Kleinhirnataxie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Expressive language delay	HP:0002474	rdfs:label	de	Verzögerung der expressiven Sprache	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Myelomeningocele	HP:0002475	rdfs:label	de	Myelomeningozele	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Myotonia	HP:0002486	rdfs:label	de	Myotonie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hyperkinetic movements	HP:0002487	rdfs:label	de	Hyperkinetische Bewegungen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased CSF lactate	HP:0002490	rdfs:label	de	Erhöhtes Liquor-Laktat	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Upper motor neuron dysfunction	HP:0002493	rdfs:label	de	Funktionsstörung der oberen Motoneuronen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal rapid eye movement sleep	HP:0002494	rdfs:label	de	Abnormaler Schlaf mit schnellen Augenbewegungen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Impaired vibratory sensation	HP:0002495	rdfs:label	de	Beeinträchtigung des Vibrationsempfindens	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Spastic ataxia	HP:0002497	rdfs:label	de	Spastische Ataxie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal cerebral white matter morphology	HP:0002500	rdfs:label	de	Abnorme Morphologie der weißen Hirnsubstanz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Spinocerebellar tract degeneration	HP:0002503	rdfs:label	de	Degeneration des spinozerebellären Trakts	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Loss of ambulation	HP:0002505	rdfs:label	de	Verlust der Gehfähigkeit	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Diffuse cerebral atrophy	HP:0002506	rdfs:label	de	Diffuse zerebrale Atrophie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Semilobar holoprosencephaly	HP:0002507	rdfs:label	de	Semilobare Holoprosencephalie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Limb hypertonia	HP:0002509	rdfs:label	de	Hypertonie der Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Spastic tetraplegia	HP:0002510	rdfs:label	de	Spastische Tetraplegie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Alzheimer disease	HP:0002511	rdfs:label	de	Morbus Alzheimer	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Cerebral calcification	HP:0002514	rdfs:label	de	Zerebrale Verkalkung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Waddling gait	HP:0002515	rdfs:label	de	Watschelgang	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Increased intracranial pressure	HP:0002516	rdfs:label	de	Erhöhter intrakranieller Druck	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal periventricular white matter morphology	HP:0002518	rdfs:label	de	Abnorme Morphologie der periventrikulären weißen Substanz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypsarrhythmia	HP:0002521	rdfs:label	de	Hypsarrhythmie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Areflexia of lower limbs	HP:0002522	rdfs:label	de	Areflexie der unteren Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Falls	HP:0002527	rdfs:label	de	Stürze	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Neuronal loss in central nervous system	HP:0002529	rdfs:label	de	Neuronaler Verlust im zentralen Nervensystem	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Axial dystonia	HP:0002530	rdfs:label	de	Axiale Dystonie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal cortical gyration	HP:0002536	rdfs:label	de	Abnormale kortikale Gyration	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal cerebral cortex morphology	HP:0002538	rdfs:label	de	Abnorme Morphologie der Großhirnrinde	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cortical dysplasia	HP:0002539	rdfs:label	de	Kortikale Dysplasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Inability to walk	HP:0002540	rdfs:label	de	Unfähigkeit zu gehen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Retrocollis	HP:0002544	rdfs:label	de	Retrokollis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Parkinsonism with favorable response to dopaminergic medication	HP:0002548	rdfs:label	de	Parkinsonismus mit günstigem Ansprechen auf dopaminerge Medikamente	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Highly arched eyebrow	HP:0002553	rdfs:label	de	Stark gewölbte Augenbraue	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hypoplastic nipples	HP:0002557	rdfs:label	de	Hypoplastische Brustwarzen	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Supernumerary nipple	HP:0002558	rdfs:label	de	Überzählige Brustwarze	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Absent nipple	HP:0002561	rdfs:label	de	Fehlende Brustwarze	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Low-set nipples	HP:0002562	rdfs:label	de	Tief liegende Brustwarzen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Intestinal malrotation	HP:0002566	rdfs:label	de	Darm-Malrotation	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Steatorrhea	HP:0002570	rdfs:label	de	Steatorrhoe	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Episodic vomiting	HP:0002572	rdfs:label	de	Episodisches Erbrechen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hematochezia	HP:0002573	rdfs:label	de	Hämatochezie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Tracheoesophageal fistula	HP:0002575	rdfs:label	de	Tracheoösophageale Fistel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Gastroparesis	HP:0002578	rdfs:label	de	Gastroparese	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Gastrointestinal dysmotility	HP:0002579	rdfs:label	de	Gastrointestinale Dysmotilität	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Volvulus	HP:0002580	rdfs:label	de	Darmverschlingung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Colitis	HP:0002583	rdfs:label	de	Colitis	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Peritonitis	HP:0002586	rdfs:label	de	Peritonitis	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Duodenal ulcer	HP:0002588	rdfs:label	de	Zwölffingerdarmgeschwür	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Gastrointestinal atresia	HP:0002589	rdfs:label	de	Gastrointestinale Atresie	OFFICIAL	orcid:0000-0002-9746-4412	DOMAIN_EXPERT	2024-12-10	
en	Paralytic ileus	HP:0002590	rdfs:label	de	Paralytischer Ileus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Polyphagia	HP:0002591	rdfs:label	de	Polyphagie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Intestinal lymphangiectasia	HP:0002593	rdfs:label	de	Intestinale Lymphangiektasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Head titubation	HP:0002599	rdfs:label	de	Titubation des Kopfes	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Hyporeflexia of lower limbs	HP:0002600	rdfs:label	de	Hyporeflexie der unteren Gliedmaßen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Bowel incontinence	HP:0002607	rdfs:label	de	Darm-Inkontinenz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Celiac disease	HP:0002608	rdfs:label	de	Zöliakie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aortic root aneurysm	HP:0002616	rdfs:label	de	Aortenwurzel-Aneurysma	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Varicose veins	HP:0002619	rdfs:label	de	Krampfadern	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Overriding aorta	HP:0002623	rdfs:label	de	Überreitende Aorta	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Vasculitis	HP:0002633	rdfs:label	de	Vaskulitis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Arteriosclerosis	HP:0002634	rdfs:label	de	Arteriosklerose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cerebral ischemia	HP:0002637	rdfs:label	de	Zerebrale Ischämie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Neonatal respiratory distress	HP:0002643	rdfs:label	de	Atemnot bei Neugeborenen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Wormian bones	HP:0002645	rdfs:label	de	Wurmknochen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Aortic dissection	HP:0002647	rdfs:label	de	Aortendissektion	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Scoliosis	HP:0002650	rdfs:label	de	Skoliose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Spondyloepimetaphyseal dysplasia	HP:0002651	rdfs:label	de	Spondyloepimetaphyse-Dysplasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Skeletal dysplasia	HP:0002652	rdfs:label	de	Skelettdysplasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Bone pain	HP:0002653	rdfs:label	de	Knochenschmerzen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Spondyloepiphyseal dysplasia	HP:0002655	rdfs:label	de	Spondyloepiphyseale Dysplasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Epiphyseal dysplasia	HP:0002656	rdfs:label	de	Epiphysäre Dysplasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Delayed epiphyseal ossification	HP:0002663	rdfs:label	de	Verzögerte epiphysäre Ossifikation	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Neoplasm	HP:0002664	rdfs:label	de	Neoplasma	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Pheochromocytoma	HP:0002666	rdfs:label	de	Phäochromozytom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Osteosarcoma	HP:0002669	rdfs:label	de	Osteosarkom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Basal cell carcinoma	HP:0002671	rdfs:label	de	Basalzellkarzinom	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Coxa valga	HP:0002673	rdfs:label	de	Coxa valga	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Cloverleaf skull	HP:0002676	rdfs:label	de	Kleeblatt-Schädel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Small foramen magnum	HP:0002677	rdfs:label	de	Kleines Foramen magnum	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	J-shaped sella turcica	HP:0002680	rdfs:label	de	J-förmige Sella turcica	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Abnormal calvaria morphology	HP:0002683	rdfs:label	de	Abnorme Morphologie der Schädeldecke	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Thickened calvaria	HP:0002684	rdfs:label	de	Verdickte Kalvarienberge	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Large sella turcica	HP:0002690	rdfs:label	de	Große Sella turcica	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Platybasia	HP:0002691	rdfs:label	de	Platybasie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Sclerosis of skull base	HP:0002694	rdfs:label	de	Sklerose der Schädelbasis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Parietal foramina	HP:0002697	rdfs:label	de	Parietale Foramina	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	High, narrow palate	HP:0002705	rdfs:label	de	Hoher, schmaler Gaumen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Downturned corners of mouth	HP:0002714	rdfs:label	de	Heruntergezogene Mundwinkel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Lymphadenopathy	HP:0002716	rdfs:label	de	Lymphadenopathie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Recurrent bacterial infections	HP:0002718	rdfs:label	de	Wiederkehrende bakterielle Infektionen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Recurrent infections	HP:0002719	rdfs:label	de	Wiederkehrende Infektionen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Decreased circulating IgA concentration	HP:0002720	rdfs:label	de	Verminderter zirkulierender IgA-Spiegel	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Immunodeficiency	HP:0002721	rdfs:label	de	Immundefizienz	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Recurrent abscess formation	HP:0002722	rdfs:label	de	Rezidivierende Abszessbildung	OFFICIAL	orcid:0000-0002-0736-9199	DOMAIN_EXPERT	2024-12-10	
en	Systemic lupus erythematosus	HP:0002725	rdfs:label	de	Systemischer Lupus erythematosus	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Recurrent Staphylococcus aureus infections	HP:0002726	rdfs:label	de	Wiederkehrende Staphylococcus-aureus-Infektionen	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Chronic mucocutaneous candidiasis	HP:0002728	rdfs:label	de	Chronische mukokutane Candidose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Oral leukoplakia	HP:0002745	rdfs:label	de	Orale Leukoplakie	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Respiratory insufficiency due to muscle weakness	HP:0002747	rdfs:label	de	Ateminsuffizienz aufgrund von Muskelschwäche	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Rickets	HP:0002748	rdfs:label	de	Rachitis	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Delayed skeletal maturation	HP:0002750	rdfs:label	de	Verspätete Skelettreifung	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
en	Kyphoscoliosis	HP:0002751	rdfs:label	de	Kyphoskoliose	CANDIDATE	DeepL	ALGORITHM	2024-05-08	preview
