subject_id	source_language	translation_language	predicate_id	comment	source_value	translation_status	translation_value
HP:0002350	en	fr	rdfs:label	label of HP:0002350 (Cerebellar cyst)  ; abnormality of the nervous system	Cerebellar cyst	OFFICIAL	Kyste cérébelleux
HP:0002352	en	fr	rdfs:label	label of HP:0002352 (Leukoencephalopathy)  ; abnormality of the nervous system	Leukoencephalopathy	OFFICIAL	Leucoencéphalopathie
HP:0002353	en	fr	rdfs:label	label of HP:0002353 (EEG abnormality)  ; abnormality of the nervous system	EEG abnormality	OFFICIAL	Anomalie de l'EEG
HP:0002354	en	fr	rdfs:label	label of HP:0002354 (Memory impairment)  ; abnormality of the nervous system	Memory impairment	OFFICIAL	Trouble de la memoire
HP:0002355	en	fr	rdfs:label	label of HP:0002355 (Difficulty walking)  ; abnormality of the nervous system ; abnormality of the musculature	Difficulty walking	OFFICIAL	Difficulté à marcher
HP:0002356	en	fr	rdfs:label	label of HP:0002356 (Writer's cramp)  ; abnormality of the nervous system	Writer's cramp	OFFICIAL	Crampe de l'écrivain
HP:0002359	en	fr	rdfs:label	label of HP:0002359 (Frequent falls)  ; abnormality of the nervous system ; abnormality of the musculature	Frequent falls	OFFICIAL	Chutes fréquentes
HP:0002360	en	fr	rdfs:label	label of HP:0002360 (Sleep disturbance)  ; abnormality of the nervous system	Sleep abnormality	CANDIDATE	Trouble du sommeil
HP:0002361	en	fr	rdfs:label	label of HP:0002361 (Psychomotor deterioration)  ; abnormality of the nervous system	Psychomotor deterioration	OFFICIAL	Dégénérescence psychomotrice
HP:0002362	en	fr	rdfs:label	label of HP:0002362 (Shuffling gait)  ; abnormality of the nervous system	Shuffling gait	OFFICIAL	Démarche traînante
HP:0002363	en	fr	rdfs:label	label of HP:0002363 (Abnormality of brainstem morphology)  ; abnormality of the nervous system	Abnormal brainstem morphology	CANDIDATE	Anomalie morphologique du tronc cérébral
HP:0002365	en	fr	rdfs:label	label of HP:0002365 (Hypoplasia of the brainstem)  ; abnormality of the nervous system	Hypoplasia of the brainstem	OFFICIAL	Hypoplasie du tronc cérébral
HP:0002366	en	fr	rdfs:label	label of HP:0002366 (Abnormal lower motor neuron morphology)  ; abnormality of the nervous system	Abnormal lower motor neuron morphology	OFFICIAL	Anomalie morphologique du motoneurone inférieur
HP:0002367	en	fr	rdfs:label	label of HP:0002367 (Visual hallucinations)  ; abnormality of the nervous system	Visual hallucination	CANDIDATE	Hallucinations visuelles
HP:0002370	en	fr	rdfs:label	label of HP:0002370 (Poor coordination)  ; abnormality of the nervous system	Poor coordination	OFFICIAL	Coordination mauvaise
HP:0002371	en	fr	rdfs:label	label of HP:0002371 (Loss of speech)  ; abnormality of the nervous system	Loss of speech	OFFICIAL	Perte de parole
HP:0002372	en	fr	rdfs:label	label of HP:0002372 (Normal interictal EEG)  ; abnormality of the nervous system	Normal interictal EEG	OFFICIAL	EEG intercritique normal
HP:0002373	en	fr	rdfs:label	label of HP:0002373 (Febrile seizures)  ; abnormality of the nervous system	Febrile seizure (within the age range of 3 months to 6 years)	CANDIDATE	Convulsions fébriles
HP:0002374	en	fr	rdfs:label	label of HP:0002374 (Diminished movement)  ; abnormality of the nervous system	Diminished movement	OFFICIAL	Mouvements diminués
HP:0002375	en	fr	rdfs:label	label of HP:0002375 (Hypokinesia)  ; abnormality of the nervous system	Hypokinesia	OFFICIAL	Hypokinésie
HP:0002376	en	fr	rdfs:label	label of HP:0002376 (Developmental regression)  ; abnormality of the nervous system	Developmental regression	OFFICIAL	Régression psychomotrice chez les enfants
HP:0002378	en	fr	rdfs:label	label of HP:0002378 (Hand tremor)  ; abnormality of the nervous system	Hand tremor	OFFICIAL	Tremblement de la main
HP:0002380	en	fr	rdfs:label	label of HP:0002380 (Fasciculations)  ; abnormality of the nervous system	Fasciculations	OFFICIAL	Fasciculation
HP:0002381	en	fr	rdfs:label	label of HP:0002381 (Aphasia)  ; abnormality of the nervous system	Aphasia	OFFICIAL	Aphasie
HP:0002383	en	fr	rdfs:label	label of HP:0002383 (Encephalitis)  ; abnormality of the nervous system ; abnormality of the immune system	Infectious encephalitis	CANDIDATE	Encéphalite
HP:0002384	en	fr	rdfs:label	label of HP:0002384 (Focal impaired awareness seizure)  ; abnormality of the nervous system	Focal impaired awareness seizure	OFFICIAL	Comitialité focale complexe avec perte de contact
HP:0002385	en	fr	rdfs:label	label of HP:0002385 (Paraparesis)  ; abnormality of the nervous system	Paraparesis	OFFICIAL	Paraparésie
HP:0002389	en	fr	rdfs:label	label of HP:0002389 (Cavum septum pellucidum)  ; abnormality of the nervous system	Cavum septum pellucidum	OFFICIAL	Cavité du septum pellucidum
HP:0002390	en	fr	rdfs:label	label of HP:0002390 (Spinal arteriovenous malformation)  ; abnormality of the nervous system ; abnormality of the cardiovascular system	Spinal arteriovenous malformation	OFFICIAL	Malformation spinale artério-veineuse (Syndrome de Foix-Alajouanine)
HP:0002392	en	fr	rdfs:label	label of HP:0002392 (EEG with polyspike wave complexes)  ; abnormality of the nervous system	EEG with polyspike wave complexes	OFFICIAL	EEG avec complexes onde-polypointe
HP:0002395	en	fr	rdfs:label	label of HP:0002395 (Lower limb hyperreflexia)  ; abnormality of the nervous system	Lower limb hyperreflexia	OFFICIAL	Hyperréflexie du membre inférieur
HP:0002396	en	fr	rdfs:label	label of HP:0002396 (Cogwheel rigidity)  ; abnormality of the nervous system	Cogwheel rigidity	OFFICIAL	Rigidité extra-pyramidale en roue dentée
HP:0002398	en	fr	rdfs:label	label of HP:0002398 (Degeneration of anterior horn cells)  ; abnormality of the nervous system	Degeneration of anterior horn cells	OFFICIAL	Perte progressive des cellules de la corne ventrale médullaire
HP:0002401	en	fr	rdfs:label	label of HP:0002401 (Stroke-like episode)  ; abnormality of the nervous system ; abnormality of the cardiovascular system	Stroke-like episode	OFFICIAL	Episodes de pseudo-accident vasculaires cérébraux
HP:0002403	en	fr	rdfs:label	label of HP:0002403 (Positive Romberg sign)  ; abnormality of the nervous system	Positive Romberg sign	OFFICIAL	Signe de Romberg positif
HP:0002404	en	fr	rdfs:label	label of HP:0002404 (Thickened superior cerebellar peduncle)  ; abnormality of the nervous system	Thickened superior cerebellar peduncle	OFFICIAL	Pédoncule cérébelleux supérieur épaissi
HP:0002406	en	fr	rdfs:label	label of HP:0002406 (Limb dysmetria)  ; abnormality of the nervous system	Limb dysmetria	OFFICIAL	Dysmétrie d'un membre
HP:0002408	en	fr	rdfs:label	label of HP:0002408 (Cerebral arteriovenous malformation)  ; abnormality of the nervous system ; abnormality of the cardiovascular system	Cerebral arteriovenous malformation	OFFICIAL	Malformation artérioveineuse cérébrale
HP:0002410	en	fr	rdfs:label	label of HP:0002410 (Aqueductal stenosis)  ; abnormality of the nervous system	Aqueductal stenosis	OFFICIAL	Sténose de l'aqueduc
HP:0002411	en	fr	rdfs:label	label of HP:0002411 (Myokymia)  ; abnormality of the nervous system	Myokymia	OFFICIAL	Myokymie
HP:0002414	en	fr	rdfs:label	label of HP:0002414 (Spina bifida)  ; abnormality of the nervous system	Spina bifida	OFFICIAL	Spina bifida
HP:0002415	en	fr	rdfs:label	label of HP:0002415 (Leukodystrophy)  ; abnormality of the nervous system	Leukodystrophy	OFFICIAL	Leucodystrophie
HP:0002416	en	fr	rdfs:label	label of HP:0002416 (Subependymal cysts)  ; abnormality of the nervous system	Subependymal cysts	OFFICIAL	Kystes sous-épendymaire
HP:0002418	en	fr	rdfs:label	label of HP:0002418 (Abnormality of midbrain morphology)  ; abnormality of the nervous system	Abnormal midbrain morphology	CANDIDATE	Anomalie morphologique du mésencéphale
HP:0002419	en	fr	rdfs:label	label of HP:0002419 (Molar tooth sign on MRI)  ; abnormality of the nervous system	Molar tooth sign on MRI	OFFICIAL	Signe de la molaire à l'IRM
HP:0002421	en	fr	rdfs:label	label of HP:0002421 (Poor head control)  ; abnormality of the musculature	Poor head control	OFFICIAL	Mauvais contrôle de la tête
HP:0002423	en	fr	rdfs:label	label of HP:0002423 (Long-tract signs)  ; abnormality of the nervous system	Long-tract signs	OFFICIAL	Signes cordonaux postérieur
HP:0002425	en	fr	rdfs:label	label of HP:0002425 (Anarthria)  ; abnormality of the nervous system	Anarthria	OFFICIAL	Anarthrie
HP:0002427	en	fr	rdfs:label	label of HP:0002427 (Motor aphasia)  ; abnormality of the nervous system	Expressive aphasia	CANDIDATE	Aphasie motrice
HP:0002435	en	fr	rdfs:label	label of HP:0002435 (Meningocele)  ; abnormality of the nervous system	Meningocele	OFFICIAL	Méningocèle
HP:0002436	en	fr	rdfs:label	label of HP:0002436 (Occipital meningocele)  ; abnormality of the nervous system	Occipital meningocele	OFFICIAL	Méningocèle occipital
HP:0002438	en	fr	rdfs:label	label of HP:0002438 (Cerebellar malformation)  ; abnormality of the nervous system	Cerebellar malformation	OFFICIAL	Malformation cérébelleuse
HP:0002439	en	fr	rdfs:label	label of HP:0002439 (Frontolimbic dementia)  ; abnormality of the nervous system	Frontolimbic dementia	OFFICIAL	Démence frontolimbique
HP:0002442	en	fr	rdfs:label	label of HP:0002442 (Dyscalculia)  ; abnormality of the nervous system	Dyscalculia	OFFICIAL	Dyscalculie
HP:0002444	en	fr	rdfs:label	label of HP:0002444 (Hypothalamic hamartoma)  ; abnormality of the nervous system ; neoplasm	Hypothalamic hamartoma	OFFICIAL	Hamartome hypothalamique
HP:0002445	en	fr	rdfs:label	label of HP:0002445 (Tetraplegia)  ; abnormality of the nervous system	Tetraplegia	OFFICIAL	Tétraplégie
HP:0002446	en	fr	rdfs:label	label of HP:0002446 (Astrocytosis)  ; abnormality of the nervous system	Astrocytosis	OFFICIAL	Astrocytose
HP:0002448	en	fr	rdfs:label	label of HP:0002448 (Progressive encephalopathy)  ; abnormality of the nervous system	Progressive encephalopathy	OFFICIAL	Encéphalopathie progressive
HP:0002450	en	fr	rdfs:label	label of HP:0002450 (Abnormal motor neuron morphology)  ; abnormality of the nervous system	Abnormal motor neuron morphology	OFFICIAL	Anomalie morphologique du motoneurone
HP:0002451	en	fr	rdfs:label	label of HP:0002451 (Limb dystonia)  ; abnormality of the nervous system	Limb dystonia	OFFICIAL	Dystonie des membres
HP:0002453	en	fr	rdfs:label	label of HP:0002453 (Abnormal globus pallidus morphology)  ; abnormality of the nervous system	Abnormal globus pallidus morphology	OFFICIAL	Anomalie morphologique du globus pallidus
HP:0002454	en	fr	rdfs:label	label of HP:0002454 (Eye of the tiger anomaly of globus pallidus)  ; abnormality of the nervous system	Eye of the tiger anomaly of globus pallidus	OFFICIAL	"Anomalie du globus pallidus en ""oeil de tigre"""
HP:0002457	en	fr	rdfs:label	label of HP:0002457 (Abnormal head movements)  ; abnormality of the nervous system	Abnormal head movements	OFFICIAL	Mouvements anormaux de la tête
HP:0002460	en	fr	rdfs:label	label of HP:0002460 (Distal muscle weakness)  ; abnormality of the musculature	Distal muscle weakness	OFFICIAL	Faiblesse musculaire distale
HP:0002461	en	fr	rdfs:label	label of HP:0002461 (Dense calcifications in the cerebellar dentate nucleus)  ; abnormality of the nervous system ; abnormality of the skeletal system	Cerebellar dentate nucleus calcification	CANDIDATE	Calcifications denses au niveau des noyaux dentelés du cervelet
HP:0002463	en	fr	rdfs:label	label of HP:0002463 (Language impairment)  ; abnormality of the nervous system	Language impairment	OFFICIAL	Trouble du langage
HP:0002464	en	fr	rdfs:label	label of HP:0002464 (Spastic dysarthria)  ; abnormality of the nervous system ; abnormality of the musculature	Spastic dysarthria	OFFICIAL	Dysarthrie spastique
HP:0002465	en	fr	rdfs:label	label of HP:0002465 (Poor speech)  ; abnormality of the nervous system	Poor speech	OFFICIAL	Faible niveau d'expression
HP:0002470	en	fr	rdfs:label	label of HP:0002470 (Nonprogressive cerebellar ataxia)  ; abnormality of the nervous system	Nonprogressive cerebellar ataxia	OFFICIAL	Ataxie cérébelleuse non progressive
HP:0002472	en	fr	rdfs:label	label of HP:0002472 (Small cerebral cortex)  ; abnormality of the nervous system	Small cerebral cortex	OFFICIAL	Cortex cérébral petit mais structurellement normal
HP:0002474	en	fr	rdfs:label	label of HP:0002474 (Expressive language delay)  ; abnormality of the nervous system	Expressive language delay	OFFICIAL	Retard de langage, de type expressif
HP:0002475	en	fr	rdfs:label	label of HP:0002475 (Myelomeningocele)  ; abnormality of the nervous system	Myelomeningocele	OFFICIAL	Méningomyélocèle
HP:0002476	en	fr	rdfs:label	label of HP:0002476 (Primitive reflex)  ; abnormality of the nervous system	Primitive reflex	OFFICIAL	Réflexe primitif
HP:0002478	en	fr	rdfs:label	label of HP:0002478 (Progressive spastic quadriplegia)  ; abnormality of the nervous system ; abnormality of the musculature	Progressive spastic quadriplegia	OFFICIAL	Tétraplégie spastique progressive
HP:0002480	en	fr	rdfs:label	label of HP:0002480 (Hepatic encephalopathy)  ; abnormality of the nervous system	Hepatic encephalopathy	OFFICIAL	Encéphalopathie hépatique
HP:0002483	en	fr	rdfs:label	label of HP:0002483 (Bulbar signs)  ; abnormality of the nervous system	Bulbar signs	OFFICIAL	Signes bulbaires
HP:0002486	en	fr	rdfs:label	label of HP:0002486 (Myotonia)  ; abnormality of the musculature	Myotonia	OFFICIAL	Myotonie
HP:0002487	en	fr	rdfs:label	label of HP:0002487 (Hyperkinesis)  ; abnormality of the nervous system	Hyperkinetic movements	CANDIDATE	Hyperkinesie
HP:0002488	en	fr	rdfs:label	label of HP:0002488 (Acute leukemia)  ; neoplasm ; abnormality of the immune system ; abnormality of blood and blood-forming tissues	Acute leukemia	OFFICIAL	Leucémie aiguë
HP:0002490	en	fr	rdfs:label	label of HP:0002490 (Increased CSF lactate)  ; abnormality of the nervous system	Increased CSF lactate	OFFICIAL	Lactate du LCR augmenté
HP:0002491	en	fr	rdfs:label	label of HP:0002491 (Spasticity of facial muscles)  ; abnormality of the nervous system ; abnormality of the musculature ; abnormality of head or neck	Spasticity of facial muscles	OFFICIAL	Spasticité des muscles faciaux
HP:0002492	en	fr	rdfs:label	label of HP:0002492 (Abnormality of the corticospinal tract)  ; abnormality of the nervous system	Abnormal corticospinal tract morphology	CANDIDATE	Anomalie du tractus cortico-spinal
HP:0002493	en	fr	rdfs:label	label of HP:0002493 (Upper motor neuron dysfunction)  ; abnormality of the nervous system	Upper motor neuron dysfunction	OFFICIAL	Dysfonction motoneuronale du tractus corticospinal
HP:0002494	en	fr	rdfs:label	label of HP:0002494 (Abnormal rapid eye movement sleep)  ; abnormality of the nervous system	Abnormal rapid eye movement sleep	OFFICIAL	Sommeil à mouvement oculaire rapide anormal
HP:0002495	en	fr	rdfs:label	label of HP:0002495 (Impaired vibratory sensation)  ; abnormality of the nervous system	Impaired vibratory sensation	OFFICIAL	Sensation vibratoire diminuée
HP:0002497	en	fr	rdfs:label	label of HP:0002497 (Spastic ataxia)  ; abnormality of the nervous system	Spastic ataxia	OFFICIAL	Ataxie spastique
HP:0002500	en	fr	rdfs:label	label of HP:0002500 (Abnormality of the cerebral white matter)  ; abnormality of the nervous system	Abnormal cerebral white matter morphology	CANDIDATE	Anomalie de la substance blanche cérébrale
HP:0002501	en	fr	rdfs:label	label of HP:0002501 (Spasticity of pharyngeal muscles)  ; abnormality of the nervous system ; abnormality of the musculature	Spasticity of pharyngeal muscles	OFFICIAL	Spasticité des muscles pharyngés
HP:0002503	en	fr	rdfs:label	label of HP:0002503 (Spinocerebellar tract degeneration)  ; abnormality of the nervous system	Spinocerebellar tract degeneration	OFFICIAL	Dégénérescence du tractus spinocérébelleux
HP:0002504	en	fr	rdfs:label	label of HP:0002504 (Calcification of the small brain vessels)  ; abnormality of the nervous system ; abnormality of the cardiovascular system ; abnormality of the skeletal system	Calcification of the small brain vessels	OFFICIAL	Calcification des petits vaisseaux cérébraux
HP:0002505	en	fr	rdfs:label	label of HP:0002505 (Progressive inability to walk)  ; abnormality of the nervous system	Loss of ambulation	CANDIDATE	Incapacité progressive à marcher
HP:0002506	en	fr	rdfs:label	label of HP:0002506 (Diffuse cerebral atrophy)  ; abnormality of the nervous system	Diffuse cerebral atrophy	OFFICIAL	Atrophie cérébrale diffuse
HP:0002507	en	fr	rdfs:label	label of HP:0002507 (Semilobar holoprosencephaly)  ; abnormality of the nervous system	Semilobar holoprosencephaly	OFFICIAL	Holoprosencéphalie semi-lobaire
HP:0002508	en	fr	rdfs:label	label of HP:0002508 (Brainstem dysplasia)  ; abnormality of the nervous system	Brainstem dysplasia	OFFICIAL	Hypoplasie/dysplasie du tronc cérébral
HP:0002509	en	fr	rdfs:label	label of HP:0002509 (Limb hypertonia)  ; abnormality of limbs ; abnormality of the nervous system ; abnormality of the musculature	Limb hypertonia	OFFICIAL	Hypertonie des membres
HP:0002510	en	fr	rdfs:label	label of HP:0002510 (Spastic tetraplegia)  ; abnormality of the nervous system ; abnormality of the musculature	Spastic tetraplegia	OFFICIAL	Tétraplégie spastique
HP:0002511	en	fr	rdfs:label	label of HP:0002511 (Alzheimer disease)  ; abnormality of the nervous system	Alzheimer disease	OFFICIAL	Maladie d'Alzheimer
HP:0002512	en	fr	rdfs:label	label of HP:0002512 (Brain stem compression)  ; abnormality of the nervous system	Brain stem compression	OFFICIAL	Compression du tronc cérébral
HP:0002514	en	fr	rdfs:label	label of HP:0002514 (Cerebral calcification)  ; abnormality of the nervous system ; abnormality of the skeletal system	Cerebral calcification	OFFICIAL	Calcifications cérébrales
HP:0002515	en	fr	rdfs:label	label of HP:0002515 (Waddling gait)  ; abnormality of the nervous system	Waddling gait	OFFICIAL	Démarche dandinante
HP:0002516	en	fr	rdfs:label	label of HP:0002516 (Increased intracranial pressure)  ; abnormality of the nervous system	Increased intracranial pressure	OFFICIAL	Augmentation de la pression intracranienne
HP:0002518	en	fr	rdfs:label	label of HP:0002518 (Abnormality of the periventricular white matter)  ; abnormality of the nervous system	Abnormal periventricular white matter morphology	CANDIDATE	Anomalie de la substance blanche périventriculaire
HP:0002519	en	fr	rdfs:label	label of HP:0002519 (Hypnagogic hallucinations)  ; abnormality of the nervous system	Hypnagogic hallucination	CANDIDATE	Hallucinations hypnagogiques
HP:0002521	en	fr	rdfs:label	label of HP:0002521 (Hypsarrhythmia)  ; abnormality of the nervous system	Hypsarrhythmia	OFFICIAL	Hypsarythmie
HP:0002522	en	fr	rdfs:label	label of HP:0002522 (Areflexia of lower limbs)  ; abnormality of limbs ; abnormality of the nervous system	Areflexia of lower limbs	OFFICIAL	Aréflexie des membes inférieurs
HP:0002524	en	fr	rdfs:label	label of HP:0002524 (Cataplexy)  ; abnormality of the nervous system	Cataplexy	OFFICIAL	Cataplexie
HP:0002526	en	fr	rdfs:label	label of HP:0002526 (Deficit in nonword repetition)  ; abnormality of the nervous system	Deficit in nonword repetition	OFFICIAL	Déficit de répétition non-verbale
HP:0002527	en	fr	rdfs:label	label of HP:0002527 (Falls)  ; abnormality of the nervous system	Falls	OFFICIAL	Chutes
HP:0002528	en	fr	rdfs:label	label of HP:0002528 (Granulovacuolar degeneration)  ; abnormality of the nervous system	Granulovacuolar degeneration	OFFICIAL	Dégénérescence granulovacuolaire
HP:0002529	en	fr	rdfs:label	label of HP:0002529 (Neuronal loss in central nervous system)  ; abnormality of the nervous system	Neuronal loss in central nervous system	OFFICIAL	Perte neuronale dans le système nerveux central (SNC)
HP:0002530	en	fr	rdfs:label	label of HP:0002530 (Axial dystonia)  ; abnormality of the nervous system	Axial dystonia	OFFICIAL	Dystonie axiale
HP:0002533	en	fr	rdfs:label	label of HP:0002533 (Abnormal posturing)  ; abnormality of the nervous system	Abnormal posturing	OFFICIAL	Posture anormale
HP:0002536	en	fr	rdfs:label	label of HP:0002536 (Abnormal cortical gyration)  ; abnormality of the nervous system	Abnormal cortical gyration	OFFICIAL	Anomalie de la gyration corticale
HP:0002538	en	fr	rdfs:label	label of HP:0002538 (Abnormality of the cerebral cortex)  ; abnormality of the nervous system	Abnormal cerebral cortex morphology	CANDIDATE	Anomalie du cortex cérébral
HP:0002539	en	fr	rdfs:label	label of HP:0002539 (Cortical dysplasia)  ; abnormality of the nervous system	Cortical dysplasia	OFFICIAL	Dysplasie du cortex cérébral
HP:0002540	en	fr	rdfs:label	label of HP:0002540 (Inability to walk)  ; abnormality of the nervous system	Inability to walk	OFFICIAL	Impossibilité à marcher
HP:0002542	en	fr	rdfs:label	label of HP:0002542 (Olivopontocerebellar atrophy)  ; abnormality of the nervous system	Olivopontocerebellar atrophy	OFFICIAL	Atrophie olivo-ponto-cérébelleuse
HP:0002544	en	fr	rdfs:label	label of HP:0002544 (Retrocollis)  ; abnormality of the nervous system ; abnormality of the musculature ; abnormality of head or neck	Retrocollis	OFFICIAL	Rétrocolis
HP:0002545	en	fr	rdfs:label	label of HP:0002545 (Patchy demyelination of subcortical white matter)  ; abnormality of the nervous system	Patchy demyelination of subcortical white matter	OFFICIAL	Démyélinisation irrégulière de la substance blanche souscorticale
HP:0002546	en	fr	rdfs:label	label of HP:0002546 (Incomprehensible speech)  ; abnormality of the nervous system	Incomprehensible speech	OFFICIAL	Parole incompréhensible
HP:0002548	en	fr	rdfs:label	label of HP:0002548 (Parkinsonism with favorable response to dopaminergic medication)  ; abnormality of the nervous system	Parkinsonism with favorable response to dopaminergic medication	OFFICIAL	Parkinsonisme avec réponse favorable à la lévodopa
HP:0002549	en	fr	rdfs:label	label of HP:0002549 (Deficit in phonologic short-term memory)  ; abnormality of the nervous system	Deficit in phonologic short-term memory	OFFICIAL	Mémoire phonologique à court terme déficiente
HP:0002550	en	fr	rdfs:label	label of HP:0002550 (Absent facial hair)  ; abnormality of the integument	Absent facial hair	OFFICIAL	Absence de pilosité faciale
HP:0002552	en	fr	IAO:0000115	definition of HP:0002552 (Trichodysplasia)  ; abnormality of the integument	Developmental dysplasia of the hair.	OFFICIAL	Développement dysplasique des cheveux
HP:0002552	en	fr	rdfs:label	label of HP:0002552 (Trichodysplasia)  ; abnormality of the integument	Trichodysplasia	OFFICIAL	Trichodysplasie
HP:0002553	en	fr	rdfs:label	label of HP:0002553 (Highly arched eyebrow)  ; abnormality of the integument ; abnormality of head or neck	Highly arched eyebrow	OFFICIAL	Sourcils très arqués
HP:0002555	en	fr	rdfs:label	label of HP:0002555 (Absent pubic hair)  ; abnormality of the integument	Absent pubic hair	OFFICIAL	Absence de pilosité pubienne
HP:0002557	en	fr	rdfs:label	label of HP:0002557 (Hypoplastic nipples)  ; abnormality of the breast	Hypoplastic nipples	OFFICIAL	Hypoplasie/aplasie des mamelons
HP:0002558	en	fr	rdfs:label	label of HP:0002558 (Supernumerary nipple)  ; abnormality of the breast	Supernumerary nipple	OFFICIAL	Mamelons surnuméraires
HP:0002561	en	fr	rdfs:label	label of HP:0002561 (Absent nipple)  ; abnormality of the breast	Absent nipple	OFFICIAL	Aplasie du mamelon
HP:0002562	en	fr	rdfs:label	label of HP:0002562 (Low-set nipples)  ; abnormality of the breast	Low-set nipples	OFFICIAL	Basse implantation des mamelons
HP:0002563	en	fr	rdfs:label	label of HP:0002563 (Constrictive pericarditis)  ; abnormality of the cardiovascular system ; abnormality of the immune system	Constrictive pericarditis	OFFICIAL	Péricardite constrictive
HP:0002566	en	fr	rdfs:label	label of HP:0002566 (Intestinal malrotation)  ; abnormality of the digestive system	Intestinal malrotation	OFFICIAL	Anomalie de la rotation intestinale
HP:0002570	en	fr	rdfs:label	label of HP:0002570 (Steatorrhea)  ; abnormality of the digestive system	Steatorrhea	OFFICIAL	Stéatorrhée
HP:0002571	en	fr	rdfs:label	label of HP:0002571 (Achalasia)  ; abnormality of the digestive system	Achalasia	OFFICIAL	Achalasie
HP:0002572	en	fr	rdfs:label	label of HP:0002572 (Episodic vomiting)  ; abnormality of the digestive system	Episodic vomiting	OFFICIAL	Vomissement épisodique
HP:0002573	en	fr	rdfs:label	label of HP:0002573 (Hematochezia)  ; abnormality of the digestive system ; abnormality of the cardiovascular system ; abnormality of blood and blood-forming tissues	Hematochezia	OFFICIAL	Rectorragie
HP:0002574	en	fr	rdfs:label	label of HP:0002574 (Episodic abdominal pain)  ; constitutional symptom ; abnormality of the digestive system	Episodic abdominal pain	OFFICIAL	Douleur abdominale épisodique
HP:0002575	en	fr	rdfs:label	label of HP:0002575 (Tracheoesophageal fistula)  ; abnormality of the respiratory system ; abnormality of the digestive system	Tracheoesophageal fistula	OFFICIAL	Fistule trachéo-oesophagienne
HP:0002576	en	fr	rdfs:label	label of HP:0002576 (Intussusception)  ; abnormality of the digestive system	Intussusception	OFFICIAL	Invagination intestinale
HP:0002577	en	fr	rdfs:label	label of HP:0002577 (Abnormality of the stomach)  ; abnormality of the digestive system	Abnormal stomach morphology	CANDIDATE	Anomalie de l'estomac
HP:0002578	en	fr	rdfs:label	label of HP:0002578 (Gastroparesis)  ; abnormality of the musculature ; abnormality of the digestive system	Gastroparesis	OFFICIAL	Gastroparésie
HP:0002579	en	fr	rdfs:label	label of HP:0002579 (Gastrointestinal dysmotility)  ; abnormality of the digestive system	Gastrointestinal dysmotility	OFFICIAL	Troubles de la motilité gastrointestinale
HP:0002580	en	fr	rdfs:label	label of HP:0002580 (Volvulus)  ; abnormality of the digestive system	Volvulus	OFFICIAL	Volvulus
HP:0002582	en	fr	rdfs:label	label of HP:0002582 (Chronic atrophic gastritis)  ; abnormality of the digestive system	Atrophic gastritis	CANDIDATE	Gastrite chronique atrophique
HP:0002583	en	fr	rdfs:label	label of HP:0002583 (Colitis)  ; abnormality of the digestive system ; abnormality of the immune system	Colitis	OFFICIAL	Colite
HP:0002584	en	fr	rdfs:label	label of HP:0002584 (Intestinal bleeding)  ; abnormality of the digestive system ; abnormality of the cardiovascular system ; abnormality of blood and blood-forming tissues	Intestinal bleeding	OFFICIAL	Saignement intestinal
HP:0002585	en	fr	rdfs:label	label of HP:0002585 (Abnormality of the peritoneum)  ; abnormality of the digestive system	Abnormal peritoneum morphology	CANDIDATE	Anomalie du péritoine
HP:0002586	en	fr	rdfs:label	label of HP:0002586 (Peritonitis)  ; abnormality of the digestive system ; abnormality of the immune system	Peritonitis	OFFICIAL	Péritonite
HP:0002587	en	fr	rdfs:label	label of HP:0002587 (Projectile vomiting)  ; abnormality of the digestive system	Projectile vomiting	OFFICIAL	Vomissements en jet
HP:0002588	en	fr	rdfs:label	label of HP:0002588 (Duodenal ulcer)  ; abnormality of the digestive system	Duodenal ulcer	OFFICIAL	Ulcère duodénal
HP:0002589	en	fr	rdfs:label	label of HP:0002589 (Gastrointestinal atresia)  ; abnormality of the digestive system	Gastrointestinal atresia	OFFICIAL	Atrésie gastrointestinale
HP:0002590	en	fr	rdfs:label	label of HP:0002590 (Paralytic ileus)  ; abnormality of the digestive system	Paralytic ileus	OFFICIAL	Iléus paralytique
HP:0002591	en	fr	rdfs:label	label of HP:0002591 (Polyphagia)  ; abnormality of the nervous system	Polyphagia	OFFICIAL	Polyphagie
HP:0002592	en	fr	rdfs:label	label of HP:0002592 (Gastric ulcer)  ; abnormality of the digestive system	Gastric ulcer	OFFICIAL	Ulcère gastrique
HP:0002593	en	fr	rdfs:label	label of HP:0002593 (Intestinal lymphangiectasia)  ; abnormality of the digestive system ; abnormality of the cardiovascular system ; abnormality of the immune system	Intestinal lymphangiectasia	OFFICIAL	Lymphangiectasie intestinale
HP:0002594	en	fr	rdfs:label	label of HP:0002594 (Pancreatic hypoplasia)  ; abnormality of the digestive system	Pancreatic hypoplasia	OFFICIAL	Hypoplasie pancréatique
HP:0002595	en	fr	rdfs:label	label of HP:0002595 (Ileus)  ; abnormality of the digestive system	Ileus	OFFICIAL	Ileus
HP:0002597	en	fr	rdfs:label	label of HP:0002597 (Abnormality of the vasculature)  ; abnormality of the cardiovascular system	Abnormality of the vasculature	OFFICIAL	Anomalie de la vascularisation
HP:0002599	en	fr	rdfs:label	label of HP:0002599 (Head titubation)  ; abnormality of the nervous system	Head titubation	OFFICIAL	Titubation de la tête
