source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date
en	Episodic bouts of involuntary movements with dystonic, choreic, ballistic movements, or a combination thereof. There is no loss of consciousness during the attacks	HP:0007166	IAO:0000115	nl	Episodic bouts of involuntary movements with dystonic, choreic, ballistic movements, or a combination thereof. There is no loss of consciousness during the attacks	NOT_TRANSLATED			
en	A complete lack of the ability to track objects with the ocular smooth pursuit system, a class of rather slow eye movements that minimizes retinal target motion	HP:0007179	IAO:0000115	nl	A complete lack of the ability to track objects with the ocular smooth pursuit system, a class of rather slow eye movements that minimizes retinal target motion	NOT_TRANSLATED			
en	Atrophy of the interosseus muscles (including the palmar interossei that lie on the anterior aspect of the metacarpals, the dorsal interosseus muscles of the hand, which lie between the intercarpals, the plantar interosseus muscles, which lie underneath the metatarsal bones, and the dorsal interossei, which are located between the metatarsal bones	HP:0007181	IAO:0000115	nl	Atrophy of the interosseus muscles (including the palmar interossei that lie on the anterior aspect of the metacarpals, the dorsal interosseus muscles of the hand, which lie between the intercarpals, the plantar interosseus muscles, which lie underneath the metatarsal bones, and the dorsal interossei, which are located between the metatarsal bones	NOT_TRANSLATED			
en	Reduced amount of myelin in the nervous system resulting from defective myelinogenesis in the peripheral nervous system	HP:0007182	IAO:0000115	nl	Reduced amount of myelin in the nervous system resulting from defective myelinogenesis in the peripheral nervous system	NOT_TRANSLATED			
en	A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a localized hyperintensity affecting a particular region of the basal ganglia	HP:0007183	IAO:0000115	nl	A lighter than expected T2 signal on magnetic resonance imaging (MRI) of the basal ganglia. This term refers to a localized hyperintensity affecting a particular region of the basal ganglia	NOT_TRANSLATED			
en	A congenital absence of the convolutions of the cerebral cortex and a poorly formed sylvian fissure that affects a particular part of the cortex	HP:0007187	IAO:0000115	nl	A congenital absence of the convolutions of the cerebral cortex and a poorly formed sylvian fissure that affects a particular part of the cortex	NOT_TRANSLATED			
en	Facial diplegia (that is, bilateral facial palsy) with congenital onset	HP:0007188	IAO:0000115	nl	Facial diplegia (that is, bilateral facial palsy) with congenital onset	NOT_TRANSLATED			
en	Bilateral tonic-clonic seizure of either generalized or focal onset occurring on or soon after wakening (typically within 90 minutes of waking, regardless of the time of day)	HP:0007193	IAO:0000115	nl	Bilateral tonic-clonic seizure of either generalized or focal onset occurring on or soon after wakening (typically within 90 minutes of waking, regardless of the time of day)	NOT_TRANSLATED			
en	The formation of the formation of fibrofatty lesions in the wall of an artery located in the brain	HP:0007201	IAO:0000115	nl	The formation of the formation of fibrofatty lesions in the wall of an artery located in the brain	NOT_TRANSLATED			
en	Enlargement of all or parts of one cerebral hemisphere	HP:0007206	IAO:0000115	nl	Enlargement of all or parts of one cerebral hemisphere	NOT_TRANSLATED			
en	Generalized-onset tonic-clonic seizures that are provoked by flashing or flickering light	HP:0007207	IAO:0000115	nl	Generalized-onset tonic-clonic seizures that are provoked by flashing or flickering light	NOT_TRANSLATED			
en	Presence of irregular redundant loops of focally folded myelin in a peripheral nerve	HP:0007208	IAO:0000115	nl	Presence of irregular redundant loops of focally folded myelin in a peripheral nerve	NOT_TRANSLATED			
en	Complete loss of ability to move facial muscles innervated by the facial nerve (i.e., the seventh cranial nerve)	HP:0007209	IAO:0000115	nl	Complete loss of ability to move facial muscles innervated by the facial nerve (i.e., the seventh cranial nerve)	NOT_TRANSLATED			
en	Muscular atrophy affecting the lower limb	HP:0007210	IAO:0000115	nl	Muscular atrophy affecting the lower limb	NOT_TRANSLATED			
en	Episodes of muscle weakness associated with elevated levels of potassium in the blood	HP:0007215	IAO:0000115	nl	Episodes of muscle weakness associated with elevated levels of potassium in the blood	NOT_TRANSLATED			
en	Demyelination of peripheral motor nerves	HP:0007220	IAO:0000115	nl	Demyelination of peripheral motor nerves	NOT_TRANSLATED			
en	The presence of calcium deposition in the cerebral white matter surrounding the cerebral ventricles	HP:0007229	IAO:0000115	nl	The presence of calcium deposition in the cerebral white matter surrounding the cerebral ventricles	NOT_TRANSLATED			
en	A reduction in the amplitude of sensory nerve action potential in distal nerve segments. This feature is measured by nerve conduction studies	HP:0007230	IAO:0000115	nl	A reduction in the amplitude of sensory nerve action potential in distal nerve segments. This feature is measured by nerve conduction studies	NOT_TRANSLATED			
en	Groups of small caliber axons in peripheral nerve biospies indicative of axonal regeneration	HP:0007233	IAO:0000115	nl	Groups of small caliber axons in peripheral nerve biospies indicative of axonal regeneration	NOT_TRANSLATED			
en	A type of gait ataxia displaying progression of clinical severity	HP:0007240	IAO:0000115	nl	A type of gait ataxia displaying progression of clinical severity	NOT_TRANSLATED			
en	Alternating and recurrent weakness of the external ocular muscles	HP:0007250	IAO:0000115	nl	Alternating and recurrent weakness of the external ocular muscles	NOT_TRANSLATED			
en	Functional neurological abnormalities related to dysfunction of the pyramidal tract	HP:0007256	IAO:0000115	nl	Functional neurological abnormalities related to dysfunction of the pyramidal tract	NOT_TRANSLATED			
en	A severe loss of myelin from nerve fibers in the central nervous system	HP:0007258	IAO:0000115	nl	A severe loss of myelin from nerve fibers in the central nervous system	NOT_TRANSLATED			
en	A form of lissencephaly characterized by an uneven cortical surface with a so called 'cobblestone' appearace. There are no distinguishable cortical layers	HP:0007260	IAO:0000115	nl	A form of lissencephaly characterized by an uneven cortical surface with a so called 'cobblestone' appearace. There are no distinguishable cortical layers	NOT_TRANSLATED			
en	A symmetric loss of myelin from the internode regions along myelinated nerve fibers of the peripheral nervous system	HP:0007262	IAO:0000115	nl	A symmetric loss of myelin from the internode regions along myelinated nerve fibers of the peripheral nervous system	NOT_TRANSLATED			
en	Atrophy affecting the cerebellum and the spinocerebellar tracts of the spinal cord	HP:0007263	IAO:0000115	nl	Atrophy affecting the cerebellum and the spinocerebellar tracts of the spinal cord	NOT_TRANSLATED			
en	Agenesis of the midbrain	HP:0007265	IAO:0000115	nl	Agenesis of the midbrain	NOT_TRANSLATED			
en	Defective structure and function of myelin sheaths of the white matter of the brain	HP:0007266	IAO:0000115	nl	Defective structure and function of myelin sheaths of the white matter of the brain	NOT_TRANSLATED			
en	An abnormality characterized by chronic impairment of the normal functioning of the axons	HP:0007267	IAO:0000115	nl	An abnormality characterized by chronic impairment of the normal functioning of the axons	NOT_TRANSLATED			
en	Muscular weakness and atrophy related to loss of the motor neurons of the spinal cord and brainstem	HP:0007269	IAO:0000115	nl	Muscular weakness and atrophy related to loss of the motor neurons of the spinal cord and brainstem	NOT_TRANSLATED			
en	An atypical absence seizure is a type of generalised non-motor (absence) seizure characterised by interruption of ongoing activities and reduced responsiveness. In comparison to a typical absence seizure, changes in tone may be more pronounced, onset and/or cessation may be less abrupt, and the duration of the ictus and post-ictal recovery may be longer. Although not always available, an EEG often demonstrates slow (<3 Hz), irregular, generalized spike-wave activity	HP:0007270	IAO:0000115	nl	An atypical absence seizure is a type of generalised non-motor (absence) seizure characterised by interruption of ongoing activities and reduced responsiveness. In comparison to a typical absence seizure, changes in tone may be more pronounced, onset and/or cessation may be less abrupt, and the duration of the ictus and post-ictal recovery may be longer. Although not always available, an EEG often demonstrates slow (<3 Hz), irregular, generalized spike-wave activity	NOT_TRANSLATED			
en	An increased susceptibility to bacterial meningitis as manifested by a medical history of recurrent episodes of bacterial meningitis	HP:0007274	IAO:0000115	nl	An increased susceptibility to bacterial meningitis as manifested by a medical history of recurrent episodes of bacterial meningitis	NOT_TRANSLATED			
en	A cessation of the development of a child in the areas of motor skills, speech and language, cognitive skills, and social and/or emotional skills	HP:0007281	IAO:0000115	nl	A cessation of the development of a child in the areas of motor skills, speech and language, cognitive skills, and social and/or emotional skills	NOT_TRANSLATED			
en	Paralysis of the facial nerves on the basis of overgrowth of the cranial bones causing impingement upon the seventh cranial nerve	HP:0007285	IAO:0000115	nl	Paralysis of the facial nerves on the basis of overgrowth of the cranial bones causing impingement upon the seventh cranial nerve	NOT_TRANSLATED			
en	Nystagmus consisting of horizontal to-and-fro eye movements, in which the movement in one direction is faster than in the other	HP:0007286	IAO:0000115	nl	Nystagmus consisting of horizontal to-and-fro eye movements, in which the movement in one direction is faster than in the other	NOT_TRANSLATED			
en	Horizontal jerk nystagmus	HP:0007286	rdfs:label	nl	Horizontal jerk nystagmus	NOT_TRANSLATED			
en	Fasciculations affecting the musculature of the arms and legs	HP:0007289	IAO:0000115	nl	Fasciculations affecting the musculature of the arms and legs	NOT_TRANSLATED			
en	A discrete posterior fossa cerebrospinal fluid (CSF) collection that does not communicate directly with the fourth ventricle	HP:0007291	IAO:0000115	nl	A discrete posterior fossa cerebrospinal fluid (CSF) collection that does not communicate directly with the fourth ventricle	NOT_TRANSLATED			
en	Oral-motor apraxia is the inability to volitionally sequence oral movements of the speech structure for nonspeech tasks in the absence of neuromuscular deficits such as paralysis or muscle weakness. Oral-motor apraxia is diagnosed when, despite intact sensory motor function an individual is unable to use these effector systems under voluntary control	HP:0007301	IAO:0000115	nl	Oral-motor apraxia is the inability to volitionally sequence oral movements of the speech structure for nonspeech tasks in the absence of neuromuscular deficits such as paralysis or muscle weakness. Oral-motor apraxia is diagnosed when, despite intact sensory motor function an individual is unable to use these effector systems under voluntary control	NOT_TRANSLATED			
en	A loss of myelin from nerve fibers in the central nervous system	HP:0007305	IAO:0000115	nl	A loss of myelin from nerve fibers in the central nervous system	NOT_TRANSLATED			
en	Multiple areas of darker than expected signal on magnetic resonance imaging emanating from the deep cerebral white matter	HP:0007321	IAO:0000115	nl	Multiple areas of darker than expected signal on magnetic resonance imaging emanating from the deep cerebral white matter	NOT_TRANSLATED			
en	A type of dystonia that affects all or most of the body	HP:0007325	IAO:0000115	nl	A type of dystonia that affects all or most of the body	NOT_TRANSLATED			
en	Reduced ability to perceive painful stimuli	HP:0007328	IAO:0000115	nl	Reduced ability to perceive painful stimuli	NOT_TRANSLATED			
en	Focal seizure characterized at onset by clonic movements affecting half of the face	HP:0007332	IAO:0000115	nl	Focal seizure characterized at onset by clonic movements affecting half of the face	NOT_TRANSLATED			
en	Underdevelopment of the frontal lobe of the cerebrum	HP:0007333	IAO:0000115	nl	Underdevelopment of the frontal lobe of the cerebrum	NOT_TRANSLATED			
en	A bilateral tonic-clonic seizure with focal onset is a focal-onset seizure which progresses into a bilateral tonic-clonic phase	HP:0007334	IAO:0000115	nl	A bilateral tonic-clonic seizure with focal onset is a focal-onset seizure which progresses into a bilateral tonic-clonic phase	NOT_TRANSLATED			
en	Recurrent episodes of brain dysfunction that may be triggered by factors such as metabolic disturbances or infections	HP:0007335	IAO:0000115	nl	Recurrent episodes of brain dysfunction that may be triggered by factors such as metabolic disturbances or infections	NOT_TRANSLATED			
en	A saccade that overshoots the target with the dynamic saccade	HP:0007338	IAO:0000115	nl	A saccade that overshoots the target with the dynamic saccade	NOT_TRANSLATED			
en	Weakness of the muscles of the legs	HP:0007340	IAO:0000115	nl	Weakness of the muscles of the legs	NOT_TRANSLATED			
en	Any structural anomaly of the limbic system, a set of midline structures surrounding the brainstem of the mammalian brain, originally described anatomically, e.g., hippocampal formation, amygdala, hypothalamus, cingulate cortex. Although the original designation was anatomical, the limbic system has come to be associated with the system in the brain subserving emotional functions. As such, it is very poorly defined and doesn't correspond closely to the anatomical meaning any longer. [BirnLex]	HP:0007343	IAO:0000115	nl	Any structural anomaly of the limbic system, a set of midline structures surrounding the brainstem of the mammalian brain, originally described anatomically, e.g., hippocampal formation, amygdala, hypothalamus, cingulate cortex. Although the original designation was anatomical, the limbic system has come to be associated with the system in the brain subserving emotional functions. As such, it is very poorly defined and doesn't correspond closely to the anatomical meaning any longer. [BirnLex]	NOT_TRANSLATED			
en	A type of tremors that is triggered by holding an arm in a fixed position	HP:0007351	IAO:0000115	nl	A type of tremors that is triggered by holding an arm in a fixed position	NOT_TRANSLATED			
en	A focal-onset seizure is a type of seizure originating within networks limited to one hemisphere. They may be discretely localized or more widely distributed, and may originate in subcortical structures	HP:0007359	IAO:0000115	nl	A focal-onset seizure is a type of seizure originating within networks limited to one hemisphere. They may be discretely localized or more widely distributed, and may originate in subcortical structures	NOT_TRANSLATED			
en	A structural abnormality of the pons	HP:0007361	IAO:0000115	nl	A structural abnormality of the pons	NOT_TRANSLATED			
en	The presence of atrophy (wasting) of the cerebrum, also known as the telencephalon, the largest and most highly developed part of the human brain	HP:0007369	IAO:0000115	nl	The presence of atrophy (wasting) of the cerebrum, also known as the telencephalon, the largest and most highly developed part of the human brain	NOT_TRANSLATED			
en	Absence or underdevelopment of the corpus callosum	HP:0007370	IAO:0000115	nl	Absence or underdevelopment of the corpus callosum	NOT_TRANSLATED			
en	The presence of atrophy (wasting) of the corpus callosum	HP:0007371	IAO:0000115	nl	The presence of atrophy (wasting) of the corpus callosum	NOT_TRANSLATED			
en	Wasting involving the motor neuron	HP:0007373	IAO:0000115	nl	Wasting involving the motor neuron	NOT_TRANSLATED			
en	An abnormality of the septum pellucidum, which is a thin, triangular, vertical membrane separating the lateral ventricles of the brain	HP:0007375	IAO:0000115	nl	An abnormality of the septum pellucidum, which is a thin, triangular, vertical membrane separating the lateral ventricles of the brain	NOT_TRANSLATED			
en	An abnormality of the choroid plexus, which is the area in the cerebral ventricles in which cerebrospinal fluid is produced by modified ependymal cells	HP:0007376	IAO:0000115	nl	An abnormality of the choroid plexus, which is the area in the cerebral ventricles in which cerebrospinal fluid is produced by modified ependymal cells	NOT_TRANSLATED			
en	An abnormality of somatosensory evoked potentials (SSEP), i.e., of the electrical signals of sensation going from the body to the brain in response to a defined stimulus. Recording electrodes are placed over the scalp, spine, and peripheral nerves proximal to the stimulation site. Clinical studies generally use electrical stimulation of peripheral nerves to elicit potentials. SSEP testing determines whether peripheral sensory nerves are able to transmit sensory information like pain, temperature, and touch to the brain. Abnormal SSEPs can result from dysfunction at the level of the peripheral nerve, plexus, spinal root, spinal cord, brain stem, thalamocortical projections, or primary somatosensory cortex	HP:0007377	IAO:0000115	nl	An abnormality of somatosensory evoked potentials (SSEP), i.e., of the electrical signals of sensation going from the body to the brain in response to a defined stimulus. Recording electrodes are placed over the scalp, spine, and peripheral nerves proximal to the stimulation site. Clinical studies generally use electrical stimulation of peripheral nerves to elicit potentials. SSEP testing determines whether peripheral sensory nerves are able to transmit sensory information like pain, temperature, and touch to the brain. Abnormal SSEPs can result from dysfunction at the level of the peripheral nerve, plexus, spinal root, spinal cord, brain stem, thalamocortical projections, or primary somatosensory cortex	NOT_TRANSLATED			
en	A tumor (abnormal growth of tissue) of the gastrointestinal tract	HP:0007378	IAO:0000115	nl	A tumor (abnormal growth of tissue) of the gastrointestinal tract	NOT_TRANSLATED			
en	A tumor (abnormal growth of tissue) of the genitourinary system	HP:0007379	IAO:0000115	nl	A tumor (abnormal growth of tissue) of the genitourinary system	NOT_TRANSLATED			
en	Telangiectases (small dilated blood vessels) located near the surface of the skin of the face	HP:0007380	IAO:0000115	nl	Telangiectases (small dilated blood vessels) located near the surface of the skin of the face	NOT_TRANSLATED			
en	A developmental defect resulting in the congenital absence of skin on the scalp	HP:0007385	IAO:0000115	nl	A developmental defect resulting in the congenital absence of skin on the scalp	NOT_TRANSLATED			
en	Underdevelopment of the sweat glands	HP:0007387	IAO:0000115	nl	Underdevelopment of the sweat glands	NOT_TRANSLATED			
en	A type of ichthyosiform erythroderma with postnatal onset	HP:0007395	IAO:0000115	nl	A type of ichthyosiform erythroderma with postnatal onset	NOT_TRANSLATED			
en	Photosensitivity of the skin occurring early in life	HP:0007396	IAO:0000115	nl	Photosensitivity of the skin occurring early in life	NOT_TRANSLATED			
en	Developmental hypoplasia of the apocrine sweat glands in the region of the axilla	HP:0007397	IAO:0000115	nl	Developmental hypoplasia of the apocrine sweat glands in the region of the axilla	NOT_TRANSLATED			
en	Well-demarcated area(s) of partial or complete depigmentation in the macula, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss	HP:0007401	IAO:0000115	nl	Well-demarcated area(s) of partial or complete depigmentation in the macula, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss	NOT_TRANSLATED			
en	Abnormal thickening of the skin on the palms and soles charactersized by hyperkeratosis of the stratum corneum with no evidence of epidermolysis characteristic of epidermolytic hyperkeratosis	HP:0007404	IAO:0000115	nl	Abnormal thickening of the skin on the palms and soles charactersized by hyperkeratosis of the stratum corneum with no evidence of epidermolysis characteristic of epidermolytic hyperkeratosis	NOT_TRANSLATED			
en	Increased susceptibility to infection by the protozan parasite of the genus Leishmania	HP:0007408	IAO:0000115	nl	Increased susceptibility to infection by the protozan parasite of the genus Leishmania	NOT_TRANSLATED			
en	An abnormally increased perspiration on palms and soles	HP:0007410	IAO:0000115	nl	An abnormally increased perspiration on palms and soles	NOT_TRANSLATED			
en	Naevus flammeus localised in the skin of the forehead	HP:0007413	IAO:0000115	nl	Naevus flammeus localised in the skin of the forehead	NOT_TRANSLATED			
en	Cutaneous lesion that develops as a dry, scaly, red patch that evolves to an indurated and hyperpigmented plaque with adherent scale. Scarring may result in central white patches (loss of pigmentation) and skin atrophy	HP:0007417	IAO:0000115	nl	Cutaneous lesion that develops as a dry, scaly, red patch that evolves to an indurated and hyperpigmented plaque with adherent scale. Scarring may result in central white patches (loss of pigmentation) and skin atrophy	NOT_TRANSLATED			
en	Loss of all scalp hair	HP:0007418	IAO:0000115	nl	Loss of all scalp hair	NOT_TRANSLATED			
en	Spontaneous development of hematomas (hematoma) or bruises without significant trauma	HP:0007420	IAO:0000115	nl	Spontaneous development of hematomas (hematoma) or bruises without significant trauma	NOT_TRANSLATED			
en	Telangiectases (small dilated blood vessels) located near the surface of the skin of the cheeks	HP:0007421	IAO:0000115	nl	Telangiectases (small dilated blood vessels) located near the surface of the skin of the cheeks	NOT_TRANSLATED			
en	Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the oral mucosa	HP:0007428	IAO:0000115	nl	Telangiectasia (that is, the presence of small dilated superficial blood vessels) of the oral mucosa	NOT_TRANSLATED			
en	The presence of two to five cafe-au-lait macules	HP:0007429	IAO:0000115	nl	The presence of two to five cafe-au-lait macules	NOT_TRANSLATED			
en	Generalized abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body	HP:0007430	IAO:0000115	nl	Generalized abnormal accumulation of fluid beneath the skin, or in one or more cavities of the body	NOT_TRANSLATED			
en	An ichthyosiform abnormality of the skin with congenital onset	HP:0007431	IAO:0000115	nl	An ichthyosiform abnormality of the skin with congenital onset	NOT_TRANSLATED			
en	Hemangioma is a benign tumor of the vascular endothelial cells. This term refers to facial hemangiomas that have a plaque-like morphology	HP:0007434	IAO:0000115	nl	Hemangioma is a benign tumor of the vascular endothelial cells. This term refers to facial hemangiomas that have a plaque-like morphology	NOT_TRANSLATED			
en	The presence of multiple leiomyomas of the skin	HP:0007437	IAO:0000115	nl	The presence of multiple leiomyomas of the skin	NOT_TRANSLATED			
en	Absence of melanin pigment in various areas, which is found at birth and is permanent. The lesions are known as leucoderma and are often found on the face, trunk, or limbs	HP:0007443	IAO:0000115	nl	Absence of melanin pigment in various areas, which is found at birth and is permanent. The lesions are known as leucoderma and are often found on the face, trunk, or limbs	NOT_TRANSLATED			
en	A type of blistering that affects the skin of the palms of the hands and the soles of the feet	HP:0007446	IAO:0000115	nl	A type of blistering that affects the skin of the palms of the hands and the soles of the feet	NOT_TRANSLATED			
en	Diffuse abnormal thickening of the skin on the palms and soles	HP:0007447	IAO:0000115	nl	Diffuse abnormal thickening of the skin on the palms and soles	NOT_TRANSLATED			
en	Increased groin pigmentation with raindrop depigmentation	HP:0007450	rdfs:label	nl	Increased groin pigmentation with raindrop depigmentation	NOT_TRANSLATED			
en	Inability to sweat on the same side of the face that is affected by ptosis and miosis. This is a feature of Horner syndrome	HP:0007451	IAO:0000115	nl	Inability to sweat on the same side of the face that is affected by ptosis and miosis. This is a feature of Horner syndrome	NOT_TRANSLATED			
en	Lichenification affecting primarily flexural areas of the skin	HP:0007453	IAO:0000115	nl	Lichenification affecting primarily flexural areas of the skin	NOT_TRANSLATED			
en	Prominent thoracic and abdominal veins	HP:0007457	IAO:0000115	nl	Prominent thoracic and abdominal veins	NOT_TRANSLATED			
en	Keratinization of the bulbar conjunctiva near the limbus (corneoscleral junction), resulting in a raised spot	HP:0007462	IAO:0000115	nl	Keratinization of the bulbar conjunctiva near the limbus (corneoscleral junction), resulting in a raised spot	NOT_TRANSLATED			
en	Reduced number or density of facial hair	HP:0007464	IAO:0000115	nl	Reduced number or density of facial hair	NOT_TRANSLATED			
en	Abnormal thickening of the skin on the palms and soles with an honeycomb pattern	HP:0007465	IAO:0000115	nl	Abnormal thickening of the skin on the palms and soles with an honeycomb pattern	NOT_TRANSLATED			
en	Honeycomb palmoplantar hyperkeratosis	HP:0007465	rdfs:label	nl	Honeycomb palmoplantar hyperkeratosis	NOT_TRANSLATED			
en	Increased amount of keratin (visible as white scales) surrounding hair follicles	HP:0007468	IAO:0000115	nl	Increased amount of keratin (visible as white scales) surrounding hair follicles	NOT_TRANSLATED			
en	Cutis gyrata of palms and soles	HP:0007469	IAO:0000115	nl	Cutis gyrata of palms and soles	NOT_TRANSLATED			
en	Subcutaneous nodules that are located in the vicinity of joints	HP:0007470	IAO:0000115	nl	Subcutaneous nodules that are located in the vicinity of joints	NOT_TRANSLATED			
en	Crusting erythematous dermatitis	HP:0007473	rdfs:label	nl	Crusting erythematous dermatitis	NOT_TRANSLATED			
en	An ichthyosiform abnormality of the skin that presents at birth or shortly thereafter with generalized erythema, blistering, erosions, and peeling. In the subsequent months, erythema and blistering improves but patients go on to develop hyperkeratotic scaling that is especially prominent along the joint flexures, neck, hands and feet	HP:0007475	IAO:0000115	nl	An ichthyosiform abnormality of the skin that presents at birth or shortly thereafter with generalized erythema, blistering, erosions, and peeling. In the subsequent months, erythema and blistering improves but patients go on to develop hyperkeratotic scaling that is especially prominent along the joint flexures, neck, hands and feet	NOT_TRANSLATED			
en	An abnormality of dermatoglyphs (fingerprints), which are present on fingers, palms, toes, and soles	HP:0007477	IAO:0000115	nl	An abnormality of dermatoglyphs (fingerprints), which are present on fingers, palms, toes, and soles	NOT_TRANSLATED			
en	The term collodion baby applies to newborns who appear to have an extra layer of skin (known as a collodion membrane) that has a collodion-like quality. It is a descriptive term, not a specific diagnosis or disorder (as such, it is a syndrome). Affected babies are born in a collodion membrane, a shiny waxy outer layer to the skin. This is shed 10-14 days after birth, revealing the main symptom of the disease, extensive scaling of the skin caused by hyperkeratosis. With increasing age, the scaling tends to be concentrated around joints in areas such as the groin, the armpits, the inside of the elbow and the neck. The scales often tile the skin and may resemble fish scales	HP:0007479	IAO:0000115	nl	The term collodion baby applies to newborns who appear to have an extra layer of skin (known as a collodion membrane) that has a collodion-like quality. It is a descriptive term, not a specific diagnosis or disorder (as such, it is a syndrome). Affected babies are born in a collodion membrane, a shiny waxy outer layer to the skin. This is shed 10-14 days after birth, revealing the main symptom of the disease, extensive scaling of the skin caused by hyperkeratosis. With increasing age, the scaling tends to be concentrated around joints in areas such as the groin, the armpits, the inside of the elbow and the neck. The scales often tile the skin and may resemble fish scales	NOT_TRANSLATED			
en	Lack of subcutaneous adipose tissue	HP:0007485	IAO:0000115	nl	Lack of subcutaneous adipose tissue	NOT_TRANSLATED			
en	Telangiectases (small dilated blood vessels) with a diffuse localization	HP:0007489	IAO:0000115	nl	Telangiectases (small dilated blood vessels) with a diffuse localization	NOT_TRANSLATED			
en	Linear arrays of macular hyperkeratoses in flexural areas	HP:0007490	rdfs:label	nl	Linear arrays of macular hyperkeratoses in flexural areas	NOT_TRANSLATED			
en	Hyperkeratosis affecting the palm of the hand and the sole of the foot in areas exposed to friction	HP:0007497	IAO:0000115	nl	Hyperkeratosis affecting the palm of the hand and the sole of the foot in areas exposed to friction	NOT_TRANSLATED			
en	Increased susceptibility to staphylococcal infections, as manifested by recurrent episodes of staphylococcal infections	HP:0007499	IAO:0000115	nl	Increased susceptibility to staphylococcal infections, as manifested by recurrent episodes of staphylococcal infections	NOT_TRANSLATED			
en	The presence of fewer than normal sweat glands	HP:0007500	IAO:0000115	nl	The presence of fewer than normal sweat glands	NOT_TRANSLATED			
en	A skin condition characterized by excessive development of keratin in hair follicles, resulting in rough, cone-shaped, elevated papules resulting from closure of hair follicles with a white plug of sebum	HP:0007502	IAO:0000115	nl	A skin condition characterized by excessive development of keratin in hair follicles, resulting in rough, cone-shaped, elevated papules resulting from closure of hair follicles with a white plug of sebum	NOT_TRANSLATED			
en	Tiny bumps of thickened skin (hyperkeratosis) on the palms of the hands	HP:0007508	IAO:0000115	nl	Tiny bumps of thickened skin (hyperkeratosis) on the palms of the hands	NOT_TRANSLATED			
en	Punctate palmar hyperkeratosis	HP:0007508	rdfs:label	nl	Punctate palmar hyperkeratosis	NOT_TRANSLATED			
en	An abnormal accumulation of fluid beneath the skin on the back of the hands	HP:0007514	IAO:0000115	nl	An abnormal accumulation of fluid beneath the skin on the back of the hands	NOT_TRANSLATED			
en	Loose and sagging skin of the fingers	HP:0007516	IAO:0000115	nl	Loose and sagging skin of the fingers	NOT_TRANSLATED			
en	Loose, wrinkled skin of hands and feet	HP:0007517	IAO:0000115	nl	Loose, wrinkled skin of hands and feet	NOT_TRANSLATED			
en	Loss of hair in the occipital region of the scalp with congenital onset	HP:0007534	IAO:0000115	nl	Loss of hair in the occipital region of the scalp with congenital onset	NOT_TRANSLATED			
en	Aplasia cutis congenita of midline scalp vertex	HP:0007536	rdfs:label	nl	Aplasia cutis congenita of midline scalp vertex	NOT_TRANSLATED			
en	A severe degree of photosensitivity of the skin	HP:0007537	IAO:0000115	nl	A severe degree of photosensitivity of the skin	NOT_TRANSLATED			
en	Presence of a cutaneous lipoma on the forehead	HP:0007541	IAO:0000115	nl	Presence of a cutaneous lipoma on the forehead	NOT_TRANSLATED			
en	Lack of skin pigmentation (coloring) of the anterior chest	HP:0007542	IAO:0000115	nl	Lack of skin pigmentation (coloring) of the anterior chest	NOT_TRANSLATED			
en	Piebaldism is characterized by stable and persistent, well-circumscribed depigmented patches present at birth affecting the skin of the face, trunk, and extremities in a symmetrical distribution	HP:0007544	IAO:0000115	nl	Piebaldism is characterized by stable and persistent, well-circumscribed depigmented patches present at birth affecting the skin of the face, trunk, and extremities in a symmetrical distribution	NOT_TRANSLATED			
en	Abnormal thickening of the skin on the palms and soles that is present at birth	HP:0007545	IAO:0000115	nl	Abnormal thickening of the skin on the palms and soles that is present at birth	NOT_TRANSLATED			
en	Hyperkeratosis affecting the sole of the foot	HP:0007556	IAO:0000115	nl	Hyperkeratosis affecting the sole of the foot	NOT_TRANSLATED			
en	The presence of six or more cafe-au-lait spots	HP:0007565	IAO:0000115	nl	The presence of six or more cafe-au-lait spots	NOT_TRANSLATED			
en	Index finger dermatoglyphic radial loop	HP:0007566	rdfs:label	nl	Index finger dermatoglyphic radial loop	NOT_TRANSLATED			
en	Seborrheic dermatitis that is not localized to any one particular region	HP:0007569	IAO:0000115	nl	Seborrheic dermatitis that is not localized to any one particular region	NOT_TRANSLATED			
en	Hyperkeratosis lenticularis perstans (HLP), also known as Flegel disease, is a keratinization abnormality characterized by small, asymptomatic erythematous papules that leave characteristic punctate bleeding when they become detached. The lesions generally occur symmetrically along the top of the foot and on the legs, appearing more rarely on the arms, forearms, palms, and soles, and even on the oral mucosa	HP:0007570	IAO:0000115	nl	Hyperkeratosis lenticularis perstans (HLP), also known as Flegel disease, is a keratinization abnormality characterized by small, asymptomatic erythematous papules that leave characteristic punctate bleeding when they become detached. The lesions generally occur symmetrically along the top of the foot and on the legs, appearing more rarely on the arms, forearms, palms, and soles, and even on the oral mucosa	NOT_TRANSLATED			
