source_language	translation_language	subject_id	source_value	predicate_id	translation_value	translation_status
en	es	HP:0003677	Slow progression	rdfs:label	Progresión lenta	OFFICIAL
en	es	HP:0003683	Large beaked nose	rdfs:label	Nariz grande con forma de pico	OFFICIAL
en	es	HP:0003741	Congenital muscular dystrophy	rdfs:label	Distrofia muscular congénita	OFFICIAL
en	es	HP:0003771	Pulp stones	rdfs:label	Calcificaciones de la pulpa dentaria	OFFICIAL
en	es	HP:0003783	Externally rotated/abducted legs	rdfs:label	Rotación externa / piernas en abducción	OFFICIAL
en	es	HP:0003785	Decreased CSF homovanillic acid	rdfs:label	Disminución de ácido homovanílico (hva) en líquido cefaloraquídeo	OFFICIAL
en	es	HP:0003829	Incomplete penetrance	rdfs:label	Penetrancia incompleta	OFFICIAL
en	es	HP:0003831	Age-dependent penetrance	rdfs:label	Penetrancia dependiente de la edad	OFFICIAL
en	es	HP:0003839	Abnormality of upper limb epiphysis morphology	rdfs:label	Anomalía de las epífisis de los miembros superiores	OFFICIAL
en	es	HP:0003887	Abnormality of the humeral heads	rdfs:label	Anomalía de las cabezas humerales	OFFICIAL
en	es	HP:0003889	Abnormality of the deltoid tuberosities	rdfs:label	Anomalía de la tuberosidad deltoides	OFFICIAL
en	es	HP:0003891	Abnormality of the humeral epiphysis	rdfs:label	Anomalía de la epífisis humeral	OFFICIAL
en	es	HP:0003907	Abnormality of the humeral metaphyses	rdfs:label	Anomalía de las metáfisis de húmero	OFFICIAL
en	es	HP:0003926	Abnormality of the humeral diaphysis	rdfs:label	Anomalía de la diáfisis humeral	OFFICIAL
en	es	HP:0003949	Abnormality of the elbow metaphyses	rdfs:label	Anomalía de las metáfisis de codo	OFFICIAL
en	es	HP:0003961	Fractured forearm bones	rdfs:label	Huesos del antebrazo fracturados	OFFICIAL
en	es	HP:0004015	Abnormality of radial metaphyses	rdfs:label	Anomalía de metáfisis radial	OFFICIAL
en	es	HP:0004032	Abnormality of the olecranon	rdfs:label	Anomalía del olécranon	OFFICIAL
en	es	HP:0004035	Abnormality of the styloid process of ulna	rdfs:label	Anomalía de la apófisis estiloides	OFFICIAL
en	es	HP:0004037	Abnormality of the ulnar epiphyses	rdfs:label	Anomalía de las epífisis cubital	OFFICIAL
en	es	HP:0004038	Bony spicule of ulnar epiphyseal plate	rdfs:label	Espículas óseas de la placa de las epífisis cubital	OFFICIAL
en	es	HP:0004039	Abnormality of ulnar metaphysis	rdfs:label	Anomalía de metáfisis cubital	OFFICIAL
en	es	HP:0004243	Abnormality of the scaphoid	rdfs:label	Anomalía del escafoides	OFFICIAL
en	es	HP:0004248	Abnormality of the lunate bone	rdfs:label	Anomalía del hueso semilunar	OFFICIAL
en	es	HP:0004252	Abnormality of the trapezium	rdfs:label	Anomalía del trapecio	OFFICIAL
en	es	HP:0004256	Abnormality of the trapezoid bone	rdfs:label	Anomalía del hueso trapezoide	OFFICIAL
en	es	HP:0004259	Abnormality of the hamate bone	rdfs:label	Anomalía del hueso ganchoso	OFFICIAL
en	es	HP:0004262	Abnormality of the capitate bone	rdfs:label	Anomalía del hueso grande	OFFICIAL
en	es	HP:0004295	Abnormality of the gastric mucosa	rdfs:label	Anomalía de la mucosa gástrica	OFFICIAL
en	es	HP:0004296	Abnormality of gastrointestinal vasculature	rdfs:label	Anomalía de la vasculatura gastrointestinal	OFFICIAL
en	es	HP:0004313	Decreased antibody level in blood	rdfs:label	Hipogammaglobulinemia	OFFICIAL
en	es	HP:0004315	Decreased circulating IgG level	rdfs:label	Déficit de IgG	OFFICIAL
en	es	HP:0004319	Decreased circulating aldosterone level	rdfs:label	Hipoaldosteronismo	OFFICIAL
en	es	HP:0004342	Abnormality of galactoside metabolism	rdfs:label	Anomalía del metabolismo galactosido	OFFICIAL
en	es	HP:0004343	Abnormality of glycosphingolipid metabolism	rdfs:label	Anomalía del metabolismo de los glicoesfingolípidos	OFFICIAL
en	es	HP:0004361	Abnormality of circulating leptin level	rdfs:label	Alteración del nivel plasmático de leptina	OFFICIAL
en	es	HP:0004362	Abnormality of enteric ganglion morphology	rdfs:label	Anomalía de ganglios entéricos	OFFICIAL
en	es	HP:0004366	Abnormality of glycolysis	rdfs:label	Anomalía de la glucólisis	OFFICIAL
en	es	HP:0004368	Increased purine level	rdfs:label	Aumento de los niveles de purina	OFFICIAL
en	es	HP:0004369	Decreased purine level	rdfs:label	Disminución de los niveles de purina	OFFICIAL
en	es	HP:0004372	Reduced consciousness/confusion	rdfs:label	Conciencia reducida / confusión	OFFICIAL
en	es	HP:0004376	Neuroblastic tumors	rdfs:label	Tumores neuroblásticos	OFFICIAL
en	es	HP:0004379	Abnormality of alkaline phosphatase activity	rdfs:label	Anomalía de la actividad de la fosfatasa alcalina	OFFICIAL
en	es	HP:0004426	Abnormality of the cheek	rdfs:label	Anomalía de las mejillas	OFFICIAL
en	es	HP:0004431	Complement deficiency	rdfs:label	Deficiencia del complemento	OFFICIAL
en	es	HP:0004434	C8 deficiency	rdfs:label	Deficiencia de C8	OFFICIAL
en	es	HP:0004466	Prolonged brainstem auditory evoked potentials	rdfs:label	Potenciales evocados auditivos de tronco cerebral prolongados	OFFICIAL
en	es	HP:0004478	Ethmoidal encephalocele	rdfs:label	Encefalocele etmoidal	OFFICIAL
en	es	HP:0004495	Thin anteverted nares	rdfs:label	Narinas antevertidas estrechas	OFFICIAL
en	es	HP:0004496	Posterior choanal atresia	rdfs:label	Atresia posterior de coanas	OFFICIAL
en	es	HP:0004544	Pointed frontal hairline	rdfs:label	Inserción anterior del cabello en punta	OFFICIAL
en	es	HP:0004691	Second-third toe syndactyly	rdfs:label	Sindactilia de dedos 2-3 del pie	OFFICIAL
en	es	HP:0004692	Fourth-fifth toe syndactyly	rdfs:label	Sindactilia de dedos 4-5 del pie	OFFICIAL
en	es	HP:0004722	Thickening of the glomerular basement membrane	rdfs:label	Engrosamiento de la membrana basal glomerular	OFFICIAL
en	es	HP:0004782	Hypotrichosis of the scalp	rdfs:label	Hipotricosis del cuero cabelludo	OFFICIAL
en	es	HP:0004864	Refractory sideroblastic anemia	rdfs:label	Anemia sideroblástica refractaria	OFFICIAL
en	es	HP:0004905	Low levels of vitamin A	rdfs:label	Deficiencia de vitamina a	OFFICIAL
en	es	HP:0005019	Diaphyseal thickening	rdfs:label	Engrosamiento diafisario	OFFICIAL
en	es	HP:0005072	Hyperextensibility at wrists	rdfs:label	Hiperextensibilidad en las muñecas	OFFICIAL
en	es	HP:0005099	Severe hydrops fetalis	rdfs:label	Hidropesía fetal grave	OFFICIAL
en	es	HP:0005108	Abnormality of the intervertebral disk	rdfs:label	Anomalía del disco intervertebral	OFFICIAL
en	es	HP:0005162	Left ventricular dysfunction	rdfs:label	Deterioro de la función ventricular izquierda	OFFICIAL
en	es	HP:0005186	Synovial hypertrophy	rdfs:label	Hipertrofia sinovial	OFFICIAL
en	es	HP:0005217	Duplication of internal organs	rdfs:label	Duplicación de los órganos internos	OFFICIAL
en	es	HP:0005262	Abnormality of the synovia	rdfs:label	Anomalía del líquido sinovial	OFFICIAL
en	es	HP:0005265	Abnormality of the jejunum	rdfs:label	Anomalía del yeyuno	OFFICIAL
en	es	HP:0005268	Spontaneous abortion	rdfs:label	Aborto espontáneo	OFFICIAL
en	es	HP:0005288	Abnormality of the nares	rdfs:label	Anomalía de las fosas nasales	OFFICIAL
en	es	HP:0005289	Abnormality of the nasolabial region	rdfs:label	Anomalía de la región nasolabial	OFFICIAL
en	es	HP:0005347	Cartilaginous trachea	rdfs:label	Tráquea cartilaginosa	OFFICIAL
en	es	HP:0005354	Lack of T cell function	rdfs:label	Ausencia de la inmunidad celular	OFFICIAL
en	es	HP:0005356	Decreased serum complement factor I	rdfs:label	Disminución sérica del factor I del complemento	OFFICIAL
en	es	HP:0005369	Decreased serum complement factor H	rdfs:label	Disminución sérica del factor H del complemento	OFFICIAL
en	es	HP:0005403	Decrease in T cell count	rdfs:label	Linfocitopenia T severa	OFFICIAL
en	es	HP:0005404	Increased B cell count	rdfs:label	Aumento en el número de células B	OFFICIAL
en	es	HP:0005407	Decreased proportion of CD4-positive T cells	rdfs:label	Disminución del número de células T CD4 +	OFFICIAL
en	es	HP:0005415	Decreased proportion of CD8-positive T cells	rdfs:label	Disminución del número de células T CD8 +	OFFICIAL
en	es	HP:0005416	Decreased serum complement factor B	rdfs:label	Disminución sérica del factor B del complemento	OFFICIAL
en	es	HP:0005421	Decreased serum complement C3	rdfs:label	Disminución sérica de C3 del complemento	OFFICIAL
en	es	HP:0005435	Impaired T cell function	rdfs:label	Alteración de la función de células T	OFFICIAL
en	es	HP:0005445	Widened posterior fossa	rdfs:label	Fosa posterior ensanchada	OFFICIAL
en	es	HP:0005479	Decreased circulating total IgE	rdfs:label	Déficit de IgE	OFFICIAL
en	es	HP:0005484	Postnatal microcephaly	rdfs:label	Microcefalia postnatal	OFFICIAL
en	es	HP:0005512	Impaired neutrophil killing of staphylococci	rdfs:label	Alteración de la capacidad de los neutrófilos para eliminar los estafilococos	OFFICIAL
en	es	HP:0005531	Biphenotypic acute leukaemia	rdfs:label	Leucemia aguda bifenotípica	OFFICIAL
en	es	HP:0005557	Abnormality of the zygomatic arch	rdfs:label	Anomalía del arco cigomático	OFFICIAL
en	es	HP:0005561	Abnormality of bone marrow cell morphology	rdfs:label	Alteración de la morfología celular de la médula ósea	OFFICIAL
en	es	HP:0005579	Impaired reabsorption of chloride	rdfs:label	Alteración de la reabsorción de cloruro	OFFICIAL
en	es	HP:0005588	Patchy palmoplantar keratoderma	rdfs:label	Queratodermia palmoplantar en placas	OFFICIAL
en	es	HP:0005621	Trapezoidal shaped vertebral bodies	rdfs:label	Cuerpos vertebrales con forma trapezoidal	OFFICIAL
en	es	HP:0005650	Cutaneous syndactyly between fingers 2 and 5	rdfs:label	Sindactilia cutánea entre los dedos 2 y 5 de la mano	OFFICIAL
en	es	HP:0005671	Bilateral intracranial calcifications	rdfs:label	Calcificaciones intracraneales bilaterales	OFFICIAL
en	es	HP:0005692	Joint hyperflexibility	rdfs:label	Hiperflexibilidad articular	OFFICIAL
en	es	HP:0005709	2nd-3rd toe cutaneous syndactyly	rdfs:label	Sindactilia cutánea de dedos 2-3 del pie	OFFICIAL
en	es	HP:0005750	Contractures of the joints of the lower limbs	rdfs:label	Contracturas de las articulaciones de los miembros inferiores	OFFICIAL
en	es	HP:0005767	1st-2nd toe complete cutaneous syndactyly	rdfs:label	Sindactilia completa de dedos 1-2 del pie	OFFICIAL
en	es	HP:0005768	2nd-3rd toe cutaneous syndactyly	rdfs:label	Sindactilia cutánea de dedos 2-3 del pie	OFFICIAL
en	es	HP:0005788	Abnormal cervical myelogram	rdfs:label	Mielograma cervical anormal	OFFICIAL
en	es	HP:0005848	Bifid thumb distal phalanx	rdfs:label	Pulgar bífido en la falange distal	OFFICIAL
en	es	HP:0005867	Fused fourth and fifth metacarpals	rdfs:label	Metacarpianos cuarto y quinto fusionados	OFFICIAL
en	es	HP:0005899	Metaphyseal dysostosis	rdfs:label	Disostosis metafisaria	OFFICIAL
en	es	HP:0005913	Abnormality of metacarpal epiphyses	rdfs:label	Anomalía de las epífisis de los metacarpianos	OFFICIAL
en	es	HP:0005923	Abnormalities of the metaphyses of the hand	rdfs:label	Anomalías de las metáfisis de la mano	OFFICIAL
en	es	HP:0005924	Abnormality of the epiphyses of the hand	rdfs:label	Anomalía de la epífisis de la mano	OFFICIAL
en	es	HP:0005925	Abnormalities of the diaphyses of the hand	rdfs:label	Anomalías de las diáfisis de la mano	OFFICIAL
en	es	HP:0005926	Abnormality of hand cortical bone	rdfs:label	Anomalías de la corteza de los huesos de la mano	OFFICIAL
en	es	HP:0005930	Abnormality of epiphysis morphology	rdfs:label	Anomalía de la epífisis	OFFICIAL
en	es	HP:0005952	Decreased pulmonary function	rdfs:label	Disminución de la función pulmonar	OFFICIAL
en	es	HP:0005982	Reduced phenylalanine hydroxylase activity	rdfs:label	Disminución de la actividad de fenilalanina hidroxilasa	OFFICIAL
en	es	HP:0005984	Elevated maternal serum alpha-fetoprotein	rdfs:label	Alfa-fetoproteína en suero materno elevada	OFFICIAL
en	es	HP:0005997	Restricted neck movement due to contractures	rdfs:label	Movimiento del cuello restringido debido a contracturas	OFFICIAL
en	es	HP:0006069	Severe carpal ossification delay	rdfs:label	Retraso severo en la osificación del carpo	OFFICIAL
en	es	HP:0006088	1st-5th finger complete cutaneous syndactyly	rdfs:label	Sindactilia cutánea completa de dedos 1-5 de la mano	OFFICIAL
en	es	HP:0006097	3rd-4th finger syndactyly	rdfs:label	Sindactilia de dedos 3-4 de la mano	OFFICIAL
en	es	HP:0006143	Abnormal finger flexion creases	rdfs:label	Pliegues de flexión de los dedos de la mano anormales	OFFICIAL
en	es	HP:0006153	Disharmonious carpal bone	rdfs:label	Desorganización los huesos del carpo	OFFICIAL
en	es	HP:0006187	Fusion of midphalangeal joints	rdfs:label	Fusión de articulaciones medias de las falanges	OFFICIAL
en	es	HP:0006254	Elevated alpha-fetoprotein	rdfs:label	Alfafetoproteína elevada	OFFICIAL
en	es	HP:0006285	Hypomineralization of enamel	rdfs:label	Hipomineralización del esmalte dental	OFFICIAL
en	es	HP:0006297	Hypoplasia of dental enamel	rdfs:label	Hipoplasia del esmalte dental	OFFICIAL
en	es	HP:0006315	Single median maxillary incisor	rdfs:label	Incisivo superior medial único	OFFICIAL
en	es	HP:0006336	Short dental roots	rdfs:label	Raíces dentales cortas	OFFICIAL
en	es	HP:0006344	Abnormality of primary molar morphology	rdfs:label	Anomalía de la morfología molar	OFFICIAL
en	es	HP:0006350	Obliteration of the pulp chamber	rdfs:label	Obliteración de la cámara de la pulpa dental	OFFICIAL
en	es	HP:0006417	Broad femoral metaphyses	rdfs:label	Metáfisis femorales anchas	OFFICIAL
en	es	HP:0006431	Proximal femoral metaphyseal abnormality	rdfs:label	Anomalías metafisaria de fémur distal y proximal	OFFICIAL
en	es	HP:0006433	Dysplastic radii	rdfs:label	Radios displásicos	OFFICIAL
en	es	HP:0006436	Shortening of the tibia	rdfs:label	Acortamiento de la tibia	OFFICIAL
en	es	HP:0006477	Abnormality of the alveolar ridges	rdfs:label	Anomalía de los rebordes alveolares	OFFICIAL
en	es	HP:0006479	Abnormality of the dental pulp	rdfs:label	Anomalía de la pulpa dental	OFFICIAL
en	es	HP:0006482	Abnormality of dental morphology	rdfs:label	Anomalía de la morfología dental	OFFICIAL
en	es	HP:0006486	Abnormality of the dental root	rdfs:label	Anomalía de la raíz dental	OFFICIAL
en	es	HP:0006489	Abnormality of the femoral metaphysis	rdfs:label	Anomalía de la metáfisis femoral	OFFICIAL
en	es	HP:0006490	Abnormality of lower-limb metaphyses	rdfs:label	Anomalía de metáfisis de miembros inferiores	OFFICIAL
en	es	HP:0006491	Abnormality of the tibial metaphysis	rdfs:label	Anomalía de la metáfisis tibial	OFFICIAL
en	es	HP:0006499	Abnormality of femoral epiphysis	rdfs:label	Anomalía de las epífisis femorales	OFFICIAL
en	es	HP:0006500	Abnormality of lower limb epiphysis morphology	rdfs:label	Anomalía involucrando las epífisis de los miembros inferiores	OFFICIAL
en	es	HP:0006504	Anomaly of the limb diaphyses	rdfs:label	Anomalía de las diáfisis de las extremidades	OFFICIAL
en	es	HP:0006505	Abnormality of limb epiphysis morphology	rdfs:label	Anomalía de las epífisis de las extremidades	OFFICIAL
en	es	HP:0006510	Chronic obstructive pulmonary disease	rdfs:label	Enfermedad pulmonar obstructiva crónica	OFFICIAL
en	es	HP:0006517	Alveolar proteinosis	rdfs:label	Proteinosis alveolar	OFFICIAL
en	es	HP:0006527	Lymphoid interstitial pneumonia	rdfs:label	Neumonía intersticial linfoide	OFFICIAL
en	es	HP:0006530	Interstitial pulmonary abnormality	rdfs:label	Enfermedad pulmonar intersticial	OFFICIAL
en	es	HP:0006536	Obstructive lung disease	rdfs:label	Enfermedad pulmonar obstructiva	OFFICIAL
en	es	HP:0006541	Chronic obstructive airway disease from birth	rdfs:label	Enfermedad pulmonar obstructiva crónica congénita	OFFICIAL
en	es	HP:0006544	Extrapulmonary sequestrum	rdfs:label	Secuestro extrapulmonar	OFFICIAL
en	es	HP:0006682	Ventricular extrasystoles	rdfs:label	Extrasístoles ventriculares	OFFICIAL
en	es	HP:0006729	Retroperitoneal chemodectomas	rdfs:label	Quemodectomas retroperitoneales	OFFICIAL
en	es	HP:0006751	Paraspinal neurofibromas	rdfs:label	Neurofibromas paravertebrales	OFFICIAL
en	es	HP:0006803	Vivid hallucinations	rdfs:label	Alucinaciones vívidas	OFFICIAL
en	es	HP:0006813	Hemiclonic seizures	rdfs:label	Convulsiones hemiclónicas	OFFICIAL
en	es	HP:0006893	Severely dysplastic cerebellum	rdfs:label	Displasia cerebelosa severa	OFFICIAL
en	es	HP:0006896	Hypnopompic hallucinations	rdfs:label	Alucinaciones hipnopómpicas	OFFICIAL
en	es	HP:0006897	Cranial nerve VI palsy	rdfs:label	Parálisis del vi par craneal o abducente	OFFICIAL
en	es	HP:0006901	Impaired thermal sensitivity	rdfs:label	Sensibilidad térmica alterada	OFFICIAL
en	es	HP:0006919	Abnormal aggressive, impulsive or violent behavior	rdfs:label	Comportamiento anormal agresivo, impulsivo o violento	OFFICIAL
en	es	HP:0006926	Metachromatic leukodystrophy variant	rdfs:label	Variante de leucodistrofia metacromática	OFFICIAL
en	es	HP:0006931	Lipoma of corpus callosum	rdfs:label	Lipoma del cuerpo calloso	OFFICIAL
en	es	HP:0006956	Dilation of lateral ventricles	rdfs:label	Dilatación de los ventrículos laterales	OFFICIAL
en	es	HP:0006957	Loss of ability to walk	rdfs:label	Pérdida de la capacidad para caminar	OFFICIAL
en	es	HP:0006977	Grammar-specific speech disorder	rdfs:label	Trastorno específico del lenguaje con problemas en la gramática	OFFICIAL
en	es	HP:0006983	Slowly progressive spastic quadriparesis	rdfs:label	Tetraparesia espástica lentamente progresiva	OFFICIAL
en	es	HP:0006984	Distal sensory loss of all modalities	rdfs:label	Pérdida sensitiva distal que incluye todas las modalidades	OFFICIAL
en	es	HP:0007039	Symmetric lesions of the basal ganglia	rdfs:label	Lesiones simétricas de los ganglios basales	OFFICIAL
en	es	HP:0007054	Hyperreflexia proximally	rdfs:label	Hiperreflexia proximal	OFFICIAL
en	es	HP:0007068	Inferior vermis hypoplasia	rdfs:label	Hipoplasia del vermis inferior	OFFICIAL
en	es	HP:0007081	Late-onset muscular dystrophy	rdfs:label	Distrofia muscular de inicio tardío	OFFICIAL
en	es	HP:0007095	Frontoparietal polymicrogyria	rdfs:label	Polimicrogiria frontoparietal	OFFICIAL
en	es	HP:0007099	Arnold-Chiari type I malformation	rdfs:label	Malformación Arnold-Chiari tipo i	OFFICIAL
en	es	HP:0007115	Orbital encephalocele	rdfs:label	Encefalocele de la órbita	OFFICIAL
en	es	HP:0007193	Generalized tonic-clonic seizures on awakening	rdfs:label	Convulsiones tónico-clónicas generalizadas al despertar	OFFICIAL
en	es	HP:0007207	Photosensitive tonic-clonic seizures	rdfs:label	Crisis convulsivas tónico-clónicas fotosensibles	OFFICIAL
en	es	HP:0007227	Macrogyria	rdfs:label	Macrogiria	OFFICIAL
en	es	HP:0007330	Frontal encephalocele	rdfs:label	Encefalocele frontal	OFFICIAL
en	es	HP:0007332	Hemifacial seizures	rdfs:label	Convulsiones hemifaciales	OFFICIAL
en	es	HP:0007334	Generalized tonic-clonic seizures with focal onset	rdfs:label	Crisis convulsivas bilaterales	OFFICIAL
en	es	HP:0007350	Hyperreflexia in upper limbs	rdfs:label	Hiperreflexia de miembros superiores	OFFICIAL
en	es	HP:0007361	Abnormality of the pons	rdfs:label	Anomalía del de la protuberancia o puente cerebral	OFFICIAL
en	es	HP:0007375	Abnormality of the septum pellucidum	rdfs:label	Anomalía del septum pellucidum o septo pelúcido	OFFICIAL
en	es	HP:0007376	Abnormality of the choroid plexus	rdfs:label	Anomalía del plexo coroideo	OFFICIAL
en	es	HP:0007404	Nonepidermolytic palmoplantar keratoderma	rdfs:label	Queratoderma palmoplantar no epidermolítico	OFFICIAL
en	es	HP:0007435	Diffuse palmoplantar keratoderma	rdfs:label	Queratodermia palmoplantar difusa	OFFICIAL
en	es	HP:0007465	Honeycomb palmoplantar keratoderma	rdfs:label	Queratodermia palmoplantar en panal de abeja	OFFICIAL
en	es	HP:0007519	Lack of subcutaneous fatty tissue	rdfs:label	Falta de tejido graso subcutáneo	OFFICIAL
en	es	HP:0007543	Epidermal hyperkeratosis	rdfs:label	Hiperqueratosis epidérmica	OFFICIAL
en	es	HP:0007544	Piebaldism	rdfs:label	Pibaldismo	OFFICIAL
en	es	HP:0007545	Congenital palmoplantar keratosis	rdfs:label	Queratosis palmoplantar congénita	OFFICIAL
en	es	HP:0007548	Palmoplantar keratosis with erythema and scale	rdfs:label	Queratosis palmoplantar con eritema e incrustaciones	OFFICIAL
en	es	HP:0007561	Telangiectases in sun-exposed and nonexposed skin	rdfs:label	Telangiectasias en la piel expuesta y no expuesta al sol	OFFICIAL
en	es	HP:0007576	Palmar neurofibromas	rdfs:label	Neurofibromas palmares	OFFICIAL
en	es	HP:0007592	Aplasia/Hypoplastia of the eccrine sweat glands	rdfs:label	Aplasia / hipoplasia de las glándulas sudoríparas ecrinas	OFFICIAL
en	es	HP:0007597	Congenital palmoplantar keratodermia	rdfs:label	Keratodermia palmoplantar congénita	OFFICIAL
en	es	HP:0008005	Congenital corneal dystrophy	rdfs:label	Distrofia corneal congénita	OFFICIAL
en	es	HP:0008048	Abnormality of the line of Schwalbe	rdfs:label	Anomalía de la línea de Schwalbe	OFFICIAL
en	es	HP:0008073	Low maternal serum estriol	rdfs:label	Estradiol disminuído en suero materno	OFFICIAL
en	es	HP:0008075	Progressive pes cavus	rdfs:label	Pie cavo progresivo	OFFICIAL
en	es	HP:0008112	Plantar flexion contractures	rdfs:label	Contracturas en flexión plantar	OFFICIAL
en	es	HP:0008165	Decreased proportion circulating T-helper cells	rdfs:label	Disminución de las células T auxiliares circulantes	OFFICIAL
en	es	HP:0008202	Prolactin deficiency	rdfs:label	Déficit de prolactina	OFFICIAL
en	es	HP:0008250	Infantile hypercalcemia	rdfs:label	Hipercalcemia infantil	OFFICIAL
en	es	HP:0008326	Reduced circulating vitamin B6 level	rdfs:label	Deficiencia de vitamina b6	OFFICIAL
en	es	HP:0008335	Renal aminoaciduria	rdfs:label	Aminoaciduria renal	OFFICIAL
en	es	HP:0008344	Elevated plasma branched chain amino acids	rdfs:label	Aminoácidos plasmáticos de cadena ramificada elevados	OFFICIAL
en	es	HP:0008348	Decreased circulating IgG2 level	rdfs:label	Déficit de inmunoglobulina IgG2	OFFICIAL
en	es	HP:0008365	Abnormality of the talus	rdfs:label	Anomalía del astrágalo	OFFICIAL
en	es	HP:0008366	Contractures involving the joints of the feet	rdfs:label	Contracturas que afectan las articulaciones de los pies	OFFICIAL
en	es	HP:0008372	Abnormality of vitamin A metabolism	rdfs:label	Anomalía del metabolismo de la vitamina a	OFFICIAL
en	es	HP:0008376	Nasal, dysarthic speech	rdfs:label	Discurso disártrico nasal	OFFICIAL
en	es	HP:0008401	Onychogryposis of toenails	rdfs:label	Onicogriposis de las uñas de los pies	OFFICIAL
en	es	HP:0008419	Intervertebral disc degeneration	rdfs:label	Degeneración del disco intervertebral	OFFICIAL
en	es	HP:0008443	Spinal deformities	rdfs:label	Deformidades de la columna vertebral	OFFICIAL
en	es	HP:0008498	No permanent dentition	rdfs:label	Ausencia de dentición permanente	OFFICIAL
en	es	HP:0008501	Median cleft lip and palate	rdfs:label	Hendidura central de labio y paladar	OFFICIAL
en	es	HP:0008519	Abnormality of the coccyx	rdfs:label	Anomalía del coxis	OFFICIAL
en	es	HP:0008572	External ear malformation	rdfs:label	Malformación del oído externo	OFFICIAL
en	es	HP:0008609	Morphological abnormality of the middle ear	rdfs:label	Anomalía morfológica del oído medio	OFFICIAL
en	es	HP:0008628	Abnormality of the stapes	rdfs:label	Anomalía del estribo	OFFICIAL
en	es	HP:0008635	Hypertrophy of the urinary bladder	rdfs:label	Hipertrofia de la vejiga urinaria	OFFICIAL
en	es	HP:0008636	Lobular glomerulopathy	rdfs:label	Glomerulopatía lobular	OFFICIAL
en	es	HP:0008648	Anteriorly displaced urethral meatus	rdfs:label	Meato uretral desplazado anteriormente	OFFICIAL
en	es	HP:0008682	Acute tubular necrosis	rdfs:label	Necrosis tubular aguda	OFFICIAL
en	es	HP:0008744	Abnormality of the aryepiglottic fold	rdfs:label	Alteración del pliegue ariepiglótico	OFFICIAL
en	es	HP:0008765	Auditory hallucinations	rdfs:label	Alucinaciones auditivas	OFFICIAL
en	es	HP:0008768	Inappropriate sexual behavior	rdfs:label	Conducta sexual inapropiada	OFFICIAL
en	es	HP:0008775	Abnormality of the prostate	rdfs:label	Anomalía de la próstata	OFFICIAL
en	es	HP:0008794	Dysplastic iliac wings	rdfs:label	Alas ilíacas displásicas	OFFICIAL
en	es	HP:0008796	Externally rotated hips	rdfs:label	Caderas en rotación externa	OFFICIAL
en	es	HP:0008798	Widened sacrosciatic notch	rdfs:label	Ensanchamiento de la hendidura menor sacrociática	OFFICIAL
en	es	HP:0008803	Narrow sacroiliac notch	rdfs:label	Muesca sacroilíaca estrecha	OFFICIAL
en	es	HP:0008808	High iliac wings	rdfs:label	Alas ilíacas altas	OFFICIAL
en	es	HP:0008817	Aplastic pubic bones	rdfs:label	Aplasia de huesos púbicos	OFFICIAL
en	es	HP:0008818	Large iliac wings	rdfs:label	Alas ilíacas grandes	OFFICIAL
en	es	HP:0008822	Hypoplastic ischiopubic rami	rdfs:label	Ramas isquiopubianas hipoplásicas	OFFICIAL
en	es	HP:0008823	Hypoplastic inferior pubic rami	rdfs:label	Hipoplasia de las ramas púbicas inferiores	OFFICIAL
en	es	HP:0008826	Dislocation of the femoral head	rdfs:label	Dislocación de la cabeza femoral	OFFICIAL
en	es	HP:0008830	Hypoplastic pubic rami	rdfs:label	Ramas púbicas hipoplásicas	OFFICIAL
en	es	HP:0008936	Muscular hypotonia of the trunk	rdfs:label	Hipotonía muscular del tronco	OFFICIAL
en	es	HP:0008947	Infantile muscular hypotonia	rdfs:label	Hipotonía muscular infantil	OFFICIAL
en	es	HP:0009042	Marked muscular hypertrophy	rdfs:label	Hipertrofia muscular marcada	OFFICIAL
en	es	HP:0009062	Infantile axial hypotonia	rdfs:label	Hipotonía axial infantil	OFFICIAL
en	es	HP:0009092	Progressive alveolar ridge hypertropy	rdfs:label	Hipertrofia progresiva de la cresta alveolar	OFFICIAL
en	es	HP:0009112	Absent left hemidiaphragm	rdfs:label	Hemidiafragma izquierdo ausente	OFFICIAL
en	es	HP:0009193	Pseudoepiphyses of the metacarpals	rdfs:label	Pseudoepífisis de los metacarpianos	OFFICIAL
en	es	HP:0009380	Aplasia of the fingers	rdfs:label	Aplasia de los dedos de la mano	OFFICIAL
en	es	HP:0009495	Pseudoepiphyses of the 2nd finger	rdfs:label	Pseudoepífisis del segundo dedo de la mano	OFFICIAL
en	es	HP:0009554	Projection of scalp hair onto lateral cheek	rdfs:label	Proyección de pelo del cuero cabelludo en el lateral de la mejilla	OFFICIAL
en	es	HP:0009591	Abnormality of the vestibulocochlear nerve	rdfs:label	Anomalía del viii par craneal o nervio vestíbulococlear	OFFICIAL
en	es	HP:0009595	Occasional neurofibromas	rdfs:label	Neurofibromas ocasionales	OFFICIAL
en	es	HP:0009600	Flexion contracture of thumb	rdfs:label	Contractura en flexión del pulgar	OFFICIAL
en	es	HP:0009624	Contractures of the carpometacarpal joint of the thumb	rdfs:label	Contracturas de la articulación carpometacarpiana del pulgar	OFFICIAL
en	es	HP:0009625	Contractures of the metacarpophalangeal joint of the thumb	rdfs:label	Contracturas de la articulación metacarpofalángica del pulgar	OFFICIAL
