source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	comment	translation_date
en	Single ventricle	HP:0001750	rdfs:label	it	Ventricolo unico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal vestibular function	HP:0001751	rdfs:label	it	Funzione vestibolare anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal foot morphology	HP:0001760	rdfs:label	it	Morfologia anomala del piede	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pes cavus	HP:0001761	rdfs:label	it	Pes cavus	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Talipes equinovarus	HP:0001762	rdfs:label	it	Talipes equinovarus	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pes planus	HP:0001763	rdfs:label	it	Pes planus	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hammertoe	HP:0001765	rdfs:label	it	Alluce a martello	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Broad foot	HP:0001769	rdfs:label	it	Piede largo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Toe syndactyly	HP:0001770	rdfs:label	it	Sindattilia delle dita dei piedi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Achilles tendon contracture	HP:0001771	rdfs:label	it	Contrazione del tendine d'Achille	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Short foot	HP:0001773	rdfs:label	it	Piede corto	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bilateral talipes equinovarus	HP:0001776	rdfs:label	it	Talipes equinovarus bilaterale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ankle swelling	HP:0001785	rdfs:label	it	Gonfiore della caviglia	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Narrow foot	HP:0001786	rdfs:label	it	Piede stretto	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Premature rupture of membranes	HP:0001788	rdfs:label	it	Rottura prematura delle membrane	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hydrops fetalis	HP:0001789	rdfs:label	it	Idrope fetale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nonimmune hydrops fetalis	HP:0001790	rdfs:label	it	Idrope fetale non immune	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Fetal ascites	HP:0001791	rdfs:label	it	Ascite fetale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Small nail	HP:0001792	rdfs:label	it	Unghia piccola	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperconvex nail	HP:0001795	rdfs:label	it	Unghia iperconvessa	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplastic toenails	HP:0001800	rdfs:label	it	Unghie dei piedi ipoplasiche	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Absent toenail	HP:0001802	rdfs:label	it	Unghia del piede assente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplastic fingernail	HP:0001804	rdfs:label	it	Unghia ipoplastica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Onycholysis	HP:0001806	rdfs:label	it	Onicolisi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ridged nail	HP:0001807	rdfs:label	it	Unghia rigata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Deep-set nails	HP:0001814	rdfs:label	it	Unghie profonde	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Thin nail	HP:0001816	rdfs:label	it	Unghia sottile	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Broad nail	HP:0001821	rdfs:label	it	Unghia larga	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hallux valgus	HP:0001822	rdfs:label	it	Alluce valgo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Weight loss	HP:0001824	rdfs:label	it	Perdita di peso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Postaxial foot polydactyly	HP:0001830	rdfs:label	it	Polidattilia postassiale del piede	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Short toe	HP:0001831	rdfs:label	it	Alluce corto	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Camptodactyly of toe	HP:0001836	rdfs:label	it	Camptodattilia del dito del piede	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Broad toe	HP:0001837	rdfs:label	it	Alluce valgo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Rocker bottom foot	HP:0001838	rdfs:label	it	Piede a dondolo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Metatarsus adductus	HP:0001840	rdfs:label	it	Metatarso adduttore	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Preaxial foot polydactyly	HP:0001841	rdfs:label	it	Polidattilia preassiale del piede	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Overlapping toe	HP:0001845	rdfs:label	it	Alluce sovrapposto	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Long hallux	HP:0001847	rdfs:label	it	Alluce lungo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Foot oligodactyly	HP:0001849	rdfs:label	it	Oligodattilia del piede	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Sandal gap	HP:0001852	rdfs:label	it	Gola del sandalo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Toe clinodactyly	HP:0001863	rdfs:label	it	Clinodattilia dell'alluce	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Deep plantar creases	HP:0001869	rdfs:label	it	Pieghe plantari profonde	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Acroosteolysis of distal phalanges (feet)	HP:0001870	rdfs:label	it	Acroosteolisi delle falangi distali del piede	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Thrombocytopenia	HP:0001873	rdfs:label	it	Trombocitopenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased total neutrophil count	HP:0001875	rdfs:label	it	Neutropenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pancytopenia	HP:0001876	rdfs:label	it	Pancitopenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hemolytic anemia	HP:0001878	rdfs:label	it	Anemia emolitica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased total eosinophil count	HP:0001880	rdfs:label	it	Eosinofilia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased total leukocyte count	HP:0001882	rdfs:label	it	Leucopenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Talipes	HP:0001883	rdfs:label	it	Talipes	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Short 2nd toe	HP:0001885	rdfs:label	it	Secondo dito del piede corto	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Decreased total lymphocyte count	HP:0001888	rdfs:label	it	Linfopenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Megaloblastic anemia	HP:0001889	rdfs:label	it	Anemia megaloblastica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Autoimmune hemolytic anemia	HP:0001890	rdfs:label	it	Anemia emolitica autoimmune	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal bleeding	HP:0001892	rdfs:label	it	Sanguinamento anomalo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Thrombocytosis	HP:0001894	rdfs:label	it	Trombocitosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reticulocytopenia	HP:0001896	rdfs:label	it	Reticolocitopenia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Normocytic anemia	HP:0001897	rdfs:label	it	Anemia normocitica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Giant platelets	HP:0001902	rdfs:label	it	Piastrine giganti	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anemia	HP:0001903	rdfs:label	it	Anemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Autoimmune neutropenia	HP:0001904	rdfs:label	it	Neutropenia in presenza di anticorpi anti-neutropile	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Thromboembolism	HP:0001907	rdfs:label	it	Tromboembolismo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Leukemia	HP:0001909	rdfs:label	it	Leucemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Acute kidney injury	HP:0001919	rdfs:label	it	Insufficienza renale acuta	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Renal artery stenosis	HP:0001920	rdfs:label	it	Stenosi dell'arteria renale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Reticulocytosis	HP:0001923	rdfs:label	it	Reticolocitosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Sideroblastic anemia	HP:0001924	rdfs:label	it	Anemia sideroblastica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Acanthocytosis	HP:0001927	rdfs:label	it	Acantocitosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of coagulation	HP:0001928	rdfs:label	it	Anomalia della coagulazione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Microcytic anemia	HP:0001935	rdfs:label	it	Anemia microcitica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Acidosis	HP:0001941	rdfs:label	it	Acidosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Metabolic acidosis	HP:0001942	rdfs:label	it	Acidosi metabolica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoglycemia	HP:0001943	rdfs:label	it	Ipoglicemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dehydration	HP:0001944	rdfs:label	it	Disidratazione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Fever	HP:0001945	rdfs:label	it	Febbre	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ketosis	HP:0001946	rdfs:label	it	Chetosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Renal tubular acidosis	HP:0001947	rdfs:label	it	Acidosi tubulare renale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Glucose intolerance	HP:0001952	rdfs:label	it	Intolleranza al glucosio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Recurrent fever	HP:0001954	rdfs:label	it	Febbre ricorrente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Truncal obesity	HP:0001956	rdfs:label	it	Obesità troncale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Polydipsia	HP:0001959	rdfs:label	it	Polidipsia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Palpitations	HP:0001962	rdfs:label	it	Palpitazioni	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Diffuse mesangial sclerosis	HP:0001967	rdfs:label	it	Sclerosi mesangiale diffusa	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Tubulointerstitial nephritis	HP:0001970	rdfs:label	it	Nefrite tubulointerstiziale	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Hypersplenism	HP:0001971	rdfs:label	it	Ipersplenismo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Autoimmune thrombocytopenia	HP:0001973	rdfs:label	it	Trombocitopenia autoimmune	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased total leukocyte count	HP:0001974	rdfs:label	it	Leucocitosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Reduced antithrombin III activity	HP:0001976	rdfs:label	it	Ridotta attività dell'antitrombina III	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal thrombosis	HP:0001977	rdfs:label	it	Trombosi anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Megaloblastic bone marrow	HP:0001980	rdfs:label	it	Midollo osseo megaloblastico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Schistocytosis	HP:0001981	rdfs:label	it	Schistocitosi	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Hyperammonemia	HP:0001987	rdfs:label	it	Iperammoniemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Recurrent hypoglycemia	HP:0001988	rdfs:label	it	Ipoglicemia ricorrente	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Organic aciduria	HP:0001992	rdfs:label	it	Aciduria organica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ketoacidosis	HP:0001993	rdfs:label	it	Chetoacidosi	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Gout	HP:0001997	rdfs:label	it	Gotta	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Neonatal hypoglycemia	HP:0001998	rdfs:label	it	Ipoglicemia neonatale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal facial shape	HP:0001999	rdfs:label	it	Forma del viso anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Short columella	HP:0002000	rdfs:label	it	Columella corta	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Deep philtrum	HP:0002002	rdfs:label	it	Filtro profondo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Frontal bossing	HP:0002007	rdfs:label	it	Bordo frontale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Morphological central nervous system abnormality	HP:0002011	rdfs:label	it	Anomalia morfologica del sistema nervoso centrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Vomiting	HP:0002013	rdfs:label	it	Vomito	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Diarrhea	HP:0002014	rdfs:label	it	Diarrea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dysphagia	HP:0002015	rdfs:label	it	Disfagia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nausea	HP:0002018	rdfs:label	it	Nausea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Constipation	HP:0002019	rdfs:label	it	Costipazione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gastroesophageal reflux	HP:0002020	rdfs:label	it	Reflusso gastroesofageo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pyloric stenosis	HP:0002021	rdfs:label	it	Stenosi pilorica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Anal atresia	HP:0002023	rdfs:label	it	Atresia anale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Malabsorption	HP:0002024	rdfs:label	it	Malassorbimento	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abdominal pain	HP:0002027	rdfs:label	it	Dolore addominale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Chronic diarrhea	HP:0002028	rdfs:label	it	Diarrea cronica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Esophageal atresia	HP:0002032	rdfs:label	it	Atresia esofagea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Poor suck	HP:0002033	rdfs:label	it	Scarsa suzione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Rectal prolapse	HP:0002035	rdfs:label	it	Prolasso rettale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hiatus hernia	HP:0002036	rdfs:label	it	Ernia dello iato	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Inflammation of the large intestine	HP:0002037	rdfs:label	it	Infiammazione dell'intestino crasso	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Esophageal varix	HP:0002040	rdfs:label	it	Variante esofagea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypothermia	HP:0002045	rdfs:label	it	Ipotermia	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Heat intolerance	HP:0002046	rdfs:label	it	Intolleranza al calore	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Malignant hyperthermia	HP:0002047	rdfs:label	it	Ipertermia maligna	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Curved linear dimple below the lower lip	HP:0002055	rdfs:label	it	Fossetta lineare curva sotto il labbro inferiore	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of the glabella	HP:0002056	rdfs:label	it	Anomalia della glabella	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Prominent glabella	HP:0002057	rdfs:label	it	Glabella prominente	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Myopathic facies	HP:0002058	rdfs:label	it	Facies miopatica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebral atrophy	HP:0002059	rdfs:label	it	Atrofia cerebrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal cerebral morphology	HP:0002060	rdfs:label	it	Morfologia cerebrale anormale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Lower limb spasticity	HP:0002061	rdfs:label	it	Spasticità degli arti inferiori	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal pyramidal tract morphology	HP:0002062	rdfs:label	it	Morfologia anomala del tratto piramidale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Rigidity	HP:0002063	rdfs:label	it	Rigidità	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Spastic gait	HP:0002064	rdfs:label	it	Andatura spastica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gait ataxia	HP:0002066	rdfs:label	it	Atassia dell'andatura	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bradykinesia	HP:0002067	rdfs:label	it	Bradicinesia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bilateral tonic-clonic seizure	HP:0002069	rdfs:label	it	Crisi tonico-clonica bilaterale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Limb ataxia	HP:0002070	rdfs:label	it	Atassia degli arti	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormality of extrapyramidal motor function	HP:0002071	rdfs:label	it	Anomalia della funzione motoria extrapiramidale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Chorea	HP:0002072	rdfs:label	it	Corea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Progressive cerebellar ataxia	HP:0002073	rdfs:label	it	Atassia cerebellare progressiva	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dysdiadochokinesis	HP:0002075	rdfs:label	it	Disdiadochinesia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Migraine	HP:0002076	rdfs:label	it	Emicrania	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Truncal ataxia	HP:0002078	rdfs:label	it	Atassia troncale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypoplasia of the corpus callosum	HP:0002079	rdfs:label	it	Ipoplasia del corpo calloso	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Intention tremor	HP:0002080	rdfs:label	it	Tremore intenzionale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Encephalocele	HP:0002084	rdfs:label	it	Encefalocele	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pulmonary hypoplasia	HP:0002089	rdfs:label	it	Ipoplasia polmonare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pneumonia	HP:0002090	rdfs:label	it	Polmonite	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Restrictive ventilatory defect	HP:0002091	rdfs:label	it	Difetto ventilatorio restrittivo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pulmonary arterial hypertension	HP:0002092	rdfs:label	it	Ipertensione arteriosa polmonare	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Respiratory insufficiency	HP:0002093	rdfs:label	it	Insufficienza respiratoria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Dyspnea	HP:0002094	rdfs:label	it	Dispnea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Emphysema	HP:0002097	rdfs:label	it	Enfisema	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Respiratory distress	HP:0002098	rdfs:label	it	Distress respiratorio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Asthma	HP:0002099	rdfs:label	it	Asma	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Apnea	HP:0002104	rdfs:label	it	Apnea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hemoptysis	HP:0002105	rdfs:label	it	Emottisi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pneumothorax	HP:0002107	rdfs:label	it	Pneumotorace	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Spontaneous pneumothorax	HP:0002108	rdfs:label	it	Pneumotorace spontaneo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Bronchiectasis	HP:0002110	rdfs:label	it	Bronchiectasie	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Pulmonary infiltrates	HP:0002113	rdfs:label	it	Infiltrazioni polmonari	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ventriculomegaly	HP:0002119	rdfs:label	it	Ventricolomegalia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebral cortical atrophy	HP:0002120	rdfs:label	it	Atrofia corticale cerebrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Generalized non-motor (absence) seizure	HP:0002121	rdfs:label	it	Crisi generalizzata non motoria (assenza)	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Generalized myoclonic seizure	HP:0002123	rdfs:label	it	Crisi mioclonica generalizzata	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Polymicrogyria	HP:0002126	rdfs:label	it	Polimicrogiria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Episodic ataxia	HP:0002131	rdfs:label	it	Atassia episodica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Porencephalic cyst	HP:0002132	rdfs:label	it	Cisti porencefalica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Status epilepticus	HP:0002133	rdfs:label	it	Stato epilettico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Abnormal basal ganglia morphology	HP:0002134	rdfs:label	it	Morfologia anomala dei gangli basali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Basal ganglia calcification	HP:0002135	rdfs:label	it	Calcificazione dei gangli basali	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Broad-based gait	HP:0002136	rdfs:label	it	Andatura ad ampio raggio	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Subarachnoid hemorrhage	HP:0002138	rdfs:label	it	Emorragia subaracnoidea	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Arrhinencephaly	HP:0002139	rdfs:label	it	Arrencefalia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Ischemic stroke	HP:0002140	rdfs:label	it	Ictus ischemico	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gait imbalance	HP:0002141	rdfs:label	it	Squilibrio dell'andatura	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Tethered cord	HP:0002144	rdfs:label	it	Cordone ombelicale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypophosphatemia	HP:0002148	rdfs:label	it	Ipofosfatemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperuricemia	HP:0002149	rdfs:label	it	Iperuricemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypercalciuria	HP:0002150	rdfs:label	it	Ipercalciuria	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Increased circulating lactate concentration	HP:0002151	rdfs:label	it	Aumento della concentrazione di lattato in circolo	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperkalemia	HP:0002153	rdfs:label	it	Ipercalemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperglycinemia	HP:0002154	rdfs:label	it	Iperglicinemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hypertriglyceridemia	HP:0002155	rdfs:label	it	Ipertrigliceridemia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Hyperhomocystinemia	HP:0002160	rdfs:label	it	Iperomocistinemia	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Low posterior hairline	HP:0002162	rdfs:label	it	Bassa attaccatura posteriore dei capelli	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Nail dysplasia	HP:0002164	rdfs:label	it	Displasia ungueale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Impaired vibration sensation in the lower limbs	HP:0002166	rdfs:label	it	Compromissione della sensibilità vibratoria degli arti inferiori	OFFICIAL	orcid:0000-0003-4174-0526	DOMAIN_EXPERT		2024-11-26
en	Abnormal speech pattern	HP:0002167	rdfs:label	it	Anormalità del linguaggio o della vocalizzazione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Clonus	HP:0002169	rdfs:label	it	Clono	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Intracranial hemorrhage	HP:0002170	rdfs:label	it	Emorragia intracranica	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Gliosis	HP:0002171	rdfs:label	it	Gliosi	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Postural instability	HP:0002172	rdfs:label	it	Instabilità posturale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Postural tremor	HP:0002174	rdfs:label	it	Tremore posturale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Spinal cord compression	HP:0002176	rdfs:label	it	Compressione del midollo spinale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Opisthotonus	HP:0002179	rdfs:label	it	Opistotono	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Neurodegeneration	HP:0002180	rdfs:label	it	Neurodegenerazione	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Cerebral edema	HP:0002181	rdfs:label	it	Edema cerebrale	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
en	Phonophobia	HP:0002183	rdfs:label	it	Fonofobia	CANDIDATE	DeepL	ALGORITHM	preview	2024-05-08
