source_language	source_value	subject_id	predicate_id	translation_language	translation_value	translation_status	translator	translator_expertise	translation_date
en	Lack of T cell function	HP:0005354	rdfs:label	nl	Gebrek aan T-cel functie	CANDIDATE			
en	A reduced level of the complement component Factor I in circulation	HP:0005356	IAO:0000115	nl	A reduced level of the complement component Factor I in circulation	NOT_TRANSLATED			
en	Decreased serum complement factor I	HP:0005356	rdfs:label	nl	Verminderd serum complement factor I	CANDIDATE			
en	Severe B lymphocytopenia	HP:0005365	rdfs:label	nl	Ernstige B lymfocytopenie	CANDIDATE			
en	A reduced level of the complement component Factor H in circulation	HP:0005369	IAO:0000115	nl	A reduced level of the complement component Factor H in circulation	NOT_TRANSLATED			
en	Decreased serum complement factor H	HP:0005369	rdfs:label	nl	Verminderd serum complement factor H	CANDIDATE			
en	Abnormality of B cell physiology	HP:0005372	rdfs:label	nl	Afwijking van B cel fysiologie	CANDIDATE			
en	An abnormally low count of T cells	HP:0005403	IAO:0000115	nl	An abnormally low count of T cells	NOT_TRANSLATED			
en	T lymphocytopenia	HP:0005403	rdfs:label	nl	Afname van T cellen	CANDIDATE			
en	An abnormal increase from the normal count of B cells	HP:0005404	IAO:0000115	nl	An abnormal increase from the normal count of B cells	NOT_TRANSLATED			
en	Increased B cell count	HP:0005404	rdfs:label	nl	Toename van B cellen	CANDIDATE			
en	Decreased proportion of CD4-positive helper T cells	HP:0005407	rdfs:label	nl	Afgenomen aantal van CD4-positieve T-cellen	CANDIDATE			
en	An abnormally increased level of circulating alpha-globulin. Alpha globulins are a group of serum proteins defined by their mobility on serum electrophoresis. The alpha1-protein fraction is comprised of alpha1-antitrypsin, thyroid-binding globulin, and transcortin. Ceruloplasmin, alpha2-macroglobulin, and haptoglobin contribute to the alpha2-protein band. The alpha2 component is increased as an acute-phase reactant	HP:0005413	IAO:0000115	nl	An abnormally increased level of circulating alpha-globulin. Alpha globulins are a group of serum proteins defined by their mobility on serum electrophoresis. The alpha1-protein fraction is comprised of alpha1-antitrypsin, thyroid-binding globulin, and transcortin. Ceruloplasmin, alpha2-macroglobulin, and haptoglobin contribute to the alpha2-protein band. The alpha2 component is increased as an acute-phase reactant	NOT_TRANSLATED			
en	Increased alpha-globulin	HP:0005413	rdfs:label	nl	Verhoogd alfa-globuline	CANDIDATE			
en	A decreased proportion of circulating CD8-positive, alpha-beta T cells relative to total number of T cells	HP:0005415	IAO:0000115	nl	A decreased proportion of circulating CD8-positive, alpha-beta T cells relative to total number of T cells	NOT_TRANSLATED			
en	Decreased proportion of CD8-positive T cells	HP:0005415	rdfs:label	nl	Afgenomen aantal van CD8-positieve T-cellen	CANDIDATE			
en	A reduced level of the complement component factor B in circulation	HP:0005416	IAO:0000115	nl	A reduced level of the complement component factor B in circulation	NOT_TRANSLATED			
en	Decreased serum complement factor B	HP:0005416	rdfs:label	nl	Verminderd serum complement factor B	CANDIDATE			
en	A reduced level of the complement component C3 in circulation	HP:0005421	IAO:0000115	nl	A reduced level of the complement component C3 in circulation	NOT_TRANSLATED			
en	Decreased serum complement C3	HP:0005421	rdfs:label	nl	Verminderd serum complement C3	CANDIDATE			
en	Impaired T cell function	HP:0005435	rdfs:label	nl	Verminderde T cel functie	CANDIDATE			
en	Decreased circulating IgE	HP:0005479	rdfs:label	nl	IgE-deficiëntie	CANDIDATE			
en	Impaired neutrophil killing of staphylococci	HP:0005512	rdfs:label	nl	Verminderde doding van stafylokokken door neutrofielen	CANDIDATE			
en	Reduction in the amount of kininogen, which functions as a cofactor in the contact phase of the intrinsic blood coagulation cascade	HP:0005527	IAO:0000115	nl	Reduction in the amount of kininogen, which functions as a cofactor in the contact phase of the intrinsic blood coagulation cascade	NOT_TRANSLATED			
en	Congenital onset of a marked decrease in the number of granulocytes	HP:0005541	IAO:0000115	nl	Congenital onset of a marked decrease in the number of granulocytes	NOT_TRANSLATED			
en	Abnormality of the kinin-kallikrein system	HP:0005559	rdfs:label	nl	Afwijking van het kallikrein-kinine-systeem	CANDIDATE			
en	Abnormality of bone marrow cell morphology	HP:0005561	rdfs:label	nl	Afwijking van de beenmerg cel morfologie	CANDIDATE			
en	A progressive detrimental connective tissue deposition (fibrosis) on the kidney parenchyma involving the tubules and interstitial tissue of the kidney. Tubulointerstitial injury in the kidney is complex, involving a number of independent and overlapping cellular and molecular pathways, with renal interstitial fibrosis and tubular atrophy (IF/TA) as the final common pathway. However, IF and TA are separable, as shown by the profound TA in renal artery stenosis, which characteristically has little or no fibrosis (or inflammation). For new annotations it is preferable to annotate to the specific HPO terms for Renal interstitial lfibrosis and/or Renal tubular atrophy	HP:0005576	IAO:0000115	nl	A progressive detrimental connective tissue deposition (fibrosis) on the kidney parenchyma involving the tubules and interstitial tissue of the kidney. Tubulointerstitial injury in the kidney is complex, involving a number of independent and overlapping cellular and molecular pathways, with renal interstitial fibrosis and tubular atrophy (IF/TA) as the final common pathway. However, IF and TA are separable, as shown by the profound TA in renal artery stenosis, which characteristically has little or no fibrosis (or inflammation). For new annotations it is preferable to annotate to the specific HPO terms for Renal interstitial lfibrosis and/or Renal tubular atrophy	NOT_TRANSLATED			
en	Any impairment of reabsorption of chloride by the kidney in order to not lose too much chloride in the urine	HP:0005579	IAO:0000115	nl	Any impairment of reabsorption of chloride by the kidney in order to not lose too much chloride in the urine	NOT_TRANSLATED			
en	Impaired renal ltubular reabsorption of chloride	HP:0005579	rdfs:label	nl	Verminderde reabsorptie van chloride	CANDIDATE			
en	An anomalous trapezoidal appearance of a vertebral body. A trapezoid is a four-sided shape that has two sides that are parallel and two sides that are not parallel. In this case, the two lateral sides of the vertebra are parallel, and the top and the bottom are slanted with respect to each other such that the vertebra is shorter in the fron or back than on the other side	HP:0005621	IAO:0000115	nl	An anomalous trapezoidal appearance of a vertebral body. A trapezoid is a four-sided shape that has two sides that are parallel and two sides that are not parallel. In this case, the two lateral sides of the vertebra are parallel, and the top and the bottom are slanted with respect to each other such that the vertebra is shorter in the fron or back than on the other side	NOT_TRANSLATED			
en	Absent ossification of the calvaria (vault of the skull)	HP:0005623	IAO:0000115	nl	Absent ossification of the calvaria (vault of the skull)	NOT_TRANSLATED			
en	Deposition of calcium salts on both sides of the brain	HP:0005671	IAO:0000115	nl	Deposition of calcium salts on both sides of the brain	NOT_TRANSLATED			
en	Joint hyperflexibility	HP:0005692	rdfs:label	nl	Gewrichtshypermobiliteit	CANDIDATE			
en	A flattened vertebral body shape with reduced distance beween the vertebral endplates affecting the lumbar spine	HP:0005787	IAO:0000115	nl	A flattened vertebral body shape with reduced distance beween the vertebral endplates affecting the lumbar spine	NOT_TRANSLATED			
en	Abnormal cervical myelogram	HP:0005788	rdfs:label	nl	Abnormaal cervicaal myelogram	CANDIDATE			
en	Absent distal phalanges	HP:0005807	rdfs:label	nl	Afwezige distale falangen	CANDIDATE			
en	Generalized deposition of calcium salts within the brain	HP:0005849	IAO:0000115	nl	Generalized deposition of calcium salts within the brain	NOT_TRANSLATED			
en	Irregularly shaped metacarpal bones of varying degree	HP:0005916	IAO:0000115	nl	Irregularly shaped metacarpal bones of varying degree	NOT_TRANSLATED			
en	Diffuse filling of the distal airsspaces of the lungs, the alveoli, with macrophages. Desquamative interstitial pneumonitis (DIP) is characterized additionally by thickend alveolar septa and by a sparse inflammatory infiltrate that often includes plasma cells and occasional eosinophils. The alveoli are lined by plump cuboidal pneumocytes. Lymphoid aggregates may be present	HP:0005942	IAO:0000115	nl	Diffuse filling of the distal airsspaces of the lungs, the alveoli, with macrophages. Desquamative interstitial pneumonitis (DIP) is characterized additionally by thickend alveolar septa and by a sparse inflammatory infiltrate that often includes plasma cells and occasional eosinophils. The alveoli are lined by plump cuboidal pneumocytes. Lymphoid aggregates may be present	NOT_TRANSLATED			
en	Episodes of reduced body termperature	HP:0005964	IAO:0000115	nl	Episodes of reduced body termperature	NOT_TRANSLATED			
en	Elevated maternal serum alpha-fetoprotein	HP:0005984	rdfs:label	nl	Verhoogd maternaal serum alfafoetoproteïne	CANDIDATE			
en	Reduced abilty to lower the chin towards the chest by bending the neck	HP:0005991	IAO:0000115	nl	Reduced abilty to lower the chin towards the chest by bending the neck	NOT_TRANSLATED			
en	Syndactyly with fusion of fingers three and four	HP:0006097	IAO:0000115	nl	Syndactyly with fusion of fingers three and four	NOT_TRANSLATED			
en	3-4 finger syndactyly	HP:0006097	rdfs:label	nl	3-4 vinger syndactylie	CANDIDATE			
en	Abnormal finger flexion creases	HP:0006143	rdfs:label	nl	Afwijkende vinger flexie plooien	CANDIDATE			
en	Disharmonious carpal bone	HP:0006153	rdfs:label	nl	Disharmonieus carpaal bot	CANDIDATE			
en	An increased concentration of alpha-fetoprotein	HP:0006254	IAO:0000115	nl	An increased concentration of alpha-fetoprotein	NOT_TRANSLATED			
en	Elevated alpha-fetoprotein	HP:0006254	rdfs:label	nl	Verhoogd alfafoetoproteïne	CANDIDATE			
en	Abnormality of primary molar morphology	HP:0006344	rdfs:label	nl	Afwijking van primaire molaire morfologie	CANDIDATE			
en	A bent (flexed) knee joint that cannot be straightened actively or passively	HP:0006380	IAO:0000115	nl	A bent (flexed) knee joint that cannot be straightened actively or passively	NOT_TRANSLATED			
en	Broad femoral metaphyses	HP:0006417	rdfs:label	nl	Brede metafysen van femur	CANDIDATE			
en	Asymmetric radial dysplasia	HP:0006420	rdfs:label	nl	Assymetrische radius dysplasie	CANDIDATE			
en	Proximal femoral metaphyseal abnormality	HP:0006431	rdfs:label	nl	Proximale femorale metafysaire afwijking	CANDIDATE			
en	Radial dysplasia	HP:0006433	rdfs:label	nl	Dysplastische radii	CANDIDATE			
en	Increased laxity of ankles	HP:0006460	rdfs:label	nl	Verhoogde losheid van enkels	CANDIDATE			
en	Abnormality of the alveolar ridges	HP:0006477	rdfs:label	nl	Afwijking van de alveolaire ruggen	CANDIDATE			
en	Abnormality of dental morphology	HP:0006482	rdfs:label	nl	Afwijking van tandheelkundige morfologie	CANDIDATE			
en	Abnormality of femoral epiphysis	HP:0006499	rdfs:label	nl	Afwijking van femorale epifyse	CANDIDATE			
en	Abnormality of lower limb epiphysis morphology	HP:0006500	rdfs:label	nl	Afwijking van morfologie van de epifyse van onderste ledematen	CANDIDATE			
en	Accumulation of amorphous PAS-positive material in the space betweem alveolar macrophages, sometimes as condensed form (oval bodies) are typically found in alveolar proteinosis	HP:0006517	IAO:0000115	nl	Accumulation of amorphous PAS-positive material in the space betweem alveolar macrophages, sometimes as condensed form (oval bodies) are typically found in alveolar proteinosis	NOT_TRANSLATED			
en	Extrapulmonary sequestrum	HP:0006544	rdfs:label	nl	Extrapulmonaal sequester	CANDIDATE			
en	More than one fracture of the ribs	HP:0006640	IAO:0000115	nl	More than one fracture of the ribs	NOT_TRANSLATED			
en	Retroperitoneal chemodectomas	HP:0006729	rdfs:label	nl	Retroperitoneale chemodectomen	CANDIDATE			
en	Paraspinal neurofibromas	HP:0006751	rdfs:label	nl	Paraspinale neurofibromen	CANDIDATE			
en	Vivid hallucinations	HP:0006803	rdfs:label	nl	Levendige hallucinaties	CANDIDATE			
en	White mater abnormalities in the posterior periventricular region	HP:0006812	rdfs:label	nl	Witte stof afwijkingen in de posterieure periventriculaire regio	CANDIDATE			
en	A loss or impairment of the sensation of the relative position of parts of the body and joint position occuring at distal joints	HP:0006858	IAO:0000115	nl	A loss or impairment of the sensation of the relative position of parts of the body and joint position occuring at distal joints	NOT_TRANSLATED			
en	Intellectual disability, progressive	HP:0006887	rdfs:label	nl	Verstandelijke beperking, progressief	CANDIDATE			
en	Intellectual disability, borderline	HP:0006889	rdfs:label	nl	Verstandelijke beperking, borderline	CANDIDATE			
en	Fleeting perceptual experiences that occur during the transition from sleep to wakefulness	HP:0006896	IAO:0000115	nl	Fleeting perceptual experiences that occur during the transition from sleep to wakefulness	NOT_TRANSLATED			
en	Hypnopompic hallucinations	HP:0006896	rdfs:label	nl	Hypnopompische hallucinaties	CANDIDATE			
en	Abnormal aggressive, impulsive or violent behavior	HP:0006919	rdfs:label	nl	Abnormaal agressief, impulsief of gewelddadig gedrag	CANDIDATE			
en	Metachromatic leukodystrophy variant	HP:0006926	rdfs:label	nl	Metachromatische leukodystrofie variant	CANDIDATE			
en	Grammar-specific speech disorder	HP:0006977	rdfs:label	nl	Grammatica-specifieke spraak aandoening	CANDIDATE			
en	Any abnormal alteration of an individual's circadian rhythm that affects the timing of sleeping and being awake	HP:0006979	IAO:0000115	nl	Any abnormal alteration of an individual's circadian rhythm that affects the timing of sleeping and being awake	NOT_TRANSLATED			
en	Symmetric lesions of the basal ganglia	HP:0007039	rdfs:label	nl	Symmetrische leasies van basale ganglia	CANDIDATE			
en	Late-onset muscular dystrophy	HP:0007081	rdfs:label	nl	Late-onset musculaire dystrofie	CANDIDATE			
en	Orbital encephalocele	HP:0007115	rdfs:label	nl	Orbitale encefalocele	CANDIDATE			
en	Macrogyria	HP:0007227	rdfs:label	nl	Macrogyrie	CANDIDATE			
en	An atypical absence seizure is a type of generalised non-motor (absence) seizure characterised by interruption of ongoing activities and reduced responsiveness. In comparison to a typical absence seizure, changes in tone may be more pronounced, onset and/or cessation may be less abrupt, and the duration of the ictus and post-ictal recovery may be longer. Although not always available, an EEG often demonstrates slow (<3 Hz), irregular, generalized spike-wave activity	HP:0007270	IAO:0000115	nl	An atypical absence seizure is a type of generalised non-motor (absence) seizure characterised by interruption of ongoing activities and reduced responsiveness. In comparison to a typical absence seizure, changes in tone may be more pronounced, onset and/or cessation may be less abrupt, and the duration of the ictus and post-ictal recovery may be longer. Although not always available, an EEG often demonstrates slow (<3 Hz), irregular, generalized spike-wave activity	NOT_TRANSLATED			
en	Frontal encephalocele	HP:0007330	rdfs:label	nl	Frontale encefalocele	CANDIDATE			
en	Hyperreflexia in upper limbs	HP:0007350	rdfs:label	nl	Hyperreflexie van bovenste ledematen	CANDIDATE			
en	Well-demarcated area(s) of partial or complete depigmentation in the macula, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss	HP:0007401	IAO:0000115	nl	Well-demarcated area(s) of partial or complete depigmentation in the macula, reflecting atrophy of the retinal pigment epithelium with associated retinal photoreceptor loss	NOT_TRANSLATED			
en	Naevus flammeus localised in the skin of the forehead	HP:0007413	IAO:0000115	nl	Naevus flammeus localised in the skin of the forehead	NOT_TRANSLATED			
en	Hair-nail ectodermal dysplasia	HP:0007436	rdfs:label	nl	Haar-nagel ectodermale dysplasie	CANDIDATE			
en	Epidermal hyperkeratosis	HP:0007543	rdfs:label	nl	Epidermale hyperkeratose	CANDIDATE			
en	Piebaldism is characterized by stable and persistent, well-circumscribed depigmented patches present at birth affecting the skin of the face, trunk, and extremities in a symmetrical distribution	HP:0007544	IAO:0000115	nl	Piebaldism is characterized by stable and persistent, well-circumscribed depigmented patches present at birth affecting the skin of the face, trunk, and extremities in a symmetrical distribution	NOT_TRANSLATED			
en	Piebaldism	HP:0007544	rdfs:label	nl	Piebaldisme	CANDIDATE			
en	Palmar neurofibromas	HP:0007576	rdfs:label	nl	Palmaire neurofibromen	CANDIDATE			
en	Aplasia/Hypoplastia of the eccrine sweat glands	HP:0007592	rdfs:label	nl	Aplasie/Hypoplasie van de eccriene zweetklieren	CANDIDATE			
en	Naevus flammeus localised in the skin of the neck. This is one of the most common birthmarks and present in approximately 25% of all newborns	HP:0007616	IAO:0000115	nl	Naevus flammeus localised in the skin of the neck. This is one of the most common birthmarks and present in approximately 25% of all newborns	NOT_TRANSLATED			
en	An acute condition characterized by sudden visual loss (usually discovered in the morning), optic disc edema at onset, optic disc-related visual field defects. Nonarteritic anterior ischemic optic neuropathy can be associated with flame hemorrhages on the swollen disc or nearby neuroretinal layer, and sometimes with nearby cotton-wool exudates	HP:0007634	IAO:0000115	nl	An acute condition characterized by sudden visual loss (usually discovered in the morning), optic disc edema at onset, optic disc-related visual field defects. Nonarteritic anterior ischemic optic neuropathy can be associated with flame hemorrhages on the swollen disc or nearby neuroretinal layer, and sometimes with nearby cotton-wool exudates	NOT_TRANSLATED			
en	A nonprogressive (i.e., stationary) form of difficulties with night blindness with congenital onset	HP:0007642	IAO:0000115	nl	A nonprogressive (i.e., stationary) form of difficulties with night blindness with congenital onset	NOT_TRANSLATED			
en	Congenital stationary night blindness	HP:0007642	rdfs:label	nl	Congenitale stationaire nachtblindheid	CANDIDATE			
en	Sharply demarcated, congenital hyperpigmentation of the retinal pigment epithelium	HP:0007649	IAO:0000115	nl	Sharply demarcated, congenital hyperpigmentation of the retinal pigment epithelium	NOT_TRANSLATED			
en	Degenerative changes of the peripheral retina consisting of close-packed tiny cystic spaces at the outer plexiform/inner nuclear retinal level. The degeneration is very common in adult eyes and starts adjacent to the ora serrata and extends circumferentially and posteriorly	HP:0007667	IAO:0000115	nl	Degenerative changes of the peripheral retina consisting of close-packed tiny cystic spaces at the outer plexiform/inner nuclear retinal level. The degeneration is very common in adult eyes and starts adjacent to the ora serrata and extends circumferentially and posteriorly	NOT_TRANSLATED			
en	Vitelliform maculopathy is a sharply demarcated lesion caused by the accumulation of material, often lipofuscin in the subretinal space underlying the macula	HP:0007677	IAO:0000115	nl	Vitelliform maculopathy is a sharply demarcated lesion caused by the accumulation of material, often lipofuscin in the subretinal space underlying the macula	NOT_TRANSLATED			
en	Vitelliform-like macular lesions	HP:0007677	rdfs:label	nl	Vitelliform-achtige macula laesies	CANDIDATE			
en	Depigmented fundus	HP:0007680	rdfs:label	nl	Gedepigmenteerde fundus	CANDIDATE			
en	Peripheral retinal avascularization	HP:0007685	rdfs:label	nl	Perifere retina avascularisatie	CANDIDATE			
en	Abnormality of retinal pigmentation	HP:0007703	rdfs:label	nl	Afwijking van retinale pigmentatie	CANDIDATE			
en	Atrophy (loss or wasting) of the retinal pigment epithelium observed on fundoscopy or fundus imaging	HP:0007722	IAO:0000115	nl	Atrophy (loss or wasting) of the retinal pigment epithelium observed on fundoscopy or fundus imaging	NOT_TRANSLATED			
en	Bone spicule pigmentation of the retina	HP:0007737	rdfs:label	nl	Botbalkjes pigmentatie van het netvlies	OFFICIAL	orcid:0000-0002-5648-2155	DOMAIN_EXPERT	2024-11-26
en	Macular dystrophy is a nonspecific term for premature retinal cell aging and cell death, generally confied to the macula in which no clear extrinsic cause is evident	HP:0007754	IAO:0000115	nl	Macular dystrophy is a nonspecific term for premature retinal cell aging and cell death, generally confied to the macula in which no clear extrinsic cause is evident	NOT_TRANSLATED			
en	Dilatation of small blood vessels of the retina	HP:0007763	IAO:0000115	nl	Dilatation of small blood vessels of the retina	NOT_TRANSLATED			
en	Hypoplasia of the retina	HP:0007770	rdfs:label	nl	Hypoplasie van de retina	CANDIDATE			
en	Ocular abnormality characterised by premature degeneration of the vitreous and the retina that may be associated with increased risk of retinal detachment	HP:0007773	IAO:0000115	nl	Ocular abnormality characterised by premature degeneration of the vitreous and the retina that may be associated with increased risk of retinal detachment	NOT_TRANSLATED			
en	Wasting (atrophy) of the retinal pigment epithelium present in small, isolated areas	HP:0007791	IAO:0000115	nl	Wasting (atrophy) of the retinal pigment epithelium present in small, isolated areas	NOT_TRANSLATED			
en	Mottled (spotted or blotched with different shades) pigmentary abnormality of the macula lutea	HP:0007793	IAO:0000115	nl	Mottled (spotted or blotched with different shades) pigmentary abnormality of the macula lutea	NOT_TRANSLATED			
en	Retinal vascular malformation	HP:0007797	rdfs:label	nl	Retinale vasculaire malformatie	CANDIDATE			
en	Mottling (spots or blotches with different shades) of the retinal pigment epithelium, i.e., localized or generalized fundal pigment granularity associated with processes at the level of the retinal pigment epithelium	HP:0007814	IAO:0000115	nl	Mottling (spots or blotches with different shades) of the retinal pigment epithelium, i.e., localized or generalized fundal pigment granularity associated with processes at the level of the retinal pigment epithelium	NOT_TRANSLATED			
en	Retinal vascular proliferation	HP:0007850	rdfs:label	nl	Retinale vasculaire proliferatie	CANDIDATE			
en	The presence of multiple hemangiomas in the choroid. These are generally reddish or orange or can have increased pigmentation maiking them difficult to distinguish from choroidal melanomas	HP:0007872	IAO:0000115	nl	The presence of multiple hemangiomas in the choroid. These are generally reddish or orange or can have increased pigmentation maiking them difficult to distinguish from choroidal melanomas	NOT_TRANSLATED			
en	Reduced pigmentation of the fundus, typically generalised. Fundoscopy may reveal a low level pigment in both RPE and choroid with clear visibility of choroidal vessels (pale/albinoid) or low pigment level in the RPE with deep pigment in choroid so that visible choroidal vessels are separated by deeply pigmented zones (tesselated/tigroid)	HP:0007894	IAO:0000115	nl	Reduced pigmentation of the fundus, typically generalised. Fundoscopy may reveal a low level pigment in both RPE and choroid with clear visibility of choroidal vessels (pale/albinoid) or low pigment level in the RPE with deep pigment in choroid so that visible choroidal vessels are separated by deeply pigmented zones (tesselated/tigroid)	NOT_TRANSLATED			
en	Hypopigmentation of the fundus	HP:0007894	rdfs:label	nl	Hypopigmentatie van de fundus	CANDIDATE			
en	Exudative retinopathy	HP:0007898	rdfs:label	nl	Exsudatieve retinopathie	CANDIDATE			
en	A type of retinal detachment arising due to a combination of contracting retinal membranes, abnormal vitreoretinal adhesions, and vitreous changes. It is usually seen in the context of diseases that induce a fibrovascular response, e.g. diabetes	HP:0007917	IAO:0000115	nl	A type of retinal detachment arising due to a combination of contracting retinal membranes, abnormal vitreoretinal adhesions, and vitreous changes. It is usually seen in the context of diseases that induce a fibrovascular response, e.g. diabetes	NOT_TRANSLATED			
en	Separation of the inner layers of the retina (neural retina) from the pigment epithelium occuring near the outer limit (periphery) of the retina	HP:0007929	IAO:0000115	nl	Separation of the inner layers of the retina (neural retina) from the pigment epithelium occuring near the outer limit (periphery) of the retina	NOT_TRANSLATED			
en	A type of retinal reticular pigmentation that forms a polygonal, netlike arrangement of hyperpigmented lines forming geometric patterns in the fundus	HP:0007937	IAO:0000115	nl	A type of retinal reticular pigmentation that forms a polygonal, netlike arrangement of hyperpigmented lines forming geometric patterns in the fundus	NOT_TRANSLATED			
en	Persistence of the hyaloid artery, which is the embryonic artery that runs from the optic disk to the posterior lens capsule may persist; the site of attachment may form an opacity. The hyaloid artery is a branch of the ophthalmic artery, and usually regresses completely before birth. This features results from a failure of regression of the hyaloid vessel, which supplies the primary vitreous during embryogenesis and normally regresses in the third trimester of pregnancy, leading to a particular form of posterior cataract	HP:0007968	IAO:0000115	nl	Persistence of the hyaloid artery, which is the embryonic artery that runs from the optic disk to the posterior lens capsule may persist; the site of attachment may form an opacity. The hyaloid artery is a branch of the ophthalmic artery, and usually regresses completely before birth. This features results from a failure of regression of the hyaloid vessel, which supplies the primary vitreous during embryogenesis and normally regresses in the third trimester of pregnancy, leading to a particular form of posterior cataract	NOT_TRANSLATED			
en	The presence of developmental dysplasia of the retina	HP:0007973	IAO:0000115	nl	The presence of developmental dysplasia of the retina	NOT_TRANSLATED			
en	Blockage of retinal arteriole, generally associated with interruption of blood flow and oxygen delivery to affected regions of the retina	HP:0007985	IAO:0000115	nl	Blockage of retinal arteriole, generally associated with interruption of blood flow and oxygen delivery to affected regions of the retina	NOT_TRANSLATED			
en	Decreased amount of pigmentation in the macula lutea	HP:0007988	IAO:0000115	nl	Decreased amount of pigmentation in the macula lutea	NOT_TRANSLATED			
en	Increased amount of pigmentation in the fovea centralis	HP:0008001	IAO:0000115	nl	Increased amount of pigmentation in the fovea centralis	NOT_TRANSLATED			
en	Abnormality of macular or foveal pigmentation	HP:0008002	IAO:0000115	nl	Abnormality of macular or foveal pigmentation	NOT_TRANSLATED			
en	Abnormality of macular pigmentation	HP:0008002	rdfs:label	nl	Afwijking van macula pigmentatie	CANDIDATE			
en	Central fundal arteriolar microaneurysms	HP:0008014	rdfs:label	nl	Centrale fundus arteriolaire microaneurysmas	CANDIDATE			
en	A form of macular degeneration characterized by the presence of multiple cysts in the macula	HP:0008028	IAO:0000115	nl	A form of macular degeneration characterized by the presence of multiple cysts in the macula	NOT_TRANSLATED			
en	Decreased retinal arteriolar diameters, which may decrease blood flow and slow oxygen delivery to regions of the retina	HP:0008043	IAO:0000115	nl	Decreased retinal arteriolar diameters, which may decrease blood flow and slow oxygen delivery to regions of the retina	NOT_TRANSLATED			
en	Retinal arteriolar constriction	HP:0008043	rdfs:label	nl	Retinale arteriolaire constrictie	CANDIDATE			
en	Congenital absence or underdevelopment of the fovea centralis	HP:0008060	IAO:0000115	nl	Congenital absence or underdevelopment of the fovea centralis	NOT_TRANSLATED			
en	Progressive pes cavus	HP:0008075	rdfs:label	nl	Progressieve pes cavus	CANDIDATE			
en	Plantar flexion contractures	HP:0008112	rdfs:label	nl	Plantaire flexiecontracturen	CANDIDATE			
en	An increase in the level of 3-hydroxydicarboxylic acid in the urine	HP:0008160	IAO:0000115	nl	An increase in the level of 3-hydroxydicarboxylic acid in the urine	NOT_TRANSLATED			
en	Decreased helper T cell proportion	HP:0008165	rdfs:label	nl	Afgenomen proportie van circulerende T-helpercellen	CANDIDATE			
en	Amenorrhea due to loss of ovarian function before the age of 40. Primary ovarian inssuficiency (POI) is a state of female hypergonadotropic hypogonadism. It can manifest as primary amenorrhea with onset before menarche or secondary amenorrhea	HP:0008209	IAO:0000115	nl	Amenorrhea due to loss of ovarian function before the age of 40. Primary ovarian inssuficiency (POI) is a state of female hypergonadotropic hypogonadism. It can manifest as primary amenorrhea with onset before menarche or secondary amenorrhea	NOT_TRANSLATED			
en	Infantile hypercalcemia	HP:0008250	rdfs:label	nl	Infantiele hypercalciëmie	CANDIDATE			
en	Spinal cord posterior columns myelin loss	HP:0008311	rdfs:label	nl	Ruggenmerg posterieure kolommen myeline verlies	CANDIDATE			
en	Reduced circulating vitamin B6 level	HP:0008326	rdfs:label	nl	Vitamine B6 deficiëntie	CANDIDATE			
en	An increased concentration of a branched chain amino acid in the blood	HP:0008344	IAO:0000115	nl	An increased concentration of a branched chain amino acid in the blood	NOT_TRANSLATED			
en	Elevated plasma branched chain amino acids	HP:0008344	rdfs:label	nl	Verhoogde plasma vertakte keten aminozuren	CANDIDATE			
en	Decreased circulating IgG2 level	HP:0008348	rdfs:label	nl	Immunoglobuline IgG2 deficiëntie	CANDIDATE			
en	Abnormality of vitamin A metabolism	HP:0008372	rdfs:label	nl	Afwijking van vitamine A metabolisme	CANDIDATE			
en	Nasal, dysarthic speech	HP:0008376	rdfs:label	nl	Nasale, dysartrische spraak	CANDIDATE			
en	Onychogryposis of toenails	HP:0008401	rdfs:label	nl	Onychogrypose van teennagels	CANDIDATE			
en	Intervertebral disc degeneration	HP:0008419	rdfs:label	nl	Degeneratie van de tussenwervelschijf	CANDIDATE			
en	The presence of arthrosis, i.e., of degenerative joint disease, affecting the cervical vertebral column	HP:0008480	IAO:0000115	nl	The presence of arthrosis, i.e., of degenerative joint disease, affecting the cervical vertebral column	NOT_TRANSLATED			
en	No permanent dentition	HP:0008498	rdfs:label	nl	Geen permanente dentitie	CANDIDATE			
en	Median cleft lip and palate	HP:0008501	rdfs:label	nl	Mediaan gespleten lip en gehemelte	CANDIDATE			
en	External ear malformation	HP:0008572	rdfs:label	nl	Externe oor malformatie	CANDIDATE			
en	Morphological abnormality of the middle ear	HP:0008609	rdfs:label	nl	Morfologische afwijking van het middenoor	CANDIDATE			
en	A bilateral form of sensorineural hearing impairment	HP:0008619	IAO:0000115	nl	A bilateral form of sensorineural hearing impairment	NOT_TRANSLATED			
en	Abnormality of the stapes	HP:0008628	rdfs:label	nl	Afwijking van de stapes	CANDIDATE			
en	Abnormal enlargement of the urinary bladder	HP:0008635	IAO:0000115	nl	Abnormal enlargement of the urinary bladder	NOT_TRANSLATED			
en	Hypertrophy of the urinary bladder	HP:0008635	rdfs:label	nl	Hypertrofie van de blaas	CANDIDATE			
en	Lobular glomerulopathy	HP:0008636	rdfs:label	nl	Lobulaire glomerulopathie	CANDIDATE			
en	Anteriorly displaced urethral meatus	HP:0008648	rdfs:label	nl	Anterieur misplaatste urethrale meatus	CANDIDATE			
