source_language	translation_language	subject_id	predicate_id	source_value	translation_value	translation_status	translator
en	pt	HP:0003453	rdfs:label	Antineutrophil antibody positivity	Positividade para anticorpo antineutrófilo	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0003454	rdfs:label	Platelet antibody positive	Positividade para anticorpo antiplaquetas	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0003455	rdfs:label	Elevated circulating long chain fatty acid concentration	Concentração elevada de ácidos graxos de cadeia longa circulantes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003456	rdfs:label	Low urinary cyclic AMP response to PTH administration	Baixa resposta do AMP cíclico urinário à administração de PTH	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003457	rdfs:label	EMG abnormality	Eletroneuromiografia anormal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003458	rdfs:label	EMG: myopathic abnormalities	EMG: anomalias miopáticas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003459	rdfs:label	Polyclonal elevation of IgM	Elevação policlonal de IgM	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003460	rdfs:label	Decreased circulating total IgA	IgA total circulante diminuída	OFFICIAL	orcid:0009-0005-0193-5224
en	pt	HP:0003461	rdfs:label	Increased urinary O-linked sialopeptides	Sialopeptídeos ligados ao O urinários aumentados	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003462	rdfs:label	Elevated 8-dehydrocholesterol	Elevação do 8-desidrocolesterol	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003463	rdfs:label	Increased extraneuronal autofluorescent lipopigment	Aumento do lipopigmento autofluorescente extraneuronal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003465	rdfs:label	Elevated 8(9)-cholestenol	8(9)-colestenol elevado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003466	rdfs:label	Paradoxical increased cortisol secretion on dexamethasone suppression test	Aumento paradoxal da secreção de cortisol no teste de supressão por dexametasona	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003467	rdfs:label	Atlantoaxial instability	Instabilidade atlantoaxial	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003468	rdfs:label	Abnormal vertebral morphology	Morfologia vertebral anormal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003469	rdfs:label	Peripheral dysmyelination	Dismielinização periférica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003470	rdfs:label	Paralysis	Paralisia	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003472	rdfs:label	Hypocalcemic tetany	Tetania hipocalcêmica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003473	rdfs:label	Fatigable weakness	Fraqueza muscular fatigável	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003474	rdfs:label	Somatic sensory dysfunction	Disfunção sensorial somática	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003477	rdfs:label	Peripheral axonal neuropathy	Neuropatia axonal periférica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003481	rdfs:label	Segmental peripheral demyelination/remyelination	Desmielinização/remielinização periférica segmentar	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003482	rdfs:label	EMG: axonal abnormality	EMG: anomalia axonal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003484	rdfs:label	Upper limb muscle weakness	Fraqueza muscular dos membros superiores	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003487	rdfs:label	Babinski sign	Babinski positivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003489	rdfs:label	Acute episodes of neuropathic symptoms	Episódios agudos de sintomas neuropáticos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003491	rdfs:label	Elevated urine pyrophosphate	Pirofosfato urinário elevado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003492	rdfs:label	High urinary gonadotropin level	Alto nível de gonadotrofina urinária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003493	rdfs:label	Antinuclear antibody positivity	Positividade de anticorpos antinucleares	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003495	rdfs:label	GM2-ganglioside accumulation	Acúmulo de gangliosídeo GM2	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003496	rdfs:label	Increased circulating IgM level	Aumento do nível de IgM circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003498	rdfs:label	Disproportionate short stature	Baixa estatura desproporcional	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003502	rdfs:label	Mild short stature	Baixa estatura leve	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003508	rdfs:label	Proportionate short stature	Baixa estatura proporcional	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003510	rdfs:label	Severe short stature	Baixa estatura severa	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003513	rdfs:label	Reduced ratio of renal calcium clearance to creatinine clearance	Relação reduzida de depuração renal de cálcio para depuração de creatinina	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003514	rdfs:label	Deficiency or absence of cytochrome b(-245)	Deficiência ou ausência de citocromo b(-245)	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003517	rdfs:label	Birth length greater than 97th percentile	Comprimento ao nascer maior que o percentil 97	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003521	rdfs:label	Disproportionate short-trunk short stature	Baixa estatura com tronco desproporcionalmente curto	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003524	rdfs:label	Decreased methionine synthase activity	Diminuição da atividade da metionina sintase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003526	rdfs:label	Orotic acid crystalluria	Cristalúria de ácido orótico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003527	rdfs:label	Hyperprostaglandinuria	Hiperprostaglandinúria	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003528	rdfs:label	Elevated circulating calcitonin concentration	Concentração elevada de calcitonina circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003529	rdfs:label	Parathormone-independent increased renal tubular calcium reabsorption	Reabsorção tubular renal de cálcio aumentada independente de paratormônio	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003530	rdfs:label	Elevated circulating glutaric acid concentration	Concentração elevada de ácido glutárico circulante	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003532	rdfs:label	Ornithinuria	Ornitinúria	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003533	rdfs:label	Reduced acetaldehyde dehydrogenase level	Nível reduzido de acetaldeído desidrogenase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003534	rdfs:label	Reduced xanthine dehydrogenase level	Nível reduzido de xantina desidrogenase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003535	rdfs:label	3-Methylglutaconic aciduria	Acidúria 3-metilglutacônica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003536	rdfs:label	Decreased fumarate hydratase activity	Diminuição da atividade da fumarato hidratase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003537	rdfs:label	Hypouricemia	Hipouricemia	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003538	rdfs:label	Increased iduronate sulfatase level	Aumento do nível de iduronato sulfatase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003540	rdfs:label	Impaired platelet aggregation	Agregação plaquetária prejudicada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003541	rdfs:label	Urinary glycosaminoglycan excretion	Excreção urinária de glicosaminoglicanos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003542	rdfs:label	Increased circulating pyruvate concentration	Piruvato sérico aumentado	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0003546	rdfs:label	Exercise intolerance	Intolerância ao exercício	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003547	rdfs:label	Shoulder girdle muscle weakness	Fraqueza muscular da cintura escapular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003548	rdfs:label	Subsarcolemmal accumulations of abnormally shaped mitochondria	Acúmulo subsarcolemal de mitocôndrias de formato anormal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003549	rdfs:label	Abnormality of connective tissue	Anomalia do tecido conjuntivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003550	rdfs:label	Predominantly lower limb lymphedema	Linfedema predominantemente de membros inferiores	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003551	rdfs:label	Difficulty climbing stairs	Dificuldade em subir escadas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003552	rdfs:label	Muscle stiffness	Rigidez muscular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003554	rdfs:label	Type 2 muscle fiber atrophy	Atrofia de fibras musculares tipo 2	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003555	rdfs:label	Muscle fiber splitting	Divisão das fibras musculares	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003557	rdfs:label	Increased variability in muscle fiber diameter	Aumento da variabilidade no diâmetro das fibras musculares	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003558	rdfs:label	Viral infection-induced rhabdomyolysis	Rabdomiólise induzida por infecção viral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003559	rdfs:label	Muscle hyperirritability	Hiperirritabilidade muscular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003560	rdfs:label	Muscular dystrophy	Distrofia muscular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003561	rdfs:label	Birth length less than 3rd percentile	Comprimento ao nascer menor que o 3º percentil	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003562	rdfs:label	Abnormal metaphyseal vascular invasion	Invasão vascular metafisária anormal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003563	rdfs:label	Decreased LDL cholesterol concentration	Diminuição da concentração de colesterol LDL	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003564	rdfs:label	Folate-dependent fragile site at Xq28	Sítio frágil dependente de folato em Xq28	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003565	rdfs:label	Elevated erythrocyte sedimentation rate	Aumento da velocidade de sedimentação de hemácias	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003566	rdfs:label	Increased serum prostaglandin E2	Aumento da prostaglandina E2 sérica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003568	rdfs:label	Decreased glucosephosphate isomerase level	Diminuição do nível de glicose-6-fosfato isomerase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003570	rdfs:label	Molybdenum cofactor deficiency	Deficiência do cofator de molibdênio	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003571	rdfs:label	Propionic acidemia	Acidemia Propiônica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003572	rdfs:label	Low plasma citrulline	Citrulina plasmática baixa	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003573	rdfs:label	Increased total bilirubin	Aumento da bilirrubina total	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003574	rdfs:label	Positive regitine blocking test	Teste de bloqueio de regitina positivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003575	rdfs:label	Increased intracellular sodium	Sódio intracelular aumentado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003577	rdfs:label	Congenital onset	Início congênito	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003581	rdfs:label	Adult onset	Início na idade adulta	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003584	rdfs:label	Late onset	Início tardio	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003587	rdfs:label	Insidious onset	Início insidioso	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003593	rdfs:label	Infantile onset	Início na infância	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003596	rdfs:label	Middle age onset	Início na meia-idade	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003606	rdfs:label	Absent urinary urothione	Ausência de urotiona urinária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003607	rdfs:label	4-hydroxyphenylacetic aciduria	Acidúria 4-hidroxifenilacética	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003609	rdfs:label	Foam cells with lamellar inclusion bodies	Células espumosas com corpos de inclusão lamelar	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003610	rdfs:label	Fibroblast metachromasia	Metacromasia fibroblástica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003612	rdfs:label	Positive ferric chloride test	Teste positivo de cloreto férrico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003613	rdfs:label	Antiphospholipid antibody positivity	Positividade de anticorpo antifosfolipídeo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003614	rdfs:label	Trimethylaminuria	Trimetilaminuria	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003616	rdfs:label	Premature separation of centromeric heterochromatin	Separação prematura de heterocromatina centromérica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003621	rdfs:label	Juvenile onset	Início juvenil	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003623	rdfs:label	Neonatal onset	Início neonatal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003634	rdfs:label	Amyoplasia	Amioplasia	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003635	rdfs:label	Loss of subcutaneous adipose tissue in limbs	Perda de tecido adiposo subcutâneo nos membros	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003637	rdfs:label	Reduced circulating 4-Hydroxyphenylpyruvate dioxygenase activity	Atividade de 4-hidroxifenilpiruvato dioxigenase circulante reduzida	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003639	rdfs:label	Elevated urinary epinephrine level	Nível elevado de epinefrina urinária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003640	rdfs:label	CNS foam cells	Células espumosas no SNC	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003641	rdfs:label	Hemoglobinuria	Hemoglobinúria	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003642	rdfs:label	Type I transferrin isoform profile	Perfil de isoforma de transferrina Tipo I	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003643	rdfs:label	Sulfite oxidase deficiency	Deficiência de sulfito oxidase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003645	rdfs:label	Prolonged partial thromboplastin time	Tempo de tromboplastina parcial ativada aumentado	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003646	rdfs:label	Bicarbonaturia	Bicarbonatúria	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003647	rdfs:label	Electron transfer flavoprotein-ubiquinone oxidoreductase defect	Defeito da flavoproteína-ubiquinona de transporte de eletrons-oxidorredutase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003648	rdfs:label	Lacticaciduria	Acidúria lática	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003649	rdfs:label	Abnormal glycosidase enzyme activity	Anomalia do metabolismo de glicosídeos	CANDIDATE	orcid:0009-0004-3413-3132
en	pt	HP:0003651	rdfs:label	Foam cells	Células Espumosas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003652	rdfs:label	Recurrent myoglobinuria	Mioglobinúria recorrente	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003653	rdfs:label	Cellular metachromasia	Metacromasia celular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003654	rdfs:label	Reduced dihydropyrimidine dehydrogenase level	Nível reduzido de di-hidropirimidina desidrogenase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003655	rdfs:label	Reduced level of N-acetylglucosaminyltransferase II	Nível reduzido de N-acetilglucosaminil transferase II	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003656	rdfs:label	Decreased beta-glucocerebrosidase level	Diminuição do nível de beta-glucocerebrosidase	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003657	rdfs:label	Vascular granular osmiophilic material deposition	Deposição de material osmiofílico granular vascular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003658	rdfs:label	Hypomethioninemia	Hipometioninemia	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003665	rdfs:label	Amyotrophy of the musculature of the pelvis	Amiotrofia da musculatura da pelve	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003674	rdfs:label	Onset	Começo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003676	rdfs:label	Progressive	Progressivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003677	rdfs:label	Slowly progressive	Lentamente progressivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003678	rdfs:label	Rapidly progressive	Rapidamente progressivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003679	rdfs:label	Pace of progression	Ritmo de progressão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003680	rdfs:label	Nonprogressive	Não progressivo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003682	rdfs:label	Variable progression rate	Taxa de progressão variável	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003687	rdfs:label	Centrally nucleated skeletal muscle fibers	Fibras musculares esqueléticas nucleadas centralmente	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003688	rdfs:label	Cytochrome C oxidase-negative muscle fibers	Fibras musculares citocromo C oxidase-negativas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003689	rdfs:label	Multiple mitochondrial DNA deletions	Múltiplas deleções de DNA mitocondrial	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003690	rdfs:label	Limb muscle weakness	Fraqueza muscular dos membros	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003691	rdfs:label	Scapular winging	Escápula alada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003693	rdfs:label	Distal amyotrophy	Amiotrofia distal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003694	rdfs:label	Late-onset proximal muscle weakness	Fraqueza muscular proximal de início tardio	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003696	rdfs:label	Absent epiphysis of the distal phalanx of the 5th finger	Epífise da falange distal do 5º dedo da mão ausente	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003697	rdfs:label	Scapuloperoneal amyotrophy	Amiotrofia escapuloperoneal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003698	rdfs:label	Difficulty standing	Dificuldade em se manter de pé	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003700	rdfs:label	Generalized amyotrophy	Amiotrofia generalizada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003701	rdfs:label	Proximal muscle weakness	Fraqueza muscular proximal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003704	rdfs:label	Scapuloperoneal weakness	Fraqueza escapuloperoneal	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003707	rdfs:label	Calf muscle pseudohypertrophy	Pseudo-hipertrofia muscular da panturrilha	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003710	rdfs:label	Exercise-induced muscle cramps	Cãibras musculares induzidas pelo exercício	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003712	rdfs:label	Skeletal muscle hypertrophy	Hipertrofia muscular esquelética	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003713	rdfs:label	Muscle fiber necrosis	Necrose das fibras musculares	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003715	rdfs:label	Myofibrillar myopathy	Miopatia miofibrilar	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003716	rdfs:label	Generalized muscular appearance from birth	Aparência musculosa generalizada desde o nascimento	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003717	rdfs:label	Minimal subcutaneous fat	Gordura subcutânea mínima	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003719	rdfs:label	Muscle mounding	Contração muscular localizada à percussão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003720	rdfs:label	Generalized muscle hypertrophy	Hipertrofia muscular generalizada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003722	rdfs:label	Neck flexor weakness	Fraqueza dos flexores do pescoço	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003724	rdfs:label	Shoulder girdle muscle atrophy	Atrofia muscular da cintura escapular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003725	rdfs:label	Firm muscles	Músculos firmes	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003729	rdfs:label	Enteroviral dermatomyositis syndrome	Síndrome de dermatomiosite enteroviral	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003730	rdfs:label	EMG: myotonic runs	EMG: descargas miotônicas	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003731	rdfs:label	Quadriceps muscle weakness	Fraqueza muscular do quadríceps	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003733	rdfs:label	Thigh hypertrophy	Hipertrofia da coxa	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003736	rdfs:label	Autophagic vacuoles	Vacúolos autofágicos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003737	rdfs:label	Mitochondrial myopathy	Miopatia mitocondrial	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003738	rdfs:label	Exercise-induced myalgia	Mialgia induzida pelo exercício	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003739	rdfs:label	Myoclonic spasms	Espasmos mioclónicos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003740	rdfs:label	Myotonia with warm-up phenomenon	Miotonia com fenómeno de aquecimento	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003743	rdfs:label	Genetic anticipation	Antecipação Genética	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003744	rdfs:label	Genetic anticipation with paternal anticipation bias	Antecipação genética com viés paterno de antecipação	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003745	rdfs:label	Sporadic	Esporádico	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003749	rdfs:label	Pelvic girdle muscle weakness	Fraqueza muscular da cintura pélvica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003750	rdfs:label	Increased muscle fatiguability	Fadigabilidade muscular aumentada	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003752	rdfs:label	Episodic flaccid weakness	Fraqueza flácida episódica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003755	rdfs:label	Type 1 fibers relatively smaller than type 2 fibers	Fibras tipo 1 relativamente menores que as fibras tipo 2	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003756	rdfs:label	Skeletal myopathy	Miopatia esquelética	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003758	rdfs:label	Reduced subcutaneous adipose tissue	Tecido adiposo subcutâneo reduzido	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003759	rdfs:label	Hypoplasia of lymphatic vessels	Hipoplasia de vasos linfáticos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003760	rdfs:label	Percussion-induced rapid rolling muscle contractions	Contrações musculares ondulantes rápidas induzidas pela percussão	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003761	rdfs:label	Calcinosis	Calcinose	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003762	rdfs:label	Uterus didelphys	Útero didelfo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003763	rdfs:label	Bruxism	Bruxismo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003764	rdfs:label	Nevus	Nevo	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003765	rdfs:label	Psoriasiform dermatitis	Dermatite psoriasiforme	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003768	rdfs:label	Periodic paralysis	Paralisia periódica	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003771	rdfs:label	Pulp calcification	Calcificação da Polpa Dentária	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003774	rdfs:label	Stage 5 chronic kidney disease	Doença renal crónica em fase 5	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003777	rdfs:label	Pili torti	Pili torti	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003778	rdfs:label	Short mandibular rami	Ramos mandibulares curtos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003779	rdfs:label	Antegonial notching of mandible	Entalhe antegonial da mandíbula	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003781	rdfs:label	Excessive salivation	Hipersalivação	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003782	rdfs:label	Eunuchoid habitus	Hábito eunucoide	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003784	rdfs:label	Type 1 collagen overmodification	Modificação excessiva do colágeno tipo 1	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003785	rdfs:label	Decreased CSF homovanillic acid concentration	Diminuição da concentração de ácido homovanílico no LCR	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003787	rdfs:label	Type 1 and type 2 muscle fiber minicore regions	Regiões de minicore em fibras musculares tipo e tipo 2	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003789	rdfs:label	Minicore myopathy	Miopatia multiminicore	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003791	rdfs:label	Deposits immunoreactive to beta-amyloid protein	Depósitos imunorreativos à proteína beta-amiloide	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003795	rdfs:label	Short middle phalanx of toe	Falange média curta em dedo do pé	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003796	rdfs:label	Irregular iliac crest	Crista ilíaca irregular	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003797	rdfs:label	Limb-girdle muscle atrophy	Atrofia muscular da cintura dos membros	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003798	rdfs:label	Nemaline bodies	Corpos nemalínicos	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003799	rdfs:label	Marked delay in bone age	Atraso acentuado na idade óssea	OFFICIAL	orcid:0009-0004-3413-3132
en	pt	HP:0003800	rdfs:label	Muscle abnormality related to mitochondrial dysfunction	Anomalia muscular relacionada à disfunção mitocondrial	OFFICIAL	orcid:0009-0004-3413-3132
