## IMPORTANT
# THIS FILE HAS BEEN GENERATED BY THE BERLIN-HPO-TEAM (SEBASTIAN, SANDRA, PETER) IN 2009!! FREE FOR ACADEMIC USE. USE AT OWN RISK!!

Orphanet-I	Maps to HPO-ID	Type	Orphanet Name	HPO-Name	Curator Berlin	Comments Berlin	Curator Paris	Comments Paris	Method	STATISTICS

										Number unique Orphanet IDs (col B):
id_signe_15640	HP:0000768	EQUIV	Pectus carinatum	Pectus carinatum	sdoelken	# good mapping			Distance de Levenshtein	1361
										Number of unique HPO-IDs (col C):
										1157
id_signe_16330	HP:0008481	EQUIV	Odontoid hypoplasia	Mild odontoid hypoplasia	sdoelken	# good mapping			I-Sub distance	% done:
										85.01


id_signe_37160	HP:0000075		Supernumerary kidney	Renal duplication	sdoelken	# good mapping


id_signe_33800	HP:0002091		Interstitial/restrictive pneumopathy/restrictive respiratory syndrome	Restrictive lung disease	sdoelken	# good mapping


id_signe_21160	HP:0002991		Fibula anomaly (excluding short)/absence/agenesis/hypoplasia/fibular ray anomaly	Abnormality of the fibula	sdoelken	this term is a nightmare -exculding ... is just impossible to map - we have to live with a straitforward HP:Abnormality of the fibula


id_signe_10490	HP:0010296		Ankyloglossia/lingual synechiae	Ankyloglossia	sdoelken	# good mapping


id_signe_29600	HP:0100523		Liver/hepatic abscess	Liver abscess	sdoelken	# good mapping


id_signe_34460	HP:0001631		Atrial septal defect/interauricular communication	Atrial septal defect	skoehler	too narrow - interauricular communication could also be patent foramen oovale which is included in HP:Abnormality of the atrial septum
id_signe_34460	HP:0001630		Atrial septal defect/interauricular communication	Abnormality of the atrial septum	sdoelken	# good mapping

id_signe_4160	HP:0007676		Aniridia/iris hypoplasia	Hypoplasia of the iris	skoehler	"too narrow, does not iclude aniridia"
id_signe_4160	HP:0008053		Aniridia/iris hypoplasia	Aplasia/Hypoplasia of the iris	sdoelken	# good mapping

id_signe_5690	HP:0000651		Diplopia/double vision	Diplopia	sdoelken	# good mapping


id_signe_18720	HP:0100524		Limb duplication/dimelia/ulnar/fibular dimelia/diplopodia	Limb duplication	sdoelken	# good mapping (created new HP term - have to add more links and child-terms later)


id_signe_24360	HP:0002211		White forelock/piebaldism	White forelock	skoehler; sdoelken	bad mapping - white forelock is fine but piebaldism should also include the pigemntary skin changes (piebaldism as such is a diagnosis and not a feature) - we could also map this to HP:0200045 Abnormality of pigmentation (that includes skin and hair pigmentation but isunfortunately much more general)


id_signe_55680			Twinning (type unknown)			we do not really need this as a feature do we?


id_signe_34680	HP:0004930		Pulmonary veins anomalies	Abnormality of the pulmonary vasculature	sdoelken	# I presume this is meant?


id_signe_12350	HP:0001573		Solitary median incisor	Single central incisor	sdoelken	# good mapping


id_signe_43560	HP:0000708		Psychic/behavioural troubles	Behavioural/Psychiatric Abnormality	sdoelken	# good mapping


id_signe_17880	HP:0010479		Patent urachus/fistula of the urachus	Patent urachus	skoehler	"too narrow, does not iclude urachus fistula"
id_signe_17880	HP:0010478		Patent urachus/fistula of the urachus	Abnormality of the urachus	sdoelken	# good mapping (has child terms urachus fistula and patent urachus)

id_signe_22300	HP:0001836		Flexion deformity of toes (excluding big toe)/hammer toe/camptodactyly of toes	Camptodactyly (feet)	sdoelken	"# good mapping ( again we have to ignore the ""exculding"" part)"


id_signe_50360	HP:0100528		Pleuropulmonary blastoma	Pleuropulmonary blastoma	sdoelken	# good mapping (created new HP term)


id_signe_35120	HP:0005161		Collapse/sudden death/cardiac arrest/cardiorespiratory arrest	Premature sudden cardiac death	skoehler
	HP:0001699		Collapse/sudden death/cardiac arrest/cardiorespiratory arrest	Sudden death	sdoelken	"does this only refer to ""cardiac"" ? otherwse I would suggest choosing HP: Sudden death"

id_signe_55480			Antenatal exposure : anticoagulants		sdoelken	?


id_signe_5090	HP:0000541		Retinal detachment	Retinal detachment	skoehler; sdoelken	# good mapping


id_signe_37560	HP:0000015		Bladder/vesical diverticulum	Bladder diverticula	sdoelken	# good mapping


id_signe_49200	HP:0100530		Phosphocalcic metabolism anomalies	Abnormality of calcium-phosphate metabolism	sdoelken	# good mapping


id_signe_34260	HP:0002564		Congenital cardiac anomaly/malformation/cardiopathy	Cardiac malformation	sdoelken	# good mapping (HP:Cardiac malformation includes all the orphanet terms)


id_signe_49480	HP:0003119		Hyperlipidemia/hypercholesterolemia/hypertriglyceridemia	Abnormality of lipid metabolism	sdoelken	not perfect but I have no idea how else to get all three orphanet terms together (compound term)


id_signe_48820	HP:0001933		Mucosal/cutaneous hemorrhage	Subcutaneous hemorrhage	sdoelken	# good enough


id_signe_30770	HP:0002581		Pancreatic failure/exocrine pancreas disease	Pancreatic insufficiency	sdoelken	if this only refers to exocrine then HP:Exocrine pancreatic insufficiency would be the better choice
id_signe_30770	HP:0001738		Pancreatic failure/exocrine pancreas disease	Exocrine pancreatic insufficiency	sdoelken

id_signe_42690	HP:0002011		Midbrain/brainstem/pons/medulla anomalies	Abnormality of the central nervous system	sdoelken	# compound term - there is no other way to get all the orphanet terms than by choosing the parent term


id_signe_43530	HP:0002354		Troubles of memory/amnesia/hypermnesia	Memory impairment	sdoelken	# good mapping

					sdoelken
id_signe_7450	HP:0000492		Microblepharon/ablepharon/ablephara/eyelid absence	Abnormality of the eyelid	sdoelken	# compound term - mapped to more general parent term


id_signe_34080	HP:0001702		Tricuspid valve prolapse/incompetence/insufficiency/regurgitation/ring anomaly	Abnormality of the tricuspid valve	sdoelken	# compound term - mapped to more general parent term


id_signe_3440	HP:0000520		Proptosis/exophthalmos	Proptosis	sdoelken	# good mapping


id_signe_21560	HP:0100531		Wind-swept deformity of knees	Wind-swept deformity of the knees	sdoelken	# good mapping (created new HP term)


id_signe_35330	HP:0002204		Pulmonary thromboembolism	Pulmonary embolism	sdoelken	# good mapping


id_signe_41300	HP:0000828		Parathyroids anomalies	Abnormality of the parathyroid glands	sdoelken	# good mapping


id_signe_4580	HP:0100533		Chronic uveitis/blepharitis/episcleritis/scleritis/conjonctivitis/keratitis	Inflammatory abnormality of the eye	sdoelken	# good mapping (subsumes all the orphanet terms)


id_signe_21360	HP:0100535		Tibiofibular diastasis	Tibiofibular diastasis	sdoelken	# good mapping


id_signe_5420	HP:0000588		Coloboma of the optic nerve	Optic nerve coloboma	skoehler; sdoelken	# good mapping


id_signe_52360	HP:0002916		Total/partial trisomy/duplication	Abnormality of the chromosomes	sdoelken	the orphanet term is a diagnosis and not a feature - we can map this to the more general HPO feature


id_signe_7250	HP:0000506		Telecanthus/canthal dystopy	Telecanthus	skoehler; sdoelken	# good enough


id_signe_44500	HP:0100537		Fasciitis	Fasciitis	sdoelken	# good mapping (created new HP term)


id_signe_50540	HP:0009726		Kidney/renal neoplasm/tumor/carcinoma/cancer	Renal neoplasia	sdoelken	# good mapping


id_signe_34480	HP:0001629		Ventricular septal defect/interventricular communication	Ventricular septal defect	skoehler; sdoelken	# good mapping


id_signe_15720	HP:0000772		Anomalies of the ribs	Abnormality of the ribs	skoehler; sdoelken	# good mapping


id_signe_7650	HP:0100539		Palpebral edema/periorbital edema	Periorbital edema	sdoelken	# good mapping


id_signe_43540	HP:0007018		Hyperactivity/attention deficit	Attention deficit hyperactivity disorder	skoehler; sdoelken	# good mapping


id_signe_34660	HP:0001724		Aortic dilatation/dilation	Aortic dilatation	skoehler; sdoelken	# good mapping


id_signe_17660	HP:0004299		Inguinal/inguinoscrotal/crural hernia	Hernia of the abdominal wall	sdoelken	# good mapping


id_signe_7850	HP:0000521		Defect/anomaly of lacrimal system	Abnormality of tear glands or tear production	sdoelken	# good mapping


id_signe_50340	HP:0100526		Lung/bronchopulmonary neoplasm/tumor/carcinoma/cancer	Neoplasia of the lungs	sdoelken	# good mapping


id_signe_55180			Antenatal exposure to infectious agent			?


id_signe_48840	HP:0001928 		Internal hemorrhage	Abnormality of coagulation	sdoelken	what is the original meaning of this term? Cause of hemorrhage? Location of hemorrhage? If it refers to coagulopathies we could map this to HP:0001928 Abnormality of coagulation


id_signe_19720	HP:0003019		Wrist/carpal anomalies	Abnormality of the wrist	sdoelken	# good mapping (carpal abn. is a child of this)


id_signe_29060	HP:0001080		Biliary/gallbladder stones/lithiasis/cholecystitis	Biliary tract abnormality	sdoelken	# good mapping


id_signe_16360	HP:0100569		Punctated vertebrae	Abnormality of ossification/mineralisation of vertebrae	sdoelken	? (puncatated as in calcific stippling?) so far mapped to parent term


id_signe_37120	HP:0100542		Ectopic/horseshoe/fused kidneys	Abnormal localisation of kidneys	skoehler; sdoelken	# good enough (has children ectopic kidney and horseshoe kidney)


id_signe_23600			Vascular anomalies of skin/mucosae		sdoelken	?


id_signe_43510	HP:0100543		Intellectual deficit/mental/psychomotor retardation/learning disability	Cognitive impairment	sdoelken	# good mapping


id_signe_24200	HP:0004540		Lanugo	"Congenital, generalized hypertrichosis"	sdoelken	"only correct if this orphanet term refers to the ""abnormality"" and not the physiological lanugo hair "


id_signe_20480	HP:0001161		Upper limb polydactyly/hexadactyly	Polydactyly (hands)	sdoelken	# good mapping


id_signe_24000			Hair and scalp anomalies		sdoelken	??? scalp and hair are not necessaryly closely related in the HP there is no good common ancestor
					skoehler	"if we take HP:0100037
Abnormality of the scalp hair this term would be a child of hair abnormality and scalp abnormality..."


id_signe_50330	HP:0100544		Heart/cardiac tumor	Cardiac neoplasia	sdoelken	# good mapping (created new HP term)


id_signe_46280	HP:0001367		Joint/articular deformation	Abnormality of the joints	sdoelken	# good mapping


id_signe_8720	HP:0010642		Nasal/sinus obstruction/apertura pyriformis hypoplasia/stenosis	Midnasal atresia or stenosis	sdoelken	? not sure what this jumbeled orphanet term means - if it refers to the midnasal cavity (from apertura pyriformis to choanae) then this HP term should suffice


id_signe_35360	HP:0100545		Arterial stenosis/occlusion	Arterial stenosis	sdoelken	# good mapping (created new HP term)


id_signe_33100	HP:0002093		Respiratory distress/dyspnea/respiratory failure/lung volume reduction	Respiratory insufficiency	sdoelken	# good mapping (subsumes the orphanet terms)


id_signe_18320	HP:0001519		Long limbs/dolichostenomelia	Dolichostenomelia	sdoelken	# good mapping


id_signe_45690			Bone tumefaction/swelling			"do we really need this term? It is very imprecise as to cause and actual appearance of bone ""swelling"" we would rather recommend to use precise terms such as""Neoplasia of the skeletal system"" or ""Thickened cortex of bones""... for those kind of findings"


id_signe_19780	HP:0005048		Carpal bones fusion/synostosis	Synostosis of carpal bones	skoehler; sdoelken	# good mapping


id_signe_43520	HP:0002489		Psychic/psychomotor regression/dementia/intellectual decline	Psychomotor regression	skoehler; sdoelken	# good mapping


id_signe_12150	HP:0000691		Complete/partial microdontia	Microdontia	sdoelken	# good mapping


id_signe_24320	HP:0005599		Albinism (hair)	Hair hypopigmentation	sdoelken	# good mapping


id_signe_27600	HP:0002239		Gastrointestinal bleeding/hemorrhage/hematemesis/melena/rectorrhagia	Gastrointestinal hemorrhage	skoehler; sdoelken	# good mapping


id_signe_46000			"Anomalies of cartilages, joints and periarticular tissue"			? we have HP:0002763 Abnormality of cartilage and HP:0001367 Abnormality of the joints but we do not group this together the way orphanet does - next common ancestor would be HP:0000924 Abnormality of the musculoskeletal system - which is very general


id_signe_13520	HP:0000383		Branchial/posterior auricular/preauricular/cheek cysts/fistulae	Abnormality of periauricular region	sdoelken	# good mapping (groups branchial and preauricular together)


id_signe_42660	HP:0010662		Thalamic/hypothalamic defect	Abnormality of the diencephalon	sdoelken	# good mapping


id_signe_20200	HP:0000954		Simian crease/transverse/unique palmar crease	Transverse palmar creases	skoehler; sdoelken	# good mapping


id_signe_5450	HP:0000505		Visual loss/blindness/amblyopia	Impaired vision	sdoelken	not perfect but in order to get all three orphanet terms we have to use the comon ancestor


id_signe_37520	HP:0100548		Bladder/cloacal exstrophy	Exstrophy of gastrointestinal and/or genitourinary organs	skoehler; sdoelken	"# good mapping (HPO has Bladder exstrophy(HP:0002836)
  and Cloacal exstrophy(HP:0010475))"


id_signe_22340	HP:0001770		Syndactyly of toes	Toe syndactyly	sdoelken	# good mapping


id_signe_34220	HP:0001696		Dextrocardia/abnormal heart position/cardiac heterotaxia/situs inversus	Situs inversus	sdoelken	# good mapping


id_signe_23200	HP:0000965		Cutis marmorata/marbled skin/livedo	Cutis marmorata	sdoelken	# good mapping


id_signe_41690	HP:0000842		Hyperinsulinism/hyperinsulinemia	Hyperinsulinemia	skoehler; sdoelken	# good mapping


id_signe_55440			Antenatal exposure : anticonvulsants			?


id_signe_48060	HP:0100549		Bone marrow failure/pancytopenia	Bone marrow failure	sdoelken	# good mapping (HP term now has childterm panzytopenia)


id_signe_45090	HP:0004349		Ostoporosis/osteopenia/demineralisation/osteomalacia/rickets	Reduced bone mineral density	sdoelken	# good mapping (has all orphanet terms as child terms)


id_signe_46800	HP:0100261		Tendon rupture/tendinitis/bursitis/tenosynovitis	Abnormality of the tendons	sdoelken	# good enough (so far this does not include things such as tendosynovitis or bursitis (which is strictly speaking not an abnormality oif the tendons anyway))


id_signe_29660	HP:0001411		Abnormal hepatic enzymes/transaminases	Abnormal liver function tests	sdoelken	# good mapping


id_signe_7600	HP:0000637		Euryblepharon/wide palpebral fissures	Long palpebral fissures	sdoelken	# good mapping


id_signe_20460	HP:0009773		Symphalangy of fingers	Symphalangism affecting the phalanges of the hand	sdoelken	# good mapping


id_signe_50310	HP:0100551		Tracheal neoplasm/tumor/carcinoma/cancer	Neoplasia of the trachea	sdoelken	# good mapping (created new HP term)


id_signe_47160	HP:0004313		Agammaglobulinemia/hypogammaglobulinemia/B-cell deficiency	 Reduced immunoglobulin levels	sdoelken	"? which one is best ? not sure because of the orphanet ""B-cell deficiency"""
	HP:0002846			 Abnormality of B-cells	sdoelken	"? which one is best ? not sure because of the orphanet ""B-cell deficiency"""


id_signe_21320	HP:0100559		Lower limb asymmetry/hemiatrophy/hemihypertrophy	Lower limb asymmetry	sdoelken	# good mapping


id_signe_42240	HP:0100561		Diplomyelia/amyelia/bifid spinal cord	Spinal cord lesions	sdoelken	# good mapping (created new HP term and children)


id_signe_3200	HP:0000293		Broad cheeks/cherub-like/cherubin face	Full cheeks	sdoelken	# good mapping


id_signe_41540	HP:0002581		Anomaly of pancreatic hormones	Pancreatic insufficiency	sdoelken	? hope this is meant? (this includes exocrine and endocrine insufficiency)


id_signe_16390	HP:0100569		Lack/delayed ossification of spine/vertebrae	Abnormality of ossification/mineralisation of vertebrae	sdoelken	# good mapping (created new HP term)


id_signe_50580	HP:0100568		Endocrine tumor	Endocrine neoplasia	sdoelken	# good mapping (created new HP term and basic structure for children)


id_signe_15760	HP:0000772 		Rib number anomalies	Abnormality of the ribs	sdoelken	# has to be good enough -  we do not want rib numbers as a group


id_signe_43500			Alexia/agraphia/writing/reading troubles		sdoelken	? HP:0002167 Neurological speech impairment has children HP:0010523 Alexia and HP:0010526 Dysgraphia (and many more)


id_signe_34620	HP:0005111		Aortic root dilatation/dilation/aneurysm	Dilatation of the ascending aorta	sdoelken	# good mapping


id_signe_49460	HP:0003119		Lipid metabolism anomalies	Abnormality of lipid metabolism	sdoelken	# good mapping


id_signe_7200	HP:0000286		Epicanthic folds	Epicanthus	skoehler; sdoelken	# good mapping


id_signe_22320	HP:0001836		Claw toes/retracted toes	 Camptodactyly (feet)	sdoelken	? is this meant?


id_signe_34240	HP:0100571		Cardiac diverticulum	Cardiac diverticulum	sdoelken	# good mapping (created new HP term and children)


id_signe_50300	HP:0100574		Extrahepatic biliary tract/gallbladder neoplasm/tumor/carcinoma/cancer	Neoplasia of the biliary tract	sdoelken	# good enough


id_signe_48080			Bone marrow/medullar infiltration		sdoelken	? do we need this


id_signe_47560	HP:0002960		Autoimmunity/autoimmune reaction/autoantibodies	Autoimmune disease	sdoelken	# good mapping


id_signe_55460			Antenatal exposure : iodures		sdoelken	?


id_signe_48800	HP:0002170		Intracranial/cerebral/meningeal hemorrhage	Intracranial hemorrhage	sdoelken	# good mapping


id_signe_45870	HP:0006487		Bowed diaphysis/diaphyses/long bones	Bowing of the long bones	sdoelken	# good mapping


id_signe_10420			Hamartoma/tumefaction of the tongue/gingivae/oral mucosa		sdoelken	?


id_signe_6600	HP:0009923		Lateral thinning of eyebrows	Lateral thinning of eyebrows	sdoelken	# good mapping


id_signe_49000	HP:0001939		Metabolic anomalies	Metabolism abnormality	skoehler; sdoelken	# good mapping


id_signe_46440	HP:0001373		Joint dislocation/subluxation	Joint dislocation	skoehler; sdoelken	# good mapping


id_signe_45030	HP:0004348		Bone/osseous hyperplasia	Abnormality of bone mineral density	sdoelken	bad mapping but I'm not sure about the necessary structure for this - increased ossification versus decreased ossification as subgroups of HP:0004348 Abnormality of bone mineral density???


id_signe_35390			Arterial pulse abolition		sdoelken	? does this mean no pulse as in dead?


id_signe_26000	HP:0002012		Structural anomalies of the digestive tract	Abnormality of gastrointestinal organs	sdoelken	# mapped to more general parent term


id_signe_5480	HP:0100576		Transient amaurosis/acute visual trouble	Amaurosis fugax	sdoelken	# good enough (this does not cover the whole orphanet term but I think its good enough)


id_signe_38600	HP:0100577		Bladder inflammation/cystitis/painful/irritable bladder	Urinary bladder inflammation	sdoelken	# good enough (this does not cover the whole orphanet term but we should not group inflammation together with pain (dysuria) as this may have different causes)


id_signe_20440	HP:0006101		Syndactyly of fingers/interdigital palm	Finger syndactyly	sdoelken	# good mapping


id_signe_23440	HP:0100578		Lipoatrophy	Lipoatrophy	sdoelken	"we also have Lipodystrophy - I'm not sure wheather orphanet has not been using ""Lipoatrophy"" as a synonym for Lipodystrophy? If so we should  change the mapping to that term (HP:0009125)"


id_signe_42420	HP:0002120		Cortical atrophy without hydrocephaly/cerebral hemiatrophy/subcortical atrophy	Cerebral cortical atrophy	sdoelken	# good mapping (not sure what the orphanet term means 1) cortical atrophy without 1/2/3 or 2) cortical atrophy without hydrocephaly but and 2 and 3?)


id_signe_43070	HP:0001271		Neuritis/polyneuritis/multineuritis	Polyneuropathy	sdoelken	is this meant?


id_signe_23640	HP:0100579		Telangiectasiae of mucosae	Mucosal telangiectasiae	sdoelken	# good mapping (created new HP term and linked with already existing children)


id_signe_24040	HP:0000998		Hirsutism/hypertrichosis/Increased body hair	Hypertrichosis	sdoelken	# good mappint (checked an did some corrections  - now everything in the orphanet term is covered)


id_signe_20800	HP:0001177		Thumb duplication/distal bifid thumb phalangeal bone	Preaxial polydactyly (hands)	sdoelken	# good mapping


id_signe_45450	HP:0010885		Osteonecrosis/bone infarction	Aseptic necrosis	sdoelken	# good mapping


id_signe_26180	HP:0100580		Endobrachyesophagus/Barrett esophagus	Barrett esophagus	sdoelken	# good mapping


id_signe_20640	HP:0004097		"Clinodactyly of fingers 1,2,3,4/overlapping fingers"	Deviated fingers	sdoelken	# good mapping


id_signe_54140	HP:0004370		Fever/chilling	Abnormality of temperature regulation	sdoelken	# good mapping


id_signe_46240			Musculo-tendinous retractions		sdoelken	?


id_signe_10000	HP:0000163		"Anomalies of tongue, gingiva and oral mucosa"	Abnormality of the oral cavity	sdoelken	# good enough (includes the orphanet terms and a bit more)


id_signe_8060	HP:0005105		Long/large/bulbous nose	Abnormal nasal morphology	sdoelken	# this wont get any better - we do not want to group terms in this way - all abnormal forms of nose are children of this HPO term


id_signe_26820	HP:0004320		Persistance of the cloaca	Vaginal fistula	sdoelken	We have children: HP:0001586 Vesicovaginal fistula; HP:0008716 Urethrovaginal fistula; HP:0000143 Rectovaginal fistula - I presume this is meant?


id_signe_13680	HP:0000405		Conductive deafness/hearing loss	"Hearing loss, conductive"	skoehler; sdoelken	# good mapping


id_signe_20240			Flat palm		sdoelken	what is meant?


id_signe_18160	HP:0009826		Rhizomelic micromelia	Hypoplasia involving bones of the extremities		We have HP:0002983 Micromelia and HP:0002968 Rhizomelic shortening both are children of HP:0009826 Hypoplasia involving bones of the extremities


id_signe_15080	HP:0003043 		Narrow/sloping shoulders	Abnormality of the shoulder	"skoehler, sdoelken"	we have Sloping shoulders HP:0001556 and Narrow shoulders 


id_signe_54350			Asthenia/fatigue/weakness		sdoelken	?


id_signe_55400			Antenatal exposure : antibiotics		sdoelken	?


id_signe_37800	HP:0000076		Vesicorenal/vesicoureteral reflux	Vesicoureteral reflux	skoehler; sdoelken	# good mapping


id_signe_46040	HP:0002829		Articular/joint pain/arthralgia	Arthralgia	sdoelken	# good mapping


id_signe_37360	HP:0100581		Megacalicosis	Megacalicosis	sdoelken	# good mapping (created new HP term)


id_signe_8750	HP:0100582		Nasal polyposis	Nasal polyposis	sdoelken	# good mapping (created new HP term)


id_signe_23430	HP:0004334		Anetodermia/dermal atrophy	Dermal atrophy	"skoehler, sdoelken"	# good enough


id_signe_34800	HP:0001679		Aortic arches anomalies	Abnormalities of the aorta	sdoelken	Is this meant?


id_signe_4360	HP:0200020		Corneal ulceration/perforation	Corneal erosions	sdoelken	# good enough


id_signe_34600	HP:0004306		Endocardium anomalies/fibroelastosis/endocarditis	Abnormality of the endocardium	"skoehler, sdoelken"	# good mapping (includes all the orphanet terms)


id_signe_49400			Carbohydrates metabolism anomalies		sdoelken	probinson? what does the metabolic specialist say?


id_signe_43080	HP:0002267		Incessant startle response to noise	Exaggerated startle response	"skoehler, sdoelken"	"Exaggerated startle response is good here I think even if it does not include the ""noise"" - the other possibility would be Hyperacusis HP:0010780 which then does not include the startle response..."


id_signe_23630	HP:0100585		Telangiectasiae of the skin	Teleangiectasia of the skin	sdoelken	# good mapping


id_signe_38480	HP:0100586		Aseptic leukocyturia	Aseptic leukocyturia	sdoelken	# good mapping (created new HP term)


id_signe_39320	HP:0100587		Phimosis/preputial adhesions/paraphimosis	Abnormality of the preputium	sdoelken	# good mapping (created new term and children according to orphanet term)


id_signe_15280	HP:0001555		Asymmetric rib cage/thorax	Asymmetry of the thorax	"skoehler, sdoelken"	# good mapping


id_signe_37600	HP:0100589		Urogenital fistulae	Urogenital fistulae	sdoelken	# good mapping (created new HP term and links)


id_signe_27180	HP:0002017		Nausea/vomiting/regurgitation/merycism/hyperemesis	  Nausea and vomiting	"skoehler, sdoelken"	# good enough (does not include merycism and regurgitation - I have never heard of merycism before and regurgitation does not realy belong in this section)


id_signe_34000	HP:0001626		Structural anomalies of the cardio-circulatory system	Abnormality of the cardiovascular system	"skoehler, sdoelken"	"# good enough (we do not destinguish strucutral changes from others for most sections of the HP - it is often hard or even impossible to destinguish or define were ""strucutral"" starts and were it ends)"


id_signe_20420	HP:0009832		Terminal/third phalangeal bone of fingers broadened/deviated	Abnormality of the distal phalanges of the hand	sdoelken	# we also have HP:0009836 Broad distal phalanges of the hand and HP:0004097 Deviated fingers - the orphanet term includes to many different entities so we have to map this to a quite general parent term


id_signe_45840	HP:0000940		Diaphyseal anomaly	Abnormality of the diaphyses	sdoelken	# good mapping


id_signe_23420	HP:0000969		Cutaneous edema	Edema	"skoehler, sdoelken"	# good mapping


id_signe_47320	HP:0005374		T-cell deficiency/cellular immunity deficiency	Cellular immunodeficiency	"skoehler, sdoelken"	# good mapping


id_signe_27690	HP:0100591		Peritonitis/peritoneal abscess	Inflammation of the Peritoneum	"skoehler, sdoelken"	# good mapping


id_signe_8780	HP:0000246		Nasal congestion/sinusitis/rhinitis/rhinorrhea	Sinusitis	"skoehler, sdoelken"	? problematic compound term - how to get sinusitis and rhinitis in one go?


id_signe_46640	HP:0100593		Calcification of cartilages/intraarticular calcification	Calcification of cartilage	sdoelken	# good mapping (did some adjustments to HPO structure)


id_signe_43050	HP:0002011		Central neuropathy	Abnormality of the central nervous system	"skoehler, sdoelken"	we also have HP:0003407 Neuropathy but this term refers to peripheral Neuropathy - I presume thath the orphanet term means an abnormality of the CNS?


id_signe_32280	HP:0002779		Tracheomalacia/tracheobronchomalacia	Tracheomalacia	"skoehler, sdoelken"	# good mapping


id_signe_54770			Biological inflammatory syndrome/increased erythrocyte sedimentation rate/CRP		sdoelken	we have HP:0003565 Elevated erythrocyte sedimentation rate - I think we need CRP... as well and should expand the HPO structure here - what do you think probinson?


id_signe_46840			Articular click		sdoelken	I don't think we want to have this term...


id_signe_26160	HP:0100594		Esophageal webs	Esophageal web	sdoelken	# good mapping (created new HP term)


id_signe_32080	HP:0008750		Larynx/laryngeal agenesis	Laryngeal atresia	sdoelken	# good mapping


id_signe_16150	HP:0100595		Camptocormia	Camptocormia	sdoelken	# good mapping (created new HP term)


id_signe_49020			Metabolic decompensation		sdoelken	? probinson ?


id_signe_9600	HP:0002002		Philtrum deeply grooved	Deep philtrum	"skoehler, sdoelken"	# good mapping


id_signe_20620	HP:0004209		Clinodactyly of fifth finger	Clinodactyly of the 5th finger	"skoehler, sdoelken"	# good mapping


id_signe_26020			Respiratory-digestive intersection/aero-digestive cross-roads anomaly			? what exactly does this mean? just Tracheoesophageal fistula (HP:0002575)???


id_signe_8240	HP:0100597		Single nare/abouphalia	Aplasia/Hypoplasia of the nares	sdoelken	# good mapping (now includes all orphanet terms)


id_signe_31000	HP:0001743		Structural and functional anomalies of the spleen	Abnormality of the spleen	"skoehler, sdoelken"	# good enough


id_signe_32720	HP:0100598		Pulmonary edema	Pulmonary edema	sdoelken	# good mapping (created new HP term)


id_signe_55420			Antenatal exposure : sedatives			?


id_signe_2120	HP:0002648		Turricephaly/oxycephaly/acrocephaly	Abnormality of skull shape	"skoehler, sdoelken"	"# HPO has Turricephaly(HP:0000262)
  Oyxcephaly(HP:0000263) - mapped to more general parent term"


id_signe_13660	HP:0000407		Sensorineural deafness/hearing loss	"Hearing loss, sensorineural"	"skoehler, sdoelken"	# good mapping


id_signe_8030	HP:0009924		Nasal atrophy/hypoplasia/arhinia/rudimentary nose	Aplasia/Hypoplasia involving the nose	sdoelken	# good mapping


id_signe_29420			Storage liver disease			this is not a feature its a diagnosis!


id_signe_39340	HP:0000036		Penis duplication/diphallia/penoscrotal transposition	Abnormality of the penis	sdoelken	# good mapping (has children orphanet terms and some  more - but that can't be helped)


id_signe_27420			Mucous stools/acholic stools		sdoelken	? probinson?


id_signe_23410	HP:0001061		Acne/acnea	 Acne	"skoehler, sdoelken"	# good mapping


id_signe_39480	HP:0000046		Hypoplastic scrotum/hemiscrotum/scrotal ridges	Scrotal hypoplasia	"skoehler, sdoelken"	# good enough


id_signe_26800	HP:0004397		Anus ectopia/anteposition/malposition	Ectopic anus	"skoehler, sdoelken"	# good mapping


id_signe_14000	HP:0000464		Anomalies of the neck	Abnormality of the neck	"skoehler, sdoelken"	# good mapping


id_signe_42210	HP:0100563		Diastematomyelia	Diastomatomyelia	sdoelken	# good mapping


id_signe_55620	HP:0100603		Maternal hypertension/eclampsia/preeclampsia/gravidic toxemia	Toxemia of pregnancy	"skoehler, sdoelken"	# good mapping (created new term and structure in HPO)


id_signe_8570	HP:0000366		Short columella/depressed nasal tip	Abnormality of the nose	"skoehler, sdoelken"	"# we have HP:0002000 Columella, short and HP:0000437 Flat nasal tip - unfortunately the next common ancestor is HP:0000366 Abnormality of the nose"


id_signe_20020	HP:0004050		Hand agenesis/absence	Absent hands	sdoelken	# good mapping


id_signe_4100			Fragility of the eye globe			?


