LNDB ID	LNDB Name	HPO ID	HPO Name	Mapping status	Comment
33.02.12	Medullary space stenosis	HP:0100254	Stenosis of the medullary cavity of the long bones	Good	Is this synonymous to the LDDB term? Please check.
33.02.17	Short bones	HP:0003026	Short long bones	OK	this is a bit imprecise; we only have Short long bones, does this suffice?
33.02.18	Slender/thin bones	HP:0003100	Slender long bone	OK	Is this synonymous to the LDDB term? Please check.
33.02.19	Melorheostosis	HP:0100039	Thickened cortex of bones	?	Melorheostosis is a diagnosis and not a feature; Thickened cortex of bones is probably the feature ment here. Please check if this is synonymous to the LDDB term.
33.02.20	Osteopathia-striata	HP:0010740	Osteopathia striata	OK	This is a disease and a feature: Osteopathia striata of the long bones and Osteopathia striata (with cranial sclerosis) syndrome ﾖ what is meant here and how to procede in this case?
33.02.23	Wedge or cone-shaped epiphyses of long bones	HP:0010579	Cone-shaped epiphysis	OK	This does refer to all cone-shaped epiphyses not just the long bones ﾖ but this might not be of significance
34.01.05	Hypohidrotic or dry skin	HP:0000951	Abnormality of the skin	?	Compound term: mapped to next common ancestor
34.01.07	Erythema/erythroderma	HP:0000951	Abnormality of the skin	?	Compound term: mapped to next common ancestor
34.01.12	Macules	HP:0007441	Hyperpigmented/hypopigmented macules	?	a bit imprecise; what kind of macules are meant here?
34.01.16	Cutaneous pustules/ulcers	HP:0000951	Abnormality of the skin	?	Compound term: mapped to next common ancestor
34.01.18	Seborrhoea	HP:0001051	Seborrheic dermatitis	OK	Is this synonymous to the LDDB term? Please check.
34.01.20	Slow skin healing	HP:0001058	Poor wound healing	OK	I presume this is close enough to be accounted a synonym?
34.01.21	Thick/stiff skin	HP:0001072	Thickened skin	OK	Thickened skin might cause stiff skin, but this is a compund term again ﾖ as we do not have stiff skin and I am not sure that we need that term, I think thickened skin might suffice.
34.01.23	Excessive skin wrinkling	HP:0007392	Excessive wrinkled skin	Good	
34.03.03	Diffuse depigmentation of skin	HP:0001010	Hypopigmentation of the skin	?	The HPO contains many more specific terms such as Generalized hypopigmentation, but diffuse is very imprecise, does this mean spotty... and as to localisation whole body or can you also use this term  for diffuse hypopigmentation of the legs for example? Please check.
34.03.05	Diffuse increased pigmentation of skin	HP:0000953	Hyperpigmentation of the skin	?	The HPO contains many more specific terms such as Generalized hyperpigmentation, but diffuse is very imprecise, does this mean spotty... and as to localisation whole body or can you also use this term  for diffuse hyperpigemntation of the legs for example? Please check.
34.03.07	Nevi or lentigines	HP:0000951	Abnormality of the skin	?	Compound term: mapped to next common ancestor
34.04.01	Multiple bruises	HP:0000978	Bruising susceptibility	OK	
34.05.00	Skin tumours, general abnormalities	HP:0008069	Neoplasm of the skin	OK	Bundled term in LDDB
34.05.09	Other tumours of skin	HP:0008069	Neoplasm of the skin	OK	"This kind of term is not possible in the HPO (""Other x""); we can only use the same parent-term as for 34.05.00"
32.25.23	EEG: *characteristic pattern of EEG/CN claimed	HP:0002353	EEG abnormality	OK	Unclear what LDDB category means; mapped to more general parent term
32.32.00	NEURORADIOLOGY CONT, general abnormalities	HP:0000707	Abnormality of the nervous system	no-mapping	not optimal! Mapped to parent term
32.30.27	Fibre type 2 hypoplasia	HP:0003803	Type 1 muscle fiber predominance	OK	0
32.26.15	EP abnormal event related potential	0	0	no-mapping	0
32.27.02	Unmyelinated fibre loss	0	0	no-mapping	0
32.27.04	Axonal changes (and secondary demyelination)	0	0	no-mapping	0
32.27.07	Inclusions nerve /rectal	0	0	no-mapping	0
32.27.10	Giant axons	0	0	no-mapping	0
32.30.11	Phagocytosis	0	0	no-mapping	0
32.30.13	Fibre regeneration	0	0	no-mapping	0
32.30.14	Inflammatory cells	0	0	no-mapping	0
32.30.15	Small group atrophy	0	0	no-mapping	0
32.30.16	Large group atrophy	0	0	no-mapping	0
32.30.17	Small angular fibres	0	0	no-mapping	0
32.30.18	Type grouping	0	0	no-mapping	0
32.30.19	Fibre type predominance (type I or II)	0	0	no-mapping	0
32.30.20	Fibre type disproportion in size (type I or II)	0	0	no-mapping	0
32.30.23	Target fibres	0	0	no-mapping	0
32.30.31	Fat replacement	0	0	no-mapping	0
32.31.23	Cortical high-intensity foci	0	0	no-mapping	0
32.31.24	Cerebellar high-intensity foci	0	0	no-mapping	0
32.32.15	Pons/medulla/basal ganglia, abnormal	0	0	no-mapping	0
32.35.01	Neuronal changes, general	0	0	no-mapping	0
32.35.02	Neuronal storage (not Lewy bodies)	0	0	no-mapping	0
32.35.04	Cortex - nonspecific	0	0	no-mapping	0
32.35.05	Basal ganglia - nonspecific (excl. pigment)	HP:0002134	Abnormality of the basal ganglia	OK	0
32.35.06	Cerebellum-nonspecific (see below for specific)	HP:0001317	Abnormality of the cerebellum	OK	0
32.35.07	Brain stem - nonspecific	HP:0002363	Abnormality of the brainstem	OK	0
32.35.08	Spinal cord - nonspecific	HP:0002143	Abnormality of the spinal cord	OK	0
32.35.09	Spinal ganglia - nonspecific	0	0	no-mapping	0
32.35.10	Autonomic ganglia - nonspecific	0	0	no-mapping	0
32.35.11	Spongy/cavity/cystic changes in CNS	0	0	no-mapping	0
32.35.12	Inclusion/storage in glial cells	0	0	no-mapping	0
32.35.27	Pigment in basal ganglia	0	0	no-mapping	0
32.35.33	Axonal spheroids	0	0	no-mapping	0
32.36.00	MITOCHONDRIA general	HP:0012103	Abnormality of the mitochondrion	OK	0
32.36.01	Multiple deletions	0	0	no-mapping	0
32.36.02	Deletion	0	0	no-mapping	0
32.36.03	Point mutation	0	0	no-mapping	0
33.02.02	Broad bones/modelling defects	HP:0005622	Broad long bones	OK	0
33.02.22	Subperiosteal new bone formation	0	0	no-mapping	0
34.02.04	Bullae or vesicles	HP:0008066	Abnormal blistering of the skin	OK	0
34.02.05	Epidermolysis	HP:0008066	Abnormal blistering of the skin	OK	0
	BUILD	0	0	no-mapping	0
01.01.00	Muscular build, general abnormalities	0	0	no-mapping	0
01.01.01	Muscular build	0	0	no-mapping	0
10.01.11	Premature ageing	HP:0007495	Prematurely aged appearance	no-mapping	0
10.01.17	Facial tumours	0	0	no-mapping	0
12.03.04	Fusion of gums or jaws	0	0	no-mapping	0
16.00.00	BACK AND SPINE	0	0	no-mapping	0
17.11.01	Broad shoulders	?	0	no-mapping	0
17.11.02	Narrow shoulders	?	0	no-mapping	0
18.01.18	Common mesentery	HP:0100016	Abnormality of the mesentery	OK	0
19.04.03	Wide pubis	0	0	no-mapping	0
20.01.06	Abnormal genital pigmentation	0	0	no-mapping	0
25.01.13	Lower limb duplication	0	0	no-mapping	0
27.01.12	Peripheral gangrene	0	0	no-mapping	0
28.01.01	Multiple adenomatosis	0	0	no-mapping	0
28.01.02	Multiple hypo-endocrinism	0	0	no-mapping	0
28.02.04	Adrenal tumours (excluding neuroblastoma)	HP:0100631	Neoplasm of the adrenal gland	OK	0
29.00.00	HAEMATOL/IMMUNOLOGY	0	0	no-mapping	0
29.01.00	Haematology/Immunology, general abnormalities	0	0	no-mapping	0
29.01.06	Polymorph abnormalities	0	0	no-mapping	0
32.01.00	ONSET OF NEUROLOGICAL SIGNS	0	0	no-mapping	0
32.01.01	Congenital-[1 month]/onset	0	0	no-mapping	0
32.01.02	1-[12] months/onset	0	0	no-mapping	0
32.01.03	1-[5] years/onset	0	0	no-mapping	0
32.01.05	5-[10] years/onset	0	0	no-mapping	0
32.01.06	10-[20] years/onset	0	0	no-mapping	0
32.01.07	20-[50] years/onset	0	0	no-mapping	0
32.01.09	More than 50 years/onset	0	0	no-mapping	0
32.02.01	Maternal illness/infection/substance ingestion	0	0	no-mapping	0
32.03.00	NEONATAL PROBLEMS, general abnormalities	0	0	no-mapping	0
32.03.01	Asphyxia/fetal distress	0	0	no-mapping	0
32.03.02	Apnoeic attacks in neonate	HP:0005949	Apneic episodes in infancy	OK	0
32.03.03	Respiratory distress in neonate	HP:0002643	Neonatal respiratory distress	OK	0
32.06.15	* prenatal seizures - see- PRENATAL	0	0	no-mapping	0
32.07.00	PAROXYSMAL DISORDERS, general abnormalities	0	0	no-mapping	0
32.07.16	* intermittent coma* see 'MENTAL, COGNITIVE'	0	0	no-mapping	0
32.07.18	* intermittent hemiplegia see PYRAMIDAL	0	0	no-mapping	0
32.07.21	* paroxysmal apnoea/tachypnoea see THORAX	0	0	no-mapping	0
32.07.22	Photopsia/scintillating scotoma	HP:0010822	Scintillating scotoma	OK	0
32.10.00	OCCIPITAL REGION, general abnormalities	0	0	no-mapping	0
32.10.03	Occipital sinus	0	0	no-mapping	0
32.12.09	Increased digital markings	0	0	no-mapping	0
32.13.03	Scalp tumours	0	0	no-mapping	0
32.14.05	*  Vertigo- see  NEUROLOGY/PAROXYSMAL	HP:0002321	Vertigo	OK	0
32.14.14	* facial spasms - see NEUROLOGY/PAROXYSMAL	0	0	no-mapping	0
32.14.17	* paroxysmal vertigo - see NEUROLOGY/PAROXYSMAL	HP:0010532	Paroxysmal vertigo	OK	0
32.15.11	Other abnormality of electronystagmography	0	0	no-mapping	0
32.16.03	* paroxysmal/intermittent ataxia see PAROXYSMAL	HP:0006862	Intermittent cerebellar ataxia	OK	0
32.18.06	* tic - see NEUROLOGY/BEHAVIOURAL PROBLEMS	HP:0100033	Tics	OK	0
32.18.08	Trembling chin	0	0	no-mapping	0
32.18.09	*Paroxysmal dystonia- see PAROXYSMAL	HP:0002268	Paroxysmal dystonia	Good	0
32.19.01	Absent muscles except pectoralis - see thorax	0	0	no-mapping	0
32.19.04	* Periodic weakness see PAROXYSMAL DISORDERS	0	0	no-mapping	0
32.19.09	*Pseudohypertrophy - see muscle hypertrophy	HP:0003707	Calf muscle pseudohypertrophy	?	0
32.19.16	Inability to relax muscles (not myotonia)	0	0	no-mapping	0
32.20.00	ANTERIOR HORN CELL, general abnormalities	HP:0006802	Abnormality of the anterior horn cell	OK	0
32.20.01	Fasciculation excluding tongue (see oral region)	0	0	no-mapping	0
32.20.02	Muscle atrophy-ant horn cell-proximal arm	HP:0008948	Proximal upper limb amyotrophy	Good	0
32.20.03	Muscle atrophy-ant horn cell-distal arm	HP:0007149	Distal upper limb amyotrophy	Good	0
32.20.04	Muscle atrophy-ant horn cell-proximal leg	HP:0008956	Proximal lower limb amyotrophy	Good	0
32.20.05	Muscle atrophy-ant horn cell-distal leg	HP:0008944	Distal lower limb amyotrophy	Good	0
32.22.06	Paraesthesia/hyperaesthesia	HP:0003401	Paresthesia	OK	0
32.23.05	* absent or sparse tears - see EYES (GENERAL)	HP:0000633	Decreased lacrimation	OK	0
32.24.00	NEUROCHEMISTRY, general abnormalities	0	0	no-mapping	0
32.24.07	* mucopolysacchariduria - see URINARY/Urine	HP:0008155	Mucopolysacchariduria	Good	0
32.24.13	*Liver enzymes abnormal-see ABDOMEM/Liver	HP:0002910	Elevated hepatic transaminases	OK	0
32.24.19	CSF chemistry abnormal(excluding lactate)	0	0	no-mapping	0
32.24.22	* hypoglycaemia - see ENDOCRINE/Pancreas	HP:0001943	Hypoglycemia	Good	0
32.24.23	* hypercalcaemia - see ENDOCRINE/Parathyroids	HP:0003072	Hypercalcemia	Good	0
32.24.24	* hypocalcaemia - see ENDOCRINE/Parathyroids	HP:0002901	Hypocalcemia	Good	0
32.24.25	* storage cells - see HAEMATOLOGY	0	0	no-mapping	0
32.24.26	* red cells abnormal - see HAEMATOLOGY	HP:0001877	Abnormality of erythrocytes	Good	0
32.24.27	* urine colour abnormal - see URINARY/Urine	HP:0012086	Abnormal urinary color	no-mapping	0
32.25.11	EEG: near cont. discharges (status)	0	0	no-mapping	0
32.25.12	EEG: near cont. discharges during sleep	0	0	no-mapping	0
32.25.15	EEG: abnormal fast activity	HP:0011202	EEG with diffuse acceleration	?	0
32.25.21	EEG: abnormal effect of eye closure	0	0	no-mapping	0
32.25.24	EEG: features usually/mainly asymmetrical	0	0	no-mapping	0
32.26.00	ELECTROPHYSIOLOGY (except EEG), general abnorm.	0	0	no-mapping	0
32.27.08	* axonal spheroids  - see MICROSCOPIC CHANGES	0	0	no-mapping	0
32.32.21	* Neuronal migration - SEE NEURO/MICROSCOPIC	0	0	no-mapping	0
32.32.23	* arachnoid cyst - see BRAIN TUMOURS	HP:0100702	Arachnoid cyst	no-mapping	0
32.33.00	CEREBROVASCULAR CHANGES, general abnormalities	0	0	no-mapping	0
32.33.02	Arterial disorders in CNS	0	0	no-mapping	0
32.33.03	Venous/sinus disorders in CNS	0	0	no-mapping	0
32.33.05	* subdural effusion - see NEURORADIOLOGY	0	0	no-mapping	0
32.33.07	* neonatal brain bleeding - see NEONATAL PROBLEM	0	0	no-mapping	0
32.34.09	* Pituitary tumours - see Pituitary, general abs	HP:0011750	Neoplasm of the anterior pituitary	OK	0
32.34.19	* spinal tumours - see BACK AND SPINE	HP:0010302	Spinal cord tumor	no-mapping	0
33.02.01	Bone asymmetry	0	0	no-mapping	0
02.00.00	STATURE	HP:0000002	Abnormality of body height	OK	0
21.01.03	Multiple urinary infections	HP:0000010	Recurrent urinary tract infections	Good	0
21.02.00	Bladder, general abnormalities	HP:0000014	Abnormality of the bladder	Good	0
21.02.01	Bladder diverticulae	HP:0000015	Bladder diverticula	Good	0
32.23.04	Incontinence/neurogenic bladder	HP:0000020	Urinary incontinence	OK	0
18.01.09	Inguinal hernia	HP:0000023	Inguinal hernia	Good	0
20.03.12	Cryptorchid testes	HP:0000028	Cryptorchidism	Good	0
20.03.03	Hydrocele of testis	HP:0000034	Hydrocele testis	Good	0
20.01.03	Male pseudo hermaphroditism	HP:0000037	Male pseudohermaphroditism	Good	0
20.03.06	Small penis (including micro)	HP:0000054	Micropenis	OK	0
20.03.02	Epispadias	HP:0000039	Epispadias	Good	0
20.03.05	Large penis	HP:0000040	Enlarged penis	Good	0
20.03.01	Chordae of penis	HP:0000041	Chordee	Good	0
20.03.09	Hypoplastic scrotum	HP:0000046	Scrotal hypoplasia	Good	0
20.03.04	Hypospadias	HP:0000047	Hypospadias	Good	0
20.03.18	Scrotum, bifid	HP:0000048	Bifid scrotum	Good	0
20.03.10	Overriding scrotum	HP:0000049	Shawl scrotum	OK	0
20.03.13	Large testes	HP:0000053	Macroorchidism	Good	0
20.02.03	Prominent clitoris	HP:0000057	Clitoromegaly	OK	0
20.02.05	Abnormal labia	HP:0000058	Abnormality of the labia	Good	0
21.04.00	Ureters, general abnormalities	HP:0000069	Abnormality of the ureter	Good	0
21.04.02	Double Ureters	HP:0000073	Ureteral duplication	Good	0
21.04.03	Urinary reflux	HP:0000076	Vesicoureteral reflux	Good	0
21.03.00	Kidneys, general abnormalities	HP:0000077	Abnormality of the kidney	Good	0
20.00.00	GENITALIA	HP:0000078	Abnormality of the genital system	Good	0
20.01.00	Genitalia, general abnormalities	HP:0000078	Abnormality of the genital system	Good	0
21.00.00	URINARY SYSTEM	HP:0000079	Abnormality of the urinary system	Good	0
21.01.00	Urinary tract, general abnormalities	HP:0000079	Abnormality of the urinary system	Good	0
21.03.06	Horseshoe kidneys	HP:0000085	Horseshoe kidney	Good	0
21.03.11	Small kidneys	HP:0000089	Renal hypoplasia	OK	0
21.01.07	Proteinuria	HP:0000093	Proteinuria	Good	0
21.01.06	Polyuria	HP:0000103	Polyuria	Good	0
21.03.01	Renal agenesis	HP:0000104	Renal agenesis	Good	0
21.03.08	Large kidneys	HP:0000105	Enlarged kidneys	Good	0
21.03.04	Renal dysplasia	HP:0000110	Renal dysplasia	Good	0
21.03.07	Hydronephrosis	HP:0000126	Hydronephrosis	Good	0
20.01.05	Hypogonadism	HP:0000135	Hypogonadism	Good	0
20.02.07	Ovarian cysts/tumours	HP:0000138	Ovarian cysts	OK	0
20.02.04	Recto-vaginal fistula	HP:0000143	Rectovaginal fistula	Good	0
20.02.14	Vaginal atresia	HP:0000148	Vaginal atresia	Good	0
20.02.12	Absent uterus	HP:0000151	Aplasia of the uterus	Good	0
11.00.00	MOUTH	HP:0000153	Abnormality of the mouth	Good	0
11.01.00	Mouth, general abnormalities	HP:0000153	Abnormality of the mouth	Good	0
12.00.00	ORAL REGION	HP:0000153	Abnormality of the mouth	OK	0
12.05.00	Tongue, general abnormalities	HP:0000157	Abnormality of the tongue	OK	0
12.05.07	Large tongue	HP:0000158	Macroglossia	Good	0
12.05.09	Protruding tongue	HP:0010808	Protruding tongue	Good	0
11.01.05	Microstomia	HP:0000160	Narrow mouth	Good	0
11.04.02	Midline cleft upper lip	HP:0000161	Median cleft lip	Good	0
12.05.06	Glossoptosis	HP:0000162	Glossoptosis	Good	0
12.01.00	Oral region, general abnormalities	HP:0000163	Abnormality of the oral cavity	OK	0
13.00.00	TEETH	HP:0000164	Abnormality of the teeth	Good	0
13.01.00	Teeth, general abnormalities	HP:0000164	Abnormality of the teeth	Good	0
12.03.00	Gums, general abnormalities	HP:0000168	Abnormality of the gingiva	Good	0
12.04.00	Palate, general abnormalities	HP:0000174	Abnormality of the palate	Good	0
12.04.01	Cleft palate	HP:0000175	Cleft palate	Good	0
12.04.02	Submucous cleft palate	HP:0000176	Submucous cleft hard palate	Good	0
11.04.00	Upper lip, general abnormalities	HP:0000177	Abnormality of upper lip	Good	0
11.02.00	Lower lip, general abnormalities	HP:0000178	Abnormality of lower lip	Good	0
11.02.05	Thick lower lip	HP:0000179	Thick lower lip vermilion	Good	0
12.05.08	Lobulated tongue (including hamartomata)	HP:0000180	Lobulated tongue	Good	0
11.01.04	Macrostomia	HP:0000154	Wide mouth	Good	0
12.04.04	Narrow palate	HP:0000189	Narrow palate	Good	0
12.01.01	Oral frenulae	HP:0000191	Accessory oral frenulum	Good	0
12.04.08	Cleft uvula	HP:0000193	Bifid uvula	Good	0
11.01.06	Open mouth appearance	HP:0000194	Open mouth	OK	0
12.03.02	Gum hypertrophy	HP:0000212	Gingival overgrowth	Good	0
11.02.03	Pits of lower lip	HP:0000196	Lower lip pit	Good	0
11.01.08	Trismus	HP:0000211	Trismus	Good	0
11.04.03	Prominent upper lip	HP:0000215	Thick upper lip vermilion	OK	0
12.04.03	High palate	HP:0000218	High palate	Good	0
11.04.05	Thin upper lip	HP:0000219	Thin upper lip vermilion	Good	0
12.05.05	Furrowed tongue/prominent groove	HP:0000221	Furrowed tongue	OK	0
12.03.01	Gingivitis	HP:0000230	Gingivitis	Good	0
11.02.04	Prominent/everted lower lip	HP:0000232	Everted lower lip vermilion	OK	0
32.09.00	CRANIAL SUTURES, general abnormalities	HP:0011329	Abnormality of cranial sutures	Good	0
32.32.07	Hydrocephalus/large ventricles, non-specific	HP:0000238	Hydrocephalus	OK	0
32.08.08	Trigonocephaly	HP:0000243	Trigonocephaly	Good	0
32.08.02	Brachycephaly	HP:0000248	Brachycephaly	Good	0
32.08.05	Microcephaly	HP:0000252	Microcephaly	Good	0
05.01.03	Prominent forehead/frontal bossing	HP:0002007	Frontal bossing	OK	0
32.08.04	Macrocephaly	HP:0000256	Macrocephaly	Good	0
32.08.03	Dolichocephaly/scaphocephaly	HP:0000268	Dolichocephaly	OK	0
32.08.01	Acrocephaly/turricephaly	HP:0000262	Turricephaly	OK	0
06.09.00	Mastoids, general abnormalities	HP:0000264	Abnormality of the mastoid	OK	0
32.10.02	Prominent occiput	HP:0000269	Prominent occiput	Good	0
32.09.05	Fontanelles, delayed closure/large	HP:0000270	Delayed cranial suture closure	Good	0
10.00.00	FACE	HP:0000271	Abnormality of the face	OK	0
10.01.00	Face, general abnormalities	HP:0000271	Abnormality of the face	Good	0
10.01.07	Flat face	HP:0000272	Malar flattening	OK	0
10.01.10	Mid-face hypoplasia	HP:0011800	Midface retrusion	OK	0
10.04.01	Flat malar region	HP:0000272	Malar flattening	OK	0
10.01.13	Small face	HP:0000274	Small face	Good	0
10.01.15	Thin/long face	HP:0000276	Long face	OK	0
10.05.00	Mandible, general abnormalities	HP:0000277	Abnormality of the mandible	OK	0
10.01.04	Coarse facial features	HP:0000280	Coarse facial features	Good	0
10.01.02	Broad face	HP:0000283	Broad face	Good	0
08.06.02	Epicanthic folds	HP:0000286	Epicanthus	OK	0
11.03.00	Philtrum, general abnormalities	HP:0000288	Abnormality of the philtrum	OK	0
11.03.05	Wide philtrum	HP:0000289	Broad philtrum	Good	0
05.00.00	FOREHEAD	HP:0000290	Abnormality of the forehead	Good	0
10.02.01	Full cheeks	HP:0000293	Full cheeks	Good	0
05.02.01	Low frontal hairline	HP:0000294	Low anterior hairline	Good	0
10.05.04	Prominent mandible	HP:0000303	Mandibular prognathia	OK	0
10.03.00	Chin, general abnormalities	HP:0000306	Abnormality of the chin	Good	0
10.03.02	Pointed chin	HP:0000307	Pointed chin	Good	0
10.04.00	Malar region, general abnormalities	HP:0000309	Abnormality of the midface	OK	0
10.01.12	Round face	HP:0000311	Round face	Good	0
07.01.05	Hypertelorism	HP:0000316	Hypertelorism	Good	0
11.03.03	Short philtrum	HP:0000322	Short philtrum	Good	0
10.01.01	Asymmetric face	HP:0000324	Facial asymmetry	Good	0
10.01.16	Triangular face	HP:0000325	Triangular face	Good	0
10.06.00	Maxilla, general abnormalities	HP:0000326	Abnormality of the maxilla	Good	0
10.06.02	Hypoplastic maxilla (excluding malar region)	HP:0000327	Hypoplasia of the maxilla	Good	0
10.01.08	Facial haemangiomas	HP:0000329	Facial hemangioma	Good	0
05.01.05	Hyperplastic supra-orbital ridges	HP:0000336	Prominent supraorbital ridges	Good	0
05.01.06	Wide forehead	HP:0000337	Broad forehead	Good	0
05.02.06	Sloping forehead	HP:0000340	Sloping forehead	Good	0
05.02.03	Narrow forehead/temporal narrowing	HP:0000341	Narrow forehead	OK	0
11.03.01	Long philtrum	HP:0000343	Long philtrum	Good	0
10.05.05	Small mandible/micrognathia	HP:0000347	Micrognathia	Good	0
04.04.04	Widow's peak	HP:0000349	Widow's peak	Good	0
05.02.04	Short forehead	HP:0000350	Small forehead	OK	0
06.01.00	External ears, general abnormalities	HP:0000356	Abnormality of the outer ear	OK	0
06.01.09	Posteriorly rotated ears	HP:0000358	Posteriorly rotated ears	Good	0
06.11.00	Inner ear, general abnormalities	HP:0000359	Abnormality of the inner ear	Good	0
06.08.00	Ear lobule, general abnormalities	HP:0000363	Abnormality of earlobe	Good	0
09.00.00	NOSE	HP:0000366	Abnormality of the nose	Good	0
09.01.00	Nose, general abnormalities	HP:0000366	Abnormality of the nose	Good	0
09.08.00	Nasal skin/mucosa, general abnormalities	HP:0000366	Abnormality of the nose	?	0
06.06.02	Deafness, conductive	HP:0000405	Conductive hearing impairment	OK	0
06.01.08	Low-set ears	HP:0000369	Low-set ears	Good	0
06.10.00	Middle ear, general abnormalities	HP:0000370	Abnormality of the middle ear	Good	0
06.04.00	Auditory canal, general abnormalities	HP:0000372	Abnormality of the auditory canal	Good	0
06.06.05	Deafness, sensorineural	HP:0000407	Sensorineural hearing impairment	Good	0
32.14.16	* sensorineural deafness - see EARS/Hearing	HP:0000407	Sensorineural hearing impairment	Good	0
06.07.00	Ear helix, general abnormalities	HP:0011039	Abnormality of the helix	Good	0
06.01.11	Auricular tags	HP:0000384	Preauricular skin tag	OK	0
06.01.14	Simple ears	HP:0000377	Abnormality of the pinna	?	0
06.01.15	Small ears/microtia	HP:0008551	Microtia	OK	0
06.02.02	Prominent anti-helix	HP:0000395	Prominent antihelix	Good	0
06.01.06	Dysplastic ears	HP:0000377	Abnormality of the pinna	OK	0
06.01.07	Large ears	HP:0000400	Macrotia	Good	0
06.06.00	Deafness, general abnormalities	HP:0000365	Hearing impairment	OK	0
06.06.01	Deafness, non-specific	HP:0000365	Hearing impairment	OK	0
32.14.15	* deafness, general - see EARS/Hearing	HP:0000365	Hearing impairment	OK	0
06.01.12	Prominent ears	HP:0000412	Prominent ears	Good	0
06.04.01	Absent auditory canal	HP:0000413	Atresia of the external auditory canal	Good	0
09.01.05	Pinched nose	HP:0000418	Narrow nasal ridge	OK	0
09.06.00	Nasal septum, general abnormalities	HP:0000419	Abnormality of the nasal septum	Good	0
09.06.05	Short nasal septum	HP:0000420	Short nasal septum	Good	0
09.03.00	Nasal bridge, general abnormalities	HP:0000422	Abnormality of the nasal bridge	Good	0
09.01.01	Broad base to nose.	HP:0000431	Wide nasal bridge	OK	0
09.03.01	Depressed/flat nasal bridge	HP:0005280	Depressed nasal bridge	Good	0
09.03.02	High/prominent nasal bridge	HP:0000426	Prominent nasal bridge	Good	0
09.01.06	Concave profile of nose	HP:0000463	Anteverted nares	?	0
09.01.10	Upturned nose	HP:0000463	Anteverted nares	OK	0
09.02.00	Alae nasi, general abnormalities	HP:0000429	Abnormality of the nasal alae	Good	0
09.02.01	Notched/hypoplastic alae nasi	HP:0000430	Hypoplastic nasal alae	OK	0
09.03.04	Wide nasal bridge	HP:0000431	Wide nasal bridge	Good	0
09.07.00	Nasal tip, general abnormalities	HP:0000436	Abnormality of the nasal tip	Good	0
09.07.04	Overhanging/depressed nasal tip	HP:0000437	Depressed nasal tip	OK	0
09.01.09	Small/short nose	HP:0003196	Short nose	OK	0
09.07.03	Bulbous nasal tip	HP:0000414	Bulbous nose	Good	0
09.01.07	Convex/beaked profile of nose	HP:0000444	Convex nasal ridge	OK	0
09.03.03	Thin nasal bridge	HP:0000446	Narrow nasal bridge	OK	0
09.07.02	Broad nasal tip	HP:0000455	Broad nasal tip	Good	0
09.07.01	Bifid nasal tip	HP:0000456	Bifid nasal tip	Good	0
09.01.08	Flat nose	HP:0000457	Flat nose	Good	0
32.14.01	N.1 Olfactory hypoplasia/Anosmia	HP:0000458	Anosmia	OK	0
09.01.04	Large nose	HP:0000448	Prominent nose	OK	0
09.05.01	Anteverted nares	HP:0000463	Anteverted nares	Good	0
09.05.04	Flared nares	HP:0000463	Anteverted nares	OK	0
15.00.00	NECK	HP:0000464	Abnormality of the neck	OK	0
15.01.00	Neck, general abnormalities	HP:0000464	Abnormality of the neck	Good	0
15.01.08	Webbed neck	HP:0000465	Webbed neck	Good	0
15.01.05	Short neck	HP:0000470	Short neck	Good	0
15.01.04	Long neck	HP:0000472	Long neck	Good	0
15.01.07	Torticollis, retrocollis/including stiff neck	HP:0000473	Spasmodic torticollis	OK	0
15.01.10	Thick/broad neck	HP:0000475	Broad neck	OK	0
15.01.09	Nuchal bleb/cystic hygroma of neck	HP:0000476	Cystic hygroma	OK	0
07.00.00	EYES, GLOBES	HP:0000478	Abnormality of the eye	OK	0
07.01.00	Eyes, general abnormalities (including spacing)	HP:0000478	Abnormality of the eye	OK	0
07.11.00	Retina, general abnormalities	HP:0000479	Abnormality of the retina	Good	0
07.04.00	Cornea, general abnormalities	HP:0000481	Abnormality of the cornea	Good	0
07.04.07	Microcornea	HP:0000482	Microcornea	Good	0
07.04.05	Macrocornea/megalocornea	HP:0000485	Megalocornea	OK	0
07.13.08	Strabismus	HP:0000486	Strabismus	Good	0
32.14.13	* strabismus/gaze palsy - see EYES (GENERAL)	HP:0000486	Strabismus	Good	0
07.05.00	Globes, general abnormalities	HP:0000489	Abnormality of globe location or size	OK	0
07.01.03	Deep-set eyes	HP:0000490	Deeply set eye	Good	0
08.03.00	Eyelids, general abnormalities	HP:0000492	Abnormality of the eyelid	Good	0
08.05.05	Palpebral fissures slant down	HP:0000494	Downslanted palpebral fissures	Good	0
07.04.08	Ulceration of cornea	HP:0000495	Recurrent corneal erosions	OK	0
08.03.11	Chronic blepharitis	HP:0000498	Blepharitis	OK	0
08.02.00	Eyelashes, general abnormalities	HP:0000499	Abnormality of the eyelashes	Good	0
07.05.04	Glaucoma	HP:0000501	Glaucoma	Good	0
07.03.00	Conjunctiva, general abnormalities	HP:0000502	Abnormality of the conjunctiva	Good	0
07.13.00	Vision, general abnormalities	HP:0000504	Abnormality of vision	Good	0
32.14.09	* vision, general - see EYES, GLOBES	HP:0000504	Abnormality of vision	Good	0
07.13.01	Vision, non-specific impairment	HP:0000505	Visual impairment	OK	0
07.01.04	Dystopia canthorum (telecanthus)	HP:0000506	Telecanthus	Good	0
