?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HP_0004394>		"UMLS:C0236048 SNOMEDCT_US:78809005 MSH:C562464 SNOMEDCT_US:87252009"
<http://purl.obolibrary.org/obo/HP_0500210>	"Abnormally increased levels of methionine in cerebrospinal fluid."	
<http://purl.obolibrary.org/obo/HP_0004261>		"UMLS:C4021667"
<http://purl.obolibrary.org/obo/HP_0025198>	"A non-malignant sessile or pedunculated polyp in the colon and rectum that displays a cap of inflammatory granulation tissue with fibrinopurulent exudate that covers the polyp."	
<http://purl.obolibrary.org/obo/HP_0100175>		"UMLS:C4022246"
<http://purl.obolibrary.org/obo/HP_0009164>		"UMLS:C1968592"
<http://purl.obolibrary.org/obo/HP_0007868>		
<http://purl.obolibrary.org/obo/HP_0007602>		"UMLS:C4024835"
<http://purl.obolibrary.org/obo/HP_0410304>	"The inability to synthesize postvaccination antibodies against a meningococcus antigen, as measured by antibody titer determination following vaccination."	
<http://purl.obolibrary.org/obo/HP_0001241>		"UMLS:C1857002"
<http://purl.obolibrary.org/obo/HP_0001374>		"SNOMEDCT_US:48334007 UMLS:C0019555 SNOMEDCT_US:52781008 MSH:D006618"
<http://purl.obolibrary.org/obo/HP_0011994>	"An abnormality of the interatrial septum."	"SNOMEDCT_US:253363004 UMLS:C0344722 Fyler:2002"
<http://purl.obolibrary.org/obo/HP_0001034>	"A hyperpigmented circumscribed area of change in normal skin color without elevation or depression of any size."	"UMLS:C1842774"
<http://purl.obolibrary.org/obo/HP_0045003>		"UMLS:C4022407"
<http://purl.obolibrary.org/obo/HP_0031528>	"Deposits accumulating between the outer retina and the retinal pigment epithelium."	
<http://purl.obolibrary.org/obo/HP_0002787>	"Calcification (abnormal deposits of calcium) in the tracheal tissues."	"SNOMEDCT_US:81089005 UMLS:C0264324"
<http://purl.obolibrary.org/obo/HP_0012394>	"Allergy to iodine contrast media used in radiological studies."	"UMLS:C4022917"
<http://purl.obolibrary.org/obo/HP_0008777>	"An abnormality of the vocal cord."	"UMLS:C0262665"
<http://purl.obolibrary.org/obo/HP_0009439>	"Hypoplasia (congenital reduction in size) of the middle phalanx of the third finger."	"UMLS:C4021474"
<http://purl.obolibrary.org/obo/HP_0009163>		
<http://purl.obolibrary.org/obo/HP_0100174>		"UMLS:C4022247"
<http://purl.obolibrary.org/obo/HP_0005011>	"Shortening of the middle parts of the arm in relation to the upper and terminal segments."	"UMLS:C1862087"
<http://purl.obolibrary.org/obo/HP_0007601>		"UMLS:C1840310"
<http://purl.obolibrary.org/obo/HP_0045004>		"UMLS:C4022406"
<http://purl.obolibrary.org/obo/HP_0004009>		"UMLS:C4025448"
<http://purl.obolibrary.org/obo/HP_0025011>	"Narrowing of the anterior nasal aperture (piriform or pyriform aperture), which is a pear-shaped opening in the skull that forms the bony inlet of the nose."	
<http://purl.obolibrary.org/obo/HP_0006539>		"UMLS:C4025024"
<http://purl.obolibrary.org/obo/HP_0100818>	"Increased inferior to superior extent of the thorax."	"UMLS:C0575484 SNOMEDCT_US:298710001"
<http://purl.obolibrary.org/obo/HP_0012896>	"An anomaly identified by motor evoked potentials (MEPs). MEPs are measured following single-pulse or repetitive transcranial magnetic stimulation and can be used for the assessment of the excitability of the motor cortex and the integrity of conduction along the central and peripheral motor pathways."	"UMLS:C4022687"
<http://purl.obolibrary.org/obo/HP_0100044>		"UMLS:C4022377"
<http://purl.obolibrary.org/obo/HP_0012750>	"A darker than expected T2 signal on magnetic resonance imaging (MRI) of the brainstem. This term refers to a diffuse hypointensity affecting the entire brainstem."	"UMLS:C4022746"
<http://purl.obolibrary.org/obo/HP_0010103>	"Underdevelopment (hypoplasia) of the distal phalanx of big toe."	"UMLS:C4021335"
<http://purl.obolibrary.org/obo/HP_0005043>	"Irregularity of the normally smooth surface of the metaphysis at the proximal end of the humerus (at the shoulder)."	"UMLS:C1865128"
<http://purl.obolibrary.org/obo/HP_0100177>		"UMLS:C4022244"
<http://purl.obolibrary.org/obo/HP_0003542>	"An increased concentration of pyruvate in the blood."	"UMLS:C1849488"
<http://purl.obolibrary.org/obo/HP_0031004>	"Areflexia that is limited to one side of the body."	
<http://purl.obolibrary.org/obo/HP_0000046>		"UMLS:C0431659 SNOMEDCT_US:204912007"
<http://purl.obolibrary.org/obo/HP_0031914>	"Varying irregularly over time in severity, amount, or amplitude."	
<http://purl.obolibrary.org/obo/HP_0004008>		"UMLS:C4025449"
<http://purl.obolibrary.org/obo/HP_0100928>	"An elevation in bone density in one or more phalanges of the fourth toe. Sclerosis is normally detected on a radiograph as an area of increased opacity."	"UMLS:C4020928"
<http://purl.obolibrary.org/obo/HP_0003909>		"UMLS:C4025515"
<http://purl.obolibrary.org/obo/HP_0500189>	"Any deviation from the normal concentration of leucine in the cerebrospinal fluid."	
<http://purl.obolibrary.org/obo/HP_0025235>	"A parasomnia that occurs in non-rapid eye movement (NREM) sleep. This refers to a disorder of arousal that occurs during slow-wave sleep (ie, NREM stage 3 sleep)."	
<http://purl.obolibrary.org/obo/HP_0002153>	"An abnormally increased potassium concentration in the blood."	"UMLS:C0020461 MSH:D006947 SNOMEDCT_US:14140009 SNOMEDCT_US:166689004 SNOMEDCT_US:238142003"
<http://purl.obolibrary.org/obo/HP_0002281>	"Gray matter heterotopia is a neurological disorder caused by clumps of grey matter being located in the wrong part of the brain. It is characterized as a type of cortical malformation. The neurons in heterotopia may appear to be normal, except for their mislocation; nuclear studies have shown glucose metabolism equal to that of normally positioned gray matter. The condition causes a variety of symptoms, but usually includes some degree of epilepsy or recurring seizures, and often affects the brain's ability to function on higher levels. Symptoms range from nonexistent to profound, in which case heterotopia can result in severe seizure disorder, loss of motor skills, and mental retardation."	"SNOMEDCT_US:253150002 UMLS:C0266491 SNOMEDCT_US:448041008"
<http://purl.obolibrary.org/obo/HP_0025150>	"Sparse and small myenteric ganglia"	
<http://purl.obolibrary.org/obo/HP_0010677>	"Enuresis occurring during sleeping hours."	"MSH:D053206 UMLS:C0270327 SNOMEDCT_US:8009008"
<http://purl.obolibrary.org/obo/HP_0100176>		"UMLS:C4022245"
<http://purl.obolibrary.org/obo/HP_0009689>	"Abnormally large size of the epiphyses of the thumb with respect to age-dependent norms."	"UMLS:C4021406"
<http://purl.obolibrary.org/obo/HP_0004558>	"A flattened vertebral body shape with reduced distance between the vertebral endplates affecting the cervical spine."	"UMLS:C1856641"
<http://purl.obolibrary.org/obo/HP_0030205>	"The variation in the time interval between the two action potentials of the same motor unit is called jitter. This term therefore applies to increased variability in the interval between successive action potentials of the same motor unit, which is measured by electromyography (EMG)."	"UMLS:C4021045"
<http://purl.obolibrary.org/obo/HP_0007736>		
<http://purl.obolibrary.org/obo/HP_0007603>		"UMLS:C1859923"
<http://purl.obolibrary.org/obo/HP_0032122>	"A reduction in visual acuity with best corrected visual acuity between 1.40 (20/500) and 1.89 logMAR (up to roughly 20/1590)."	
<http://purl.obolibrary.org/obo/HP_0008812>	"An abnormally flattened femoral head."	"UMLS:C1860601"
<http://purl.obolibrary.org/obo/HP_0003198>	"A disorder of muscle unrelated to impairment of innervation or neuromuscular junction."	"MSH:D009135 SNOMEDCT_US:129565002 UMLS:C0026848"
<http://purl.obolibrary.org/obo/HP_0007869>		
<http://purl.obolibrary.org/obo/HP_0000045>		"UMLS:C4025895"
<http://purl.obolibrary.org/obo/HP_0009299>		"UMLS:C4024459"
<http://purl.obolibrary.org/obo/HP_0030957>	"A bowing (bulding to one side) of the interventricular septum of more than 15 mm on either side in adults and 5 mm in children during normal cardiac motion."	
<http://purl.obolibrary.org/obo/HP_0004007>		"UMLS:C4025450"
<http://purl.obolibrary.org/obo/HP_0010691>	"Mirror image duplication of digits affecting the feet."	"UMLS:C4021238"
<http://purl.obolibrary.org/obo/HP_0001645>	"The heart suddenly and unexpectedly stops beating resulting in death within a short time period (generally within 1 h of symptom onset)."	"SNOMEDCT_US:95281009 MSH:D016757 UMLS:C0085298"
<http://purl.obolibrary.org/obo/HP_0010544>	"Vertical nystagmus may present with either up-beating or down-beating eye movements or both. When present in the straight-ahead position of gaze it is referred to as upbeat nystagmus or downbeat nystagmus."	"MSH:D009759 SNOMEDCT_US:111533001 UMLS:C0271386"
<http://purl.obolibrary.org/obo/HP_0000503>	"The presence of an increased number of twists and turns of the conjunctival blood vessels."	"UMLS:C1855391"
<http://purl.obolibrary.org/obo/HP_0030017>	"Recurrent or persistent involuntary spasms of the musculature of the outer third of the vagina that interferes with vaginal penetration, and which causes personal distress."	"pmid:16391543 UMLS:C2004487 SNOMEDCT_US:79012001 MSH:D052065"
<http://purl.obolibrary.org/obo/HP_0100179>		"UMLS:C4022242"
<http://purl.obolibrary.org/obo/HP_0005336>		"UMLS:C1969673"
<http://purl.obolibrary.org/obo/HP_0100046>		"UMLS:C4022375"
<http://purl.obolibrary.org/obo/HP_0002120>	"Atrophy of the cortex of the cerebrum."	"SNOMEDCT_US:278849000 UMLS:C0235946"
<http://purl.obolibrary.org/obo/HP_0010431>	"Reduced length of one or more phalanx of second toe as a result of developmental hypoplasia."	"UMLS:C4021269"
<http://purl.obolibrary.org/obo/HP_0045007>		"UMLS:C4022403"
<http://purl.obolibrary.org/obo/HP_0002310>		"MSH:D020820 UMLS:C0152115 SNOMEDCT_US:49386006"
<http://purl.obolibrary.org/obo/HP_0003634>	"Congenital lack of development of the muscles, which are then replaced by a mixture of dense fat and fibrous tissue."	"SNOMEDCT_US:205532005 UMLS:C0432185"
<http://purl.obolibrary.org/obo/HP_0040262>	"Middle ear is filled with glue-like fluid instead of air."	"UMLS:C0029883 SNOMEDCT_US:78868004 MSH:D010034"
<http://purl.obolibrary.org/obo/HP_0011759>	"A type of pituitary adenoma that produces gonadotropins."	"UMLS:C4021122"
<http://purl.obolibrary.org/obo/HP_0004006>		"UMLS:C4025451"
<http://purl.obolibrary.org/obo/HP_0031711>	"An abdominal aortic aneurysm that is not symmetric around its axis (not axisymmetric)."	
<http://purl.obolibrary.org/obo/HP_0004139>		
<http://purl.obolibrary.org/obo/HP_0007990>	"Underdevelopment of the stroma of iris."	"UMLS:C1860344"
<http://purl.obolibrary.org/obo/HP_0003907>		"UMLS:C4025517"
<http://purl.obolibrary.org/obo/HP_0001113>		
<http://purl.obolibrary.org/obo/HP_3000011>	"An abnormality of a palatoglossus muscle."	"UMLS:C4073220"
<http://purl.obolibrary.org/obo/HP_0001379>		
<http://purl.obolibrary.org/obo/HP_0002526>	"Impaired ability to repeat non-word sounds. Nonword repetition (NWR) is a measure of short-term phonological memory."	"UMLS:C4025702"
<http://purl.obolibrary.org/obo/HP_0100045>		"UMLS:C4022376"
<http://purl.obolibrary.org/obo/HP_0010778>	"Marked widening of the trachea."	"UMLS:C4023705"
<http://purl.obolibrary.org/obo/HP_0045008>		"UMLS:C4022402"
<http://purl.obolibrary.org/obo/HP_0031372>	"Increased muscle weakness upon exposure to cold temperatures."	
<http://purl.obolibrary.org/obo/HP_0002311>		"MSH:D001259 SNOMEDCT_US:302289002 SNOMEDCT_US:281016006 UMLS:C0520966"
<http://purl.obolibrary.org/obo/HP_0001305>	"A congenital brain malformation typically characterized by incomplete formation of the cerebellar vermis, dilation of the fourth ventricle, and enlargement of the posterior fossa. In layman's terms, Dandy Walker malformation is a cyst in the cerebellum (typically symmetrical) that is involved with the fourth ventricle. This may interfere with the ability to drain cerebrospinal fluid from the brain, resulting in hydrocephalus. Dandy Walker cysts are formed during early embryonic development, while the brain forms. The cyst in the cerebellum typically has several blood vessels running through it connecting to the brain, thereby prohibiting surgical removal."	"SNOMEDCT_US:14447001 MSH:D003616 UMLS:C0010964"
<http://purl.obolibrary.org/obo/HP_0040135>	"Any abnormality in the serum transferrin saturation, which is calculated by dividing the serum iron level by total iron-binding capacity."	"UMLS:C4022419"
<http://purl.obolibrary.org/obo/HP_0030530>		"MSH:D012607 UMLS:C4280302 UMLS:C0271198 SNOMEDCT_US:15462009"
<http://purl.obolibrary.org/obo/HP_0004005>		"UMLS:C4025452"
<http://purl.obolibrary.org/obo/HP_0006402>		"UMLS:C1840307"
<http://purl.obolibrary.org/obo/HP_0004138>		
<http://purl.obolibrary.org/obo/HP_0006668>		"UMLS:C1859361"
<http://purl.obolibrary.org/obo/HP_0005245>	"Developmental hypoplasia of the intestine."	"UMLS:C4021640"
<http://purl.obolibrary.org/obo/HP_0100493>	"A decreased concentration of ammonia in the blood."	"UMLS:C4022041"
<http://purl.obolibrary.org/obo/HP_0000546>	"A nonspecific term denoting degeneration of the retinal pigment epithelium and/or retinal photoreceptor cells."	"UMLS:C0035304 MSH:D012162 SNOMEDCT_US:95695004"
<http://purl.obolibrary.org/obo/HP_0005201>		"UMLS:C4025236"
<http://purl.obolibrary.org/obo/HP_0100048>		"UMLS:C4022373"
<http://purl.obolibrary.org/obo/HP_0007733>		"UMLS:C1846266"
<http://purl.obolibrary.org/obo/HP_0007866>		"UMLS:C0281967"
<http://purl.obolibrary.org/obo/HP_0045009>		"UMLS:C4022401"
<http://purl.obolibrary.org/obo/HP_0031980>	"Any deviation from the normal concentration of a carboxylic acid in the urine."	
<http://purl.obolibrary.org/obo/HP_0030494>	"Small, red dots in the superficial retinal layers (it is difficult to distinguish between small hemorrhages and microaneurysms)."	"UMLS:C4072982"
<http://purl.obolibrary.org/obo/HP_0010991>	"An abnormality of the abdominal musculature."	"UMLS:C4023608"
<http://purl.obolibrary.org/obo/HP_0008097>		"UMLS:C1844520"
<http://purl.obolibrary.org/obo/HP_0030531>		"UMLS:C4073005"
<http://purl.obolibrary.org/obo/HP_0005849>	"Generalized deposition of calcium salts within the brain."	"UMLS:C4025125"
<http://purl.obolibrary.org/obo/HP_0006380>	"A bent (flexed) knee joint that cannot be straightened actively or passively."	"SNOMEDCT_US:202289003 UMLS:C0409355"
<http://purl.obolibrary.org/obo/HP_0004004>		"UMLS:C4025453"
<http://purl.obolibrary.org/obo/HP_0003905>		"UMLS:C4280541 UMLS:C4025518"
<http://purl.obolibrary.org/obo/HP_0031180>	"An expanding erythematous (red) skin lesion, usually round or oval, by definition at least 5 cm in size (in largest diameter)."	
<http://purl.obolibrary.org/obo/HP_0004334>	"Partial or complete wasting (atrophy) of the skin."	"MEDDRA:10040799 SNOMEDCT_US:400190005 SNOMEDCT_US:399979006 UMLS:C0151514"
<http://purl.obolibrary.org/obo/HP_0006564>	"Intermittently increased size of the liver."	"UMLS:C1835881"
<http://purl.obolibrary.org/obo/HP_0004295>	"An abnormality of the gastric mucous membrane."	"UMLS:C4025362"
<http://purl.obolibrary.org/obo/HP_0100047>		"UMLS:C4022374"
<http://purl.obolibrary.org/obo/HP_0005335>		"UMLS:C4025214"
<http://purl.obolibrary.org/obo/HP_0011848>	"A type of abdominal pain that comes and goes in waves, most often starting and ending suddenly and being of severe intensity."	"SNOMEDCT_US:9991008 MSH:D003085 UMLS:C0232488"
<http://purl.obolibrary.org/obo/HP_0008011>	"Reduced transparency of the peripheral region of the cornea."	"UMLS:C0155100 SNOMEDCT_US:55713007"
<http://purl.obolibrary.org/obo/HP_0031119>	"A type of bicuspid aortic valve (BAV) characterized by a single raphe between the right and left cusps (RL fusion pattern). This results in two leaflefts with an anterior-posterior leaflet orientation (also called the typical pattern). There is thus one completely developed noncoronary cusp, two completely developed commissures, and one raphe between the underdeveloped left and right coronary cusps extending to the corresponding malformed commissure."	
<http://purl.obolibrary.org/obo/HP_0002313>		"SNOMEDCT_US:312444006 UMLS:C0037771 MSH:D020336"
<http://purl.obolibrary.org/obo/HP_0009055>	"Generalized (unlocalized) atrophy affecting muscles of the limbs in both proximal and distal locations."	"UMLS:C1838114"
<http://purl.obolibrary.org/obo/HP_0006400>		"UMLS:C1859462"
<http://purl.obolibrary.org/obo/HP_0006533>		"UMLS:C4025025"
<http://purl.obolibrary.org/obo/HP_0004307>	"Thickening of the left ventricle wall with congenital onset."	"UMLS:C4025359"
<http://purl.obolibrary.org/obo/HP_0030532>		"UMLS:C4073006"
<http://purl.obolibrary.org/obo/HP_0004003>		"UMLS:C4025454"
<http://purl.obolibrary.org/obo/HP_0003904>		"UMLS:C4021709"
<http://purl.obolibrary.org/obo/HP_0006799>		"UMLS:C1837251"
<http://purl.obolibrary.org/obo/HP_0100546>	"Narrowing of the carotid arteries."	"SNOMEDCT_US:64586002 MSH:D016893 UMLS:C0007282"
<http://purl.obolibrary.org/obo/HP_0005565>	"Reduced differentiation between renal cortex and medulla on diagnostic imaging."	"UMLS:C3807131"
<http://purl.obolibrary.org/obo/HP_0008848>	"A moderate degree of short stature, more than -3 SD but not more than -4 SD from mean corrected for age and sex."	"UMLS:C1861519"
<http://purl.obolibrary.org/obo/HP_0031577>	"The cleft of the lip is just medial to the oral commissure and extends across the cheek as a furrow. It ends as a cleft at the junction of the middle and lateral third of the lower eyelid. Microphthalmia is frequently present. The alveolar cleft is through the premolar region and extends superiorly through the orbit at the inferolateral part of the rim and floor. There is a vertical soft tissue deficiency between the lateral portion of the lip and the lower eyelid cleft. The left side of the nose shows vertical shortening, and the left alar base is displaced superiorly. Facial asymmetry secondary to the skeletal abnormality is reflected by a vertical orbital dystopia. However, bothglobes are normal, and there is no abnormality of the upper eyelids, eyebrow, forehead, or frontal hairline. The skeletal clefts vary, ranging from a narrow skeletal furrow that traverses the anterior maxillary wall as on the rightto a broad cleft of the maxilla lateral to the infraorbital foramen and maxillary sinus. This latter cleft enters the inferolateral orbital rim and floor without posterior communication with the inferior orbital fissure on the left side. Medial collapse of the lateral maxillary segments is present bilaterally, with reduction in the transverse dimensions of the maxillary arch. Manifestations of the skeletal disturbance in the sphenoid include a shortening and thickening of the lateral orbital walls in the region of the greater wing and mild asymmetric placement of the pterygoid plates relative to the midline. The right-sided pterygoid plates are smaller and closer to the midline. There is minimal asymmetry of the cranial base and calvarium."	
<http://purl.obolibrary.org/obo/HP_0030533>		"UMLS:C4073007"
<http://purl.obolibrary.org/obo/HP_0011597>		"UMLS:C4023276"
<http://purl.obolibrary.org/obo/HP_0000918>	"The presence of multiple exostoses on the scapula. An exostosis is a benign growth the projects outward from the bone surface. It is capped by cartilage."	"UMLS:C1851415"
<http://purl.obolibrary.org/obo/HP_0011077>	"An abnormality of molar tooth."	"UMLS:C4023547"
<http://purl.obolibrary.org/obo/HP_0500066>	"The difference between total and manifest myopia."	
<http://purl.obolibrary.org/obo/HP_0010134>		"UMLS:C4024025"
<http://purl.obolibrary.org/obo/HP_0000591>	"An abnormality of the sclera."	"UMLS:C4025840"
<http://purl.obolibrary.org/obo/HP_0100401>	"Partial or complete duplication of middle phalanx of third toe."	"UMLS:C4020996"
<http://purl.obolibrary.org/obo/HP_0031670>	"A murmur that occurs in both systole and diastole."	
<http://purl.obolibrary.org/obo/HP_0010267>		"UMLS:C4023934"
<http://purl.obolibrary.org/obo/HP_0009828>	"The distal parts of the limbs are missing leading to a stump formation."	"UMLS:C4024192"
<http://purl.obolibrary.org/obo/HP_0032422>	"Any deviation from the normal concentration of the HDL2a subfraction in the blood circulation. An HDL2B particle is defined as an HDL particle with a size of 9.7-12 nm."	
<http://purl.obolibrary.org/obo/HP_0031990>	"A contraction of ipsilateral facial muscles subsequent to percussion over the facial nerve."	
<http://purl.obolibrary.org/obo/HP_0500207>	"Abnormally decreased levels of lysine in cerebrospinal fluid."	
<http://purl.obolibrary.org/obo/HP_0032078>	"A phalangeal malformation that is termed angel-shaped phalanx (ASP), because of its resemblance to the angels used for decoration of Christmas trees. The various components of an angel-shaped phalanx are: diaphyseal cuff (wings), surrounding a meta-diaphyseal core (body), which may appear empty or structured with a cone-shaped epiphysis (skirt) and pseudoepiphysis (head)."	
<http://purl.obolibrary.org/obo/HP_0030534>		"UMLS:C4073008"
<http://purl.obolibrary.org/obo/HP_0005622>	"Increased cross-section (diameter) of the long bones. Note that widening may primarily affect specific regions of long bones (e.g., diaphysis or metaphysis), but this should be coded separately."	"UMLS:C4021630"
<http://purl.obolibrary.org/obo/HP_0100049>		"UMLS:C4022372"
<http://purl.obolibrary.org/obo/HP_0011598>		"UMLS:C4021140"
<http://purl.obolibrary.org/obo/HP_0007537>	"A severe degree of photosensitivity of the skin."	"UMLS:C1849186"
<http://purl.obolibrary.org/obo/HP_0010481>	"The presence of an abnormal membrane obstructing the urethra."	"SNOMEDCT_US:297163001 UMLS:C0266345"
<http://purl.obolibrary.org/obo/HP_0031455>	"A gangioleneuroma originating from sympathetic ganglion cells in the abdomen."	
<http://purl.obolibrary.org/obo/HP_0011943>	"Increased concentration of thiosulfate(2-) in the urine."	"UMLS:C3148695"
<http://purl.obolibrary.org/obo/HP_0002723>	"An absence of the phase of elevated metabolic activity, during which oxygen consumption increases, that occurs in neutrophils, monocytes, and macrophages shortly after phagocytosing material. An enhanced uptake of oxygen leads to the production, by an NADH dependent system, of hydrogen peroxide (H2O2), superoxide anions and hydroxyl radicals, which play a part in microbiocidal activity."	"UMLS:C1844385"
<http://purl.obolibrary.org/obo/HP_0010266>		"UMLS:C4023935"
<http://purl.obolibrary.org/obo/HP_0200119>	"Short-term infection iwith one of the five hepatitis viruses that causes inflammation of the liver."	"UMLS:C0267797 SNOMEDCT_US:37871000"
<http://purl.obolibrary.org/obo/HP_0010133>		"UMLS:C4024026"
<http://purl.obolibrary.org/obo/HP_0004742>	"An abnormality of the renal collecting system."	"UMLS:C1851303"
<http://purl.obolibrary.org/obo/HP_0002536>	"An abnormality of the gyri (i.e., the ridges) of the cerebral cortex of the brain."	"UMLS:C1856019"
<http://purl.obolibrary.org/obo/HP_0010399>		"UMLS:C4023855"
<http://purl.obolibrary.org/obo/HP_0012705>	"An anomaly of metabolism in the brain identified by magnetic resonance spectroscopy (MRS)."	"UMLS:C4022764"
<http://purl.obolibrary.org/obo/HP_0032116>	"Horizontal 10-40 degree excursions from fixation and back again."	
<http://purl.obolibrary.org/obo/HP_0012279>	"Reduced concentration of serine in the blood."	"UMLS:C4022971"
<http://purl.obolibrary.org/obo/HP_0031942>	"Anomaly where the intestinal and the splenic venous drainage bypass the liver and drain into systemic veins through other possible venous shunts."	
<http://purl.obolibrary.org/obo/HP_0012655>	"Increased concentration of dopamine in the cerebrospinal fluid (CSF)."	"UMLS:C4022801"
<http://purl.obolibrary.org/obo/HP_0003521>	"A type of disproportionate short stature characterized by a short trunk but a average-sized limbs."	"UMLS:C1846435"
<http://purl.obolibrary.org/obo/HP_0030535>		"UMLS:C4073009"
<http://purl.obolibrary.org/obo/HP_0012039>	"Presence of folds in the Descement membrane, which is the basement membrane of the endothelial (inner) cell layer of the cornea. Descement membrane folds are generally a manifestation of inflammation or edema of the cornea."	"SNOMEDCT_US:193821003 UMLS:C0155116"
<http://purl.obolibrary.org/obo/HP_0030010>	"Hydrometrocolpos is an accumulation of uterine and vaginal secretions as well as menstrual blood in the uterus and vagina."	"pmid:24046799 UMLS:C0269209 SNOMEDCT_US:60023006"
<http://purl.obolibrary.org/obo/HP_0100392>	"Developmental hypoplasia of the middle phalanx of third toe."	"UMLS:C4021005"
<http://purl.obolibrary.org/obo/HP_0031589>	"Frequent thinking about or preoccupation with killing onself."	
<http://purl.obolibrary.org/obo/HP_0002590>		"MSH:D007418 UMLS:C0030446 SNOMEDCT_US:55525008"
<http://purl.obolibrary.org/obo/HP_0010265>		"UMLS:C4023936"
<http://purl.obolibrary.org/obo/HP_0010132>		"UMLS:C4024027"
<http://purl.obolibrary.org/obo/HP_0005323>	"Unilateral overgrowth of facial tissues, including muscles, bones and skin."	"UMLS:C1399354 SNOMEDCT_US:10394003 MSH:D005621 MSH:C563014 SNOMEDCT_US:697962004 UMLS:C0016719"
<http://purl.obolibrary.org/obo/HP_0010615>	"Angiofibroma consist of many often dilated vessels."	"SNOMEDCT_US:302857002 SNOMEDCT_US:60392001 UMLS:C0206731 MSH:D018322 NCIT:C3799"
<http://purl.obolibrary.org/obo/HP_0012248>	"Increased time for the PR interval (beginning of the P wave to the beginning of the QRS complex)."	"SNOMEDCT_US:164947007 UMLS:C0600125"
<http://purl.obolibrary.org/obo/HP_0040082>	"A conspicuously happy disposition with frequent smiling and laughing that may be context-inappropriate or unrelated to context."	"UMLS:C1856115"
<http://purl.obolibrary.org/obo/HP_0032450>	"Detection of arsenic in the blood circulation."	
<http://purl.obolibrary.org/obo/HP_0010055>	"Visible increase in width of the hallux without an increase in the dorso-ventral dimension."	"UMLS:C1867131"
<http://purl.obolibrary.org/obo/HP_0031722>	"An intermittent esotropia where there is binocular single vision on distance fixation and esotropia at near even when the accommodation is relieved."	
<http://purl.obolibrary.org/obo/HP_0011141>	"A type of cataract (opacification of the lens) that forms during the course of aging."	"SNOMEDCT_US:39450006 UMLS:C0036646"
<http://purl.obolibrary.org/obo/HP_0100760>	"Terminal broadening of the toes (distal phalanges of the toes)."	"MSH:D003025 SNOMEDCT_US:397932003 UMLS:C0009081 UMLS:C3887489 SNOMEDCT_US:53148007 SNOMEDCT_US:249808002"
<http://purl.obolibrary.org/obo/HP_0030536>		"UMLS:C4073010"
<http://purl.obolibrary.org/obo/HP_0011097>	"A sudden flexion, extension or mixed extension-flexion of predominantly proximal and truncal muscles which is usually more sustained than a myoclonic movement but not as sustained as a tonic seizure."	"UMLS:C1527366 MSH:D013036 SNOMEDCT_US:28055006 UMLS:C0037769"
<http://purl.obolibrary.org/obo/HP_0031316>	"A structural anomaly of the muscle layer of the heart wall of a cardiac ventricle."	
<http://purl.obolibrary.org/obo/HP_0000774>	"Reduced width of the chest from side to side, associated with a reduced distance from the sternal notch to the tip of the shoulder."	"SNOMEDCT_US:249671009 UMLS:C0426790"
<http://purl.obolibrary.org/obo/HP_0000808>	"A severe form of hypospadias in which the urethral opening is located at the junction of the penis and scrotum."	"UMLS:C0452147 SNOMEDCT_US:204889008"
<http://purl.obolibrary.org/obo/HP_0031103>	"A reduction below the normal range of the antimullerian hormone in the circulation."	
<http://purl.obolibrary.org/obo/HP_0002474>	"A delay in the acquisition of the ability to use language to communicate needs, wishes, or thoughts."	"SNOMEDCT_US:229734008 UMLS:C0454641 UMLS:C4280573 UMLS:C1847610"
<http://purl.obolibrary.org/obo/HP_0010131>		"UMLS:C4024028"
<http://purl.obolibrary.org/obo/HP_0008069>	"A tumor (abnormal growth of tissue) of the skin."	"NCIT:C3262 UMLS:C0007114 SNOMEDCT_US:126488004 MSH:D012878 SNOMEDCT_US:372130007 UMLS:C0037286"
<http://purl.obolibrary.org/obo/HP_0000309>	"An anomaly of the midface, which is a region and not an anatomical term. It extends, superiorly, from the inferior orbital margin to, inferiorly, the level of nasal base. It is formed by the maxilla (upper jaw) and zygoma and cheeks and malar region. Traditionally, the nose and premaxilla are not included in the midface."	"UMLS:C4021811"
<http://purl.obolibrary.org/obo/HP_0030537>		"UMLS:C4073011"
<http://purl.obolibrary.org/obo/HP_0001115>	"A polar cataract that affects the posterior pole of the lens."	"UMLS:C1850191"
<http://purl.obolibrary.org/obo/HP_0002867>	"An abnormality of the ilium, the largest and uppermost bone of the pelvis."	"UMLS:C4021746"
<http://purl.obolibrary.org/obo/HP_0007715>		"UMLS:C1859436"
<http://purl.obolibrary.org/obo/HP_0032022>	"Presence of abnormally increased amounts of intraepidermal inflammatory cells with a predominance of eosinophils."	
<http://purl.obolibrary.org/obo/HP_0030499>	"Drusen (singular, 'druse') are tiny yellow or white accumulations of extracellular material (lipofuscin) that build up in Bruch's membrane of the eye. This class refers to the presence of Drusen in the macula."	"UMLS:C0677628 SNOMEDCT_US:247154004"
<http://purl.obolibrary.org/obo/HP_0410050>	"A decrease in the level of 1,5 anhydroglucitol in the serum. 1,5-Anhydrosorbitol is a validated marker of short-term glycemic control. This substance is derived mainly from food, is well absorbed in the intestine, and is distributed to all organs and tissues."	
<http://purl.obolibrary.org/obo/HP_0430020>	"An abnormality of the levator labii superioris alaeque nasi muscle."	"UMLS:C4073202"
