?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0002121>	<http://www.w3.org/2000/01/rdf-schema#label>	"Generalized non-motor (absence) seizure"	"Absence seizure"	"Crisis de ausencia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410197>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased uridine diphosphate glucose-4-epimerase level in red blood cells"	"Increased uridine diphosphate glucose-4-epimerase activity in red blood cells"	"Aumento de la actividad uridina difosfato glucosa-4-epimerasa en los glóbulos rojos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100360>	<http://www.w3.org/2000/01/rdf-schema#label>	"Upper-limb joint contracture"	"Contractures of the joints of the upper limbs"	"Contracturas de las articulaciones de los miembros superiores"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410377>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased proportion of naive CD8 T cells"	"Reduced proportion of naive CD8 T cells"	"Proporción reducida de células T CD8 naive"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410158>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Increased urine O-phosphoethanolamine level"	"Increased level of O-phosphoethanolamine in urine"	"Aumento del nivel de O-fosfoetanolamina en la orina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007545>	<http://www.w3.org/2000/01/rdf-schema#label>	"Congenital palmoplantar hyperkeratosis"	"Congenital palmoplantar keratosis"	"Queratosis palmoplantar congénita"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010702>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating antibody level"	"Increased antibody level in blood"	"Hipergammaglobulinemia"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010674>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal curvature of the vertebral column"	"Abnormality of the curvature of the vertebral column"	"Anomalía de la curvatura de la columna vertebral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011380>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal semicircular canal morphology"	"Morphological abnormality of the semicircular canal"	"Anomalía morfológica del canal semicircular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009896>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal antitragus morphology"	"Abnormality of the antitragus"	"Anomalía del antitragus"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031964>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating alanine aminotransferase concentration"	"Elevated serum alanine aminotransferase"	"Nivel elevado de alanina aminotransferasa sérica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032125>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased proportion of unswitched memory B cells"	"Increased proportion of non-class-switched memory B cells"	"Mayor proporción de linfocitos B de memoria con cambio de isotipo de inmunoglobulina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011110>	<http://www.w3.org/2000/01/rdf-schema#label>	"Recurrent tonsillitis"	"Tonsillitis"	"Amigdalitis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032436>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating C-reactive protein concentration"	"Abnormal C-reactive protein level"	"Nivel anormal de proteína C reactiva"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003785>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased CSF homovanillic acid concentration"	"Decreased CSF homovanillic acid"	"Disminución de ácido homovanílico (hva) en líquido cefaloraquídeo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010321>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal fourth toe morphology"	"Abnormality of the 4th toe"	"Anomalía del cuarto dedo del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410375>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased proportion of naive CD4 T cells"	"Elevated proportion of naive CD4 T cells"	"Proporción elevada de células T CD4 naive"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010630>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal metatarsal epiphysis morphology"	"Abnormality of metatarsal epiphysis"	"Anomalía de epífisis de los metatarsianos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005671>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bilateral intracerebral calcifications"	"Bilateral intracranial calcifications"	"Calcificaciones intracraneales bilaterales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030861>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased CSF amyloid concentration"	"Decreased CSF amyloid level"	"Disminución del nivel de amiloide en el LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031039>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spermatocyte maturation arrest"	"Early spermatogenesis maturation arrest"	"Detención de la maduración de la espermatogénesis temprana"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040110>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal saccule morphology"	"Morphological abnormality of the saccule"	"Anomalía morfológica del sáculo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007334>	<http://www.w3.org/2000/01/rdf-schema#label>	"Bilateral tonic-clonic seizure with focal onset"	"Generalized tonic-clonic seizures with focal onset"	"Crisis convulsivas bilaterales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010571>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating phytanic acid concentration"	"Elevated levels of phytanic acid"	"Niveles elevados de ácido fitánico"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010711>	<http://www.w3.org/2000/01/rdf-schema#label>	"1-2 toe syndactyly"	"1st-2nd toe syndactyly"	"Sindactilia de dedos 1-2 del pie"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040166>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormality of the periosteum"	"Abnormality of the periosteum"	"Anomalía del periostio"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100492>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Joint contractures involving the joints of the feet"	"Joint contractures involving the joints of the feet"	"Contracturas en las articulaciones que involucran las articulaciones de los pies"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002679>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sella turcica morphology"	"Abnormality of the sella turcica"	"Anomalía de la silla turca"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0034729>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating alpha-L-fucosidase activity"	"Elevated alpha-L-fucosidase activity"	"Aumento de la actividad de alfa-L-fucosidasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002367>	<http://www.w3.org/2000/01/rdf-schema#label>	"Visual hallucination"	"Visual hallucinations"	"Alucinaciones visuales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010820>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal emotional seizure with crying"	"Dacrystic seizures"	"Convulsiones dacrísticas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000845>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating growth hormone concentration"	"Growth hormone excess"	"Exceso de hormona del crecimiento"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009625>	<http://www.w3.org/2000/01/rdf-schema#label>	"Metacarpophalangeal thumb joint contracture"	"Contractures of the metacarpophalangeal joint of the thumb"	"Contracturas de la articulación metacarpofalángica del pulgar"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001167>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal finger morphology"	"Abnormality of finger"	"Anomalía del dedo de la mano"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003783>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Externally rotated/abducted legs"	"Externally rotated/abducted legs"	"Rotación externa / piernas en abducción"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002246>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal duodenum morphology"	"Abnormality of the duodenum"	"Anomalía del duodeno"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031877>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating hepcidin concentration"	"Elevated hepcidin level"	"Nivel elevado de hepcidina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410054>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating GABA concentration"	"Decreased level of GABA in serum"	"Disminución del nivel de GABA en el suero"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003533>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced acetaldehyde dehydrogenase level"	"Reduced acetaldehyde dehydrogenase activity"	"Retraso en la oxidación de acetaldehído"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030210>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anti-muscle-specific tyrosine kinase antibody"	"Muscle specific kinase antibody positivity"	"Positividad de anticuerpos quinasa muscular específica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003043>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal shoulder morphology"	"Abnormality of the shoulder"	"Anomalía del hombro"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410195>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased uridine diphosphate glucose-4-epimerase level in plasma"	"Decreased uridine diphosphate glucose-4-epimerase activity in plasma"	"Disminución de la actividad uridina difosfato glucosa-4-epimerasa en plasma"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100320>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rosenthal fibers"	"Rosenthal fibres"	"Fibras de Rosenthal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001969>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal tubulointerstitial morphology"	"Tubulointerstitial abnormality"	"Anomalía tubulointersticial"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006491>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal tibial metaphysis morphology"	"Abnormality of the tibial metaphysis"	"Anomalía de la metáfisis tibial"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004544>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Pointed frontal hairline"	"Pointed frontal hairline"	"Inserción anterior del cabello en punta"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_5000045>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Anti-MuSK antibody positivity"	"Anti-MuSK antibody positivity"	"Positividad de anticuerpos anti-MuSK"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002011>	<http://www.w3.org/2000/01/rdf-schema#label>	"Morphological central nervous system abnormality"	"Morphological abnormality of the central nervous system"	"Anomalía morfológica del sistema nervioso central"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040225>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decrease in high molecular weight von Willebrand factor Multimers"	"Decrease in high molecular weight von Willebrand factor multimers"	"Disminución de multímeros de factor von Willebrand de alto peso molecular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032651>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated CSF chitinase-3-like protein 1 concentration"	"Elevated CSF chitinase-3-like protein 1 level"	"Nivel elevado de proteína 1 similar a quitinasa 3 en LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005588>	<http://www.w3.org/2000/01/rdf-schema#label>	"Patchy palmoplantar hyperkeratosis"	"Patchy palmoplantar keratoderma"	"Queratodermia palmoplantar en placas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005262>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal synovial membrane morphology"	"Abnormality of the synovia"	"Anomalía del líquido sinovial"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002363>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal brainstem morphology"	"Abnormality of brainstem morphology"	"Alteración de la morfología del tallo cerebral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032857>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal aware motor seizure with negative myoclonus"	"Focal motor aware seizure with negative myoclonus"	"Convulsión motora focal sin pérdida de conciencia con mioclonías negativas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011159>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena"	"Epigastric auras"	"Auras epigástricas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002577>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal stomach morphology"	"Abnormality of the stomach"	"Anomalía del estómago"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002229>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Alopecia areata"	"Alopecia areata"	"Alopecia areata"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032386>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating transferrin concentration"	"Elevated transferrin level"	"Aumento del nivel de transferrina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004376>	<http://www.w3.org/2000/01/rdf-schema#label>	"Neuroblastic tumor"	"Neuroblastic tumors"	"Tumores neuroblásticos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032650>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated CSF glial fibrillary acidic protein concentration"	"Elevated CSF glial fibrillary acidic protein level"	"Nivel elevado de proteína ácida fibrilar glial en LCR"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0430003>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal palatine bone morphology"	"Abnormality of the palatine bone"	"Anomalía del hueso palatino"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011138>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skin adnexa morphology"	"Abnormality of skin adnexa morphology"	"Anomalía de anexos de la piel"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000053>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hypopharynx morphology"	"Abnormality of hypopharynx"	"Anomalía de la hipofaringe"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002334>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebellar vermis morphology"	"Abnormality of the cerebellar vermis"	"Anomalía del vermis cerebeloso"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001742>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nasal congestion"	"Nasal obstruction"	"Obstrucción nasal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045057>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating alpha-fetoprotein concentration"	"Decreased levels of alpha-fetoprotein"	"Disminución de los niveles de alfa-fetoproteína"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000944>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal metaphysis morphology"	"Abnormality of the metaphysis"	"Anomalía de las metáfisis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008794>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dysplastic iliac wing"	"Dysplastic iliac wings"	"Alas ilíacas displásicas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002500>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebral white matter morphology"	"Abnormality of the cerebral white matter"	"Anomalía de la sustancia blanca cerebral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003831>	<http://www.w3.org/2000/01/rdf-schema#label>	"Typified by age-related disease onset"	"Age-dependent penetrance"	"Penetrancia dependiente de la edad"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025445>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal papillary muscle morphology"@en	"Morphological abnormality of the papillary muscles"	"Morfología anormal de los músculos papilares"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031362>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Sex-limited autosomal recessive inheritance"	"Sex-limited autosomal recessive inheritance"	"Herencia autosómica recesiva limitada por sexo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008335>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Renal aminoaciduria"	"Renal aminoaciduria"	"Aminoaciduria renal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005561>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal bone marrow cell morphology"	"Abnormality of bone marrow cell morphology"	"Alteración de la morfología celular de la médula ósea"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001547>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal rib cage morphology"	"Abnormality of the rib cage"	"Anomalía de la caja torácica"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030948>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated gamma-glutamyltransferase level"	"Elevated gamma-glutamyltransferase activity"	"Elevación de la actividad gamma-glutamiltransferasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002997>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormality of the ulna"	"Abnormality of the ulna"	"Anomalía del cúbito"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100530>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating calcium-phosphate regulating hormone concentration"	"Abnormal calcium-phosphate regulating hormone level"	"Anomalía del metabolismo del calcio-fosfato"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045010>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal peripheral nerve morphology by anatomical site"	"Abnormality of peripheral nerves"	"Anomalía de los nervios periféricos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007561>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Telangiectases in sun-exposed and nonexposed skin"	"Telangiectases in sun-exposed and nonexposed skin"	"Telangiectasias en la piel expuesta y no expuesta al sol"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008822>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hypoplastic ischiopubic ramus"	"Hypoplastic ischiopubic rami"	"Ramas isquiopubianas hipoplásicas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010821>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal emotional seizure with laughing"	"Gelastic seizures"	"Crisis gelásticas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0033511>	<http://www.w3.org/2000/01/rdf-schema#label>	"Addictive substance use"	"Drug addiction"	"Drogadicción"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040211>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skin morphology of the palm"	"Abnormality of the skin of the palm"	"Anomalía de la piel de la palma"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010819>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atonic seizure"	"Atonic seizures"	"Convulsiones atónicas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031393>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal proportion of CD8-positive T cells"	"Abnormal proportion of CD8 T cells"	"Proporción anormal de células T CD8"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003240>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased phosphoribosylpyrophosphate synthetase level"	"Increased phosphoribosylpyrophosphate synthetase activity"	"Aumento fosforribosilpirofosfato (prpp) sintetasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032937>	<http://www.w3.org/2000/01/rdf-schema#label>	"Recurrent, involuntary, and intrusive distressing memories"	"Recurrent, involuntary and intrusive distressing memories"	"Recuerdos angustiantes recurrentes, involuntarios e intrusivos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004032>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal olecranon morphology"	"Abnormality of the olecranon"	"Anomalía del olécranon"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012071>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating acylcarnitine concentration"	"Abnormal circulating acetylcarnitine concentration"	"Anomalía en la homeostasis ácido-base"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031835>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal superoxide dismutase level"	"Abnormal superoxide dismutase activity"	"Actividad anormal de superóxido dismutasa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001872>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality of thrombocytes"	"Abnormal thrombocyte morphology"	"Alteración de las plaquetas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040046>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal left hemidiaphragm morphology"	"Abnormality of the left hemidiaphragm"	"Anomalía del hemidiafragma izquierdo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000722>	<http://www.w3.org/2000/01/rdf-schema#label>	"Compulsive behaviors"	"Obsessive-compulsive behavior"	"Comportamiento obsesivo-compulsivo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008250>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Infantile hypercalcemia"	"Infantile hypercalcemia"	"Hipercalcemia infantil"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500012>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal gonadotropin-releasing hormone concentration"	"Abnormality of gonadotropin-releasing hormone level"	"Anomalía del nivel de la hormona liberadora de gonadotropina"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012480>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebral vein morphology"	"Abnormality of cerebral veins"	"Anomalía de las venas cerebrales"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011160>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal sensory seizure with gustatory features"	"Focal sensory gustatory seizure"	"Auras gustativas"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000766>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal sternum morphology"	"Abnormality of the sternum"	"Anomalía del esternón"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006541>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Chronic obstructive airway disease from birth"	"Chronic obstructive airway disease from birth"	"Enfermedad pulmonar obstructiva crónica congénita"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410383>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal proportion of effector memory CD8-positive, alpha-beta T cells"	"Abnormal proportion of effector memory CD8-positive, alpha-beta T cell"	"Proporción anormal de memoria efectora CD8-positiva, células T alfa-beta"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011805>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal skeletal muscle morphology"	"Abnormal muscle morphology"	"Anomalía de la morfología muscular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003172>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal pubic bone morphology"	"Abnormality of the pubic bone"	"Anomalía de los huesos del pubis"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007099>	<http://www.w3.org/2000/01/rdf-schema#label>	"Chiari type I malformation"	"Arnold-Chiari type I malformation"	"Malformación Arnold-Chiari tipo i"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007435>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Diffuse palmoplantar keratoderma"	"Diffuse palmoplantar keratoderma"	"Queratodermia palmoplantar difusa"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100960>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lateral ventricular asymmetry"	"Asymmetric ventricles"	"Ventrículos cerebrales asimétricos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032713>	<http://www.w3.org/2000/01/rdf-schema#label>	"Focal impaired awareness motor seizure with version"	"Focal motor impaired awareness seizure with version"	"Convulsión focal con pérdida de conciencia con deterioro motor con versión"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000092>	<http://www.w3.org/2000/01/rdf-schema#label>	"Renal tubular atrophy"	"Tubular atrophy"	"Atrofia tubular"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008817>	<http://www.w3.org/2000/01/rdf-schema#label>	"Aplastic pubic bone"	"Aplastic pubic bones"	"Aplasia de huesos púbicos"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000694>	<http://www.w3.org/2000/01/rdf-schema#label>	"Odontodysplasia"	"Shell teeth"	"Dientes en concha"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012446>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased CSF 5-methyltetrahydrofolate concentration"	"Low CSF 5-methyltetrahydrofolate"	"Nivel bajo de 5-metiltetrahidrofolato en líquido cefaloraquídeo"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011399>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tibialis anterior muscle atrophy"	"Tibialis atrophy"	"Atrofia de músculo tibial"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003528>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating calcitonin concentration"	"Elevated calcitonin"	"Calcitonina elevada"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002244>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal small intestine morphology"	"Abnormality of the small intestine"	"Anomalía del intestino delgado"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005108>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal intervertebral disk morphology"	"Abnormality of the intervertebral disk"	"Anomalía del disco intervertebral"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010939>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nasal bone morphology"	"Abnormality of the nasal bone"	"Anomalía del hueso nasal"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012594>	<http://www.w3.org/2000/01/rdf-schema#label>	"Moderate albuminuria"	"Microalbuminuria"	"Microalbuminuria"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003341>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lamina lucida cleavage"	"Junctional split"	"Separación dermo-epidérmica al nivel de la lámina lúcida"@es	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010358>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the proximal phalanx of the 2nd toe"	"Abnormality of the proximal phalanx of the 2nd toe"	"Anomalía de la falange proximal del segundo dedo del pie"@es	"OFFICIAL"
