hp_id,hp_label,filler_id,filler_label,type
http://purl.obolibrary.org/obo/HP_0008093,Short 4th toe,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0003795,Short middle phalanx of toe,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0011917,Short 5th toe,http://purl.obolibrary.org/obo/UBERON_0003635,pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0010109,Short hallux,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010111,Short phalanx of hallux,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010107,Short proximal phalanx of hallux,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010103,Short distal phalanx of hallux,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0005035,Shortening of all phalanges of the toes,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0001857,Short distal phalanx of toe,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0010621,Cutaneous syndactyly of toes,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,associated with
http://purl.obolibrary.org/obo/HP_0001233,2-3 finger cutaneous syndactyly,http://purl.obolibrary.org/obo/UBERON_0003622,manual digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010704,1-2 finger cutaneous syndactyly,http://purl.obolibrary.org/obo/UBERON_0001463,manual digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010705,4-5 finger cutaneous syndactyly,http://purl.obolibrary.org/obo/UBERON_0003625,manual digit 5,associated with
http://purl.obolibrary.org/obo/HP_0006101,Finger syndactyly,http://purl.obolibrary.org/obo/UBERON_0002389,manual digit,associated with
http://purl.obolibrary.org/obo/HP_0006097,3-4 finger osseus syndactyly,http://purl.obolibrary.org/obo/UBERON_0003623,manual digit 3,associated with
http://purl.obolibrary.org/obo/HP_0001770,Toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,associated with
http://purl.obolibrary.org/obo/HP_0004691,2-3 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003632,pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010711,1-2 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0004692,4-5 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0009779,3-4 toe syndactyly,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0012165,Oligodactyly,http://purl.obolibrary.org/obo/UBERON_0002544,digit,associated with
http://purl.obolibrary.org/obo/HP_0012165,Oligodactyly,http://purl.obolibrary.org/obo/UBERON_0010707,appendage girdle complex,associated with
http://purl.obolibrary.org/obo/HP_0001849,Foot oligodactyly,http://purl.obolibrary.org/obo/UBERON_0002387,pes,associated with
http://purl.obolibrary.org/obo/HP_0001849,Foot oligodactyly,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,associated with
http://purl.obolibrary.org/obo/HP_0041199,Fractured interphalangeal joint,http://purl.obolibrary.org/obo/UBERON_0006658,interphalangeal joint,associated with
http://purl.obolibrary.org/obo/HP_0006009,Broad phalanx,http://purl.obolibrary.org/obo/UBERON_0003221,phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010174,Broad phalanx of the toes,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0010348,Broad phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,pedal digit 2 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010414,Broad distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,distal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010405,Broad middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,middle phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010396,Broad proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,proximal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010360,Broad phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0100431,Broad distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100428,Broad proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100425,Broad middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010195,Broad middle phalanges of the toes,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0100427,Broad middle phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004327,middle phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100426,Broad middle phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004326,middle phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0010059,Broad hallux phalanx,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010086,Broad proximal phalanx of the hallux,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010077,Broad distal phalanx of the hallux,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010204,Broad proximal phalanx of toe,http://purl.obolibrary.org/obo/UBERON_0003868,proximal phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0100430,Broad proximal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004336,proximal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100429,Broad proximal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004335,proximal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0010372,Broad phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,pedal digit 4 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0100432,Broad distal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004318,distal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0010186,Broad distal phalanx of the toes,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0100433,Broad distal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004319,distal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0010384,Broad phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,pedal digit 5 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0004099,Macrodactyly,http://purl.obolibrary.org/obo/UBERON_0002389,manual digit,associated with
http://purl.obolibrary.org/obo/HP_0041083,Fractured phalanx,http://purl.obolibrary.org/obo/UBERON_0003221,phalanx,associated with
http://purl.obolibrary.org/obo/HP_0041240,Toe phalanx fracture,http://purl.obolibrary.org/obo/UBERON_0001449,phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0041187,Fractured proximal phalanx of pedal digit 1,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0041181,Fractured distal phalanx of pedal digit 3,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0041180,Fractured distal phalanx of pedal digit 1,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0041175,Fractured middle phalanx of pes,http://purl.obolibrary.org/obo/UBERON_0003866,middle phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0041186,Fractured middle phalanx of pedal digit 3,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0041218,Fractured distal phalanx,http://purl.obolibrary.org/obo/UBERON_0004300,distal phalanx,associated with
http://purl.obolibrary.org/obo/HP_0041214,Fractured proximal phalanx of digit 5,http://purl.obolibrary.org/obo/UBERON_0014505,proximal phalanx of digit 5,associated with
http://purl.obolibrary.org/obo/HP_0041213,Fractured proximal phalanx of digit 4,http://purl.obolibrary.org/obo/UBERON_0014504,proximal phalanx of digit 4,associated with
http://purl.obolibrary.org/obo/HP_0041212,Fractured proximal phalanx of digit 3,http://purl.obolibrary.org/obo/UBERON_0014503,proximal phalanx of digit 3,associated with
http://purl.obolibrary.org/obo/HP_0041211,Fractured proximal phalanx of digit 2,http://purl.obolibrary.org/obo/UBERON_0014502,proximal phalanx of digit 2,associated with
http://purl.obolibrary.org/obo/HP_0001780,Abnormal toe morphology,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,associated with
http://purl.obolibrary.org/obo/HP_0001991,Aplasia/Hypoplasia of toe,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,associated with
http://purl.obolibrary.org/obo/HP_0010760,Absent toe,http://purl.obolibrary.org/obo/UBERON_0001466,pedal digit,associated with
http://purl.obolibrary.org/obo/HP_0010325,Aplasia/Hypoplasia of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003632,pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010431,Short phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,pedal digit 2 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010437,Short proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,proximal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010435,Short middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,middle phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010433,Short distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,distal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010430,Aplasia of the phalanges of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0003641,pedal digit 2 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010436,Aplasia of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,proximal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010434,Aplasia of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,middle phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010432,Absent distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,distal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010413,Aplasia/Hypoplasia of the distal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004316,distal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010404,Aplasia/Hypoplasia of the middle phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004324,middle phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0010395,Aplasia/hypoplasia of the proximal phalanx of the 2nd toe,http://purl.obolibrary.org/obo/UBERON_0004333,proximal phalanx of pedal digit 2,associated with
http://purl.obolibrary.org/obo/HP_0008362,Aplasia/Hypoplasia of the hallux,http://purl.obolibrary.org/obo/UBERON_0003631,pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010058,Aplasia/Hypoplasia of the phalanges of the hallux,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010110,Aplasia of the phalanges of the hallux,http://purl.obolibrary.org/obo/UBERON_0003640,pedal digit 1 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010106,Aplasia of the proximal phalanx of the hallux,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010102,Aplasia of the distal phalanx of the hallux,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010085,Aplasia/Hypoplasia of the proximal phalanx of the hallux,http://purl.obolibrary.org/obo/UBERON_0004332,proximal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010076,Aplasia/Hypoplasia of the distal phalanx of the hallux,http://purl.obolibrary.org/obo/UBERON_0004315,distal phalanx of pedal digit 1,associated with
http://purl.obolibrary.org/obo/HP_0010343,Aplasia/Hypoplasia of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003635,pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100377,Aplasia/hypoplasia of the proximal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004336,proximal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100397,Short proximal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004336,proximal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100386,Aplasia of the proximal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004336,proximal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100374,Aplasia/Hypoplasia of the middle phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004327,middle phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100394,Short middle phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004327,middle phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100383,Aplasia of the middle phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004327,middle phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100371,Aplasia/Hypoplasia of the distal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004319,distal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100391,Short distal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004319,distal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100380,Aplasia of the distal phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0004319,distal phalanx of pedal digit 5,associated with
http://purl.obolibrary.org/obo/HP_0100368,Short phalanx of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,pedal digit 5 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0100364,Aplasia of the phalanges of the 5th toe,http://purl.obolibrary.org/obo/UBERON_0003863,pedal digit 5 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010331,Aplasia/Hypoplasia of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100375,Aplasia/hypoplasia of the proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100395,Short proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100384,Absent proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100372,Aplasia/Hypoplasia of the middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100392,Short middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100381,Absent middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100369,Aplasia/Hypoplasia of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100389,Short distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100378,Absent distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100366,Short phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0100362,Aplasia of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010185,Aplasia/Hypoplasia of the distal phalanges of the toes,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0010645,Aplasia of the distal phalanges of the toes,http://purl.obolibrary.org/obo/UBERON_0003867,distal phalanx of pes,associated with
http://purl.obolibrary.org/obo/HP_0100379,Aplasia of the distal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004318,distal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100370,Aplasia/Hypoplasia of the distal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004318,distal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100390,Short distal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004318,distal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0010337,Aplasia/Hypoplasia of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003634,pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100376,Aplasia/hypoplasia of the proximal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004335,proximal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100396,Short proximal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004335,proximal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100385,Aplasia of the proximal phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004335,proximal phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100373,Aplasia/Hypoplasia of the middle phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004326,middle phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100393,Short middle phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004326,middle phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100382,Aplasia of the middle phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0004326,middle phalanx of pedal digit 4,associated with
http://purl.obolibrary.org/obo/HP_0100367,Short phalanx of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,pedal digit 4 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0100363,Aplasia of the phalanges of the 4th toe,http://purl.obolibrary.org/obo/UBERON_0003862,pedal digit 4 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010320,Abnormal third toe morphology,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100041,Broad 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010334,Polydactyly affecting the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010334,Polydactyly affecting the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0002387,pes,associated with
http://purl.obolibrary.org/obo/HP_0010333,Flexion contracture of 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010333,Flexion contracture of 3rd toe,http://purl.obolibrary.org/obo/UBERON_0000982,skeletal joint,associated with
http://purl.obolibrary.org/obo/HP_0100357,Contracture of the metatarsophalangeal joint of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0000043,tendon,associated with
http://purl.obolibrary.org/obo/HP_0100357,Contracture of the metatarsophalangeal joint of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0007756,metatarsophalangeal joint of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100353,Contracture of the distal interphalangeal joint of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0000043,tendon,associated with
http://purl.obolibrary.org/obo/HP_0100353,Contracture of the distal interphalangeal joint of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0014507,distal interphalangeal joint of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100349,Contracture of the proximal interphalangeal joint of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100349,Contracture of the proximal interphalangeal joint of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0009767,proximal interphalangeal joint,associated with
http://purl.obolibrary.org/obo/HP_0010332,Deviation of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100342,Fibular deviation of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010330,Abnormality of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010370,Abnormal morphology of the proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100446,Curved proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010359,Aplasia/Hypoplasia of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010364,Patchy sclerosis of 3rd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010364,Patchy sclerosis of 3rd toe phalanx,http://purl.obolibrary.org/obo/MPATH_184,sclerosis,associated with
http://purl.obolibrary.org/obo/HP_0100467,Patchy sclerosis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100467,Patchy sclerosis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/MPATH_184,sclerosis,associated with
http://purl.obolibrary.org/obo/HP_0100464,Patchy sclerosis of the proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100464,Patchy sclerosis of the proximal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/MPATH_184,sclerosis,associated with
http://purl.obolibrary.org/obo/HP_0100461,Patchy sclerosis of the middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100461,Patchy sclerosis of the middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/MPATH_184,sclerosis,associated with
http://purl.obolibrary.org/obo/HP_0010365,Symphalangism affecting the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010363,Osteolytic defects of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010363,Osteolytic defects of the phalanges of the 3rd toe,http://purl.obolibrary.org/obo/GO_0045453,bone resorption,associated with
http://purl.obolibrary.org/obo/HP_0010369,Abnormality of the middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100443,Curved middle phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004325,middle phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010366,Triangular shaped phalanges of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004334,proximal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010361,Bullet-shaped 3rd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010368,Abnormality of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100449,Curved distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0010362,Curved 3rd toe phalanx,http://purl.obolibrary.org/obo/UBERON_0003642,pedal digit 3 phalanx,associated with
http://purl.obolibrary.org/obo/HP_0010329,Abnormality of the epiphyses of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0001437,epiphysis,associated with
http://purl.obolibrary.org/obo/HP_0010329,Abnormality of the epiphyses of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0003633,pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100091,Abnormality of the epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0001437,epiphysis,associated with
http://purl.obolibrary.org/obo/HP_0100091,Abnormality of the epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100143,Small epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100143,Small epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0001437,epiphysis,associated with
http://purl.obolibrary.org/obo/HP_0100137,Cone-shaped epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0001437,epiphysis,associated with
http://purl.obolibrary.org/obo/HP_0100137,Cone-shaped epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100144,Stippling of the epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0001437,epiphysis,associated with
http://purl.obolibrary.org/obo/HP_0100144,Stippling of the epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
http://purl.obolibrary.org/obo/HP_0100139,Fragmentation of the epiphysis of the distal phalanx of the 3rd toe,http://purl.obolibrary.org/obo/UBERON_0004317,distal phalanx of pedal digit 3,associated with
