?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0007646>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Lack of eyelashes on the lower lid."	"Lack of eyelashes on the lower lid"	"Alt göz kapağında kirpik eksikliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100466>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Uneven increase in bone density of the proximal phalanx of the fifth toe. This can take on many forms depending on severity and distribution as can be seen on x-rays."	"Uneven increase in bone density of the proximal phalanx of the fifth toe. This can take on many forms depending on severity and distribution as can be seen on x-rays"	"Beşinci ayak parmağı proksimal falanksının kemik yoğunluğunda düzensiz artış. Bu şiddetine ve grafilerde görülebileceği üzere dağılımına bağlı olarak çeşitli formlar alabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012376>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal smallness of the lens."	"Abnormal smallness of the lens"	"Lensin anormal küçüklüğü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031813>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An excess of eosinophilic cells in colonic tissue, i.e., eosinophilic infiltration in the colon."	"An excess of eosinophilic cells in colonic tissue, i.e., eosinophilic infiltration in the colon"	"Kolonik dokuda eozinofil hücrelerinin fazlalığı yani kolonda eozinofilik infiltrasyon"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004823>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of poikilocytosis characterized by the presence in the blood of erythrocytes of varying sizes and abnormal shapes."	"A type of poikilocytosis characterized by the presence in the blood of erythrocytes of varying sizes and abnormal shapes"	"Kanda çeşitli boyutlarda ve anormal şekillerde eritrositlerin varlığıyla karakterize bir poikilositoz türü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100553>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Overgrowth of only one leg."	"Overgrowth of only one leg"	"Sadece bir bacağın aşırı büyümesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030399>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormal release of alpha granule contents from platelets."	"Abnormal release of alpha granule contents from platelets"	"Plateletlerden alfa granül içeriğinin anormal salınımı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001385>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of developmental dysplasia of the hip."	"The presence of developmental dysplasia of the hip"	"Kalçanın gelişimsel displazisinin varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012525>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomalous location and arrangement of platelet alpha granules."	"An anomalous location and arrangement of platelet alpha granules"	"Platelet alfa granüllerinin anomalili lokasyonu ve düzenlenmesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030890>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A brighter than expected signal on magnetic resonance imaging emanating from the cerebral white matter."	"A brighter than expected signal on magnetic resonance imaging emanating from the cerebral white matter"	"Manyetik rezonans görüntülemede serebral beyaz cevherden kaynaklanan beklenenden daha parlak renkte bir sinyal"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011420>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The age group when the cessation of life happens."	"The age group when the cessation of life happens"	"Yaşamın sona erdiği yaş grubu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001669>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A complex congenital heart defect in which the aorta arises from the morphologic right ventricle and the pulmonary artery arises from the morphologic left ventricle."	"A complex congenital heart defect in which the aorta arises from the morphologic right ventricle and the pulmonary artery arises from the morphologic left ventricle"	"Aortanın sağ ventrikülden pulmoner arterin sol ventrikülden çıktığı kompleks konjenital kalp defekti"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011593>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A patent ductus arteriosus or ductal ligament completes the ring."	"A patent ductus arteriosus or ductal ligament completes the ring"	"Halkayı tamamlayan bir patent duktus arteriyozus veya duktal ligament"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012189>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of lymphoma characterized microscopically by multinucleated Reed-Sternberg cells."	"A type of lymphoma characterized microscopically by multinucleated Reed-Sternberg cells"	"Mikroskobik olarak çok hücreli Reed-Sternberg hücreleri ile karakterize olan bir lenfoma tipi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025417>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Urethra more open or expanded than normal."	"Urethra more open or expanded than normal"	"Üretra normalden daha fazla açık veya genişlemiş"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031213>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased level of 17-hydroxyprogesterone in the blood. 17-hydroxyprogesterone is an intermediate steroid in the adrenal biosynthetic pathway from cholesterol to cortisol and is the substrate for steroid 21-hydroxylase."	"An increased level of 17-hydroxyprogesterone in the blood. 17-hydroxyprogesterone is an intermediate steroid in the adrenal biosynthetic pathway from cholesterol to cortisol and is the substrate for steroid 21-hydroxylase"	"Kanda artmış 17-hidroksiprogesteron seviyesi. 17-hidroksiprogesteron adrenal biyosentetik yolakta kolesterolden kortizole bir ara steroidtir ve steroid 21-hidroksilaz için substrattır"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011412>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Delivery of newborn by means of a ventouse, a vacuum device used to assist the delivery of a baby when the second stage of labour has not progressed adequately."	"Delivery of newborn by means of a ventouse, a vacuum device used to assist the delivery of a baby when the second stage of labour has not progressed adequately"	"Doğumun ikinci evresi uygun şekilde ilerlemediği zaman doğumu asiste etmek için kullanılan bir vakum cihazı olan vantuz aracılığı ile yenidoğanın doğumu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010527>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Inability to recognize the form of objects by touch without visual input. That is, an impairment in the recognition of objects based only on the texture, size, weight and three-dimensional form of the object in the absence of any major somatosensory deficit."	"Inability to recognize the form of objects by touch without visual input. That is, an impairment in the recognition of objects based only on the texture, size, weight and three-dimensional form of the object in the absence of any major somatosensory deficit"	"Görsel girdi olmadan dokunma ile nesnelerin formlarını tanımada yetersizlik. Bu, herhangi büyük sematoduysal bir eksiklik yokluğunda nesnenin sadece doku, ağırlık ve üç boyutlu formuna dayalı nesne tanınmasındaki bir bozukluktur"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011729>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality in the range and ease of motion of joints across their normal range."	"An abnormality in the range and ease of motion of joints across their normal range"	"Eklemlerin normal aralığı genelinde hareket kolaylığında ve aralığında bir anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010619>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A benign biphasic tumor of the breast with epithelial and stromal components."	"A benign biphasic tumor of the breast with epithelial and stromal components"	"Memenin epitelyal ve stromal bileşenler içeren benign bifazik bir tümörü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025020>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased concentration of prostate specific antigen (PSA) in the circulation."	"An increased concentration of prostate specific antigen (PSA) in the circulation"	"Dolaşımda artmış prostat spesifik antijen (PSA) konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500092>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A mesenchymal tumor that is considered to be the commonest primary orbital malignancy in children. Histologically, it may be differentiated into embryonal, alveolar, and pleomorphic types. It is usually intraconal or within the superior orbit."	"A mesenchymal tumour that is considered to be the commonest primary orbital malignancy in children. Histologically, it may be differentiated into embryonal, alveolar, and pleomorphic types. It is usually intraconal or within the superior orbit"	"Çocuklardaki en sık birincil orbital kötü huylu tümör olduğu düşünülen mezenkimal bir tümör. Histolojik olarak embriyonel, alveolar ve pleomorfik tiplere farklılaşabilir. Genellikle intrakonaldir veya superior orbita içindedir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031090>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Fingers appear swollen and plump owing to inflammation of the complete finger."	"Fingers appear swollen and plump owing to inflammation of the complete finger"	"Bütün el parmaklarının inflamasyonuna bağlı olarak el parmakları şişmiş ve dolgun görünür"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000262>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Tall head relative to width and length."	"Tall head relative to width and length"	"Genişliğe ve uzunluğa göre uzun kafa"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003542>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An increased concentration of pyruvate in the blood."	"An increased concentration of pyruvate in the blood"	"Kanda artmış piruvat konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025119>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An alteration of the color of the lip to take on a violet color. This term does not include cyanosis."	"An alteration of the color of the lip to take on a violet color. This term does not include cyanosis"	"Dudak renginin morumsu rengi aldığı bir değişim. Bu terim siyanozu içermez"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100833>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a neoplasm of the small intestine."	"The presence of a neoplasm of the small intestine"	"İnce barsak neoplazmı varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012282>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An exanthema consisting of widespread pink-to-red macules (flat spots of 2-10 mm in diameter) or papules (red bumps) that blanch with pressure. The macules and papules may cluster and merge to form sheets over several days."	"An exanthema consisting of widespread pink-to-red macules (flat spots of 2-10 mm in diameter) or papules (red bumps) that blanch with pressure. The macules and papules may cluster and merge to form sheets over several days"	"Basma ile solan, yaygın pembe kırmızı maküllerden (2-10 mm çapında düz lekeler) veya papüllerden (kırmızı tümsek) oluşan bir ekzantem. Maküller ve papüller kümeleşebilir ve günler içinde plaka oluşturmak için kaynaşabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009603>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Displacement of the thumb from its normal position."	"Displacement of the thumb from its normal position"	"Baş parmağın normal pozisyonundan yanlış yerde olması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010535>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An intermittent cessation of airflow at the mouth and nose during sleep. Apneas of at least 10 seconds are considered important, but persons with sleep apnea may have apneas of 20 seconds to up to 2 or 3 minutes. Patients may have up to 15 events per hour of sleep."	"An intermittent cessation of airflow at the mouth and nose during sleep. Apneas of at least 10 seconds are considered important, but persons with sleep apnea may have apneas of 20 seconds to up to 2 or 3 minutes. Patients may have up to 15 events per hour of sleep"	"Uyku esnasında ağız ve burunda hava akımının aralıklarla kesilmesi. 10 saniyeden fazla olan apneler önemli olarak değerlendirilir, fakat uyku apnesine sahip insanlar 20 saniyeden 2 veya 3 dakikaya kadar süren apnelere sahip olabilir. Hastalar uykuda saatte 15 olaya kadar sahip olabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011952>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An acute episode of pneumonia due to the aspiration (breathing in) of food, liquid, or gastric contents into the upper respiratory tract."	"An acute episode of pneumonia due to the aspiration (breathing in) of food, liquid, or gastric contents into the upper respiratory tract"	"Besin, sıvı veya gastrik içeriğin üst solunum yoluna aspire (nefes alma) edilmesi sonucu olan akut bir pnömoni atağı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004027>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An anomaly of the radial diaphysis."	"An anomaly of the radial diaphysis"	"Radyal diyafizin bir anomalisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001204>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The term distal symphalangism refers to a bony fusion of the distal and middle phalanges of the digits of the hand, in other words the distal interphalangeal joint (DIJ) is missing which can be seen either on x-rays or as an absence of the distal interphalangeal finger creases."	"The term distal symphalangism refers to a bony fusion of the distal and middle phalanges of the digits of the hand, in other words the distal interphalangeal joint (DIJ) is missing which can be seen either on x-rays or as an absence of the distal interphalangeal finger creases"	"Distal simfalangizm terimi el parmaklarının distal ve orta falankslarının kemiksi füzyonuna denir, diğer bir deyişle röntgende görülebilen distal interfalangeyal eklem (DIE) eksikliği veya distal interfalangeyal parmak çizgilerinin yokluğu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100249>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Deposition of calcium salts in muscle tissue."	"Deposition of calcium salts in muscle tissue"	"Kas dokusunda kalsiyum tuzlarının çökmesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010868>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A type of dyssynergia affecting eye movements and characterized by the inability to smoothly follow a visual target across the visual field."	"A type of dyssynergia affecting eye movements and characterized by the inability to smoothly follow a visual target across the visual field"	"Göz hareketlerini etkileyen ve görme alanı içindeki görsel bir hedefi düzgünce takip edememe ile karakterize bir tip dissinerji"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010506>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of dermatoglyphs on the toes and soles, i.e., an abnormality of the patterns of ridges of the skin of sole of foot."	"An abnormality of dermatoglyphs on the toes and soles, i.e., an abnormality of the patterns of ridges of the skin of sole of foot"	"Ayak parmakları ve ayak tabanı üzerinde dermatoglifiklerin bir anormalliği,yani ayak tabanı derisi sırtlarının bir patern anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003026>	<http://purl.obolibrary.org/obo/IAO_0000115>	"One or more abnormally short long bone."	"One or more abnormally short long bone"	"Bir veya daha fazla anormal olarak kısa uzun kemik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012587>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Hematuria that is visible upon inspection of the urine."	"Hematuria that is visible upon inspection of the urine"	"İdrar incelendiğinde görünen hematüri"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003750>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal, increased fatiguability of the musculature."	"An abnormal, increased fatiguability of the musculature"	"Anormal, artmış kas yorulabilirliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000603>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An area of depressed vision located at the point of fixation and that interferes with central vision."	"An area of depressed vision located at the point of fixation and that interferes with central vision"	"Odaklanma noktasında yer alan ve merkezi görme ile etkileşimde olan azalmış görme alanı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025399>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A nodular pattern on pulmonary high-resolution computed tomography that displays a tree-in-bud pattern, representing centrilobular branching structures that resemble a budding tree."	"A nodular pattern on pulmonary high-resolution computed tomography that displays a tree-in-bud pattern, representing centrilobular branching structures that resemble a budding tree"	"Pulmoner yüksek çözünürlüklü bilgisayarlı tomografide tomurcuklanan bir ağacı andıran sentrilobüler dallanan yapıları temsil eden, tomurcuklanan ağaç paterni gösteren nodüler bir patern"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025601>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Decreased strength of the inferior rectus muscle."	"Decreased strength of the inferior rectus muscle"	"İnferior rektus kasının azalmış gücü"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031880>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormally lax eyelid associated with tissue relaxation; it can be demonstrated by the eyelid distraction test and/or the eyelid snap test."	"Abnormally lax eyelid associated with tissue relaxation; it can be demonstrated by the eyelid distraction test and/or the eyelid snap test"	"Göz kapağı rahatsızlık testi ve/veya göz kapağı çekme testi tarafından ortaya konabilen doku gevşemesi ile ilişkili anormal olarak gevşek göz kapağı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006264>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A small/hypoplastic or absent/aplastic 2nd finger."	"A small/hypoplastic or absent/aplastic 2nd finger"	"Küçük/hipoplastik veya olmayan/aplastik bir 2. el parmağı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011402>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Demyelination of peripheral sensory nerves."	"Demyelination of peripheral sensory nerves"	"Periferik duyu sinirlerinin demiyelinizasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012703>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Abnormality in the space in the meninges beneath the arachnoid membrane and above the pia mater that contains the cerebrospinal fluid."	"Abnormality in the space in the meninges beneath the arachnoid membrane and above the pia mater that contains the cerebrospinal fluid"	"Araknoid membran ve pia mater üzerinde beyin omurilik sıvısını içeren meninkslerdeki boşlukta anormallik"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000180>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour."	"Multiple indentations and/or elevations on the edge and/or surface of the tongue producing an irregular surface contour"	"Dil yüzeyinde ve/veya kenarında düzensiz yüzey sathı oluşturan birden fazla girinti ve/veya çıkıntı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006725>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of an adenocarcinoma of the pancreas."	"The presence of an adenocarcinoma of the pancreas"	"Pankreas adenokarsinomu varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031016>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Areas of radio-opaque sclerotic bands alternating with those of normal lucency give rise to stripes akin to a zebra."	"Areas of radio-opaque sclerotic bands alternating with those of normal lucency give rise to stripes akin to a zebra"	"Normal lüsensi ile değişen zebra benzeri çizgiler oluşturan radyoopak sklerotik bant sahaları"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010510>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An ability of the toe joints to move beyond their normal range of motion."	"An ability of the toe joints to move beyond their normal range of motion"	"Ayak parmak eklemlerinin normal hareket sınırının ötesine hareket edebilme yeteneği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011059>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A localized form of periodontitis."	"A localized form of periodontitis"	"Periodontitin lokalize bir formu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025475>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A macule (flat, distinct, discolored area of skin less than 1 cm wide that does not involve any change in the thickness or texture of the skin) with a red or reddish color often associated with inflammation or irritation."	"A macule (flat, distinct, discolored area of skin less than 1 cm wide that does not involve any change in the thickness or texture of the skin) with a red or reddish color often associated with inflammation or irritation"	"Sıklıkla inflamasyon veya tahriş ile ilişkili kırmızı veya kırmızımsı renkli bir makül (düz, ayrışmış, deri kalınlığında veya yapısında herhangi bir değişiklik içermeyen 1 cm genişliğinden daha az renk değiştirmiş deri alanları)"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012787>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Repeated episodes of pyelonephritis."	"Repeated episodes of pyelonephritis"	"Tekrarlayan pyelonefrit atakları"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012100>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal concentration of creatinine in the blood."	"An abnormal concentration of creatinine in the blood"	"Kanda anormal kreatinin konsantrasyonu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031761>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Constant esotropia occurring before 6 months of age. It is typically associated with a large angle of deviation, alternating fixation (therefore low risk of amblyopia) and poor potential for binocular single vision. Other features that might be present in individuals with infantile (constant) esotropia include latent nystagmus or manifest latent nystagmus, dissociated vertical divergence, cyclotropia, abnormal head posture, limited abduction."	"Constant esotropia occurring before 6 months of age. It is typically associated with a large angle of deviation, alternating fixation (therefore low risk of amblyopia) and poor potential for binocular single vision. Other features that might be present in individuals with infantile (constant) esotropia include latent nystagmus or manifest latent nystagmus, dissociated vertical divergence, cyclotropia, abnormal head posture, limited abduction"	"6 aydan önce meydana gelen sabit ezotropi. Tipik olarak geniş bir sapma açısı, değişken sabitleme (bu yüzden düşük ambiliyopi riski) ve binoküler tek görüş için zayıf potansiyel ile ilişkilidir. İnfantil (sabit) ezotropili bireylerde geç nistagmus veya belirgin geç nistagmus, ayrışmış dikey ıraksaklık, siklotropiya, anormal baş pozisyonu, sınırlı abdüksiyon dahil diğer özellikler mevcut olabilir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030833>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the neck."	"An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the neck"	"Boyna lokalize fiziksel rahatsızlık (iğneleme, zonklama veya ağrıma) ile karakterize bir hoşnutsuzluk hissi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011385>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Aplasia of the internal auditory canal."	"Aplasia of the internal auditory canal"	"İç işitme kanalının aplazisi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100281>	<http://purl.obolibrary.org/obo/IAO_0000115>	"A chronic inflammatory disease of the large intestine (colon, cecum and rectum)."	"A chronic inflammatory disease of the large intestine (colon, cecum and rectum)"	"Kalın bağırsağın (kolon, çekum ve rektum) kronik bir inflamatuar hastalığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410000>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the vomer."	"An abnormality of the vomer"	"Vomerin bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011088>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormality of the incisor characterized by invagination of the enamel, giving a radiographic appearance that suggests a tooth within a tooth."	"An abnormality of the incisor characterized by invagination of the enamel, giving a radiographic appearance that suggests a tooth within a tooth"	"Radyografik olarak diş içinde diş görünümü oluşturan enamel invajinasyonu ile karakterize kesicinin bir anormalliği"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500099>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Presence of xenobiotic in hair."	"Presence of xenobiotic in hair"	"Saçta ksenobiyotik varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003097>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormal shortening of the femur."	"An abnormal shortening of the femur"	"Femurun anormal bir kısalması"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000967>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Petechiae are pinpoint-sized reddish/purple spots, resembling a rash, that appear just under the skin or a mucous membrane when capillaries have ruptured and some superficial bleeding into the skin has happened. This term refers to an abnormally increased susceptibility to developing petechiae."	"Petechiae are pinpoint-sized reddish/purple spots, resembling a rash, that appear just under the skin or a mucous membrane when capillaries have ruptured and some superficial bleeding into the skin has happened. This term refers to an abnormally increased susceptibility to developing petechiae"	"Peteşi, kapillerler yırtıldığında ve deri içine bazı yüzeysel kanamalar meydana geldiğinde döküntüyü andıran, deri veya mukoz membranın hemen altında görünen iğne ucu büyüklüğünde kırmızımsı/morumsu noktalardır. Bu terim peteşi geliştirmeye anormal yatkınlık artışını da tanımlar"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030420>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An adenocarcinoma arising in the vulva."	"An adenocarcinoma arising in the vulva"	"Vulvada ortaya çıkan bir adenokarsinom"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012505>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally increased size of the pituitary gland."	"An abnormally increased size of the pituitary gland"	"Anormal olarak artmış hipofiz bezi boyutu"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002890>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The presence of a carcinoma of the thyroid gland."	"The presence of a carcinoma of the thyroid gland"	"Tiroid bezi karsinomunun varlığı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031799>	<http://purl.obolibrary.org/obo/IAO_0000115>	"Concentration of apolipoprotein A-I below the lower limit of normal. Apolipoprotein A-I is the major protein component of high density lipoprotein (HDL) in plasma. Defects in this gene are associated with HDL deficiencies, including Tangier disease."	"Reduced criculating level of apolipoprotein AI, which is the major protein component of high density lipoprotein (HDL) in plasma. Defects in this gene are associated with HDL deficiencies, including Tangier disease"	"Plazmada yüksek yoğunluklu lipoproteinlerin (HDL) ana bileşeni olan apolipoprotein AI'in azalmış dolaşım seviyesi. Bu gendeki kusurlar Tangier hastalığı dahil HDL eksiklikleri ile ilişkilidir"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012877>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The emission of semen and seminal fluid into the bladder instead of through the penis during orgasm."	"The emission of semen and seminal fluid into the bladder instead of through the penis during orgasm"	"Semen ve seminal sıvının orgazm esnasında penis yerine mesane içine salınımı"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0410246>	<http://purl.obolibrary.org/obo/IAO_0000115>	"An abnormally increased level of immunoglobulin D in blood."	"An abnormally increased level of immunoglobulin D in blood"	"Kanda anormal derece artmış bir immünoglobülin D seviyesi"@tr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010223>	<http://purl.obolibrary.org/obo/IAO_0000115>	"The normal epiphysis of the third metacarpal is localised at the distal end of the metacarpal bone. This term aplies if an accesory epiphysis, located at the proximal end of the metacarpal bone, is present."	"The normal epiphysis of the third metacarpal is localised at the distal end of the metacarpal bone. This term aplies if an accesory epiphysis, located at the proximal end of the metacarpal bone, is present"	"Üçüncü metakarpalin normal epifizi metakarpal kemiğin distal ucunda yerleşmiştir. Bu terim eğer metakarpal kemiğin proksimal ucunda yer alan aksesuvar bir epifiz varlığında geçerlidir"@tr	"OFFICIAL"
