?term	?property	?value	?source_value	?translation	?translation_status
<http://purl.obolibrary.org/obo/HP_0007561>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Telangiectases in sun-exposed and nonexposed skin"	"Telangiectases in sun-exposed and nonexposed skin"	"Télangiectaises sur la peau exposée et non exposée au soleil"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012581>	<http://www.w3.org/2000/01/rdf-schema#label>	"Simple renal cyst"	"Solitary renal cyst"	"Kyste rénal solitaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004312>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal reticulocyte morphology"	"Abnormality of reticulocytes"	"Anomalie des réticulocytes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005650>	<http://www.w3.org/2000/01/rdf-schema#label>	"2-5 finger cutaneous syndactyly"	"Cutaneous syndactyly between fingers 2 and 5"	"Syndactylie cutanée des doigts 2 et 5"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005403>	<http://www.w3.org/2000/01/rdf-schema#label>	"T lymphocytopenia"	"Decrease in T cell count"	"Lymphocytopénie T"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030892>	<http://www.w3.org/2000/01/rdf-schema#label>	"Deep cerebral white matter hyperintensities"	"Deep cerebral white matter hyperdensities"	"Hyperdensités de la substance blanche cérébrale profonde"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002121>	<http://www.w3.org/2000/01/rdf-schema#label>	"Generalized non-motor (absence) seizure"	"Absence seizure"	"Absence épileptique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012664>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced left ventricular ejection fraction"	"Reduced ejection fraction"	"Fraction d'éjection réduite"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012476>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased specific pneumococcal antibody level"	"Specific pneumococcal antibody deficiency"	"Déficit en anticorps spécifiques anti-pneumococciques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011110>	<http://www.w3.org/2000/01/rdf-schema#label>	"Recurrent tonsillitis"	"Tonsillitis"	"Tonsillite"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007165>	<http://www.w3.org/2000/01/rdf-schema#label>	"Periventricular heterotopia"	"Periventricular gray matter heterotopia"	"Hétérotopie périventriculaire de la substance grise"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000817>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced eye contact"	"Poor eye contact"	"Pauvre contact oculaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005288>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nostril morphology"	"Abnormality of the nares"	"Anomalie des narines"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030355>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating interferon-gamma concentration"	"Abnormal serum interferon-gamma level"	"Taux anormal d'interféron-gamma sérique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012544>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating aldolase concentration"	"Elevated aldolase level"	"Dosage d'aldolase élevé"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030348>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating androgen concentration"	"Increased circulating androgen level"	"Augmentation du taux d'androgènes plasmatique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000245>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal paranasal sinus morphology"	"Abnormality of the paranasal sinuses"	"Anomalie des sinus paranasaux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000587>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal optic nerve morphology"	"Abnormality of the optic nerve"	"Anomalie du nerf optique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000363>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal earlobe morphology"	"Abnormality of earlobe"	"Anomalie du lobe de l'oreille"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003172>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal pubic bone morphology"	"Abnormality of the pubic bone"	"anomalie des os pubiens"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000433>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nasal mucosa morphology"	"Abnormality of the nasal mucosa"	"Anomalie de la muqueuse nasale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040180>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Hyperkeratosis pilaris"	"Hyperkeratosis pilaris"	"Hyperkeratose pilaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012881>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal labia majora morphology"	"Abnormality of the labia majora"	"Anomalie des grandes lèvres"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011399>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tibialis anterior muscle atrophy"	"Tibialis atrophy"	"Atrophie du tibia"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0500093>	<http://www.w3.org/2000/01/rdf-schema#label>	"Food allergy"	"IgE-mediated food allergy"	"Allergie alimentaire médiée par les IgE"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008682>	<http://www.w3.org/2000/01/rdf-schema#label>	"Renal tubular epithelial necrosis"	"Acute tubular necrosis"	"Nécrose tubulaire rénale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030273>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced red cell adenosine deaminase level"	"Reduced red cell adenosine deaminase activity"	"Activité réduite de l'adénosine désaminase du globule rouge"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001191>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal carpal morphology"	"Abnormality of the carpal bones"	"Anomalies des os du carpe"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006956>	<http://www.w3.org/2000/01/rdf-schema#label>	"Lateral ventricle dilatation"	"Dilation of lateral ventricles"	"Dilatation des ventricules latéraux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012655>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated CSF dopamine concentration"	"Elevated CSF dopamine level"	"Dosage élevé de la dopamine dans le liquide céphalorachidien (LCR)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0004544>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Pointed frontal hairline"	"Pointed frontal hairline"	"Implantation des cheveux en pointe frontale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002011>	<http://www.w3.org/2000/01/rdf-schema#label>	"Morphological central nervous system abnormality"	"Morphological abnormality of the central nervous system"	"Anomalie morphologique du système nerveux central"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030269>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased circulating insulin-like growth factor 1 concentration"	"Increased serum insulin-like growth factor 1"	"Augmentation du taux sérique du facteur de croissance analogue à l'insuline 1"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025293>	<http://www.w3.org/2000/01/rdf-schema#label>	"Distributed along Blaschko lines"@en	"Distributed along Blashko lines"	"Distribué le long des lignes de Blashko"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005407>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased proportion of CD4-positive helper T cells"	"Decreased proportion of CD4-positive T cells"	"Anomalie des lymphocytes T CD4+"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031424>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating beta-C-terminal telopeptide concentration"	"Abnormal circulating beta-C-terminal telopeptide level"	"Taux anormal de bêta-télopeptide terminal circulant"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007404>	<http://www.w3.org/2000/01/rdf-schema#label>	"Nonepidermolytic palmoplantar hyperkeratosis"	"Nonepidermolytic palmoplantar keratoderma"	"Kératoderme palmoplantaire non épidermolytique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003534>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced xanthine dehydrogenase level"	"Reduced xanthine dehydrogenase activity"	"Diminution de l'activité xanthine déshydrogénase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003028>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormality of the ankle"	"Abnormality of the ankles"	"Anomalie des chevilles"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006504>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Anomaly of the limb diaphyses morphology"	"Anomaly of the limb diaphyses"	"Anomalie impliquant la diaphyse des membres"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006821>	<http://www.w3.org/2000/01/rdf-schema#label>	"Frontal polymicrogyria"	"Polymicrogyria, anterior to posterior gradient"	"Polymicrogyrie, gradient antéro-postérieur"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005099>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Severe hydrops fetalis"	"Severe hydrops fetalis"	"Hydrops fetalis sévère"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100321>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal dentate nucleus morphology"	"Abnormality of the dentate nucleus"	"Anomalie du noyau dentelé"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007548>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Palmoplantar keratosis with erythema and scale"	"Palmoplantar keratosis with erythema and scale"	"kératose palmoplantaire avec érythème et squames"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030087>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating testosterone concentration"	"Abnormal serum testosterone level"	"Taux de testostérone sérique anormal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001442>	<http://www.w3.org/2000/01/rdf-schema#label>	"Typified by somatic mosaicism"	"Somatic mosaicism"	"Mosaïcisme somatique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003538>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased iduronate sulfatase level"	"Increased serum iduronate sulfatase activity"	"Augmentation de l'activité sérique de l'iduronate sulfatase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030130>	<http://www.w3.org/2000/01/rdf-schema#label>	"Impaired von Willebrand factor collagen binding activity"	"Impaired von Willibrand factor collagen binding activity"	"Altération de l'activité de liaison au collagène du facteur de von Willibrand"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012556>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hyperbeta-alaninemia"	"Hyperbetaalaninemia"	"Hyperbétâ-alaninémie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012100>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating creatinine concentration"	"Abnormal circulating creatinine level"	"Créatininémie anormale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040171>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased serum testosterone concentration"	"Decreased serum testosterone level"	"Hypotestostéronémie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011156>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Focal autonomic seizures without altered responsiveness"	"Focal autonomic seizures without altered responsiveness"	"Convulsions autonomes localisées, sans réponse altérée"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006433>	<http://www.w3.org/2000/01/rdf-schema#label>	"Radial dysplasia"	"Dysplastic radii"	"Radius dysplasiques"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008005>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Congenital corneal dystrophy"	"Congenital corneal dystrophy"	"Dystrophie cornéenne congénitale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007375>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal septum pellucidum morphology"	"Abnormality of the septum pellucidum"	"Anomalie du septum pellucidum"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001969>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal tubulointerstitial morphology"	"Tubulointerstitial abnormality"	"Néphropathie tubulo-interstitielle"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025112>	<http://www.w3.org/2000/01/rdf-schema#label>	"Auditory sensitivity"	"Sound sensitivity"	"Sensibilité au son"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012294>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal occipital bone morphology"	"Abnormality of the occipital bone"	"Anomalie de l'os occipital"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006682>	<http://www.w3.org/2000/01/rdf-schema#label>	"Premature ventricular contraction"	"Ventricular extrasystoles"	"Extrsystoles ventriculaires"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003343>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced glutathione synthetase level"	"Reduced glutathione synthetase activity"	"Déficit de l'activité glutathion synthétase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0040215>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Abnormal circulating insulin level"	"Abnormal circulating insulin level"	"Insulinémie anormale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001322>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Brain very small"	"Brain very small"	"Très petit cerveau"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012112>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating corticosterone level"	"Abnormality of circulating corticosterone level"	"Anomalie du dosage de la corticostérone circulante"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010571>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating phytanic acid concentration"	"Elevated levels of phytanic acid"	"Dosage élevé d'acide phytanique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011739>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dexamethasone-suppressible primary hyperaldosteronism"	"Dexamethasone-suppresible primary hyperaldosteronism"	"Hyperaldostéronisme primaire supprimable par la dexaméthasone"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003328>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal hairshaft morphology"	"Abnormal hair laboratory examination"	"Examen de laboratoire des cheveux anormaux"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012380>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced carnitine O-palmitoyltransferase level"	"Reduced carnitine O-palmitoyltransferase activity"	"Activité réduite en carnitine O-palmitoyltransférase"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002921>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal cerebrospinal fluid morphology"	"Abnormality of the cerebrospinal fluid"	"Anomalie du liquide cérébrospinal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009495>	<http://www.w3.org/2000/01/rdf-schema#label>	"Pseudoepiphysis of the 2nd finger"	"Pseudoepiphyses of the 2nd finger"	"pseudo-épiphyses de l'index"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_3000060>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal infraorbital artery morphology"	"Abnormality of infraorbital artery"	"Anomalie de l'artère infra-orbitaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007207>	<http://www.w3.org/2000/01/rdf-schema#label>	"Photosensitive tonic-clonic seizure"	"Photosensitive tonic-clonic seizures"	"Convulsions tonicocloniques photosensibles"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003657>	<http://www.w3.org/2000/01/rdf-schema#label>	"Vascular granular osmiophilic material deposition"	"Granular osmiophilic deposits (GROD) in cells"	"Dépôts cellulaires granulaires osmiophiles (GROD)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030391>	<http://www.w3.org/2000/01/rdf-schema#label>	"Spoken word recognition deficit"	"Spoken Word Recognition Deficit"	"Déficit de reconnaissance des mots parlés"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005369>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating complement factor H concentration"	"Decreased serum complement factor H"	"Facteur H du complément sérique diminué"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025123>	<http://www.w3.org/2000/01/rdf-schema#label>	"White streaks/specks on enamel."@en	"White streaks/specks on enamel"	"Stries ou taches blanches sur l'émail"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003887>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal humeral head morphology"	"Abnormality of the humeral heads"	"Anomalie des têtes humérales"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025457>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased CSF protein concentration"@en	"Decreased CSF protein"	"Diminution des protéines dans le LCR"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005265>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal jejunum morphology"	"Abnormality of the jejunum"	"Anomalie du jéjunum"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030272>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal erythrocyte enzyme level"	"Abnormal erythrocyte enzyme activity"	"Activité enzymatique érythrocytaire anormale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011804>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal muscle physiology"	"Abnormality of muscle physiology"	"Anomalie de la physiologie musculaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100510>	<http://www.w3.org/2000/01/rdf-schema#label>	"Low levels of vitamin C"	"Vitamin C deficiency"	"Carence en vitamine C"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031875>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal circulating hepcidin concentration"	"Abnormal hepcidin level"	"Taux d'hepcidine anormal"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001744>	<http://www.w3.org/2000/01/rdf-schema#label>	"Splénomégalie minime"@fr	"Splenomegaly"	"Splénomégalie "@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011751>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal posterior pituitary morphogenesis"	"Abnormality of the posterior pituitary"	"Anomalie de la post-hypophyse"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011314>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal long bone morphology"	"Abnormality of long bone morphology"	"Anomalie morphologique des os longs"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030208>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anti-acetylcholine receptor antibody positivity"	"Acetylcholine receptor antibody positivity"	"Anticorps positifs contre les récepteurs d'acétylcholine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003926>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal humeral diaphysis morphology"	"Abnormality of the humeral diaphysis"	"Anomalie de la diaphyse humérale"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012888>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal uterine cervix morphology"	"Abnormality of the uterine cervix"	"Anomalie du col de l'utérus"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025352>	<http://www.w3.org/2000/01/rdf-schema#label>	"Typically de novo"@en	"Autosomal dominant germline de novo mutation"	"Mutation de novo germinale autosomique dominante"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030205>	<http://www.w3.org/2000/01/rdf-schema#label>	"Increased jitter at single fiber EMG"	"Increased jitter at single fibre EMG"	"Augmentation de la gigue à l'EMG d'une seule fibre"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010782>	<http://www.w3.org/2000/01/rdf-schema#label>	"Shoulder dimple"	"Shoulder dimples"	"fosettes au niveau de l'épaule"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003655>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced level of N-acetylglucosaminyltransferase II"	"Reduced activity of N-acetylglucosaminyltransferase II"	"Réduction de l'activité de la N-acétylglucosaminyltransférase II"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002699>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal foramen magnum morphology"	"Abnormality of the foramen magnum"	"Anomalie du foramen magnum"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003889>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal deltoid tuberosity morphology"	"Abnormality of the deltoid tuberosities"	"Anomalie des tubérosités deltoïdiennes"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100639>	<http://www.w3.org/2000/01/rdf-schema#label>	"Erectile dysfunction"	"Erectile abnormalities"	"Anomalies érectiles"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030270>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated red cell adenosine deaminase level"	"Elevated red cell adenosine deaminase activity"	"Activité élevée de l'adénosine désaminase des globules rouges"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0008443>	<http://www.w3.org/2000/01/rdf-schema#label>	"Neuropathic spinal arthropathy"	"Spinal deformities"	"Déformation rachidienne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000044>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hypogonadotropic hypogonadism"	"Hypogonadotrophic hypogonadism"	"Gonadotrophines basses (hypogonadisme secondaire)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0100513>	<http://www.w3.org/2000/01/rdf-schema#label>	"Decreased circulating vitamin E concentration"	"Vitamin E deficiency"	"Carence en vitamine E"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0007435>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Diffuse palmoplantar keratoderma"	"Diffuse palmoplantar keratoderma"	"Kératodermie palmo-plantaire diffuse"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011911>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal metacarpophalangeal joint morphology"	"Abnormality of metacarpophalangeal joint"	"Anomalie de l'articulation métacarpophalangienne"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0001751>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal vestibular function"	"Vestibular dysfunction"	"Dysfonctionnement vestibulaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010819>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atonic seizure"	"Atonic seizures"	"Crise convulsive atonique"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002818>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal morphology of the radius"	"Abnormality of the radius"	"Anomalie du radius"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0012656>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced CSF dopamine concentration"	"Reduced CSF dopamine level"	"Diminution du dosage de dopamine dans le liquide céphalorachidien (LCR)"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0032256>	<http://www.w3.org/2000/01/rdf-schema#label>	"Histoplasmosis"	"Histoplamsosis"	"Histoplamsose"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0000035>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal testis morphology"	"Abnormality of the testis"	"Anomalie des testicules"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0003277>	<http://www.w3.org/2000/01/rdf-schema#label>	"Constricted iliac wing"	"Constricted iliac wings"	"Ailes iliaques compressées"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0010289>	<http://www.w3.org/2000/01/rdf-schema#label>	"Cleft maxillary alveolar ridge"	"Cleft of alveolar ridge of maxilla"	"Fente de la crête alvéolaire de la mandibule"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0045028>	<http://www.w3.org/2000/01/rdf-schema#label>	"Microlissencephaly"	"Type III lissencephaly"	"Lissencéphalie de type III"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002487>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hyperkinetic movements"	"Hyperkinesis"	"Hyperkinesie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0030973>	<http://www.w3.org/2000/01/rdf-schema#label>	"Postexertional symptom exacerbation"	"Postexertional malaise"	"Malaise après l'effort"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0011119>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal nasal dorsum morphology"	"Abnormality of the nasal dorsum"	"Anomalie du dos du nez"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0009626>	<http://www.w3.org/2000/01/rdf-schema#label>	"Interphalangeal thumb joint contracture"	"Contractures of the interphalangeal joint of the thumb"	"Contractures de l'articulation interphalangienne du pouce"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0005262>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal synovial membrane morphology"	"Abnormality of the synovia"	"Anomalie de la synovie"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006977>	<http://www.w3.org/2000/01/rdf-schema#label>	"Deficit in grammar"	"Grammar-specific speech disorder"	"Trouble du langage spécifiquement sur la grammaire"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006505>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal limb epiphysis morphology"	"Abnormality of limb epiphysis morphology"	"Anomalies morphologique impliquant les épiphyses des membres"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006466>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ankle flexion contracture"	"Ankle contracture"	"Contractures des chevilles"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0006436>	<http://www.w3.org/2000/01/rdf-schema#label>	"obsolete Shortening of the tibia"	"Shortening of the tibia"	"Raccourcissement du tibia"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0002585>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abnormal peritoneum morphology"	"Abnormality of the peritoneum"	"Anomalie du péritoine"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0025109>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reduced red cell pyruvate kinase level"@en	"Reduced red cell pyruvate kinase activity"	"Réduction de l'activité de la pyruvate kinase du globule rouge"@fr	"OFFICIAL"
<http://purl.obolibrary.org/obo/HP_0031956>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elevated circulating aspartate aminotransferase concentration"	"Elevated serum aspartate aminotransferase"	"Taux élevé d'aspartate aminotransférase sérique"@fr	"OFFICIAL"
