source_language	translation_language	subject_id	source_value	predicate_id	translation_value	translation_status
en	es	HP:0007373	Motor neuron atrophy	rdfs:label	Atrofia / degeneración de motoneuronas	OFFICIAL
en	es	HP:0007374	Atrophy/Degeneration involving the caudate nucleus	rdfs:label	Atrofia / degeneración del núcleo caudado	OFFICIAL
en	es	HP:0007375	Abnormality of the septum pellucidum	rdfs:label	Anomalía del septum pellucidum o septo pelúcido	OFFICIAL
en	es	HP:0007376	Abnormality of the choroid plexus	rdfs:label	Anomalía del plexo coroideo	OFFICIAL
en	es	HP:0007377	Abnormality of somatosensory evoked potentials	rdfs:label	Alteración en potenciales evocados somatosensoriales	OFFICIAL
en	es	HP:0007378	Neoplasm of the gastrointestinal tract	rdfs:label	Neoplasia del tracto gastrointestinal	OFFICIAL
en	es	HP:0007379	Neoplasm of the genitourinary tract	rdfs:label	Neoplasia del tracto genitourinario	OFFICIAL
en	es	HP:0007380	Facial telangiectasia	rdfs:label	Telangiectasia facial	OFFICIAL
en	es	HP:0007381	Congenital exfoliative erythroderma	rdfs:label	Eritrodermia exfoliativa congénita	OFFICIAL
en	es	HP:0007383	Congenital localized absence of skin	rdfs:label	Ausencia localizada de la piel congénita	OFFICIAL
en	es	HP:0007384	Aberrant melanosome maturation	rdfs:label	Maduración de los melanosomas aberrante	OFFICIAL
en	es	HP:0007385	Aplasia cutis congenita of scalp	rdfs:label	Aplasia cutis congénita del cuero cabelludo	OFFICIAL
en	es	HP:0007387	Hypoplastic sweat glands	rdfs:label	Hipoplasia de glándulas sudoríparas	OFFICIAL
en	es	HP:0007390	Hyperkeratosis with erythema	rdfs:label	Hiperqueratosis con eritema	OFFICIAL
en	es	HP:0007392	Excessive wrinkled skin	rdfs:label	Exceso de piel arrugada	OFFICIAL
en	es	HP:0007394	Prominent superficial blood vessels	rdfs:label	Vasos sanguíneos superficiales prominentes	OFFICIAL
en	es	HP:0007395	Postnatal-onset ichthyosiform erythroderma	rdfs:label	Eritroderma ictiosiforme de aparición postnatal	OFFICIAL
en	es	HP:0007396	Early cutaneous photosensitivity	rdfs:label	Fotosensibilidad cutánea temprana	OFFICIAL
en	es	HP:0007397	Axillary apocrine gland hypoplasia	rdfs:label	Hipoplasia axilar glándular apocrina	OFFICIAL
en	es	HP:0007398	Asymmetric, linear skin defects	rdfs:label	Defectos de la piel asimétricos, lineales	OFFICIAL
en	es	HP:0007400	Irregular hyperpigmentation	rdfs:label	Hiperpigmentación irregular	OFFICIAL
en	es	HP:0007401	Macular atrophy	rdfs:label	Atrofia macular no inflamatoria	OFFICIAL
en	es	HP:0007402	Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	rdfs:label	Áreas de hipopigmentación e hiperpigmentación que no siguen líneas blaschko	OFFICIAL
en	es	HP:0007403	Hypertrophy of skin of soles	rdfs:label	Hipertrofia de la piel de las plantas de los pies	OFFICIAL
en	es	HP:0007404	Nonepidermolytic palmoplantar keratoderma	rdfs:label	Queratoderma palmoplantar no epidermolítico	OFFICIAL
en	es	HP:0007406	Hyperpigmentation of eyelids	rdfs:label	Hiperpigmentación de párpados	OFFICIAL
en	es	HP:0007407	Excessive skin wrinkling on dorsum of hands and fingers	rdfs:label	Arrugas en la piel excesivas en el dorso de las manos y los dedos	OFFICIAL
en	es	HP:0007408	Tegumentary leishmaniasis susceptibility	rdfs:label	Susceptibilidad a leishmaniasis tegumentaria	OFFICIAL
en	es	HP:0007409	obsolete Absence of subcutaneous fat over entire body except buttocks, hips, and thighs	rdfs:label	Ausencia de grasa subcutánea en todo el cuerpo excepto en las nalgas, caderas y muslos	OFFICIAL
en	es	HP:0007410	Palmoplantar hyperhidrosis	rdfs:label	Hiperhidrosis palmoplantar	OFFICIAL
en	es	HP:0007411	Hypoplastic-absent sebaceous glands	rdfs:label	Hipoplasia o ausencia de glándulas sebáceas	OFFICIAL
en	es	HP:0007412	Macular hyperpigmented dermopathy	rdfs:label	Dermopatía hiperpigmentada macular	OFFICIAL
en	es	HP:0007413	Nevus flammeus of the forehead	rdfs:label	Nevus flammeus de la frente	OFFICIAL
en	es	HP:0007414	Neonatal wrinkled skin of hands and feet	rdfs:label	Piel arrugada de manos y pies neonatal	OFFICIAL
en	es	HP:0007417	Discoid lupus rash	rdfs:label	Lupus eritematoso discoide	OFFICIAL
en	es	HP:0007418	Alopecia totalis	rdfs:label	Alopecia totalis	OFFICIAL
en	es	HP:0007420	Spontaneous hematomas	rdfs:label	Hematomas espontáneos	OFFICIAL
en	es	HP:0007421	Telangiectases of the cheeks	rdfs:label	Telangiectasias de las mejillas	OFFICIAL
en	es	HP:0007425	Hyperextensible skin of face	rdfs:label	Piel de la cara hiperelástica	OFFICIAL
en	es	HP:0007427	Reticulated skin pigmentation	rdfs:label	Pigmentación de la piel reticulada	OFFICIAL
en	es	HP:0007428	Telangiectasia of the oral mucosa	rdfs:label	Telangiectasia de la mucosa oral	OFFICIAL
en	es	HP:0007429	Few cafe-au-lait spots	rdfs:label	Manchas de color café con leche escasas	OFFICIAL
en	es	HP:0007430	Generalized edema	rdfs:label	Edema generalizado	OFFICIAL
en	es	HP:0007431	Congenital ichthyosiform erythroderma	rdfs:label	Eritrodermia congénita ictiosiforme	OFFICIAL
en	es	HP:0007432	Intermittent generalized erythematous papular rash	rdfs:label	Erupción papular eritematoso generalizada intermitente	OFFICIAL
en	es	HP:0007434	Plaque-like facial hemangioma	rdfs:label	Hemangioma facial en forma de placa	OFFICIAL
en	es	HP:0007435	Diffuse palmoplantar keratoderma	rdfs:label	Queratodermia palmoplantar difusa	OFFICIAL
en	es	HP:0007436	Hair-nail ectodermal dysplasia	rdfs:label	Displasia ectodérmica pelo-uñas	OFFICIAL
en	es	HP:0007437	Multiple cutaneous leiomyomas	rdfs:label	Leiomiomas cutáneos múltiples	OFFICIAL
en	es	HP:0007438	Mottled pigmentation of the trunk and proximal extremities	rdfs:label	Pigmentación moteada del tronco y extremidades proximales	OFFICIAL
en	es	HP:0007439	Generalized keratosis follicularis	rdfs:label	Folicular queratosis generalizadas	OFFICIAL
en	es	HP:0007440	Generalized hyperpigmentation	rdfs:label	Hiperpigmentación generalizada	OFFICIAL
en	es	HP:0007441	Hyperpigmented/hypopigmented macules	rdfs:label	Máculas hiperpigmentadas/hipopigmentadas	OFFICIAL
en	es	HP:0007443	Partial albinism	rdfs:label	Albinismo parcial	OFFICIAL
en	es	HP:0007446	Palmoplantar blistering	rdfs:label	Ampollas palmoplantares	OFFICIAL
en	es	HP:0007447	Diffuse palmoplantar hyperkeratosis	rdfs:label	Hiperqueratosis palmoplantar difusa	OFFICIAL
en	es	HP:0007448	Hyperkeratosis over edematous areas	rdfs:label	Hiperqueratosis sobre áreas edematosas	OFFICIAL
en	es	HP:0007449	Confetti-like hypopigmented macules	rdfs:label	Máculas hipopigmentadas en confeti	OFFICIAL
en	es	HP:0007450	Increased groin pigmentation with raindrop depigmentation	rdfs:label	Hiperpigmentación de la ingle con depigmentación en gota de lluvia	OFFICIAL
en	es	HP:0007451	Ipsilateral lack of facial sweating	rdfs:label	Ausencia de sudoración facial ipsilateral	OFFICIAL
en	es	HP:0007452	Midface capillary hemangioma	rdfs:label	Hemangioma capilar del tercio medio de la cara	OFFICIAL
en	es	HP:0007453	Flexural lichenification	rdfs:label	Liquenificación en zonas de flexión	OFFICIAL
en	es	HP:0007455	Adermatoglyphia	rdfs:label	Adermatoglifia	OFFICIAL
en	es	HP:0007456	Progressive reticulate hyperpigmentation	rdfs:label	Hiperpigmentación reticulada progresiva	OFFICIAL
en	es	HP:0007457	Prominent veins on trunk	rdfs:label	Venas prominentes en el tronco	OFFICIAL
en	es	HP:0007458	Focal hyperextensible skin	rdfs:label	Piel hiperextensible focal	OFFICIAL
en	es	HP:0007459	Generalized anhidrosis	rdfs:label	Anhidrosis generalizada	OFFICIAL
en	es	HP:0007460	Autoamputation of digits	rdfs:label	Autoamputación de dígitos de la mano	OFFICIAL
en	es	HP:0007461	Hemangiomatosis	rdfs:label	Hemangiomatosis	OFFICIAL
en	es	HP:0007462	Bitot spots of the conjunctiva	rdfs:label	Manchas de Bitot de la conjuntiva	OFFICIAL
en	es	HP:0007464	Sparse facial hair	rdfs:label	Vello facial escaso	OFFICIAL
en	es	HP:0007465	Honeycomb palmoplantar keratoderma	rdfs:label	Queratodermia palmoplantar en panal de abeja	OFFICIAL
en	es	HP:0007466	Midfrontal capillary hemangioma	rdfs:label	Hemangioma capilar del medio de la frente	OFFICIAL
en	es	HP:0007468	Perifollicular hyperkeratosis	rdfs:label	Hiperqueratosis perifolicular	OFFICIAL
en	es	HP:0007469	Palmoplantar cutis gyrata	rdfs:label	Cutis girata palmoplantar	OFFICIAL
en	es	HP:0007470	Periarticular subcutaneous nodules	rdfs:label	Nódulos subcutáneos periarticulares	OFFICIAL
en	es	HP:0007471	Axillary and groin hyperpigmentation and hypopigmentation	rdfs:label	Hiperpigmentación e hipopigmentación axilar y de la ingle	OFFICIAL
en	es	HP:0007473	Crusting erythematous dermatitis	rdfs:label	Dermatitis eritematosa costrosa	OFFICIAL
en	es	HP:0007475	Congenital bullous ichthyosiform erythroderma	rdfs:label	Eritrodermia congénita ictiosiforme bullosa	OFFICIAL
en	es	HP:0007476	Anhidrotic ectodermal dysplasia	rdfs:label	Displasia ectodérmica anhidrótica	OFFICIAL
en	es	HP:0007477	Abnormal dermatoglyphics	rdfs:label	Dermatoglifos anormales	OFFICIAL
en	es	HP:0007479	Congenital nonbullous ichthyosiform erythroderma	rdfs:label	Eritrodermia congénita ictiosiforme no bulosa	OFFICIAL
en	es	HP:0007480	Decreased sweating due to autonomic dysfunction	rdfs:label	Disminución del sudor debido a una disfunción autonómica	OFFICIAL
en	es	HP:0007481	Hyperpigmented nevi	rdfs:label	Nevos hiperpigmentados	OFFICIAL
en	es	HP:0007482	Generalized papillary lesions	rdfs:label	Lesiones papilares generalizadas	OFFICIAL
en	es	HP:0007483	Depigmentation/hyperpigmentation of skin	rdfs:label	Despigmentación / hiperpigmentación de la piel	OFFICIAL
en	es	HP:0007485	Absence of subcutaneous fat	rdfs:label	Ausencia de grasa subcutánea	OFFICIAL
en	es	HP:0007486	Cavernous hemangioma of the face	rdfs:label	Hemangioma cavernoso de la cara	OFFICIAL
en	es	HP:0007488	Diffuse skin atrophy	rdfs:label	Atrofia cutánea difusa	OFFICIAL
en	es	HP:0007489	Diffuse telangiectasia	rdfs:label	Telangiectasia difusa	OFFICIAL
en	es	HP:0007490	Linear arrays of macular hyperkeratoses in flexural areas	rdfs:label	Disposición linear o en rayas de hiperqueratosis macular en áreas de flexión	OFFICIAL
en	es	HP:0007494	Discrete 2 to 5-mm hyper- and hypopigmented macules	rdfs:label	Máculas hiper e hipopigmentadas de 2 a 5 mm	OFFICIAL
en	es	HP:0007495	Prematurely aged appearance	rdfs:label	Aspecto prematuramente envejecido	OFFICIAL
en	es	HP:0007497	Focal friction-related palmoplantar hyperkeratosis	rdfs:label	Hiperqueratosis palmoplantar por fricción	OFFICIAL
en	es	HP:0007499	Recurrent staphylococcal infections	rdfs:label	Infecciones recurrentes por estafilococos	OFFICIAL
en	es	HP:0007500	Decreased number of sweat glands	rdfs:label	Disminución del número de glándulas sudoríparas	OFFICIAL
en	es	HP:0007501	Streaks of hyperkeratosis along each finger onto the palm	rdfs:label	Rayas de hiperqueratosis lo largo de cada dedo sobre la palma	OFFICIAL
en	es	HP:0007502	Follicular hyperkeratosis	rdfs:label	Hiperqueratosis folicular	OFFICIAL
en	es	HP:0007503	Generalized ichthyosis	rdfs:label	Ictiosis generalizada	OFFICIAL
en	es	HP:0007504	Diffuse slow skin atrophy	rdfs:label	Atrofia cutánea difusa lenta	OFFICIAL
en	es	HP:0007505	Progressive hyperpigmentation	rdfs:label	Hiperpigmentación progresiva	OFFICIAL
en	es	HP:0007506	Congenital absence of skin of limbs	rdfs:label	Ausencia congénita de la piel de las extremidades	OFFICIAL
en	es	HP:0007508	Punctate palmar hyperkeratosis	rdfs:label	Hiperqueratosis punteada de palmas y plantas	OFFICIAL
en	es	HP:0007509	Patchy hypo- and hyperpigmentation	rdfs:label	Manchas de hipo e hiperpigmentación	OFFICIAL
en	es	HP:0007510	Focal dermal aplasia/hypoplasia	rdfs:label	Aplasia dérmica focal / hipoplasia	OFFICIAL
en	es	HP:0007511	Mottled pigmentation of photoexposed areas	rdfs:label	Pigmentación moteada de áreas fotoexpuestas	OFFICIAL
en	es	HP:0007513	Generalized hypopigmentation	rdfs:label	Hipopigmentación generalizada	OFFICIAL
en	es	HP:0007514	Edema of the dorsum of hands	rdfs:label	Edema del dorso de las manos	OFFICIAL
en	es	HP:0007515	Hypoplastic pilosebaceous units	rdfs:label	Hipoplasia de las unidades pilosebáceas	OFFICIAL
en	es	HP:0007516	Redundant skin on fingers	rdfs:label	Piel redundante en los dedos	OFFICIAL
en	es	HP:0007517	Palmoplantar cutis laxa	rdfs:label	Cutis laxa palmoplantar	OFFICIAL
en	es	HP:0007519	Lack of subcutaneous fatty tissue	rdfs:label	Falta de tejido graso subcutáneo	OFFICIAL
en	es	HP:0007521	Irregular hyperpigmentation of back	rdfs:label	Hiperpigmentación irregular de la espalda	OFFICIAL
en	es	HP:0007522	Increased number of skin folds	rdfs:label	Aumento del número de los pliegues de la piel	OFFICIAL
en	es	HP:0007524	Atypical neurofibromatosis	rdfs:label	Neurofibromatosis atípica	OFFICIAL
en	es	HP:0007525	Yellow subcutaneous tissue covered by thin, scaly skin	rdfs:label	Tejido subcutáneo de color amarillento cubierto por piel fina y escamosa	OFFICIAL
en	es	HP:0007526	Hypopigmented skin patches on arms	rdfs:label	Manchas hipopigmentadas de la piel en los brazos	OFFICIAL
en	es	HP:0007529	Hidrotic ectodermal dysplasia	rdfs:label	Displasia ectodérmica hidrótica	OFFICIAL
en	es	HP:0007530	Punctate palmoplantar hyperkeratosis	rdfs:label	Hiperqueratosis palmoplantar punctata	OFFICIAL
en	es	HP:0007534	Congenital posterior occipital alopecia	rdfs:label	Alopecia congénita occipital posterior	OFFICIAL
en	es	HP:0007535	Hypopigmented streaks	rdfs:label	Manchas lineares hipopigmentadas	OFFICIAL
en	es	HP:0007536	Aplasia cutis congenita of midline scalp vertex	rdfs:label	Aplasia cutis congénita del vértice del cuero cabelludo en la línea media	OFFICIAL
en	es	HP:0007537	Severe photosensitivity	rdfs:label	Fotosensibilidad severa	OFFICIAL
en	es	HP:0007541	Frontal cutaneous lipoma	rdfs:label	Lipoma cutánea frontal	OFFICIAL
en	es	HP:0007542	Absent pigmentation of the ventral chest	rdfs:label	Pigmentación ausente del tórax ventral	OFFICIAL
en	es	HP:0007543	Epidermal hyperkeratosis	rdfs:label	Hiperqueratosis epidérmica	OFFICIAL
en	es	HP:0007544	Piebaldism	rdfs:label	Pibaldismo	OFFICIAL
en	es	HP:0007545	Congenital palmoplantar keratosis	rdfs:label	Queratosis palmoplantar congénita	OFFICIAL
en	es	HP:0007546	Linear hyperpigmentation	rdfs:label	Hiperpigmentación linear	OFFICIAL
en	es	HP:0007548	Palmoplantar keratosis with erythema and scale	rdfs:label	Queratosis palmoplantar con eritema e incrustaciones	OFFICIAL
en	es	HP:0007549	Desquamation of skin soon after birth	rdfs:label	Descamación de la piel inmediatamente después del nacimiento	OFFICIAL
en	es	HP:0007550	Hypohidrosis or hyperhidrosis	rdfs:label	Hipohidrosis/hiperhidrosis	OFFICIAL
en	es	HP:0007552	Abnormal subcutaneous fat tissue distribution	rdfs:label	Distribución del tejido graso subcutáneo anormal	OFFICIAL
en	es	HP:0007553	Congenital symmetrical palmoplantar keratosis	rdfs:label	Queratosis palmoplantar congénita simétrica	OFFICIAL
en	es	HP:0007554	Confetti hypopigmentation pattern of lower leg skin	rdfs:label	Patrón de hipopigmentación en confeti de la piel de la pierna	OFFICIAL
en	es	HP:0007556	Plantar hyperkeratosis	rdfs:label	Hiperqueratosis plantar	OFFICIAL
en	es	HP:0007559	Localized epidermolytic hyperkeratosis	rdfs:label	Hiperqueratosis epidermolítica localizada	OFFICIAL
en	es	HP:0007560	Unusual dermatoglyphics	rdfs:label	Dermatoglifos inusuales	OFFICIAL
en	es	HP:0007561	Telangiectases in sun-exposed and nonexposed skin	rdfs:label	Telangiectasias en la piel expuesta y no expuesta al sol	OFFICIAL
en	es	HP:0007565	Multiple cafe-au-lait spots	rdfs:label	Manchas café con leche múltiples	OFFICIAL
en	es	HP:0007566	Index finger dermatoglyphic radial loop	rdfs:label	Bucle radial dermatoglífico en dedo índice	OFFICIAL
en	es	HP:0007569	Generalized seborrheic dermatitis	rdfs:label	Dermatitis seborreica generalizada	OFFICIAL
en	es	HP:0007570	Hyperkeratosis lenticularis perstans	rdfs:label	Hiperqueratosis lenticularis perstans (enfermedad de Flegel)	OFFICIAL
en	es	HP:0007572	Hyperpigmented streaks	rdfs:label	Manchas lineares hiperpigmentadas	OFFICIAL
en	es	HP:0007573	Late onset atopic dermatitis	rdfs:label	Dermatitis atópica de inicio tardío	OFFICIAL
en	es	HP:0007574	Generalized bronze hyperpigmentation	rdfs:label	Hiperpigmentación generalizada de bronce	OFFICIAL
en	es	HP:0007576	Palmar neurofibromas	rdfs:label	Neurofibromas palmares	OFFICIAL
en	es	HP:0007581	Mediosternal, longitudinal streak of hypopigmentation	rdfs:label	Rayas longitudinales de hipopigmentación mediosternal	OFFICIAL
en	es	HP:0007583	Telangiectasia macularis eruptiva perstans	rdfs:label	Telangiectasia macularis eruptiva perstans	OFFICIAL
en	es	HP:0007585	Skin fragility with non-scarring blistering	rdfs:label	Fragilidad de la piel con ampollas que no dejan cicatriz	OFFICIAL
en	es	HP:0007586	Telangiectases producing marbled' skin	rdfs:label	Telangiectasias que dan un aspecto de mármol a la piel	OFFICIAL
en	es	HP:0007587	Numerous pigmented freckles	rdfs:label	Pecas pigmentadas numerosas	OFFICIAL
en	es	HP:0007588	Reticular hyperpigmentation	rdfs:label	Hiperpigmentación reticular	OFFICIAL
en	es	HP:0007589	Aplasia cutis congenita on trunk or limbs	rdfs:label	Aplasia cutis congénita en el tronco o las extremidades	OFFICIAL
en	es	HP:0007590	Aplasia cutis congenita over posterior parietal area	rdfs:label	Aplasia cutis congénita en el área parietal posterior	OFFICIAL
en	es	HP:0007592	Aplasia/Hypoplastia of the eccrine sweat glands	rdfs:label	Aplasia / hipoplasia de las glándulas sudoríparas ecrinas	OFFICIAL
en	es	HP:0007595	Redundant skin in infancy	rdfs:label	Piel redundante en la infancia	OFFICIAL
en	es	HP:0007596	Painful subcutaneous lipomas	rdfs:label	Lipomas subcutáneos dolorosos	OFFICIAL
en	es	HP:0007597	Congenital palmoplantar keratodermia	rdfs:label	Keratodermia palmoplantar congénita	OFFICIAL
en	es	HP:0007598	Bilateral single transverse palmar creases	rdfs:label	Pliegues palmares únicos bilaterales	OFFICIAL
en	es	HP:0007599	Generalized reticulate brown pigmentation	rdfs:label	Generalizada marrón pigmentación reticulada	OFFICIAL
en	es	HP:0007601	Midline facial capillary hemangioma	rdfs:label	Hemangioma capilar de la línea media de la cara	OFFICIAL
en	es	HP:0007602	Complex palmar dermatoglyphic pattern	rdfs:label	Patrón dermatoglífico palmar complejo	OFFICIAL
en	es	HP:0007603	Freckles in sun-exposed areas	rdfs:label	Pecas en las áreas expuestas al sol	OFFICIAL
en	es	HP:0007605	Excessive wrinkling of palmar skin	rdfs:label	Arrugamiento excesivo de la piel palmar	OFFICIAL
en	es	HP:0007606	Multiple cutaneous malignancies	rdfs:label	Lesiones cutáneas malignas múltiples	OFFICIAL
en	es	HP:0007607	Hypohidrotic ectodermal dysplasia	rdfs:label	Displasia ectodérmica hipohidrótica	OFFICIAL
en	es	HP:0007608	Abnormal palmar dermal ridges	rdfs:label	Crestas dérmicas palmares anormales	OFFICIAL
en	es	HP:0007609	Hypoproteinemic edema	rdfs:label	Edema hipoproteinémico	OFFICIAL
en	es	HP:0007610	Blotching pigmentation of the skin	rdfs:label	Ronchas o manchas de pigmentación de la piel	OFFICIAL
en	es	HP:0007613	Spinous keratoses of palms and soles	rdfs:label	Queratosis espinosas de palmas y plantas	OFFICIAL
en	es	HP:0007616	Nevus flammeus nuchae	rdfs:label	Nevus flammeus cervical	OFFICIAL
en	es	HP:0007617	Fine, reticulate skin pigmentation	rdfs:label	Pigmentación de la piel reticulada fina	OFFICIAL
en	es	HP:0007618	Subcutaneous calcification	rdfs:label	Calcificación subcutánea	OFFICIAL
en	es	HP:0007620	Cutaneous leiomyoma	rdfs:label	Leiomioma cutáneo	OFFICIAL
en	es	HP:0007621	Telangiectasia of extensor surfaces	rdfs:label	Telangiectasia de superficies de extensión	OFFICIAL
en	es	HP:0007623	Pigmentation anomalies of sun-exposed skin	rdfs:label	Anomalías de pigmentación de la piel expuesta al sol	OFFICIAL
en	es	HP:0007626	Mandibular osteomyelitis	rdfs:label	Osteomielitis mandibular	OFFICIAL
en	es	HP:0007627	Mandibular condyle aplasia	rdfs:label	Aplasia del cóndilo mandibular	OFFICIAL
en	es	HP:0007628	Mandibular condyle hypoplasia	rdfs:label	Hipoplasia del cóndilo mandibular	OFFICIAL
en	es	HP:0007633	Bilateral microphthalmos	rdfs:label	Microftalmia bilateral	OFFICIAL
en	es	HP:0007634	Nonarteritic anterior ischemic optic neuropathy	rdfs:label	Neuropatía óptica isquémica anterior no arterítica	OFFICIAL
en	es	HP:0007641	Dyschromatopsia	rdfs:label	Discromatopsia	OFFICIAL
en	es	HP:0007642	Congenital stationary night blindness	rdfs:label	Ceguera nocturna congénita no progresiva	OFFICIAL
en	es	HP:0007643	Peripheral tractional retinal detachment	rdfs:label	Desprendimiento periférico de retina por tracción	OFFICIAL
en	es	HP:0007646	Absent lower eyelashes	rdfs:label	Ausencia de pestañas externas	OFFICIAL
en	es	HP:0007647	Congenital extraocular muscle anomaly	rdfs:label	Anomalía congénita de los músculos extraoculares	OFFICIAL
en	es	HP:0007648	Punctate cataract	rdfs:label	Cataratas punctata	OFFICIAL
en	es	HP:0007649	Congenital hypertrophy of retinal pigment epithelium	rdfs:label	Hipertrofia congénita del epitelio pigmentario de la retina	OFFICIAL
en	es	HP:0007650	Progressive ophthalmoplegia	rdfs:label	Oftalmoplejia progresiva	OFFICIAL
en	es	HP:0007651	Ectropion of lower eyelids	rdfs:label	Ectropion del párpado inferior	OFFICIAL
en	es	HP:0007654	obsolete Retinal striation	rdfs:label	Estriación de retina	OFFICIAL
en	es	HP:0007655	Eversion of lateral third of lower eyelids	rdfs:label	Eversión del tercio lateral del párpado inferior	OFFICIAL
en	es	HP:0007656	Lacrimal gland aplasia	rdfs:label	Aplasia de la glándula lacrimal	OFFICIAL
en	es	HP:0007657	Diffuse nuclear cataract	rdfs:label	Catarata nuclear difusa	OFFICIAL
en	es	HP:0007658	Large hyperpigmented retinal spots	rdfs:label	Puntos retinianos hiperpigmentados amplios	OFFICIAL
en	es	HP:0007659	obsolete Decreased retinal pigmentation with dispersion	rdfs:label	Disminución con dispersión de la pigmentación de la retina	OFFICIAL
en	es	HP:0007661	Abnormality of chorioretinal pigmentation	rdfs:label	Hipopigmentación e hiperpigmentación coriorretiniana	OFFICIAL
en	es	HP:0007663	Reduced visual acuity	rdfs:label	Disminución de la visión central	OFFICIAL
en	es	HP:0007665	Curly eyelashes	rdfs:label	Pestañas rizadas	OFFICIAL
en	es	HP:0007667	Peripheral cystoid retinal degeneration	rdfs:label	Degeneración quística de la retina	OFFICIAL
en	es	HP:0007668	Impaired pursuit initiation and maintenance	rdfs:label	Deterioro del inicio y mantenimiento de la búsqueda visual	OFFICIAL
en	es	HP:0007670	Abnormal vestibulo-ocular reflex	rdfs:label	Reflejo vestíbulo-ocular anormal	OFFICIAL
en	es	HP:0007675	Progressive night blindness	rdfs:label	Ceguera nocturna progresiva	OFFICIAL
en	es	HP:0007676	Hypoplasia of the iris	rdfs:label	Hipoplasia del iris	OFFICIAL
en	es	HP:0007677	Vitelliform-like macular lesions	rdfs:label	Maculopatía viteliforme	OFFICIAL
en	es	HP:0007678	Lacrimal duct stenosis	rdfs:label	Estenosis del conducto lacrimal	OFFICIAL
en	es	HP:0007680	Depigmented fundus	rdfs:label	Fondo de ojo despigmentado	OFFICIAL
en	es	HP:0007685	Peripheral retinal avascularization	rdfs:label	Avascularización retiniana periférica	OFFICIAL
en	es	HP:0007686	Abnormal pupillary function	rdfs:label	Función pupilar anormal	OFFICIAL
en	es	HP:0007687	Unilateral ptosis	rdfs:label	Ptosis unilateral	OFFICIAL
en	es	HP:0007688	Undetectable light- and dark-adapted electroretinogram	rdfs:label	Ausencia de respuesta de conos y bastones en electroretinograma (ERG)	OFFICIAL
en	es	HP:0007690	Map-dot-fingerprint corneal dystrophy	rdfs:label	Distrofia corneal en huella dactilar	OFFICIAL
en	es	HP:0007691	obsolete Short curly eyelashes	rdfs:label	Pestañas cortas y rizadas	OFFICIAL
en	es	HP:0007692	obsolete Nonnuclear polymorphic congenital cataract	rdfs:label	Catarata congénita polimórfica no nuclear	OFFICIAL
en	es	HP:0007695	Abnormal pupillary light reflex	rdfs:label	Alteración del reflejo pupilar a la luz	OFFICIAL
en	es	HP:0007697	Hypoplasia of the lower eyelids	rdfs:label	Hipoplasia de los párpados inferiores	OFFICIAL
en	es	HP:0007698	obsolete Retinal pigment epithelial atrophy	rdfs:label	Atrofia del epitelio pigmentario de la retina	OFFICIAL
en	es	HP:0007700	Ocular anterior segment dysgenesis	rdfs:label	Disgenesia del segmento anterior	OFFICIAL
en	es	HP:0007702	obsolete Pigmentary retinal deposits	rdfs:label	Depósitos pigmentarios retinianos	OFFICIAL
en	es	HP:0007703	Abnormality of retinal pigmentation	rdfs:label	Pigmentación anormal de la retina	OFFICIAL
en	es	HP:0007704	Paroxysmal involuntary eye movements	rdfs:label	Movimientos paroxísticos involuntarios de los ojos	OFFICIAL
en	es	HP:0007705	Corneal degeneration	rdfs:label	Degeneración corneal	OFFICIAL
en	es	HP:0007707	Congenital aphakia	rdfs:label	Afaquia congénita primaria	OFFICIAL
en	es	HP:0007708	Absent inner eyelashes	rdfs:label	Ausencia de pestañas internas	OFFICIAL
en	es	HP:0007709	Band-shaped corneal dystrophy	rdfs:label	Distrofia corneal en forma de banda	OFFICIAL
en	es	HP:0007710	Peripheral vitreous opacities	rdfs:label	Opacidades vítreas periféricas	OFFICIAL
en	es	HP:0007712	obsolete Choroidal dystrophy	rdfs:label	Distrofia coroidea	OFFICIAL
en	es	HP:0007713	obsolete Juvenile zonular cataracts	rdfs:label	Catarata zonular juvenil	OFFICIAL
en	es	HP:0007715	Weak extraocular muscles	rdfs:label	Músculos extraoculares débiles	OFFICIAL
en	es	HP:0007716	Uveal melanoma	rdfs:label	Melanoma intraocular	OFFICIAL
en	es	HP:0007717	Chronic irritative conjunctivitis	rdfs:label	Conjuntivitis irritativa crónica	OFFICIAL
en	es	HP:0007720	Flat cornea	rdfs:label	Córnea plana	OFFICIAL
en	es	HP:0007721	Saccular conjunctival dilatations	rdfs:label	Aneurismas saculares conjuntivales	OFFICIAL
en	es	HP:0007722	Retinal pigment epithelial atrophy	rdfs:label	Pérdida de epitelio pigmentario de la retina	OFFICIAL
en	es	HP:0007727	Opacification of the corneal epithelium	rdfs:label	Opacidad del epitelio corneal	OFFICIAL
en	es	HP:0007728	Congenital miosis	rdfs:label	Miosis congénita	OFFICIAL
en	es	HP:0007730	Iris hypopigmentation	rdfs:label	Hipopigmentación del iris	OFFICIAL
en	es	HP:0007731	Chorioretinal dysplasia	rdfs:label	Displasia coriorretiniana	OFFICIAL
en	es	HP:0007732	Lacrimal gland hypoplasia	rdfs:label	Hipoplasia de la glándula lacrimal	OFFICIAL
en	es	HP:0007733	Laterally curved eyebrow	rdfs:label	Ceja curvada lateralmente	OFFICIAL
