subject_id	translation_value	comment
HP:0000518	Zakalená čočka	OFFICIAL
HP:0000518	Zkalená čočka	OFFICIAL
HP:0000518	Neprůhledná čočka	OFFICIAL
HP:0000519	Bilaterální kongenitální katarakta	OFFICIAL
HP:0000519	Katarakta, kongenitální	OFFICIAL
HP:0000519	Zakalení čoček u porodu	OFFICIAL
HP:0000519	Kongenitální katarakty	OFFICIAL
HP:0000519	Bilaterální kongenitální katarakty	OFFICIAL
HP:0000520	Exophtalmos	OFFICIAL
HP:0000520	Exoftalmus	OFFICIAL
HP:0000520	Protruze bulbů	OFFICIAL
HP:0000520	Prominující oči	OFFICIAL
HP:0000520	Vytřeštěné oči	OFFICIAL
HP:0000520	Protruze očí	OFFICIAL
HP:0000522	Absence slz očí	OFFICIAL
HP:0000522	Absence slzních kanálků	OFFICIAL
HP:0000522	Absence produkce slz	OFFICIAL
HP:0000523	Subkapsulární katarakty	OFFICIAL
HP:0000523	Subkapsulární katarakta čočky	OFFICIAL
HP:0000523	Subkapsulární zkalení	OFFICIAL
HP:0000524	Teleangiektázie konjunktivy	OFFICIAL
HP:0000524	Teleangiektázie, konjunktivální	OFFICIAL
HP:0000525	Abnormalita duhovky	OFFICIAL
HP:0000526	Absence duhovky	OFFICIAL
HP:0000527	Ciliární trichomegálie	CANDIDATE
HP:0000527	Zvětšená délka řas	CANDIDATE
HP:0000527	Neobvykle dlouhé řasy	CANDIDATE
HP:0000528	Anophtalmie	OFFICIAL
HP:0000528	Anophtalmia	OFFICIAL
HP:0000528	Absence očí	OFFICIAL
HP:0000528	Chybějící oči	OFFICIAL
HP:0000528	Klinická anoftalmie	OFFICIAL
HP:0000528	Klinický anoftalmus	OFFICIAL
HP:0000528	Nemá oči	OFFICIAL
HP:0033296	Binucleated podocytes	NOT_TRANSLATED
HP:0000529	Snížení zrakové ostrosti	OFFICIAL
HP:0000529	Ztráta zrakové ostrosti	OFFICIAL
HP:0000529	Ztráta vidění	OFFICIAL
HP:0000529	Progresivní ztráta schopnosti vidět	OFFICIAL
HP:0033297	Multinucleated podocytes	NOT_TRANSLATED
HP:0033297	Podocyte multinucleation	NOT_TRANSLATED
HP:0000531	Depozitá v rohovce	OFFICIAL
HP:0000532	Chorioretinální abnormalita	OFFICIAL
HP:0000533	Chorioretinální ztenčení	OFFICIAL
HP:0000534	Abnormalita obočí	OFFICIAL
HP:0000540	Dalekozrakost	OFFICIAL
HP:0000540	Hyperopie	OFFICIAL
HP:0000540	Špatné vidění do blízka	OFFICIAL
HP:0000541	Odchlípená sítnice	OFFICIAL
HP:0000543	Bledý optický disk	CANDIDATE
HP:0000543	Bledost terče	CANDIDATE
HP:0000543	Bledý terč	CANDIDATE
HP:0000544	CPEO	OFFICIAL
HP:0000544	Chronická progresivní externí oftalmoplegie	OFFICIAL
HP:0000544	Ophthalmoplegia externa	OFFICIAL
HP:0000544	Slabost zevních okohybních svalů	OFFICIAL
HP:0000544	Progresivní paralýza oćních svalů	OFFICIAL
HP:0000545	Krátkozrakost	OFFICIAL
HP:0000545	Špatné vidění do dálky	OFFICIAL
HP:0033313	Collagenization of the urinary space	NOT_TRANSLATED
HP:0000546	Retinální degenerace	OFFICIAL
HP:0000546	Degenerace retiny	OFFICIAL
HP:0033314	Hyperplasia of visceral epithelial cells	NOT_TRANSLATED
HP:0033314	Podocyte hyperplasia	NOT_TRANSLATED
HP:0000548	Cone/cone-rod dystrophy	OFFICIAL
HP:0000548	Dystrofie čípků	OFFICIAL
HP:0000548	Dystrofie tyčinek	OFFICIAL
HP:0000549	Dyskonjugované oční pohyby	OFFICIAL
HP:0000550	Absentující elektroretinogram	OFFICIAL
HP:0000550	Nedetekovatelný ERG	OFFICIAL
HP:0000550	Absence ERG odpovědi	OFFICIAL
HP:0000551	Abnormální barevné vidění	CANDIDATE
HP:0000551	Abnormální rozlišování barev	CANDIDATE
HP:0000551	Barvoslepost	CANDIDATE
HP:0000551	Porucha barvocitu	CANDIDATE
HP:0000551	Abnormální barvocit	CANDIDATE
HP:0000551	Porucha vnímání barev	CANDIDATE
HP:0000551	Porucha barevného vidění lidského oka	CANDIDATE
HP:0000552	Modro žlutá barvoslepost	CANDIDATE
HP:0000552	Barvoslepost modrá a žlutá	CANDIDATE
HP:0000552	Modro-žlutá dyschromatopsie	CANDIDATE
HP:0000553	Abnormalita uvey	OFFICIAL
HP:0000553	Uveální abnormalita	OFFICIAL
HP:0000553	Abnormalita živnatky	OFFICIAL
HP:0000555	Bílý pupilární reflex	OFFICIAL
HP:0000555	Leucocoria	OFFICIAL
HP:0000556	Zánik světlocitlivých buněk sítnice	OFFICIAL
HP:0000557	Buphtalmos	OFFICIAL
HP:0000557	Hydroftalmus	OFFICIAL
HP:0000557	Hydrophthalmos	OFFICIAL
HP:0000561	Ageneze očních řas	OFFICIAL
HP:0000561	Aplazie očních řas	OFFICIAL
HP:0000561	Atrichie očních řas	OFFICIAL
HP:0000561	Chyba ve vývoji očních řas	OFFICIAL
HP:0033329	Abnormal postural reaction	NOT_TRANSLATED
HP:0000563	Kónická kornea	OFFICIAL
HP:0000564	Neotevření nazolakrimálního kanálku	OFFICIAL
HP:0000564	Porucha luminizace nazolakriminálního kanálku	OFFICIAL
HP:0000564	Porucha průchodnosti nazolakrimálního kanálku	OFFICIAL
HP:0000565	Konvergentní strabismus	OFFICIAL
HP:0000565	Strabismus convergens	OFFICIAL
HP:0000567	Kolobom živnatky	OFFICIAL
HP:0000567	Kolovom choroidey	OFFICIAL
HP:0000567	Choroideální kolobom	OFFICIAL
HP:0000568	Abnormálně malé oko	OFFICIAL
HP:0000568	Abnormálně malý glóbus oční	OFFICIAL
HP:0000568	Snížená velikost oční bulvy	OFFICIAL
HP:0000568	Mikroftalmi	OFFICIAL
HP:0000568	Nanophthalmos	OFFICIAL
HP:0033336	Selhání buněčného dělení zygoty	CANDIDATE
HP:0000570	Porucha sakadických pohybů	OFFICIAL
HP:0000572	Porcuha vizu	OFFICIAL
HP:0000572	Ztráta vidění	OFFICIAL
HP:0000573	Retinální krvácení	CANDIDATE
HP:0000573	Sítnicové hemoragie	CANDIDATE
HP:0033341	Elevated circulating beta-sitosterol concentration	NOT_TRANSLATED
HP:0000574	Husté obočí	OFFICIAL
HP:0000574	Tlusté obočí	OFFICIAL
HP:0000574	Hypertrichóza obočí	OFFICIAL
HP:0000574	Výrazné obočí	OFFICIAL
HP:0033342	Anti-AQP4 antibody positivity	NOT_TRANSLATED
HP:0000575	Výpadek zorného pole	OFFICIAL
HP:0033343	Mucous diarrhea	NOT_TRANSLATED
HP:0033343	Mucous diarrhoea	NOT_TRANSLATED
HP:0000577	Zevně vystouplý bulbus	OFFICIAL
HP:0033346	Psychic aura	NOT_TRANSLATED
HP:0000579	Zablokované slzné kanálky	OFFICIAL
HP:0000579	Blokáda slných kanálků	OFFICIAL
HP:0000580	Pigmentová depozita sítnice	CANDIDATE
HP:0000580	Retinální hromadění pigmentu	CANDIDATE
HP:0000581	Úzký otvor mezi víčky	OFFICIAL
HP:0033349	Acute repetitive seizures	NOT_TRANSLATED
HP:0033349	Crescendo seizures	NOT_TRANSLATED
HP:0033349	Cyclical seizures	NOT_TRANSLATED
HP:0033349	Recurrent seizures	NOT_TRANSLATED
HP:0033349	Seizure flurries	NOT_TRANSLATED
HP:0033349	Serial seizures	NOT_TRANSLATED
HP:0000582	Mongoloidní slant očních štěrbin	OFFICIAL
HP:0000582	Šikmé oční štěrbiny	OFFICIAL
HP:0000582	Šikmé oči	OFFICIAL
HP:0033350	Elevated FEV1	NOT_TRANSLATED
HP:0033351	Esophageal candidiasis	NOT_TRANSLATED
HP:0033352	Pulmonary arterial hypertension crisis	NOT_TRANSLATED
HP:0000585	Keratopatie z ukládání vápníku	OFFICIAL
HP:0000586	Mělké očnice	OFFICIAL
HP:0000586	Malé mělké orbity	OFFICIAL
HP:0000587	Abnormality očního nervu	OFFICIAL
HP:0000587	Abnormalita nervus opticus	OFFICIAL
HP:0033355	Elevated urinary DPD	NOT_TRANSLATED
HP:0000588	Coloboma nervi optici	CANDIDATE
HP:0000588	Kolobom optického disku	CANDIDATE
HP:0000589	Oční kolobomy	OFFICIAL
HP:0000589	Kolobomy očí	OFFICIAL
HP:0000590	Externí oftalmoplégie, progresivní	OFFICIAL
HP:0000591	Abnormalita vnější bílé části oka	OFFICIAL
HP:0000591	Abnormalita skléry	OFFICIAL
HP:0000592	Modrá vnější bílá část oka	CANDIDATE
HP:0000592	Modré skléry	CANDIDATE
HP:0000592	Namodralé skléry	CANDIDATE
HP:0000592	Bělma očí jsou modro-šedé barvy	CANDIDATE
HP:0033360	Impaired task shifting	NOT_TRANSLATED
HP:0000593	Abnormální přední oční komora	OFFICIAL
HP:0000597	Paréza okohybných svalů	OFFICIAL
HP:0000597	Extraokulární svalová paréza	OFFICIAL
HP:0000597	Slabost okohybných svalů	OFFICIAL
HP:0000598	Anomálie ucha	OFFICIAL
HP:0000599	Abnormality vlasů v přední části hlavy	OFFICIAL
HP:0000601	Oční hypotelorismus	OFFICIAL
HP:0000601	Blízko umístněné oči	OFFICIAL
HP:0000601	Malá mezioční vzdálenost	OFFICIAL
HP:0000602	Paralýza okohybných svalů	OFFICIAL
HP:0033370	Endobronchiální teleangiektázie	CANDIDATE
HP:0000603	Slepé místo umístěné v bodu fixace	OFFICIAL
HP:0000605	Supranukleární paralýza pohledu	OFFICIAL
HP:0000606	Abnormalita periorbitální krajiny	OFFICIAL
HP:0000606	Abnormalita regionu kolem očního důlku	OFFICIAL
HP:0000607	Přebytečné periorbitální vrásky kůže	OFFICIAL
HP:0000607	Vrásky kolem očí	OFFICIAL
HP:0000608	Pigmentová makulární degenerace	OFFICIAL
HP:0000609	Hypoplastické oční nervy	OFFICIAL
HP:0000610	Abnormální choroidea	OFFICIAL
HP:0033379	Bilateral SVC	NOT_TRANSLATED
HP:0000612	Kočičí oko	OFFICIAL
HP:0000612	Kolobom duhovky	OFFICIAL
HP:0033380	Nose chondritis	NOT_TRANSLATED
HP:0000613	Extrémní citlivost očí na světlo	OFFICIAL
HP:0000613	Fotodysforie	OFFICIAL
HP:0000614	Abnormalita nazolakrimálního systému	OFFICIAL
HP:0000615	Abnormální pupilární morfologie	OFFICIAL
HP:0000615	Abnormality zornic	OFFICIAL
HP:0000615	Pupilární abnormality	OFFICIAL
HP:0033383	Decreased CMAP amplitude	NOT_TRANSLATED
HP:0000616	Zúžené zornice	OFFICIAL
HP:0000616	Pupilární zúžení	OFFICIAL
HP:0000617	Iregulérní sledovací pohyby očí	OFFICIAL
HP:0033385	Elevated urine hydroxylysyl-pyridinoline level	NOT_TRANSLATED
HP:0000618	Legální slepota	OFFICIAL
HP:0000619	Insuficience konvergence	OFFICIAL
HP:0000620	Dacrocystitis	OFFICIAL
HP:0000620	Zánět nazolakrimálního vaku	OFFICIAL
HP:0000621	Dovnitř invertované víčko	OFFICIAL
HP:0033390	Rozšíření bronchiální tepny	CANDIDATE
HP:0033390	Zvětšení bronchiální tepny	CANDIDATE
HP:0033392	Perivascular inflammation of arterioles in the pulmonary circulation	NOT_TRANSLATED
HP:0033392	Perivascular inflammation of pre-capillary pulmonary arteries	NOT_TRANSLATED
HP:0000625	Rozštěp víčka	OFFICIAL
HP:0033393	Sperm flagella with irregular caliber	NOT_TRANSLATED
HP:0033393	Sperm flagella with irregular calibre	NOT_TRANSLATED
HP:0000627	Embryotoxon	OFFICIAL
HP:0000629	Periorbital fullness	CANDIDATE
HP:0000629	Periorbital puffiness	CANDIDATE
HP:0000630	Abnormalita retinální arterie	OFFICIAL
HP:0000630	Abnormální retinální arterie	OFFICIAL
HP:0000630	Abnormalita arteria centralis retinae	OFFICIAL
HP:0000631	Křivolakost retinální arterie	OFFICIAL
HP:0000632	Abnormalita produkce slz	OFFICIAL
HP:0033400	Acute abdominal pain	NOT_TRANSLATED
HP:0000633	Snížené vylučování slz	OFFICIAL
HP:0000635	Modré oči	OFFICIAL
HP:0000636	Rozštěp horního víčka	OFFICIAL
HP:0000636	Kolobom horního víčka	OFFICIAL
HP:0000637	Dlouhá oční štěrbina	OFFICIAL
HP:0000637	Široká oční štěrbina	OFFICIAL
HP:0000639	Mimovolní, rychlý, rytmický pohyb očí	OFFICIAL
HP:0000641	Dysmetrické pohyby očí	OFFICIAL
HP:0000641	Dysmetrické oční sakády	OFFICIAL
HP:0000642	Dyschromatopsie červená a zelená	CANDIDATE
HP:0000642	Barvoslepost červená a zelená	CANDIDATE
HP:0000643	Křeče víček	OFFICIAL
HP:0000643	Spazmy víček	OFFICIAL
HP:0033412	Akineze horních končetin	CANDIDATE
HP:0033413	Hypokineze horních končetin	CANDIDATE
HP:0000646	Tupozrakost	OFFICIAL
HP:0033414	Hypokineze dolních končetin	CANDIDATE
HP:0000647	Rohovka vypadá jako bělima	OFFICIAL
HP:0000648	Degenerace optického nervu	OFFICIAL
HP:0000648	Atrofie zrakového nervu	OFFICIAL
HP:0000648	Degenerace zrakového nervu	OFFICIAL
HP:0000649	Abnormální VEP	OFFICIAL
HP:0000649	Abnormalita VEP	OFFICIAL
HP:0000649	Abnormalita zrakových evokovaných potenciálů	OFFICIAL
HP:0000651	Dvojité vidění	OFFICIAL
HP:0000652	Rozštěp dolního víčka	OFFICIAL
HP:0000652	Kolobom dolního víčka	OFFICIAL
HP:0000653	Hypotrichóza řas očí	OFFICIAL
HP:0000653	Částečná absence řas očí	OFFICIAL
HP:0000653	Málo očních řas	OFFICIAL
HP:0000654	Snížené amplitudy na elektroretinogramu	OFFICIAL
HP:0000654	Snížená ERG amplituda	OFFICIAL
HP:0000654	Oploštělý retinogram	OFFICIAL
HP:0000656	Evertované oční víčko	OFFICIAL
HP:0000656	Odklopené oční víčko	OFFICIAL
HP:0000656	Ektropion	OFFICIAL
HP:0000657	Oční motorická apraxie	OFFICIAL
HP:0000658	Obtížnost otevírání očí	OFFICIAL
HP:0033426	Venous air embolism	NOT_TRANSLATED
HP:0000662	Šeroslepost	OFFICIAL
HP:0000662	Porucha vidění v noci	OFFICIAL
HP:0000662	Noční slepota	OFFICIAL
HP:0000662	Hemeralopie	OFFICIAL
HP:0033431	CMV colitis	NOT_TRANSLATED
HP:0000664	Synophris	OFFICIAL
HP:0000664	Srostlé obočí	OFFICIAL
HP:0033433	Ileo-cecal ulcer	NOT_TRANSLATED
HP:0000666	Nystagmus, horizontální	OFFICIAL
HP:0033434	Nasal-septum perforation	NOT_TRANSLATED
HP:0033434	Perforation of the nasal septum	NOT_TRANSLATED
HP:0000668	Selhání vývoje jednoho až šesti zubů	OFFICIAL
HP:0033437	Increased circulating alpha-ketoisocaproic acid concentration	NOT_TRANSLATED
HP:0000670	Zubní kaz	OFFICIAL
HP:0000670	Zkažené zuby	OFFICIAL
HP:0000670	Kazivost zubů	OFFICIAL
HP:0000670	Nadměrná kazivost zubů	OFFICIAL
HP:0000670	Časná kazivost zubů	OFFICIAL
HP:0033439	Elevated circulating O-decenoylcarnitine concentration	NOT_TRANSLATED
HP:0033439	Elevated plasma decenoylcarnitine, C10:1	NOT_TRANSLATED
HP:0033440	Elevated circulating O-octenoylcarnitine concentration	NOT_TRANSLATED
HP:0033440	Elevated plasma octenoylcarnitine, C8:1	NOT_TRANSLATED
HP:0033441	Elevated circulating O-hexanoylcarnitine concentration	NOT_TRANSLATED
HP:0033441	Elevated plasma hexanoylcarnitine, C6:0	NOT_TRANSLATED
HP:0000674	Anodontia vera	CANDIDATE
HP:0000674	Kompletní ageneze všech zubů	CANDIDATE
HP:0000674	Kompletní anodoncie	CANDIDATE
HP:0000674	Zubní ageneze	CANDIDATE
HP:0000674	Chybí všechny zuby	CANDIDATE
HP:0000674	Celková absence všech zubů	CANDIDATE
HP:0033442	Elevated circulating O-glutarylcarnitine concentration	NOT_TRANSLATED
HP:0033442	Elevated plasma glutarylcarnitine, C5-DC	NOT_TRANSLATED
HP:0000675	Dlouhé střední řezáky	OFFICIAL
HP:0000675	Velké řezáky	OFFICIAL
HP:0000675	Prominentní řezáky	OFFICIAL
HP:0033444	Elevated circulating O-dodecanoylcarnitine concentration	NOT_TRANSLATED
HP:0033444	Elevated plasma dodecanoylcarnitine, C12:0	NOT_TRANSLATED
HP:0000677	Selhání vývoje více než šesti zubů	OFFICIAL
HP:0000677	Chybí více než šest zubů	OFFICIAL
HP:0000678	Dental crowding	OFFICIAL
HP:0000678	Neadekvátní délka oblouku čelisti vzhledem k velikosti zubů	OFFICIAL
HP:0000678	Neadekvátní velikost zubů vzhledem k délce oblouku čelisti	OFFICIAL
HP:0033446	Elevated circulating O-butyrylcarnitine concentration	NOT_TRANSLATED
HP:0000679	Taurodontia	OFFICIAL
HP:0000679	Taurodont	OFFICIAL
HP:0000679	Prodloužená dřen zubu	OFFICIAL
HP:0033447	Elevated circulating O-isovalerylcarnitine concentration	NOT_TRANSLATED
HP:0000680	Opožděná erupce mléčného chrupu	OFFICIAL
HP:0000680	Opožděná erupce dočasného chrupu	OFFICIAL
HP:0000680	Opožděná erupce mléčných zubů	OFFICIAL
HP:0000682	Abnormální zubní sklovina	CANDIDATE
HP:0000682	Defektní sklovina	CANDIDATE
HP:0000682	Dystrofie skloviny	CANDIDATE
HP:0000682	Malformace skloviny	CANDIDATE
HP:0000683	Šedá sklovina	CANDIDATE
HP:0000683	Šedý odstín zubu	CANDIDATE
HP:0000684	Opožděný vývoj zubů	OFFICIAL
HP:0000684	Opožděná erupce zubů	OFFICIAL
HP:0000684	Opožděná erupce	OFFICIAL
HP:0000685	Malé zuby	OFFICIAL
HP:0000685	Zmenšené zuby	OFFICIAL
HP:0000685	Nedovyvinuté zuby	OFFICIAL
HP:0000687	Vícenásobné diastemata	CANDIDATE
HP:0000687	Řídké zuby	CANDIDATE
HP:0000687	Velké mezery mezi zubama	CANDIDATE
HP:0000689	Malokluze - Angleova 2. třída	CANDIDATE
HP:0000689	Malokluze - Angleova 3. třída	CANDIDATE
HP:0000689	Špatný skus	CANDIDATE
HP:0000689	Porucha skusu	CANDIDATE
HP:0000689	Vada skusu	CANDIDATE
HP:0000690	Nepřítomnost maxilárního řezáku	OFFICIAL
HP:0000690	Absence horního laterálního řezáku	OFFICIAL
HP:0000690	Nepřítomnost maxilárních řezáků	OFFICIAL
HP:0000690	Absence horních laterálních řezáků	OFFICIAL
HP:0033458	Increased urine alpha-ketoisocaproic acid level	NOT_TRANSLATED
HP:0000691	Zmenšená šířka zubů	CANDIDATE
HP:0000691	Malá velikost zubů	CANDIDATE
HP:0000691	Hypotrofické zuby	CANDIDATE
HP:0000691	Malé zuby	CANDIDATE
HP:0000691	Malý zub	CANDIDATE
HP:0033459	Decreased apolipoprotein level	NOT_TRANSLATED
HP:0000692	Malpozice zubů	CANDIDATE
HP:0000692	Abnormality zarovnání zubů	CANDIDATE
HP:0000692	Abnormality pozice zubů	CANDIDATE
HP:0000692	Abnormality vzdálenosti zubů	CANDIDATE
HP:0000692	Křivé zuby	CANDIDATE
HP:0033461	Elevated plasma 3-OH-Linoleylcarnitine, C18:1-OH	NOT_TRANSLATED
HP:0000694	Zuby s dysplázií dentinu	CANDIDATE
HP:0000694	Shell teeth	CANDIDATE
HP:0000694	Zuby u dentinogenesis imperfecta typ III	CANDIDATE
HP:0033462	Elevated plasma oleylcarnitine, C18:1	NOT_TRANSLATED
HP:0000695	Dítě narozené se zuby	OFFICIAL
HP:0000695	Zuby přítomné od porodu	OFFICIAL
HP:0000696	Opožděná erupce dospělých zubů	OFFICIAL
HP:0000696	Opožděná erupce sekundárních dentice	OFFICIAL
HP:0000696	Zpožděná erupce sekundárních zubů	OFFICIAL
HP:0033464	Elevated circulating 3-OH-palmitoleylcarnitine concentration	NOT_TRANSLATED
HP:0033464	Elevated plasma 3-OH-Palmitoleylcarnitine, C16:1-OH	NOT_TRANSLATED
HP:0033465	Elevated circulating C14 carnitine concentration	NOT_TRANSLATED
HP:0033465	Elevated circulating myristoylcarnitine concentration	NOT_TRANSLATED
HP:0000698	Kuželovitý tvar zubu	OFFICIAL
HP:0000698	Žraločí zuby	OFFICIAL
HP:0000698	Klínovité zuby	OFFICIAL
HP:0000698	Špičaté zuby	OFFICIAL
HP:0000699	Zubní diastáza	OFFICIAL
HP:0000699	Zubní diastema	OFFICIAL
HP:0000699	Rozestup zubů	OFFICIAL
HP:0000699	Mezera mezi zuby	OFFICIAL
HP:0000699	Mezery mezi zuby	OFFICIAL
HP:0000700	Periapikální váček	OFFICIAL
HP:0000700	Periapikální léze	OFFICIAL
HP:0000700	Periapikální projasnění	OFFICIAL
HP:0000700	Periapikální ztráta kosti	OFFICIAL
HP:0000704	Onemocnění dásní	OFFICIAL
HP:0000704	Pyorrhea	OFFICIAL
HP:0000706	Poruchy erupce zubů	CANDIDATE
HP:0000706	Pseudo-anodontia	CANDIDATE
HP:0000706	Pseudoanodoncie	CANDIDATE
HP:0000706	Pseudoanodontia	CANDIDATE
HP:0000707	Neurologická abnormalita	OFFICIAL
HP:0000707	Neurologické abnormality	OFFICIAL
HP:0000707	Abnormalita mozku a/anebo míchy	OFFICIAL
HP:0000708	Změny v chování	CANDIDATE
HP:0000708	Poruchy chování	CANDIDATE
HP:0000708	Behaviorální poruchy	CANDIDATE
HP:0000708	Behaviorální problémy	CANDIDATE
HP:0000708	Psychiatrické abnormality	CANDIDATE
HP:0000708	Psychiatrická porucha	CANDIDATE
HP:0000710	Hyperoralia	OFFICIAL
HP:0033478	Elevated lipoprotein lipase level	NOT_TRANSLATED
HP:0000712	Emocionální nestabilita	CANDIDATE
HP:0000712	Emoční nestabilita	CANDIDATE
HP:0000712	Emocionální labilita	CANDIDATE
HP:0000716	Deprese	CANDIDATE
HP:0000716	Depresivní porucha	CANDIDATE
HP:0033484	Elevated plasma linoleylcarnitine, C18:2	NOT_TRANSLATED
HP:0033485	Disruption of the glomerular basement membrane	NOT_TRANSLATED
HP:0033485	Glomerular basement membrane rupture	NOT_TRANSLATED
HP:0000718	Agrese	OFFICIAL
HP:0000718	Agresivní chování	OFFICIAL
HP:0000718	Agresivita	OFFICIAL
HP:0000718	Fyzická agrese	OFFICIAL
HP:0000719	Inappropriate behaviour	NOT_TRANSLATED
HP:0033487	Glomerular basement membranes with powdery deposit	NOT_TRANSLATED
HP:0033488	Glomerular endocapillary hypercellularity consisting of leukocytes	NOT_TRANSLATED
HP:0000722	Obsedantně kompulzivní chování	CANDIDATE
HP:0000722	Obsedantně-kompulzivní porucha	CANDIDATE
HP:0000722	Obsesivně-kompulzivní porucha	CANDIDATE
HP:0000722	OCD	CANDIDATE
HP:0000723	Omezené chování	CANDIDATE
HP:0000723	Omezené chování, zájmy a aktivity	CANDIDATE
HP:0033493	Increased glomerular mesangial matrix	NOT_TRANSLATED
HP:0000726	Demence, progresivní	OFFICIAL
HP:0000726	Progresivní demence	OFFICIAL
HP:0033496	Segmental glomerulosclerosis, perihilar pattern	NOT_TRANSLATED
HP:0000729	Poruchy autistického spektra	CANDIDATE
HP:0000729	PAS	CANDIDATE
HP:0000729	Autistické rysy	CANDIDATE
HP:0000729	Autistické chování	CANDIDATE
HP:0033497	Segmental glomerulosclerosis, tip variant	NOT_TRANSLATED
HP:0000733	Repetitivní pohyby	CANDIDATE
HP:0000733	Opakované pohyby	CANDIDATE
HP:0000733	Opakující se pohyby	CANDIDATE
HP:0000733	Stereotypní chování	CANDIDATE
HP:0000733	Stereotypní, repetitivní chování	CANDIDATE
HP:0000733	Stereotypní pohyby	CANDIDATE
HP:0000735	Porucha sociální interakce	OFFICIAL
HP:0000735	Chudá sociální interakce	OFFICIAL
HP:0000736	Problém s pozorností	OFFICIAL
HP:0000736	Nepozornost	OFFICIAL
HP:0000737	Vznětlivost	OFFICIAL
HP:0000738	Halucinace	OFFICIAL
HP:0000738	Smyslové halucinace	OFFICIAL
HP:0000739	Úzkostná porucha	OFFICIAL
HP:0000739	Úzkostnost	OFFICIAL
HP:0000739	Perzistující obava či strach	OFFICIAL
HP:0033508	Epstein-Barr virus meningitis	NOT_TRANSLATED
HP:0000741	Nedostatek pocitů, emocí, zájmu	OFFICIAL
HP:0033509	Epstein-Barr virus encephalitis	NOT_TRANSLATED
HP:0000742	Záměrné sebepoškozování	OFFICIAL
HP:0033510	Cornu cutaneum	NOT_TRANSLATED
HP:0000743	Porucha funkce frontálních laloků	OFFICIAL
HP:0000744	Intolerance to frustration	NOT_TRANSLATED
HP:0033512	Stimulant dependence	NOT_TRANSLATED
HP:0000745	Ztráta motivace	CANDIDATE
HP:0033513	Cocaine dependence	NOT_TRANSLATED
HP:0033514	Amphetamine dependence	NOT_TRANSLATED
HP:0033514	Dextroamphetamine addiction	NOT_TRANSLATED
HP:0033514	Dextroamphetamine dependence	NOT_TRANSLATED
HP:0033515	Opioid dependence	NOT_TRANSLATED
HP:0033516	Benzodiazepine dependence	NOT_TRANSLATED
HP:0000749	Paroxysmální smích	OFFICIAL
HP:0033517	Heroin dependence	NOT_TRANSLATED
HP:0000750	Opožděný vývoj řeči	OFFICIAL
HP:0000750	Porucha vývoje řeči	OFFICIAL
HP:0000750	Problémy s vývojem řeči	OFFICIAL
HP:0000750	Problémy s řečí	OFFICIAL
HP:0000750	Porucha řeči	OFFICIAL
HP:0000750	Řečové postižení	OFFICIAL
HP:0000750	Řečová vada	OFFICIAL
HP:0033518	Methylphenidate dependence	NOT_TRANSLATED
HP:0000751	Změna osobnosti	OFFICIAL
HP:0033519	Methamphetamine dependence	NOT_TRANSLATED
HP:0000752	Hyperaktivní chování	CANDIDATE
HP:0000756	Strach z otevřených prostranství	OFFICIAL
HP:0033525	Absent central pair complex (9+0 pattern)	NOT_TRANSLATED
HP:0000758	Porucha nonverbálního chování	CANDIDATE
HP:0033526	Heel cord tightness	NOT_TRANSLATED
HP:0033526	Tight heel cord	NOT_TRANSLATED
HP:0000759	Onemocnění periferního nervového systému	CANDIDATE
HP:0033527	Snížený poměr testosteronu k androstendionu v plazmě	CANDIDATE
HP:0000762	Snížení vodivosti nervu	OFFICIAL
HP:0000762	Snížená vodivost nervů	OFFICIAL
HP:0000762	Zpožděná vodivost nervu	OFFICIAL
HP:0000762	Pomalá vodivost nervu	OFFICIAL
HP:0000762	Pomalá vodivost nervů	OFFICIAL
HP:0000763	Periferní senzorická neuropatie	OFFICIAL
HP:0000765	Abnormalita hrudě	CANDIDATE
HP:0000766	Pectus carinatum nebo pectus excavatum	CANDIDATE
HP:0000766	Deformita hrudníku	CANDIDATE
HP:0000766	Sternální deformita	CANDIDATE
HP:0000766	Deformita sterna	CANDIDATE
HP:0033534	Elevated circulating BNP concentration	NOT_TRANSLATED
HP:0033534	Increased B-type natriuretic peptide	NOT_TRANSLATED
HP:0033534	Increased ventricular natriuretic peptide	NOT_TRANSLATED
HP:0000767	Vpáčený hrudník	OFFICIAL
HP:0000768	Ptačí hrudník	OFFICIAL
HP:0033538	Aortic annular calcification	NOT_TRANSLATED
HP:0000771	Zvětšená mužská prsa	OFFICIAL
HP:0000771	Gynekomastie	OFFICIAL
HP:0000772	Abnormalita žeber	CANDIDATE
HP:0000772	Anomálie žebra	CANDIDATE
HP:0000772	Abnormalita žebra	CANDIDATE
HP:0033540	Reversible pulmonary obstruction	NOT_TRANSLATED
HP:0000773	Hypoplastická žebra	OFFICIAL
HP:0000773	Hypoplazie žeber	OFFICIAL
HP:0033541	Irreversible pulmonary obstruction	NOT_TRANSLATED
HP:0000774	Malý obvod hrudníku	OFFICIAL
HP:0000774	Úzký hrudník	OFFICIAL
HP:0033542	Peribronchial cuffing	NOT_TRANSLATED
HP:0033542	Peribronchial thickening	NOT_TRANSLATED
HP:0000775	Nemoc bránice	OFFICIAL
HP:0000775	Brániční defekt	OFFICIAL
HP:0033543	Nicotine dependence	NOT_TRANSLATED
