subject_id	source_language	translation_language	predicate_id	source_value	translation_status	translation_value
HP:0005168	en	fr	rdfs:label	Elevated right atrial pressure	OFFICIAL	Pression atriale droite élevée
HP:0005170	en	fr	rdfs:label	Complete heart block with broad QRS complexes	OFFICIAL	Bloc cardiaque complet avec complexes QRS larges
HP:0005172	en	fr	rdfs:label	Left posterior fascicular block	OFFICIAL	Bloc fasciculaire postérieur gauche
HP:0005174	en	fr	rdfs:label	Membranous subvalvular aortic stenosis	OFFICIAL	Sténose aortique sous-valvulaire membraneuse
HP:0005176	en	fr	rdfs:label	Dysplastic aortic valve	OFFICIAL	Dysplasie valvulaire aortique
HP:0005177	en	fr	rdfs:label	Premature arteriosclerosis	OFFICIAL	Artériosclérose prématurée
HP:0005178	en	fr	rdfs:label	Complete heart block with narrow QRS complexes	OFFICIAL	Bloc cardiaque complet avec complexes QRS étroits
HP:0005180	en	fr	rdfs:label	Tricuspid regurgitation	OFFICIAL	Insuffisance tricuspide
HP:0005181	en	fr	rdfs:label	Premature coronary artery atherosclerosis	OFFICIAL	Athérosclérose prématurée des artères coronaires
HP:0005182	en	fr	rdfs:label	Bicuspid pulmonary valve	OFFICIAL	Valvule pulmonaire bicuspide
HP:0005183	en	fr	rdfs:label	Pericardial lymphangiectasia	OFFICIAL	Lymphangiectasie péricardique
HP:0005184	en	fr	rdfs:label	Prolonged QTc interval	OFFICIAL	Allongement de l'intervalle QTc
HP:0005185	en	fr	rdfs:label	Global systolic dysfunction	OFFICIAL	Dysfonction systolique globale
HP:0005186	en	fr	rdfs:label	Synovial hypertrophy	OFFICIAL	Hypertrophie synoviale
HP:0005187	en	fr	rdfs:label	Progressive joint destruction	OFFICIAL	Destruction articulaire progressive
HP:0005190	en	fr	rdfs:label	Proximal finger joint hyperextensibility	OFFICIAL	Hyperlaxité de l'articulation proximale du doigt
HP:0005191	en	fr	rdfs:label	Congenital knee dislocation	OFFICIAL	Luxation congénitale du genou
HP:0005193	en	fr	rdfs:label	Restricted large joint movement	OFFICIAL	Limitation des mouvements des grosses articulations
HP:0005194	en	fr	rdfs:label	Flattened metatarsal heads	OFFICIAL	Têtes métatarsiennes aplaties
HP:0005195	en	fr	rdfs:label	Polyarticular arthropathy	OFFICIAL	Arthropathie polyarticulaire
HP:0005197	en	fr	rdfs:label	Generalized morning stiffness	OFFICIAL	Raideur articulaire matinale généralisée
HP:0005198	en	fr	rdfs:label	Stiff interphalangeal joints	OFFICIAL	Raideur des articulations interphalangiennes
HP:0005199	en	fr	rdfs:label	Aplasia of the abdominal wall musculature	OFFICIAL	Aplasie de la musculature de la paroi abdominale
HP:0005200	en	fr	rdfs:label	Retroperitoneal fibrosis	OFFICIAL	Fibrose rétropéritonéale
HP:0005201	en	fr	rdfs:label	Anomalous splenoportal venous system	OFFICIAL	Système  veineux splénoportal anormal
HP:0005202	en	fr	rdfs:label	Helicobacter pylori infection	OFFICIAL	Infection à Helicobacter pylori
HP:0005203	en	fr	rdfs:label	Spontaneous esophageal perforation	OFFICIAL	Perforation oesophagienne spontanée
HP:0005206	en	fr	rdfs:label	Pancreatic pseudocyst	OFFICIAL	Pseudokyste pancréatique
HP:0005207	en	fr	rdfs:label	Gastric hypertrophy	OFFICIAL	Hypertrophie gastrique
HP:0005208	en	fr	rdfs:label	Secretory diarrhea	OFFICIAL	Diarrhée sécrétoire
HP:0005209	en	fr	rdfs:label	Intrahepatic bile duct cysts	OFFICIAL	Kystes du canal biliaire intrahépatique
HP:0005210	en	fr	rdfs:label	Hypoplastic colon	OFFICIAL	Hypoplasie du côlon
HP:0005211	en	fr	rdfs:label	Midgut malrotation	OFFICIAL	Malrotation de l'intestin moyen
HP:0005212	en	fr	rdfs:label	Anal mucosal leukoplakia	OFFICIAL	Leucoplasie de la muqueuse anale
HP:0005213	en	fr	rdfs:label	Pancreatic calcification	OFFICIAL	Calcification pancréatique
HP:0005214	en	fr	rdfs:label	Intestinal obstruction	OFFICIAL	Occlusion intestinale
HP:0005215	en	fr	rdfs:label	Frequent Giardia lamblia infestation	OFFICIAL	Infection fréquente à Giardia Lamblia
HP:0005216	en	fr	rdfs:label	Impaired mastication	OFFICIAL	Difficultés de mastication
HP:0005217	en	fr	rdfs:label	Duplication of internal organs	OFFICIAL	Duplication des organes internes
HP:0005218	en	fr	rdfs:label	Anoperineal fistula	OFFICIAL	Fistule ano-périnéale
HP:0005219	en	fr	rdfs:label	Absence of intrinsic factor	OFFICIAL	Absence du facteur intrinsèque
HP:0005220	en	fr	rdfs:label	Multiple intestinal neurofibromatosis	OFFICIAL	Neurofibromatose intestinale multiple
HP:0005222	en	fr	rdfs:label	Bowel diverticulosis	OFFICIAL	Diverticulose de l'intestin
HP:0005223	en	fr	rdfs:label	Duplicated colon	OFFICIAL	Côlon dupliqué
HP:0005224	en	fr	rdfs:label	Rectal abscess	OFFICIAL	Abcès rectal
HP:0005225	en	fr	rdfs:label	Intestinal edema	OFFICIAL	Oedème intestinal
HP:0005227	en	fr	rdfs:label	Adenomatous colonic polyposis	OFFICIAL	Polypes coliques multiples adénomateux
HP:0005229	en	fr	rdfs:label	Jejunoileal ulceration	OFFICIAL	Ulcération jéjuno-iléale
HP:0005230	en	fr	rdfs:label	Biliary tract obstruction	OFFICIAL	Obstruction des voies biliaires
HP:0005231	en	fr	rdfs:label	Chronic gastritis	OFFICIAL	Gastrite chronique
HP:0005232	en	fr	rdfs:label	Pancreatic dysplasia	OFFICIAL	Dysplasie pancréatique
HP:0005233	en	fr	rdfs:label	Hypoplasia of the gallbladder	OFFICIAL	Hypoplasie de la vésicule biliaire
HP:0005234	en	fr	rdfs:label	Neonatal intestinal obstruction	OFFICIAL	Occlusion intestinale néonatale
HP:0005235	en	fr	rdfs:label	Jejunal atresia	OFFICIAL	Atrésie jéjunale
HP:0005236	en	fr	rdfs:label	Chronic calcifying pancreatitis	OFFICIAL	Pancréatite chronique calcifiante
HP:0005237	en	fr	rdfs:label	Degenerative liver disease	OFFICIAL	Maladie dégénérative du foie
HP:0005238	en	fr	rdfs:label	Discrete intestinal polyps	OFFICIAL	Polypes intestinaux discrets
HP:0005240	en	fr	rdfs:label	Esophageal obstruction	OFFICIAL	Obstruction oesophagienne
HP:0005241	en	fr	rdfs:label	Total intestinal aganglionosis	OFFICIAL	Aganglionose digestive totale
HP:0005242	en	fr	rdfs:label	Extrahepatic biliary duct atresia	OFFICIAL	Atrésie des voies biliaires extrahépatiques
HP:0005243	en	fr	rdfs:label	Partial abdominal muscle agenesis	OFFICIAL	Agénésie partielle des muscles abdominaux
HP:0005244	en	fr	rdfs:label	Gastrointestinal infarctions	OFFICIAL	Infarctus gastrointestinaux
HP:0005245	en	fr	rdfs:label	Intestinal hypoplasia	OFFICIAL	Hypoplasie intestinale
HP:0005246	en	fr	rdfs:label	Giant hypertrophic gastritis	OFFICIAL	Gastrite hypertrophique géante
HP:0005247	en	fr	rdfs:label	Hypoplasia of the abdominal wall musculature	OFFICIAL	Hypoplasie de la musculature de la paroi abdominale
HP:0005248	en	fr	rdfs:label	Intrahepatic biliary atresia	OFFICIAL	Atrésie des voies biliaires intrahépatiques
HP:0005249	en	fr	rdfs:label	Functional intestinal obstruction	OFFICIAL	obstruction intestinale fonctionnelle
HP:0005250	en	fr	rdfs:label	High intestinal obstruction	OFFICIAL	Occlusion intestinale haute
HP:0005253	en	fr	rdfs:label	Increased anterioposterior diameter of thorax	OFFICIAL	Diamètre antéropostérieur du thorax augmenté
HP:0005254	en	fr	rdfs:label	Unilateral chest hypoplasia	OFFICIAL	Hypoplasie unilatérale du thorax
HP:0005255	en	fr	rdfs:label	Absence of pectoralis minor muscle	OFFICIAL	Absence du muscle petit pectoral
HP:0005256	en	fr	rdfs:label	Unilateral absence of pectoralis major muscle	OFFICIAL	Hypoplasie unilatérale ou absence du muscle grand pectoral
HP:0005257	en	fr	rdfs:label	Thoracic hypoplasia	OFFICIAL	Hypoplasie thoracique
HP:0005258	en	fr	rdfs:label	Pectoral muscle hypoplasia/aplasia	OFFICIAL	Hypoplasie/aplasie du muscle pectoral
HP:0005259	en	fr	rdfs:label	Abnormal facility in opposing the shoulders	OFFICIAL	Facilité anormale à opposer ses épaules
HP:0005261	en	fr	rdfs:label	Joint hemorrhage	OFFICIAL	Hémorragie des articulations
HP:0005262	en	fr	rdfs:label	Abnormality of the synovia	OFFICIAL	Anomalie de la synovie
HP:0005263	en	fr	rdfs:label	Gastritis	OFFICIAL	Gastrite
HP:0005264	en	fr	rdfs:label	Abnormality of the gallbladder	OFFICIAL	Anomalie de la vésicule biliaire
HP:0005265	en	fr	rdfs:label	Abnormality of the jejunum	OFFICIAL	Anomalie du jéjunum
HP:0005266	en	fr	rdfs:label	Intestinal polyp	OFFICIAL	Polypes intestinaux
HP:0005267	en	fr	rdfs:label	Premature delivery because of cervical insufficiency or membrane fragility	OFFICIAL	Accouchement prématuré dû à une insuffisance cervicale ou une fragilité membranaire
HP:0005268	en	fr	rdfs:label	Spontaneous abortion	OFFICIAL	Risque accru d'avortement spontané
HP:0005272	en	fr	rdfs:label	Prominent nasolabial fold	OFFICIAL	Sillon nasolabial proéminent
HP:0005273	en	fr	rdfs:label	Absent nasal septal cartilage	OFFICIAL	Absence du cartilage de la cloison nasale
HP:0005274	en	fr	rdfs:label	Prominent nasal tip	OFFICIAL	Apex nasal proéminent
HP:0005275	en	fr	rdfs:label	Cartilaginous ossification of nose	OFFICIAL	Ossification cartilagineuse du nez
HP:0005278	en	fr	rdfs:label	Hypoplastic nasal tip	OFFICIAL	Apex du nez hypoplastique
HP:0005280	en	fr	rdfs:label	Depressed nasal bridge	OFFICIAL	Dépression de l'arête nasale
HP:0005281	en	fr	rdfs:label	Hypoplastic nasal bridge	OFFICIAL	Arête nasale hypoplasique
HP:0005285	en	fr	rdfs:label	Absent nasal bridge	OFFICIAL	Arête nasale absente
HP:0005288	en	fr	rdfs:label	Abnormality of the nares	OFFICIAL	Anomalie des narines
HP:0005289	en	fr	rdfs:label	Abnormality of the nasolabial region	OFFICIAL	Anomalie de la région nasolabiale
HP:0005290	en	fr	rdfs:label	Internal carotid artery hypoplasia	OFFICIAL	Hypoplasie de l'artère carotide interne
HP:0005291	en	fr	rdfs:label	Inflammatory arteriopathy	OFFICIAL	Artériopathie inflammatoire
HP:0005292	en	fr	rdfs:label	Intimal thickening in the coronary arteries	OFFICIAL	épaississement intimal des artères coronaires
HP:0005293	en	fr	rdfs:label	Venous insufficiency	OFFICIAL	Insuffisance veineuse
HP:0005294	en	fr	rdfs:label	Arterial dissection	OFFICIAL	Dissection artérielle
HP:0005295	en	fr	rdfs:label	Pseudocoarctation of the aorta	OFFICIAL	Pseudo-coarctation de l'aorte
HP:0005297	en	fr	rdfs:label	Premature occlusive vascular stenosis	OFFICIAL	Maladie vasculaire occlusive prématurée
HP:0005300	en	fr	rdfs:label	Nodular inflammatory vasculitis	OFFICIAL	Vascularite inflammatoire nodulaire
HP:0005301	en	fr	rdfs:label	Persistent left superior vena cava	OFFICIAL	Persistance de la veine cave supérieure gauche
HP:0005302	en	fr	rdfs:label	Carotid artery tortuosity	OFFICIAL	Tortuosité de l'artère carotide
HP:0005303	en	fr	rdfs:label	Aortic arch calcification	OFFICIAL	Calcification de l'arc aortique
HP:0005304	en	fr	rdfs:label	Hypoplastic pulmonary veins	OFFICIAL	Veines pulmonaires hypoplasiques
HP:0005305	en	fr	rdfs:label	Cerebral venous thrombosis	OFFICIAL	Thrombose veineuse cérébrale
HP:0005306	en	fr	rdfs:label	Capillary hemangioma	OFFICIAL	Hémangiome capillaire
HP:0005307	en	fr	rdfs:label	Postural hypotension with compensatory tachycardia	OFFICIAL	Hypotension posturale avec tachycardie compensatrice
HP:0005308	en	fr	rdfs:label	Pulmonary artery vasoconstriction	OFFICIAL	Vasoconstriction de l'artère pulmonaire
HP:0005310	en	fr	rdfs:label	Large vessel vasculitis	OFFICIAL	Vascularite des gros vaisseaux
HP:0005311	en	fr	rdfs:label	Agenesis of pulmonary vessels	OFFICIAL	Agénésie des vaisseaux pulmonaires
HP:0005312	en	fr	rdfs:label	Pulmonary aterial intimal fibrosis	OFFICIAL	Fibrose intimale de l'artère pulmonaire
HP:0005313	en	fr	rdfs:label	Arterial fibromuscular dysplasia	OFFICIAL	Dysplasie fibromusculaire artérielle
HP:0005314	en	fr	rdfs:label	Anomalous branches of internal carotid artery	OFFICIAL	Branches anormales de l'artère carotide interne
HP:0005316	en	fr	rdfs:label	Peripheral pulmonary vessel aplasia	OFFICIAL	Aplasie des vaisseaux pulmonaires périphériques
HP:0005317	en	fr	rdfs:label	Increased pulmonary vascular resistance	OFFICIAL	Résistance vasculaire pulmonaire augmentée
HP:0005318	en	fr	rdfs:label	Cerebral vasculitis	OFFICIAL	Vascularite cérébrale
HP:0005320	en	fr	rdfs:label	Lack of facial subcutaneous fat	OFFICIAL	Manque de graisse souscutanée faciale
HP:0005321	en	fr	rdfs:label	Mandibulofacial dysostosis	OFFICIAL	Dysostose mandibulofaciale
HP:0005322	en	fr	rdfs:label	Prominent nasal septum	OFFICIAL	Cloison nasale proéminente
HP:0005323	en	fr	rdfs:label	Hemifacial hypertrophy	OFFICIAL	Hypertrophie hémifaciale
HP:0005324	en	fr	rdfs:label	Disturbance of facial expression	OFFICIAL	Perturbation de l'expression faciale
HP:0005325	en	fr	rdfs:label	Extension of hair growth on temples to lateral eyebrow	OFFICIAL	Extension de la croissance des cheveux de la tempe aux sourcils latéraux
HP:0005326	en	fr	rdfs:label	Hypoplastic philtrum	OFFICIAL	Philtrum anormalement long et hypoplasique
HP:0005327	en	fr	rdfs:label	Loss of facial expression	OFFICIAL	Perte de l'expression faciale
HP:0005328	en	fr	rdfs:label	Progeroid facial appearance	OFFICIAL	Apparence faciale progéroïde
HP:0005329	en	fr	rdfs:label	Fixed facial expression	OFFICIAL	Expression faciale figée
HP:0005332	en	fr	rdfs:label	Recurrent mandibular subluxations	OFFICIAL	Subluxations mandibulaires récurrentes
HP:0005335	en	fr	rdfs:label	Sleepy facial expression	OFFICIAL	Expression faciale endormie
HP:0005336	en	fr	rdfs:label	Forehead hyperpigmentation	OFFICIAL	Hyperpigmentation du front
HP:0005338	en	fr	rdfs:label	Sparse lateral eyebrow	OFFICIAL	Signe de la queue des sourcils
HP:0005339	en	fr	rdfs:label	Abnormality of complement system	OFFICIAL	Anomalie du système du complément
HP:0005340	en	fr	rdfs:label	Spastic/hyperactive bladder	OFFICIAL	Vessie hyperactive/spastique
HP:0005341	en	fr	rdfs:label	Autonomic bladder dysfunction	OFFICIAL	Dysfonctionnement autonome de la vessie
HP:0005343	en	fr	rdfs:label	Hypoplasia of the bladder	OFFICIAL	Hypoplasie de la vessie
HP:0005344	en	fr	rdfs:label	Abnormal carotid artery morphology	OFFICIAL	Anomalie morphologique des artères carotides
HP:0005345	en	fr	rdfs:label	Abnormal vena cava morphology	OFFICIAL	Anomalie morphologique de la veine cave
HP:0005346	en	fr	rdfs:label	Abnormal facial expression	OFFICIAL	Anomalie de l'expression faciale
HP:0005347	en	fr	rdfs:label	Cartilaginous trachea	OFFICIAL	Trachée cartilagineuse
HP:0005348	en	fr	rdfs:label	Inspiratory stridor	OFFICIAL	Stridor inspiratoire
HP:0005349	en	fr	rdfs:label	Hypoplasia of the epiglottis	OFFICIAL	Épiglotte bifide ou hypoplasique
HP:0005352	en	fr	rdfs:label	Severe T-cell immunodeficiency	OFFICIAL	Immunodéficience sévère en cellules T
HP:0005353	en	fr	rdfs:label	Recurrent herpes	OFFICIAL	Hèrpes récurrent
HP:0005354	en	fr	rdfs:label	Lack of T cell function	OFFICIAL	Absence d'immunité cellulaire
HP:0005356	en	fr	rdfs:label	Decreased serum complement factor I	OFFICIAL	Facteur I du complément sérique diminué
HP:0005357	en	fr	rdfs:label	Defective B cell differentiation	OFFICIAL	Différenciation des lymphocytes B défecteuse
HP:0005359	en	fr	rdfs:label	Aplasia of the thymus	OFFICIAL	Aplasie du thymus
HP:0005360	en	fr	rdfs:label	Susceptibility to chickenpox	OFFICIAL	Susceptibilité à la varicelle
HP:0005363	en	fr	rdfs:label	Humoral immunodeficiency	OFFICIAL	Immunodéficience humorale partielle
HP:0005364	en	fr	rdfs:label	Severe viral infections	OFFICIAL	Infections virales sévères
HP:0005365	en	fr	rdfs:label	Severe B lymphocytopenia	OFFICIAL	Sévère lymphocytopénie B
HP:0005366	en	fr	rdfs:label	Recurrent streptococcus pneumoniae infections	OFFICIAL	Infections récurrentes à Streptococcus pneumoniae
HP:0005368	en	fr	rdfs:label	Abnormality of humoral immunity	OFFICIAL	Anomalie de l'immunité humorale
HP:0005369	en	fr	rdfs:label	Decreased serum complement factor H	OFFICIAL	Facteur H du complément sérique diminué
HP:0005372	en	fr	rdfs:label	Abnormality of B cell physiology	OFFICIAL	Anomalie de la physiologie des lymphocytes B
HP:0005374	en	fr	rdfs:label	Cellular immunodeficiency	OFFICIAL	Immmunodéficience cellulaire
HP:0005376	en	fr	rdfs:label	Recurrent Haemophilus influenzae infections	OFFICIAL	Infections récurrentes à Haemophilus influenzae
HP:0005381	en	fr	rdfs:label	Recurrent meningococcal disease	OFFICIAL	Infections méningococciques récurrentes
HP:0005384	en	fr	rdfs:label	Defective B cell activation	OFFICIAL	Activation des lymphocytes B défecteuse
HP:0005386	en	fr	rdfs:label	Recurrent protozoan infections	OFFICIAL	Infections récurrentes à protozoaires
HP:0005387	en	fr	rdfs:label	Combined immunodeficiency	OFFICIAL	Immunodéficience mixte
HP:0005389	en	fr	rdfs:label	Depletion of components of the alternative complement pathway	OFFICIAL	Dépletion des composants de la voie alterne du complément
HP:0005390	en	fr	rdfs:label	Recurrent opportunistic infections	OFFICIAL	Infections opportunistes fréquentes
HP:0005396	en	fr	rdfs:label	Susceptibility to coronavirus 229e	OFFICIAL	Susceptibilité au coronavirus 229E
HP:0005400	en	fr	rdfs:label	Reduction of neutrophil motility	OFFICIAL	Baisse de la motilité des neutrophiles
HP:0005401	en	fr	rdfs:label	Recurrent candida infections	OFFICIAL	Infections à Candida fréquentes
HP:0005403	en	fr	rdfs:label	Decrease in T cell count	OFFICIAL	Lymphocytopénie T
HP:0005404	en	fr	rdfs:label	Increased B cell count	OFFICIAL	Augmentation du nombre de cellules B
HP:0005406	en	fr	rdfs:label	Recurrent bacterial skin infections	OFFICIAL	infections cutanées bactériennes récurrentes
HP:0005407	en	fr	rdfs:label	Decreased proportion of CD4-positive T cells	OFFICIAL	Anomalie des lymphocytes T CD4+
HP:0005411	en	fr	rdfs:label	Chronic intestinal candidiasis	OFFICIAL	Candidose intestinale chronique
HP:0005413	en	fr	rdfs:label	Increased alpha-globulin	OFFICIAL	Alpha-globuline augmentée
HP:0005415	en	fr	rdfs:label	Decreased proportion of CD8-positive T cells	OFFICIAL	Lymphopénie T CD8+
HP:0005416	en	fr	rdfs:label	Decreased serum complement factor B	OFFICIAL	Diminution sérique du facteur B du complément
HP:0005419	en	fr	rdfs:label	Decreased T cell activation	OFFICIAL	Activation diminuée des cellules T
HP:0005420	en	fr	rdfs:label	Recurrent gram-negative bacterial infections	OFFICIAL	Infections bactériennes récurrentes, en particulier à gram négatif
HP:0005421	en	fr	rdfs:label	Decreased serum complement C3	OFFICIAL	Complément C3 sérique diminué
HP:0005422	en	fr	rdfs:label	Absence of CD8-positive T cells	OFFICIAL	Absence isolée de cellules T CD8+
HP:0005423	en	fr	rdfs:label	Dysfunctional alternative complement pathway	OFFICIAL	Dysfonctionnement de la voie alterne du complément
HP:0005424	en	fr	rdfs:label	Absent specific antibody response	OFFICIAL	Réponse spécifique aux anticorps absente
HP:0005425	en	fr	rdfs:label	Recurrent sinopulmonary infections	OFFICIAL	Infections sino-pulmonaires récurrentes
HP:0005428	en	fr	rdfs:label	Severe recurrent varicella	OFFICIAL	Varicelle récurrente sévère
HP:0005429	en	fr	rdfs:label	Recurrent systemic pyogenic infections	OFFICIAL	Infections pyogéniques systémiques et cutanées récurrentes
HP:0005430	en	fr	rdfs:label	Recurrent Neisserial infections	OFFICIAL	Infections à Neisseria récurrentes
HP:0005432	en	fr	rdfs:label	Transient hypogammaglobulinemia of infancy	OFFICIAL	Hypogammaglobulinémie transitoire du nouveau né
HP:0005435	en	fr	rdfs:label	Impaired T cell function	OFFICIAL	Fonction des cellules T altérée
HP:0005437	en	fr	rdfs:label	Recurrent infections in infancy and early childhood	OFFICIAL	Infections récurrentes de l'enfance ou de la petite enfance
HP:0005439	en	fr	rdfs:label	Maxillozygomatic hypoplasia	OFFICIAL	Hypoplasie maxillo-zygomatique
HP:0005441	en	fr	rdfs:label	Sclerotic cranial sutures	OFFICIAL	Sutures crâniales sclérotiques
HP:0005442	en	fr	rdfs:label	Widely patent coronal suture	OFFICIAL	Suture coronale largement ouverte
HP:0005445	en	fr	rdfs:label	Widened posterior fossa	OFFICIAL	Fosse postérieure élargie
HP:0005446	en	fr	rdfs:label	Obtuse angle of mandible	OFFICIAL	Mandibule petite avec un angle obtu
HP:0005449	en	fr	rdfs:label	Bridged sella turcica	OFFICIAL	Selle turcique en pont
HP:0005450	en	fr	rdfs:label	Calvarial osteosclerosis	OFFICIAL	Ostéosclérose de la voûte du crâne
HP:0005451	en	fr	rdfs:label	Decreased cranial base ossification	OFFICIAL	Ossification de la base du crâne diminuée
HP:0005453	en	fr	rdfs:label	Absent/hypoplastic paranasal sinuses	OFFICIAL	Sinus de la face absents ou hypoplasiques
HP:0005456	en	fr	rdfs:label	Absent ethmoidal sinuses	OFFICIAL	Absence des sinus frontaux et ethmoïdaux
HP:0005458	en	fr	rdfs:label	Premature closure of fontanelles	OFFICIAL	Fermeture prématurée des fontanelles
HP:0005461	en	fr	rdfs:label	Craniofacial disproportion	OFFICIAL	Disproportion crâniofaciale
HP:0005462	en	fr	rdfs:label	Calcification of falx cerebri	OFFICIAL	Calcification de la faux du cerveau
HP:0005463	en	fr	rdfs:label	Elongated sella turcica	OFFICIAL	Selle turcique anormalement longue
HP:0005464	en	fr	rdfs:label	Craniofacial osteosclerosis	OFFICIAL	Hyperostose crâniofaciale et sclérose
HP:0005465	en	fr	rdfs:label	Facial hyperostosis	OFFICIAL	Hyperostose des os de la face
HP:0005466	en	fr	rdfs:label	Hypoplasia of the frontal bone	OFFICIAL	Hypoplasie de l'os frontal
HP:0005469	en	fr	rdfs:label	Flat occiput	OFFICIAL	Occiput plat
HP:0005472	en	fr	rdfs:label	Orbital craniosynostosis	OFFICIAL	Crâniosynostose orbitaire
HP:0005473	en	fr	rdfs:label	Fusion of middle ear ossicles	OFFICIAL	Fusion des osselets de l'oreille moyenne
HP:0005474	en	fr	rdfs:label	Decreased calvarial ossification	OFFICIAL	Voûte du crâne déminéralisée
HP:0005476	en	fr	rdfs:label	Widely patent sagittal suture	OFFICIAL	Suture sagittale largement perméable
HP:0005477	en	fr	rdfs:label	Progressive sclerosis of skull base	OFFICIAL	Sclérose progressive de la base du crâne
HP:0005478	en	fr	rdfs:label	Prominent frontal sinuses	OFFICIAL	Sinus frontaux proéminents
HP:0005479	en	fr	rdfs:label	Decreased circulating total IgE	OFFICIAL	Déficit en immunoglobulines sériques E
HP:0005482	en	fr	rdfs:label	Abnormality of the alternative complement pathway	OFFICIAL	Anomalie de la voie alterne du complément
HP:0005483	en	fr	rdfs:label	Abnormal epiglottis morphology	OFFICIAL	Anomalie morphologique de l'épiglotte
HP:0005484	en	fr	rdfs:label	Postnatal microcephaly	OFFICIAL	Microcéphalie post-natale
HP:0005486	en	fr	rdfs:label	Small fontanelle	OFFICIAL	Petite fontanelle
HP:0005487	en	fr	rdfs:label	Prominent metopic ridge	OFFICIAL	Suture métopique proéminente
HP:0005490	en	fr	rdfs:label	Postnatal macrocephaly	OFFICIAL	Macrocéphalie post-natale
HP:0005494	en	fr	rdfs:label	Premature posterior fontanelle closure	OFFICIAL	Fermeture prématurée de la fontanelle postérieure
HP:0005495	en	fr	rdfs:label	Metopic suture patent to nasal root	OFFICIAL	Suture metopique patente jusqu'à la racine du nez
HP:0005498	en	fr	rdfs:label	Midline skin dimples over anterior/posterior fontanelles	OFFICIAL	Fossettes de peau sur la fontanelle antérieure/postérieure
HP:0005502	en	fr	rdfs:label	Increased red cell osmotic fragility	OFFICIAL	Augmentation de la fragilité osmotique du globule rouge
HP:0005505	en	fr	rdfs:label	Refractory anemia	OFFICIAL	Anémie réfractaire
HP:0005506	en	fr	rdfs:label	Chronic myelogenous leukemia	OFFICIAL	Leucémie myéloïde chronique
HP:0005507	en	fr	rdfs:label	Hemoglobin Barts	OFFICIAL	Hémoglobinose Barts
HP:0005508	en	fr	rdfs:label	Monoclonal immunoglobulin M proteinemia	OFFICIAL	Macroglobulinémie à IgM de Waldenström 
HP:0005510	en	fr	rdfs:label	Transient erythroblastopenia	OFFICIAL	Erythroblastopénie transitoire
HP:0005511	en	fr	rdfs:label	Heinz body anemia	OFFICIAL	Anémie congénitale avec corps de Heinz
HP:0005512	en	fr	rdfs:label	Impaired neutrophil killing of staphylococci	OFFICIAL	Altération de la destruction des staphylocoques par les neutrophiles
HP:0005513	en	fr	rdfs:label	Increased megakaryocyte count	OFFICIAL	Augmentation du nombre de mégacaryocytes
HP:0005517	en	fr	rdfs:label	T-cell lymphoma/leukemia	OFFICIAL	Leucémie-lymphome à cellules T
HP:0005518	en	fr	rdfs:label	Increased mean corpuscular volume	OFFICIAL	Volume globulaire moyen augmenté
HP:0005520	en	fr	rdfs:label	Chronic disseminated intravascular coagulation	OFFICIAL	Coagulation intravasculaire disséminée chronique
HP:0005521	en	fr	rdfs:label	Disseminated intravascular coagulation	OFFICIAL	coagulation intravasculaire disséminée
HP:0005522	en	fr	rdfs:label	Pyridoxine-responsive sideroblastic anemia	OFFICIAL	Anémie sidéroblastique répondant à la pyridoxine
HP:0005523	en	fr	rdfs:label	Lymphoproliferative disorder	OFFICIAL	Affection lymphoproliférative
HP:0005524	en	fr	rdfs:label	Macrocytic hemolytic disease	OFFICIAL	Maladie hémolytique macrocytaire
HP:0005525	en	fr	rdfs:label	Spontaneous hemolytic crises	OFFICIAL	Crises hémolytiques spontanées
HP:0005526	en	fr	rdfs:label	Lymphoid leukemia	OFFICIAL	Leucémie lymphoïde
HP:0005527	en	fr	rdfs:label	Reduced kininogen activity	OFFICIAL	Diminution de l'activité du kininogène
HP:0005528	en	fr	rdfs:label	Bone marrow hypocellularity	OFFICIAL	Hypocellularité de la moëlle osseuse
HP:0005531	en	fr	rdfs:label	Biphenotypic acute leukaemia	OFFICIAL	Leucémie aiguë biphénotypique
HP:0005532	en	fr	rdfs:label	Macrocytic dyserythropoietic anemia	OFFICIAL	Anémie dysérythropoïétique macrocytaire
HP:0005534	en	fr	rdfs:label	Transient myeloproliferative syndrome	OFFICIAL	Syndrome myéloprolifératif transitoire
HP:0005535	en	fr	rdfs:label	Exercise-induced hemolysis	OFFICIAL	Hémolyse induite par l'exercise
HP:0005537	en	fr	rdfs:label	Decreased mean platelet volume	OFFICIAL	Volume plaquettaire moyen diminué
HP:0005539	en	fr	rdfs:label	T cell chronic lymphocytic lymphoma/leukemia	OFFICIAL	Leucémie-lymphome lymphoblastique chronique à cellules T
HP:0005540	en	fr	rdfs:label	Red blood cell keratocytosis	OFFICIAL	Keratocytose des globules rouges
HP:0005541	en	fr	rdfs:label	Congenital agranulocytosis	OFFICIAL	Agranulocytose congénitale
HP:0005542	en	fr	rdfs:label	Prolonged whole-blood clotting time	OFFICIAL	Augmentation du temps de coagulation
HP:0005543	en	fr	rdfs:label	Reduced protein C activity	OFFICIAL	Activité de la protéine C réduite
HP:0005546	en	fr	rdfs:label	Increased red cell osmotic resistance	OFFICIAL	Augmentation de la résistance osmotique du globule rouge
